0         515.909
10000         228.201
20000         225.901
30000         214.219
40000         229.124
50000         218.703
60000         232.831
70000         210.823
80000         239.234
90000         232.675
100000          217.63
110000         201.217
120000         227.007
130000         210.607
140000         214.502
150000          219.68
160000         223.851
170000         205.836
180000         226.444
190000          196.96
200000         227.764
210000         200.945
220000         206.678
230000         220.958
240000         210.086
250000         206.655
260000         207.566
270000         212.313
280000         200.951
290000         236.597
300000         212.852
310000         225.672
320000         224.334
330000         246.637
340000         203.783
350000         217.147
360000         205.373
370000         263.696
380000         233.705
390000         238.573
400000         198.395
410000         196.955
420000         226.118
430000         235.824
440000         237.495
450000         226.373
460000         232.419
470000         212.773
480000         211.335
490000         210.256
500000         214.706
510000         243.698
520000         234.458
530000         219.056
540000         232.228
550000         211.803
560000          262.26
570000         250.453
580000         248.394
590000         220.589
600000         227.327
610000         234.588
620000         221.423
630000         199.963
640000          217.51
650000         238.237
660000         199.012
670000         209.236
680000         216.323
690000         217.571
700000         214.457
710000         222.366
720000         213.589
730000         208.007
740000         232.225
750000         207.446
760000         206.385
770000         234.144
780000         218.276
790000         188.458
800000         186.559
810000         204.164
820000         222.846
830000         236.751
840000         226.502
850000         220.811
860000         216.717
870000         244.168
880000         229.688
890000         235.496
900000         230.218
910000         202.839
920000         204.042
930000         199.178
940000         224.863
950000         225.929
960000          219.31
970000         217.909
980000         209.916
990000         210.558
1000000         204.572
1010000         204.271
1020000         238.898
1030000         208.977
1040000         208.606
1050000         207.643
1060000           234.2
1070000         220.831
1080000         214.104
1090000         225.307
1100000          208.71
1110000         231.029
1120000         212.773
1130000         226.483
1140000         210.886
1150000         220.049
1160000         224.607
1170000         206.765
1180000         208.804
1190000         234.186
1200000         212.139
1210000         224.614
1220000         238.391
1230000         234.242
1240000         233.103
1250000         212.739
1260000         224.409
1270000          215.58
1280000          214.81
1290000         220.189
1300000         235.418
1310000         220.371
1320000          226.75
1330000          240.35
1340000         228.817
1350000         223.516
1360000         222.292
1370000         232.433
1380000         217.129
1390000         232.553
1400000         215.711
1410000         204.379
1420000         205.762
1430000         216.078
1440000         207.098
1450000         223.307
1460000         219.843
1470000         195.663
1480000         205.831
1490000         191.153
1500000         223.407
1510000         242.827
1520000         212.982
1530000         236.894
1540000         224.655
1550000         227.659
1560000         210.528
1570000         207.525
1580000         212.422
1590000         237.406
1600000         190.674
1610000         193.478
1620000          219.51
1630000         213.377
1640000         206.483
1650000         207.018
1660000         217.145
1670000         234.049
1680000         215.473
1690000         206.928
1700000         202.537
1710000         219.166
1720000         180.583
1730000         215.896
1740000         199.675
1750000          236.91
1760000         206.012
1770000         217.527
1780000         220.243
1790000         206.781
1800000         220.386
1810000         234.441
1820000         205.727
1830000         210.559
1840000         223.322
1850000         229.616
1860000         222.937
1870000         224.848
1880000         221.432
1890000         230.043
1900000         214.962
1910000         222.194
1920000         221.934
1930000         209.217
1940000         210.954
1950000         218.837
1960000         219.931
1970000         224.125
1980000         207.016
1990000         219.593
2000000         220.096
