#          BLOCK:      ACTUAL_KE:         KE_AVE:          ERROR:
             270          1.9196         1.90226     0.000989472
             271         1.91975         1.90232     0.000987925
             272          1.9199         1.90238     0.000986403
             273         1.92004         1.90245     0.000984907
             274         1.92017         1.90251     0.000983434
             275          1.9203         1.90258     0.000981982
             276         1.92043         1.90264     0.000980551
             277         1.92055         1.90271     0.000979139
             278         1.92067         1.90277     0.000977745
             279         1.92078         1.90284     0.000976369
             280         1.92089          1.9029     0.000975008
             281         1.92099         1.90297     0.000973662
             282          1.9211         1.90303     0.000972329
             283         1.92119         1.90309     0.000971009
             284         1.92129         1.90316     0.000969702
             285         1.92138         1.90322     0.000968405
             286         1.92147         1.90329     0.000967118
             287         1.92155         1.90335     0.000965841
             288         1.92164         1.90341     0.000964572
             289         1.92171         1.90348     0.000963311
             290         1.92179         1.90354     0.000962056
             291         1.92186          1.9036     0.000960809
             292         1.92193         1.90367     0.000959567
             293           1.922         1.90373      0.00095833
             294         1.92206         1.90379     0.000957098
             295         1.92213         1.90385     0.000955869
             296         1.92218         1.90391     0.000954644
             297         1.92224         1.90398     0.000953422
             298         1.92229         1.90404     0.000952202
             299         1.92235          1.9041     0.000950984
             300         1.92239         1.90416     0.000949767
             301         1.92244         1.90422     0.000948552
             302         1.92249         1.90428     0.000947337
             303         1.92253         1.90434     0.000946122
             304         1.92257          1.9044     0.000944908
             305          1.9226         1.90446     0.000943692
             306         1.92264         1.90452     0.000942476
             307         1.92267         1.90458     0.000941258
             308          1.9227         1.90464     0.000940039
             309         1.92273          1.9047     0.000938818
             310         1.92275         1.90476     0.000937595
             311         1.92278         1.90481     0.000936369
             312          1.9228         1.90487     0.000935141
             313         1.92282         1.90493     0.000933909
             314         1.92283         1.90499     0.000932674
             315         1.92285         1.90504     0.000931435
             316         1.92286          1.9051     0.000930191
             317         1.92286         1.90515     0.000928943
             318         1.92287         1.90521     0.000927691
             319         1.92287         1.90527     0.000926433
             320         1.92287         1.90532     0.000925169
             321         1.92286         1.90538     0.000923899
             322         1.92285         1.90543     0.000922623
             323         1.92284         1.90548     0.000921339
             324         1.92282         1.90554     0.000920048
             325          1.9228         1.90559     0.000918748
             326         1.92277         1.90564      0.00091744
             327         1.92273         1.90569     0.000916122
             328         1.92269         1.90575     0.000914793
             329         1.92265          1.9058     0.000913454
             330         1.92259         1.90585     0.000912102
             331         1.92253          1.9059     0.000910738
             332         1.92246         1.90595     0.000909359
             333         1.92238           1.906     0.000907966
             334         1.92229         1.90605     0.000906557
             335         1.92219          1.9061     0.000905131
             336         1.92208         1.90614     0.000903686
             337         1.92196         1.90619     0.000902222
             338         1.92182         1.90624     0.000900736
             339         1.92167         1.90628     0.000899229
             340          1.9215         1.90633     0.000897697
             341         1.92132         1.90637      0.00089614
             342         1.92112         1.90641     0.000894557
             343          1.9209         1.90646     0.000892945
             344         1.92066          1.9065     0.000891303
             345          1.9204         1.90654      0.00088963
             346         1.92012         1.90658     0.000887924
             347         1.91981         1.90661     0.000886184
             348         1.91948         1.90665     0.000884408
             349         1.91912         1.90669     0.000882596
             350         1.91874         1.90672     0.000880746
             351         1.91833         1.90676     0.000878857
             352         1.91788         1.90679     0.000876928
             353         1.91741         1.90682      0.00087496
             354          1.9169         1.90685     0.000872952
             355         1.91636         1.90687     0.000870904
             356         1.91578          1.9069     0.000868817
             357         1.91516         1.90692     0.000866691
             358          1.9145         1.90694     0.000864529
             359         1.91381         1.90696     0.000862332
             360         1.91307         1.90698     0.000860104
             361         1.91229         1.90699     0.000857847
             362         1.91147           1.907     0.000855567
             363          1.9106         1.90701     0.000853267
             364         1.90969         1.90702     0.000850954
             365         1.90872         1.90703     0.000848636
             366         1.90772         1.90703     0.000846319
             367         1.90666         1.90703     0.000844014
             368         1.90555         1.90702      0.00084173
             369          1.9044         1.90702     0.000839479
             370          1.9032         1.90701     0.000837273
             371         1.90194         1.90699     0.000835128
             372         1.90064         1.90698     0.000833057
             373         1.89929         1.90695     0.000831079
             374         1.89788         1.90693     0.000829211
             375         1.89643          1.9069     0.000827472
             376         1.89493         1.90687     0.000825883
             377         1.89339         1.90683     0.000824466
             378          1.8918         1.90679     0.000823245
             379         1.89016         1.90675     0.000822242
             380         1.88848          1.9067     0.000821483
             381         1.88676         1.90665     0.000820994
             382           1.885         1.90659     0.000820799
             383          1.8832         1.90653     0.000820926
             384         1.88137         1.90647       0.0008214
             385          1.8795          1.9064     0.000822248
             386         1.87761         1.90632     0.000823493
             387         1.87569         1.90624     0.000825161
             388         1.87375         1.90616     0.000827275
             389         1.87179         1.90607     0.000829854
             390         1.86981         1.90598     0.000832918
             391         1.86783         1.90588     0.000836484
             392         1.86584         1.90578     0.000840565
             393         1.86385         1.90567     0.000845171
             394         1.86186         1.90556     0.000850309
             395         1.85989         1.90545     0.000855983
             396         1.85793         1.90533     0.000862191
             397         1.85599          1.9052     0.000868927
             398         1.85409         1.90507     0.000876182
             399         1.85222         1.90494     0.000883941
             400          1.8504          1.9048     0.000892185
             401         1.84863         1.90466     0.000900888
             402         1.84693         1.90452     0.000910023
             403          1.8453         1.90437     0.000919554
             404         1.84374         1.90422     0.000929445
             405         1.84228         1.90407     0.000939651
             406         1.84091         1.90391     0.000950125
             407         1.83966         1.90376     0.000960818
             408         1.83852          1.9036     0.000971675
             409         1.83752         1.90344     0.000982638
             410         1.83665         1.90327      0.00099365
             411         1.83594         1.90311      0.00100465
             412         1.83538         1.90294      0.00101557
             413         1.83499         1.90278      0.00102635
             414         1.83477         1.90262      0.00103694
             415         1.83473         1.90245      0.00104726
             416         1.83487         1.90229      0.00105727
             417         1.83521         1.90213       0.0010669
             418         1.83574         1.90197      0.00107611
             419         1.83645         1.90181      0.00108484
             420         1.83736         1.90166      0.00109306
             421         1.83846         1.90151      0.00110072
             422         1.83974         1.90136       0.0011078
             423         1.84121         1.90122      0.00111427
             424         1.84284         1.90108      0.00112012
             425         1.84464         1.90095      0.00112533
             426         1.84658         1.90082       0.0011299
             427         1.84867          1.9007      0.00113384
             428         1.85089         1.90058      0.00113715
             429         1.85322         1.90047      0.00113984
             430         1.85566         1.90037      0.00114195
             431         1.85818         1.90027      0.00114348
             432         1.86077         1.90018      0.00114449
             433         1.86343          1.9001      0.00114499
             434         1.86613         1.90002      0.00114502
             435         1.86886         1.89995      0.00114463
             436          1.8716         1.89988      0.00114385
             437         1.87436         1.89982      0.00114272
             438          1.8771         1.89977      0.00114129
             439         1.87983         1.89972      0.00113959
             440         1.88253         1.89969      0.00113767
             441         1.88519         1.89965      0.00113556
             442         1.88781         1.89963      0.00113331
             443         1.89037         1.89961      0.00113094
             444         1.89288         1.89959       0.0011285
             445         1.89532         1.89958        0.001126
             446         1.89768         1.89958      0.00112349
             447         1.89998         1.89958      0.00112097
             448         1.90219         1.89958      0.00111849
             449         1.90432         1.89959      0.00111605
             450         1.90637         1.89961      0.00111367
             451         1.90834         1.89963      0.00111137
             452         1.91022         1.89965      0.00110915
             453         1.91201         1.89968      0.00110704
             454         1.91372         1.89971      0.00110504
             455         1.91534         1.89974      0.00110314
             456         1.91687         1.89978      0.00110136
             457         1.91832         1.89982       0.0010997
             458         1.91969         1.89987      0.00109815
             459         1.92097         1.89991      0.00109672
             460         1.92217         1.89996       0.0010954
             461         1.92329         1.90001       0.0010942
             462         1.92433         1.90006      0.00109309
             463          1.9253         1.90012      0.00109209
             464         1.92619         1.90017      0.00109118
             465         1.92702         1.90023      0.00109036
             466         1.92777         1.90029      0.00108962
             467         1.92846         1.90035      0.00108896
             468         1.92908         1.90041      0.00108836
             469         1.92964         1.90047      0.00108782
             470         1.93014         1.90054      0.00108734
             471         1.93058          1.9006       0.0010869
             472         1.93097         1.90067       0.0010865
             473         1.93131         1.90073      0.00108613
             474         1.93161          1.9008      0.00108579
             475         1.93186         1.90086      0.00108547
             476         1.93206         1.90093      0.00108517
             477         1.93223         1.90099      0.00108488
             478         1.93236         1.90106      0.00108459
             479         1.93247         1.90112      0.00108431
             480         1.93254         1.90119      0.00108402
             481         1.93259         1.90125      0.00108373
             482         1.93261         1.90132      0.00108343
             483         1.93262         1.90138      0.00108313
             484         1.93261         1.90145      0.00108281
             485         1.93258         1.90151      0.00108248
             486         1.93255         1.90158      0.00108213
             487         1.93252         1.90164      0.00108177
             488         1.93248          1.9017       0.0010814
             489         1.93243         1.90177      0.00108101
             490          1.9324         1.90183      0.00108061
             491         1.93236         1.90189       0.0010802
             492         1.93234         1.90195      0.00107977
             493         1.93232         1.90201      0.00107934
             494         1.93231         1.90208       0.0010789
             495         1.93232         1.90214      0.00107845
             496         1.93235          1.9022      0.00107799
             497         1.93239         1.90226      0.00107753
             498         1.93244         1.90232      0.00107707
             499         1.93252         1.90238      0.00107661
             500         1.93262         1.90244      0.00107616
             501         1.93273          1.9025       0.0010757
             502         1.93287         1.90256      0.00107526
             503         1.93302         1.90262      0.00107483
             504         1.93319         1.90268       0.0010744
             505         1.93338         1.90274        0.001074
             506         1.93359          1.9028       0.0010736
             507         1.93382         1.90287      0.00107323
             508         1.93406         1.90293      0.00107287
             509         1.93432         1.90299      0.00107253
             510         1.93458         1.90305      0.00107222
             511         1.93486         1.90311      0.00107192
             512         1.93515         1.90318      0.00107166
             513         1.93545         1.90324      0.00107141
             514         1.93575          1.9033      0.00107119
             515         1.93606         1.90336        0.001071
             516         1.93637         1.90343      0.00107083
             517         1.93668         1.90349      0.00107069
             518           1.937         1.90356      0.00107058
             519         1.93731         1.90362      0.00107049
             520         1.93761         1.90369      0.00107042
             521         1.93791         1.90375      0.00107038
             522          1.9382         1.90382      0.00107036
             523         1.93849         1.90389      0.00107037
             524         1.93877         1.90395      0.00107039
             525         1.93903         1.90402      0.00107044
             526         1.93929         1.90409       0.0010705
             527         1.93953         1.90415      0.00107058
             528         1.93976         1.90422      0.00107067
             529         1.93998         1.90429      0.00107078
             530         1.94018         1.90436       0.0010709
             531         1.94037         1.90442      0.00107103
             532         1.94055         1.90449      0.00107117
             533         1.94071         1.90456      0.00107131
             534         1.94085         1.90463      0.00107146
             535         1.94099          1.9047      0.00107161
             536          1.9411         1.90476      0.00107176
             537         1.94121         1.90483      0.00107191
             538          1.9413          1.9049      0.00107206
             539         1.94137         1.90497       0.0010722
             540         1.94143         1.90504      0.00107234
             541         1.94149          1.9051      0.00107247
             542         1.94152         1.90517       0.0010726
             543         1.94155         1.90524      0.00107271
             544         1.94157          1.9053      0.00107282
             545         1.94157         1.90537      0.00107291
             546         1.94157         1.90544      0.00107299
             547         1.94155          1.9055      0.00107306
             548         1.94153         1.90557      0.00107311
             549          1.9415         1.90563      0.00107315
             550         1.94146          1.9057      0.00107318
             551         1.94141         1.90576      0.00107318
             552         1.94136         1.90583      0.00107318
             553          1.9413         1.90589      0.00107315
             554         1.94124         1.90596      0.00107311
             555         1.94116         1.90602      0.00107305
             556         1.94109         1.90608      0.00107297
             557           1.941         1.90615      0.00107287
             558         1.94091         1.90621      0.00107276
             559         1.94082         1.90627      0.00107263
             560         1.94072         1.90633      0.00107247
             561         1.94062         1.90639       0.0010723
             562         1.94051         1.90645      0.00107211
             563         1.94039         1.90651       0.0010719
             564         1.94027         1.90657      0.00107167
             565         1.94015         1.90663      0.00107142
             566         1.94002         1.90669      0.00107115
             567         1.93988         1.90675      0.00107086
             568         1.93974         1.90681      0.00107055
             569         1.93959         1.90687      0.00107021
             570         1.93943         1.90692      0.00106986
             571         1.93927         1.90698      0.00106949
             572         1.93911         1.90704      0.00106909
             573         1.93894         1.90709      0.00106867
             574         1.93876         1.90715      0.00106823
             575         1.93858          1.9072      0.00106777
             576         1.93839         1.90726      0.00106729
             577          1.9382         1.90731      0.00106679
             578         1.93801         1.90736      0.00106627
             579         1.93781         1.90741      0.00106572
             580         1.93761         1.90747      0.00106515
             581         1.93742         1.90752      0.00106457
             582         1.93722         1.90757      0.00106396
             583         1.93702         1.90762      0.00106333
             584         1.93683         1.90767      0.00106269
             585         1.93665         1.90772      0.00106203
             586         1.93647         1.90777      0.00106135
             587          1.9363         1.90782      0.00106065
             588         1.93615         1.90787      0.00105994
             589         1.93601         1.90791      0.00105922
             590         1.93588         1.90796      0.00105848
             591         1.93577         1.90801      0.00105774
             592         1.93568         1.90805      0.00105698
             593         1.93562          1.9081      0.00105622
             594         1.93558         1.90815      0.00105546
             595         1.93557         1.90819      0.00105469
             596         1.93558         1.90824      0.00105392
             597         1.93563         1.90828      0.00105315
             598         1.93571         1.90833      0.00105239
             599         1.93583         1.90838      0.00105164
             600         1.93598         1.90842      0.00105089
             601         1.93617         1.90847      0.00105015
             602          1.9364         1.90852      0.00104943
             603         1.93666         1.90856      0.00104873
             604         1.93696         1.90861      0.00104805
             605         1.93731         1.90866      0.00104739
             606         1.93769          1.9087      0.00104676
             607          1.9381         1.90875      0.00104615
             608         1.93856          1.9088      0.00104558
             609         1.93905         1.90885      0.00104504
             610         1.93957          1.9089      0.00104454
             611         1.94012         1.90895      0.00104408
             612          1.9407           1.909      0.00104366
             613         1.94131         1.90906      0.00104329
             614         1.94194         1.90911      0.00104296
             615          1.9426         1.90917      0.00104269
             616         1.94327         1.90922      0.00104246
             617         1.94396         1.90928      0.00104229
             618         1.94465         1.90933      0.00104218
             619         1.94536         1.90939      0.00104212
             620         1.94607         1.90945      0.00104211
             621         1.94679         1.90951      0.00104217
             622          1.9475         1.90957      0.00104228
             623         1.94821         1.90963      0.00104245
             624         1.94891          1.9097      0.00104268
             625          1.9496         1.90976      0.00104297
             626         1.95028         1.90983      0.00104331
             627         1.95094         1.90989       0.0010437
             628         1.95158         1.90996      0.00104415
             629         1.95221         1.91003      0.00104465
             630          1.9528         1.91009      0.00104519
             631         1.95337         1.91016      0.00104578
             632         1.95392         1.91023      0.00104642
             633         1.95443          1.9103      0.00104709
             634         1.95491         1.91037       0.0010478
             635         1.95536         1.91044      0.00104854
             636         1.95577         1.91051      0.00104932
             637         1.95614         1.91059      0.00105011
             638         1.95648         1.91066      0.00105093
             639         1.95678         1.91073      0.00105176
             640         1.95704          1.9108       0.0010526
             641         1.95725         1.91087      0.00105345
             642         1.95742         1.91095       0.0010543
             643         1.95755         1.91102      0.00105515
             644         1.95763         1.91109      0.00105599
             645         1.95767         1.91116      0.00105682
             646         1.95766         1.91124      0.00105763
             647          1.9576         1.91131      0.00105842
             648         1.95749         1.91138      0.00105918
             649         1.95733         1.91145      0.00105992
             650         1.95713         1.91152      0.00106061
             651         1.95686         1.91159      0.00106127
             652         1.95655         1.91166      0.00106188
             653         1.95618         1.91173      0.00106244
             654         1.95575         1.91179      0.00106295
             655         1.95527         1.91186      0.00106339
             656         1.95473         1.91193      0.00106378
             657         1.95413         1.91199       0.0010641
             658         1.95347         1.91205      0.00106435
             659         1.95274         1.91211      0.00106452
             660         1.95196         1.91217      0.00106462
             661          1.9511         1.91223      0.00106463
             662         1.95018         1.91229      0.00106457
             663          1.9492         1.91235      0.00106442
             664         1.94814          1.9124      0.00106418
             665         1.94702         1.91245      0.00106385
             666         1.94583          1.9125      0.00106343
             667         1.94457         1.91255      0.00106292
             668         1.94324          1.9126      0.00106233
             669         1.94184         1.91264      0.00106164
             670         1.94037         1.91268      0.00106086
             671         1.93883         1.91272      0.00105999
             672         1.93723         1.91276      0.00105904
             673         1.93557         1.91279      0.00105801
             674         1.93386         1.91282       0.0010569
             675         1.93208         1.91285      0.00105572
             676         1.93026         1.91288      0.00105448
             677         1.92839          1.9129      0.00105317
             678         1.92649         1.91292       0.0010518
             679         1.92456         1.91294      0.00105039
             680          1.9226         1.91295      0.00104895
             681         1.92063         1.91296      0.00104747
             682         1.91865         1.91297      0.00104596
             683         1.91668         1.91298      0.00104445
             684         1.91473         1.91298      0.00104292
             685          1.9128         1.91298       0.0010414
             686         1.91091         1.91298      0.00103989
             687         1.90907         1.91297      0.00103839
             688         1.90728         1.91296      0.00103691
             689         1.90556         1.91295      0.00103546
             690         1.90393         1.91294      0.00103404
             691         1.90238         1.91292      0.00103266
             692         1.90092          1.9129      0.00103131
             693         1.89957         1.91289      0.00103001
