#          BLOCK:       ACTUAL_T:          T_AVE:          ERROR:
             371         1.47662         1.44881      0.00130917
             372         1.47611         1.44888      0.00130771
             373         1.47558         1.44896      0.00130616
             374         1.47503         1.44903      0.00130453
             375         1.47446         1.44909      0.00130281
             376         1.47386         1.44916      0.00130101
             377         1.47325         1.44922      0.00129913
             378         1.47263         1.44929      0.00129717
             379         1.47198         1.44935      0.00129512
             380         1.47132          1.4494      0.00129301
             381         1.47064         1.44946      0.00129081
             382         1.46994         1.44951      0.00128855
             383         1.46923         1.44956      0.00128621
             384         1.46851         1.44961      0.00128381
             385         1.46778         1.44966      0.00128134
             386         1.46704         1.44971      0.00127881
             387         1.46629         1.44975      0.00127622
             388         1.46554         1.44979      0.00127358
             389         1.46479         1.44983      0.00127089
             390         1.46404         1.44986      0.00126816
             391         1.46329          1.4499      0.00126538
             392         1.46255         1.44993      0.00126256
             393         1.46182         1.44996      0.00125971
             394          1.4611         1.44999      0.00125683
             395         1.46039         1.45002      0.00125393
             396         1.45971         1.45004        0.001251
             397         1.45905         1.45006      0.00124805
             398         1.45841         1.45008      0.00124509
             399          1.4578          1.4501      0.00124212
             400         1.45722         1.45012      0.00123914
             401         1.45668         1.45014      0.00123616
             402         1.45617         1.45015      0.00123318
             403          1.4557         1.45017       0.0012302
             404         1.45527         1.45018      0.00122721
             405         1.45488         1.45019      0.00122424
             406         1.45453          1.4502      0.00122127
             407         1.45423         1.45021      0.00121831
             408         1.45396         1.45022      0.00121536
             409         1.45373         1.45023      0.00121242
             410         1.45354         1.45024      0.00120949
             411         1.45339         1.45024      0.00120657
             412         1.45327         1.45025      0.00120366
             413         1.45319         1.45026      0.00120077
             414         1.45313         1.45027      0.00119789
             415         1.45309         1.45027      0.00119502
             416         1.45307         1.45028      0.00119217
             417         1.45307         1.45029      0.00118933
             418         1.45308         1.45029       0.0011865
             419         1.45309          1.4503      0.00118369
             420          1.4531         1.45031      0.00118089
             421         1.45311         1.45031       0.0011781
             422         1.45312         1.45032      0.00117533
             423         1.45311         1.45033      0.00117257
             424         1.45308         1.45033      0.00116982
             425         1.45303         1.45034      0.00116709
             426         1.45295         1.45034      0.00116436
             427         1.45285         1.45035      0.00116165
             428         1.45271         1.45036      0.00115895
             429         1.45255         1.45036      0.00115626
             430         1.45234         1.45037      0.00115358
             431          1.4521         1.45037      0.00115091
             432         1.45182         1.45037      0.00114825
             433          1.4515         1.45038       0.0011456
             434         1.45114         1.45038      0.00114296
             435         1.45074         1.45038      0.00114034
             436         1.45031         1.45038      0.00113772
             437         1.44984         1.45038      0.00113512
             438         1.44934         1.45037      0.00113253
             439          1.4488         1.45037      0.00112996
             440         1.44824         1.45037       0.0011274
             441         1.44766         1.45036      0.00112486
             442         1.44705         1.45035      0.00112234
             443         1.44643         1.45034      0.00111984
             444          1.4458         1.45033      0.00111736
             445         1.44517         1.45032      0.00111491
             446         1.44453         1.45031      0.00111249
             447         1.44389         1.45029      0.00111009
             448         1.44326         1.45028      0.00110773
             449         1.44265         1.45026      0.00110539
             450         1.44205         1.45024      0.00110308
             451         1.44148         1.45022      0.00110081
             452         1.44093          1.4502      0.00109857
             453         1.44041         1.45018      0.00109635
             454         1.43993         1.45016      0.00109417
             455         1.43949         1.45014      0.00109202
             456         1.43909         1.45011      0.00108989
             457         1.43874         1.45009      0.00108779
             458         1.43843         1.45006      0.00108571
             459         1.43816         1.45004      0.00108366
             460         1.43795         1.45001      0.00108162
             461         1.43778         1.44998       0.0010796
             462         1.43767         1.44996      0.00107759
             463          1.4376         1.44993      0.00107559
             464         1.43758          1.4499      0.00107361
             465          1.4376         1.44988      0.00107162
             466         1.43768         1.44985      0.00106964
             467         1.43779         1.44982      0.00106766
             468         1.43795          1.4498      0.00106568
             469         1.43815         1.44977       0.0010637
             470         1.43838         1.44975      0.00106171
             471         1.43865         1.44973      0.00105972
             472         1.43895          1.4497      0.00105772
             473         1.43927         1.44968      0.00105572
             474         1.43963         1.44966       0.0010537
             475         1.44001         1.44964      0.00105168
             476         1.44041         1.44962      0.00104965
             477         1.44082          1.4496      0.00104761
             478         1.44126         1.44958      0.00104556
             479          1.4417         1.44957      0.00104351
             480         1.44216         1.44955      0.00104145
             481         1.44263         1.44954      0.00103939
             482          1.4431         1.44952      0.00103731
             483         1.44358         1.44951      0.00103524
             484         1.44406          1.4495      0.00103316
             485         1.44454         1.44949      0.00103108
             486         1.44502         1.44948        0.001029
             487          1.4455         1.44947      0.00102692
             488         1.44597         1.44947      0.00102484
             489         1.44644         1.44946      0.00102277
             490          1.4469         1.44946      0.00102069
             491         1.44735         1.44945      0.00101862
             492         1.44779         1.44945      0.00101656
             493         1.44823         1.44944       0.0010145
             494         1.44865         1.44944      0.00101245
             495         1.44905         1.44944       0.0010104
             496         1.44944         1.44944      0.00100836
             497         1.44982         1.44944      0.00100633
             498         1.45019         1.44944      0.00100432
             499         1.45053         1.44945       0.0010023
             500         1.45086         1.44945       0.0010003
             501         1.45118         1.44945     0.000998314
             502         1.45147         1.44946     0.000996333
             503         1.45175         1.44946     0.000994363
             504         1.45201         1.44947     0.000992403
             505         1.45225         1.44947     0.000990453
             506         1.45248         1.44948     0.000988513
             507         1.45269         1.44948     0.000986584
             508         1.45287         1.44949     0.000984664
             509         1.45304          1.4495     0.000982754
             510          1.4532         1.44951     0.000980854
             511         1.45334         1.44951     0.000978963
             512         1.45346         1.44952     0.000977082
             513         1.45356         1.44953     0.000975209
             514         1.45365         1.44954     0.000973344
             515         1.45372         1.44954     0.000971488
             516         1.45378         1.44955      0.00096964
             517         1.45383         1.44956       0.0009678
             518         1.45387         1.44957     0.000965968
             519          1.4539         1.44958     0.000964142
             520         1.45391         1.44959     0.000962324
             521         1.45392         1.44959     0.000960513
             522         1.45393          1.4496     0.000958709
             523         1.45393         1.44961     0.000956912
             524         1.45392         1.44962     0.000955121
             525         1.45391         1.44963     0.000953336
             526          1.4539         1.44964     0.000951559
             527         1.45389         1.44964     0.000949787
             528         1.45389         1.44965     0.000948022
             529         1.45388         1.44966     0.000946264
             530         1.45388         1.44967     0.000944512
             531         1.45389         1.44968     0.000942767
             532         1.45391         1.44968     0.000941028
             533         1.45394         1.44969     0.000939297
             534         1.45397          1.4497     0.000937572
             535         1.45402         1.44971     0.000935854
             536         1.45408         1.44972     0.000934144
             537         1.45415         1.44972     0.000932441
             538         1.45424         1.44973     0.000930745
             539         1.45434         1.44974     0.000929058
             540         1.45446         1.44975     0.000927379
             541          1.4546         1.44976     0.000925708
             542         1.45475         1.44977     0.000924046
             543         1.45492         1.44978     0.000922393
             544         1.45511         1.44979     0.000920749
             545         1.45531          1.4498     0.000919115
             546         1.45553         1.44981     0.000917492
             547         1.45577         1.44982     0.000915879
             548         1.45602         1.44983     0.000914278
             549         1.45629         1.44984     0.000912688
             550         1.45657         1.44985     0.000911111
             551         1.45687         1.44987     0.000909546
             552         1.45718         1.44988     0.000907995
             553          1.4575         1.44989     0.000906457
             554         1.45783         1.44991     0.000904934
             555         1.45817         1.44992     0.000903426
             556         1.45853         1.44994     0.000901934
             557         1.45888         1.44995     0.000900457
             558         1.45925         1.44997     0.000898998
             559         1.45962         1.44999     0.000897555
             560            1.46         1.45001     0.000896131
             561         1.46038         1.45002     0.000894724
             562         1.46076         1.45004     0.000893336
             563         1.46114         1.45006     0.000891966
             564         1.46152         1.45008     0.000890616
             565         1.46189          1.4501     0.000889285
             566         1.46227         1.45013     0.000887973
             567         1.46264         1.45015     0.000886681
             568           1.463         1.45017     0.000885409
             569         1.46336         1.45019     0.000884156
             570         1.46371         1.45022     0.000882923
             571         1.46406         1.45024      0.00088171
             572         1.46439         1.45027     0.000880515
             573         1.46472         1.45029     0.000879339
             574         1.46503         1.45032     0.000878182
             575         1.46533         1.45034     0.000877043
             576         1.46562         1.45037     0.000875922
             577          1.4659          1.4504     0.000874817
             578         1.46617         1.45042     0.000873729
             579         1.46642         1.45045     0.000872657
             580         1.46666         1.45048       0.0008716
             581         1.46689         1.45051     0.000870557
             582          1.4671         1.45054     0.000869528
             583          1.4673         1.45057     0.000868512
             584         1.46748         1.45059     0.000867507
             585         1.46765         1.45062     0.000866514
             586          1.4678         1.45065     0.000865531
             587         1.46794         1.45068     0.000864558
             588         1.46807         1.45071     0.000863593
             589         1.46817         1.45074     0.000862635
             590         1.46827         1.45077     0.000861684
             591         1.46835          1.4508      0.00086074
             592         1.46842         1.45083       0.0008598
             593         1.46847         1.45086     0.000858864
             594          1.4685         1.45089     0.000857931
             595         1.46853         1.45092     0.000857001
             596         1.46854         1.45095     0.000856073
             597         1.46853         1.45098     0.000855146
             598         1.46852         1.45101     0.000854218
             599         1.46849         1.45104     0.000853291
             600         1.46845         1.45107     0.000852362
             601         1.46839          1.4511     0.000851431
             602         1.46833         1.45112     0.000850497
             603         1.46825         1.45115     0.000849561
             604         1.46816         1.45118     0.000848621
             605         1.46806         1.45121     0.000847677
             606         1.46795         1.45124     0.000846729
             607         1.46784         1.45126     0.000845775
             608         1.46771         1.45129     0.000844816
             609         1.46757         1.45132     0.000843852
             610         1.46742         1.45134     0.000842882
             611         1.46727         1.45137     0.000841905
             612         1.46711          1.4514     0.000840922
             613         1.46694         1.45142     0.000839932
             614         1.46676         1.45145     0.000838936
             615         1.46658         1.45147     0.000837933
             616         1.46639         1.45149     0.000836922
             617          1.4662         1.45152     0.000835905
             618           1.466         1.45154      0.00083488
             619         1.46579         1.45157     0.000833849
             620         1.46558         1.45159      0.00083281
             621         1.46537         1.45161     0.000831765
             622         1.46515         1.45163     0.000830712
             623         1.46492         1.45165     0.000829653
             624          1.4647         1.45167     0.000828587
             625         1.46447         1.45169     0.000827514
             626         1.46424         1.45171     0.000826434
             627         1.46401         1.45173     0.000825349
             628         1.46377         1.45175     0.000824257
             629         1.46353         1.45177     0.000823159
             630         1.46329         1.45179     0.000822056
             631         1.46305         1.45181     0.000820947
             632         1.46281         1.45183     0.000819832
             633         1.46256         1.45184     0.000818712
             634         1.46231         1.45186     0.000817588
             635         1.46207         1.45187     0.000816458
             636         1.46182         1.45189     0.000815324
             637         1.46157         1.45191     0.000814186
             638         1.46132         1.45192     0.000813043
             639         1.46106         1.45193     0.000811897
             640         1.46081         1.45195     0.000810746
             641         1.46055         1.45196     0.000809593
             642          1.4603         1.45198     0.000808436
             643         1.46004         1.45199     0.000807276
             644         1.45978           1.452     0.000806113
             645         1.45951         1.45201     0.000804947
             646         1.45925         1.45202     0.000803779
             647         1.45898         1.45203     0.000802609
             648         1.45871         1.45204     0.000801436
             649         1.45844         1.45205     0.000800262
             650         1.45816         1.45206     0.000799086
             651         1.45788         1.45207     0.000797908
             652          1.4576         1.45208      0.00079673
             653         1.45731         1.45209      0.00079555
             654         1.45702          1.4521     0.000794369
             655         1.45672          1.4521     0.000793188
             656         1.45642         1.45211     0.000792006
             657         1.45611         1.45212     0.000790824
             658          1.4558         1.45212     0.000789642
             659         1.45548         1.45213      0.00078846
             660         1.45515         1.45213     0.000787279
             661         1.45482         1.45213     0.000786098
             662         1.45448         1.45214     0.000784919
             663         1.45413         1.45214      0.00078374
             664         1.45378         1.45214     0.000782564
             665         1.45342         1.45215      0.00078139
             666         1.45304         1.45215     0.000780217
             667         1.45267         1.45215     0.000779048
             668         1.45228         1.45215     0.000777882
             669         1.45188         1.45215     0.000776719
             670         1.45148         1.45215     0.000775561
             671         1.45107         1.45215     0.000774406
             672         1.45064         1.45214     0.000773257
             673         1.45021         1.45214     0.000772114
             674         1.44977         1.45214     0.000770976
             675         1.44933         1.45213     0.000769845
             676         1.44887         1.45213     0.000768721
             677         1.44841         1.45212     0.000767606
             678         1.44794         1.45212     0.000766498
             679         1.44746         1.45211       0.0007654
             680         1.44698          1.4521     0.000764312
             681         1.44648         1.45209     0.000763234
             682         1.44599         1.45208     0.000762167
             683         1.44549         1.45207     0.000761113
             684         1.44498         1.45206      0.00076007
             685         1.44448         1.45205     0.000759042
             686         1.44397         1.45204     0.000758027
             687         1.44345         1.45203     0.000757026
             688         1.44294         1.45202     0.000756041
             689         1.44243           1.452     0.000755072
             690         1.44193         1.45199     0.000754118
             691         1.44142         1.45197     0.000753182
             692         1.44093         1.45196     0.000752263
             693         1.44044         1.45194     0.000751361
