#          BLOCK:      ACTUAL_KE:         KE_AVE:          ERROR:
             708         2.15249         2.17744      0.00110975
             709         2.15225          2.1774      0.00110876
             710         2.15206         2.17737      0.00110777
             711         2.15192         2.17733      0.00110679
             712         2.15183          2.1773      0.00110581
             713         2.15179         2.17726      0.00110484
             714         2.15181         2.17722      0.00110387
             715         2.15188         2.17719      0.00110289
             716         2.15201         2.17715      0.00110191
             717         2.15219         2.17712      0.00110093
             718         2.15242         2.17708      0.00109993
             719         2.15271         2.17705      0.00109892
             720         2.15305         2.17702       0.0010979
             721         2.15344         2.17698      0.00109687
             722         2.15388         2.17695      0.00109581
             723         2.15437         2.17692      0.00109474
             724         2.15491         2.17689      0.00109365
             725         2.15549         2.17686      0.00109254
             726         2.15612         2.17683      0.00109141
             727         2.15678         2.17681      0.00109026
             728         2.15748         2.17678      0.00108908
             729         2.15822         2.17675      0.00108789
             730         2.15899         2.17673      0.00108667
             731         2.15979         2.17671      0.00108543
             732         2.16062         2.17668      0.00108417
             733         2.16147         2.17666      0.00108289
             734         2.16234         2.17664      0.00108159
             735         2.16322         2.17663      0.00108027
             736         2.16413         2.17661      0.00107894
             737         2.16504         2.17659      0.00107759
             738         2.16596         2.17658      0.00107622
             739         2.16689         2.17657      0.00107485
             740         2.16783         2.17655      0.00107346
             741         2.16876         2.17654      0.00107206
             742         2.16969         2.17653      0.00107066
             743         2.17062         2.17653      0.00106925
             744         2.17154         2.17652      0.00106783
             745         2.17245         2.17651      0.00106641
             746         2.17334         2.17651      0.00106499
             747         2.17423         2.17651      0.00106357
             748          2.1751          2.1765      0.00106215
             749         2.17595          2.1765      0.00106073
             750         2.17678          2.1765      0.00105932
             751         2.17759         2.17651      0.00105791
             752         2.17838         2.17651       0.0010565
             753         2.17914         2.17651      0.00105511
             754         2.17988         2.17652      0.00105372
             755         2.18059         2.17652      0.00105233
             756         2.18128         2.17653      0.00105096
             757         2.18193         2.17653       0.0010496
             758         2.18256         2.17654      0.00104824
             759         2.18315         2.17655       0.0010469
             760         2.18372         2.17656      0.00104556
             761         2.18425         2.17657      0.00104424
             762         2.18475         2.17658      0.00104292
             763         2.18521         2.17659      0.00104162
             764         2.18564         2.17661      0.00104032
             765         2.18603         2.17662      0.00103903
             766         2.18638         2.17663      0.00103776
             767          2.1867         2.17664      0.00103649
             768         2.18698         2.17666      0.00103522
             769         2.18722         2.17667      0.00103397
             770         2.18742         2.17668      0.00103272
             771         2.18759          2.1767      0.00103148
             772         2.18771         2.17671      0.00103024
             773         2.18779         2.17673      0.00102901
             774         2.18783         2.17674      0.00102778
             775         2.18782         2.17676      0.00102655
             776         2.18778         2.17677      0.00102533
             777         2.18769         2.17678       0.0010241
             778         2.18755          2.1768      0.00102288
             779         2.18737         2.17681      0.00102166
             780         2.18715         2.17682      0.00102043
             781         2.18687         2.17684      0.00101921
             782         2.18656         2.17685      0.00101798
             783         2.18619         2.17686      0.00101675
             784         2.18578         2.17687      0.00101552
             785         2.18532         2.17688      0.00101428
             786         2.18482         2.17689      0.00101304
             787         2.18426          2.1769       0.0010118
             788         2.18367         2.17691      0.00101055
             789         2.18302         2.17692       0.0010093
             790         2.18234         2.17693      0.00100804
             791         2.18161         2.17693      0.00100679
             792         2.18084         2.17694      0.00100553
             793         2.18003         2.17694      0.00100427
             794         2.17919         2.17694        0.001003
             795         2.17831         2.17695      0.00100174
             796          2.1774         2.17695      0.00100049
             797         2.17647         2.17695     0.000999231
             798         2.17551         2.17694     0.000997981
             799         2.17454         2.17694     0.000996736
             800         2.17355         2.17694     0.000995499
             801         2.17256         2.17693     0.000994272
             802         2.17158         2.17692     0.000993054
             803         2.17059         2.17692     0.000991849
             804         2.16963         2.17691     0.000990657
             805         2.16868          2.1769     0.000989479
             806         2.16777         2.17689     0.000988316
             807         2.16689         2.17687     0.000987169
             808         2.16606         2.17686     0.000986038
             809         2.16528         2.17685     0.000984923
             810         2.16456         2.17683     0.000983824
             811          2.1639         2.17682      0.00098274
             812         2.16332          2.1768      0.00098167
             813         2.16283         2.17678     0.000980613
             814         2.16242         2.17676     0.000979567
             815          2.1621         2.17675     0.000978531
             816         2.16187         2.17673     0.000977501
             817         2.16175         2.17671     0.000976476
             818         2.16172         2.17669     0.000975455
             819          2.1618         2.17667     0.000974433
             820         2.16198         2.17665     0.000973409
             821         2.16226         2.17664     0.000972382
             822         2.16264         2.17662     0.000971348
             823         2.16311          2.1766     0.000970306
             824         2.16367         2.17659     0.000969256
             825         2.16432         2.17657     0.000968195
             826         2.16505         2.17656     0.000967123
             827         2.16585         2.17655      0.00096604
             828         2.16673         2.17653     0.000964946
             829         2.16766         2.17652     0.000963842
             830         2.16864         2.17651     0.000962727
             831         2.16967         2.17651     0.000961604
             832         2.17073          2.1765     0.000960473
             833         2.17182         2.17649     0.000959337
             834         2.17294         2.17649     0.000958196
             835         2.17407         2.17649     0.000957053
             836         2.17521         2.17648     0.000955909
             837         2.17635         2.17648     0.000954767
             838         2.17748         2.17649     0.000953629
             839          2.1786         2.17649     0.000952495
             840         2.17971         2.17649     0.000951369
             841          2.1808          2.1765     0.000950252
             842         2.18186          2.1765     0.000949144
             843          2.1829         2.17651     0.000948049
             844          2.1839         2.17652     0.000946966
             845         2.18487         2.17653     0.000945897
             846         2.18581         2.17654     0.000944842
             847         2.18671         2.17655     0.000943803
             848         2.18757         2.17657      0.00094278
             849         2.18839         2.17658     0.000941772
             850         2.18916         2.17659      0.00094078
             851          2.1899         2.17661     0.000939805
             852          2.1906         2.17663     0.000938845
             853         2.19126         2.17664     0.000937901
             854         2.19187         2.17666     0.000936972
             855         2.19245         2.17668     0.000936058
             856         2.19298          2.1767     0.000935159
             857         2.19348         2.17672     0.000934273
             858         2.19394         2.17674     0.000933399
             859         2.19436         2.17676     0.000932538
             860         2.19475         2.17678     0.000931688
             861          2.1951          2.1768     0.000930849
             862         2.19542         2.17682      0.00093002
             863         2.19571         2.17684       0.0009292
             864         2.19596         2.17687     0.000928388
             865         2.19619         2.17689     0.000927583
             866         2.19638         2.17691     0.000926785
             867         2.19655         2.17693     0.000925993
             868         2.19669         2.17696     0.000925205
             869          2.1968         2.17698     0.000924422
             870         2.19689           2.177     0.000923643
             871         2.19695         2.17703     0.000922867
             872         2.19699         2.17705     0.000922092
             873         2.19701         2.17707      0.00092132
             874         2.19701         2.17709     0.000920548
             875         2.19699         2.17712     0.000919777
             876         2.19695         2.17714     0.000919005
             877          2.1969         2.17716     0.000918234
             878         2.19682         2.17718     0.000917461
             879         2.19673         2.17721     0.000916686
             880         2.19662         2.17723      0.00091591
             881          2.1965         2.17725     0.000915132
             882         2.19637         2.17727     0.000914351
             883         2.19622         2.17729     0.000913567
             884         2.19606         2.17732     0.000912781
             885          2.1959         2.17734     0.000911991
             886         2.19572         2.17736     0.000911197
             887         2.19553         2.17738       0.0009104
             888         2.19533          2.1774     0.000909599
             889         2.19513         2.17742     0.000908795
             890         2.19491         2.17744     0.000907986
             891          2.1947         2.17746     0.000907174
             892         2.19447         2.17748     0.000906357
             893         2.19425         2.17749     0.000905537
             894         2.19401         2.17751     0.000904712
             895         2.19378         2.17753     0.000903884
             896         2.19355         2.17755     0.000903052
             897         2.19331         2.17757     0.000902216
             898         2.19307         2.17758     0.000901377
             899         2.19284          2.1776     0.000900534
             900          2.1926         2.17762     0.000899687
             901         2.19237         2.17763     0.000898838
             902         2.19214         2.17765     0.000897985
             903         2.19191         2.17767      0.00089713
             904         2.19169         2.17768     0.000896272
             905         2.19148          2.1777     0.000895411
             906         2.19127         2.17771     0.000894548
             907         2.19106         2.17773     0.000893683
             908         2.19087         2.17774     0.000892816
             909         2.19068         2.17775     0.000891947
             910          2.1905         2.17777     0.000891077
             911         2.19033         2.17778     0.000890205
             912         2.19017          2.1778     0.000889333
             913         2.19002         2.17781     0.000888459
             914         2.18988         2.17782     0.000887585
             915         2.18975         2.17784     0.000886711
             916         2.18964         2.17785     0.000885837
             917         2.18953         2.17786     0.000884962
             918         2.18944         2.17787     0.000884088
             919         2.18936         2.17789     0.000883214
             920         2.18929          2.1779     0.000882341
             921         2.18924         2.17791     0.000881469
             922          2.1892         2.17792     0.000880598
             923         2.18917         2.17794     0.000879728
             924         2.18916         2.17795      0.00087886
             925         2.18916         2.17796     0.000877994
             926         2.18917         2.17797     0.000877129
             927          2.1892         2.17798     0.000876266
             928         2.18924           2.178     0.000875406
             929         2.18929         2.17801     0.000874548
             930         2.18936         2.17802     0.000873693
             931         2.18944         2.17803     0.000872841
             932         2.18953         2.17805     0.000871991
             933         2.18963         2.17806     0.000871145
             934         2.18974         2.17807     0.000870302
             935         2.18987         2.17808     0.000869463
             936            2.19          2.1781     0.000868627
             937         2.19015         2.17811     0.000867795
             938         2.19031         2.17812     0.000866968
             939         2.19047         2.17813     0.000866144
             940         2.19065         2.17815     0.000865325
             941         2.19083         2.17816      0.00086451
             942         2.19102         2.17818       0.0008637
             943         2.19122         2.17819     0.000862895
             944         2.19142          2.1782     0.000862095
             945         2.19163         2.17822       0.0008613
             946         2.19185         2.17823      0.00086051
             947         2.19207         2.17825     0.000859725
             948         2.19229         2.17826     0.000858946
             949         2.19252         2.17828     0.000858172
             950         2.19276         2.17829     0.000857404
             951         2.19299         2.17831     0.000856642
             952         2.19323         2.17832     0.000855886
             953         2.19347         2.17834     0.000855135
             954          2.1937         2.17835      0.00085439
             955         2.19394         2.17837     0.000853652
             956         2.19418         2.17839     0.000852919
             957         2.19442          2.1784     0.000852192
             958         2.19466         2.17842     0.000851471
             959         2.19489         2.17844     0.000850757
             960         2.19512         2.17846     0.000850048
             961         2.19535         2.17847     0.000849345
             962         2.19558         2.17849     0.000848649
             963          2.1958         2.17851     0.000847958
             964         2.19602         2.17853     0.000847273
             965         2.19623         2.17855     0.000846593
             966         2.19644         2.17856     0.000845919
             967         2.19664         2.17858     0.000845251
             968         2.19684          2.1786     0.000844588
             969         2.19703         2.17862     0.000843931
             970         2.19721         2.17864     0.000843278
             971         2.19739         2.17866     0.000842631
             972         2.19755         2.17868     0.000841988
             973         2.19771          2.1787      0.00084135
             974         2.19787         2.17872     0.000840716
             975         2.19801         2.17874     0.000840087
             976         2.19815         2.17876     0.000839462
             977         2.19827         2.17878      0.00083884
             978         2.19839          2.1788     0.000838222
             979          2.1985         2.17882     0.000837607
             980          2.1986         2.17884     0.000836996
             981         2.19869         2.17886     0.000836387
             982         2.19877         2.17888     0.000835781
             983         2.19884          2.1789     0.000835178
             984          2.1989         2.17892     0.000834576
             985         2.19895         2.17894     0.000833977
             986           2.199         2.17896     0.000833379
             987         2.19903         2.17898     0.000832783
             988         2.19905           2.179     0.000832188
             989         2.19906         2.17902     0.000831593
             990         2.19907         2.17904        0.000831
             991         2.19906         2.17906     0.000830407
             992         2.19905         2.17908     0.000829814
             993         2.19903          2.1791     0.000829222
             994           2.199         2.17912     0.000828629
             995         2.19896         2.17914     0.000828036
             996         2.19891         2.17916     0.000827443
             997         2.19886         2.17918     0.000826849
             998          2.1988          2.1792     0.000826254
             999         2.19874         2.17922     0.000825658
            1000         2.19867         2.17924     0.000825061
            1001         2.19859         2.17926     0.000824464
            1002         2.19851         2.17928     0.000823865
            1003         2.19843          2.1793     0.000823264
            1004         2.19834         2.17932     0.000822663
            1005         2.19826         2.17933      0.00082206
            1006         2.19817         2.17935     0.000821456
            1007         2.19808         2.17937     0.000820851
            1008         2.19799         2.17939     0.000820244
            1009          2.1979         2.17941     0.000819637
            1010         2.19782         2.17943     0.000819028
            1011         2.19774         2.17945     0.000818418
            1012         2.19766         2.17946     0.000817807
            1013          2.1976         2.17948     0.000817196
            1014         2.19753          2.1795     0.000816584
            1015         2.19748         2.17952     0.000815971
            1016         2.19743         2.17953     0.000815359
            1017          2.1974         2.17955     0.000814746
            1018         2.19737         2.17957     0.000814134
            1019         2.19736         2.17959     0.000813522
            1020         2.19736          2.1796     0.000812911
            1021         2.19737         2.17962     0.000812301
            1022          2.1974         2.17964     0.000811692
            1023         2.19745         2.17966     0.000811086
            1024         2.19751         2.17967     0.000810481
            1025         2.19759         2.17969     0.000809879
            1026         2.19769         2.17971     0.000809279
            1027          2.1978         2.17973     0.000808683
            1028         2.19794         2.17974      0.00080809
            1029          2.1981         2.17976     0.000807502
            1030         2.19827         2.17978     0.000806918
            1031         2.19847          2.1798     0.000806339
            1032         2.19869         2.17982     0.000805765
            1033         2.19893         2.17984     0.000805198
            1034         2.19919         2.17985     0.000804636
            1035         2.19947         2.17987     0.000804082
            1036         2.19978         2.17989     0.000803536
            1037          2.2001         2.17991     0.000802997
            1038         2.20045         2.17993     0.000802467
            1039         2.20082         2.17995     0.000801947
            1040         2.20121         2.17997     0.000801436
            1041         2.20162         2.17999     0.000800936
            1042         2.20205         2.18001     0.000800447
            1043         2.20249         2.18004      0.00079997
            1044         2.20296         2.18006     0.000799505
            1045         2.20345         2.18008     0.000799053
            1046         2.20395          2.1801     0.000798615
            1047         2.20447         2.18013     0.000798191
            1048         2.20501         2.18015     0.000797782
            1049         2.20556         2.18017      0.00079739
            1050         2.20614          2.1802     0.000797014
            1051         2.20672         2.18022     0.000796655
            1052         2.20732         2.18025     0.000796314
            1053         2.20794         2.18028     0.000795992
            1054         2.20857          2.1803     0.000795689
            1055         2.20922         2.18033     0.000795407
            1056         2.20988         2.18036     0.000795146
            1057         2.21055         2.18039     0.000794906
            1058         2.21124         2.18042      0.00079469
            1059         2.21194         2.18045     0.000794496
            1060         2.21265         2.18048     0.000794327
            1061         2.21338         2.18051     0.000794184
            1062         2.21411         2.18054     0.000794066
            1063         2.21487         2.18057     0.000793976
            1064         2.21563          2.1806     0.000793913
            1065         2.21641         2.18064     0.000793879
            1066          2.2172         2.18067     0.000793875
            1067           2.218         2.18071     0.000793901
            1068         2.21882         2.18074      0.00079396
            1069         2.21965         2.18078      0.00079405
            1070         2.22049         2.18082     0.000794175
            1071         2.22134         2.18085     0.000794334
            1072         2.22221         2.18089      0.00079453
            1073         2.22309         2.18093     0.000794762
            1074         2.22398         2.18097     0.000795032
            1075         2.22488         2.18101     0.000795341
            1076          2.2258         2.18105      0.00079569
            1077         2.22672          2.1811      0.00079608
            1078         2.22766         2.18114     0.000796513
            1079         2.22861         2.18118     0.000796989
            1080         2.22957         2.18123     0.000797509
            1081         2.23055         2.18127     0.000798075
            1082         2.23153         2.18132     0.000798688
            1083         2.23252         2.18137     0.000799349
            1084         2.23352         2.18142     0.000800058
            1085         2.23453         2.18146     0.000800817
            1086         2.23555         2.18151     0.000801627
            1087         2.23658         2.18157     0.000802488
            1088         2.23761         2.18162     0.000803402
            1089         2.23865         2.18167     0.000804369
            1090         2.23969         2.18172      0.00080539
            1091         2.24074         2.18178     0.000806467
            1092         2.24179         2.18183     0.000807598
            1093         2.24284         2.18189     0.000808786
            1094          2.2439         2.18194     0.000810031
            1095         2.24495           2.182     0.000811332
            1096         2.24601         2.18206     0.000812691
            1097         2.24707         2.18212     0.000814108
            1098         2.24812         2.18218     0.000815583
            1099         2.24917         2.18224     0.000817115
            1100         2.25022          2.1823     0.000818706
            1101         2.25126         2.18236     0.000820354
            1102         2.25229         2.18243      0.00082206
            1103         2.25332         2.18249     0.000823823
            1104         2.25433         2.18256     0.000825643
            1105         2.25534         2.18262     0.000827519
            1106         2.25634         2.18269     0.000829451
            1107         2.25733         2.18276     0.000831437
            1108          2.2583         2.18283     0.000833477
            1109         2.25926         2.18289     0.000835571
            1110          2.2602         2.18296     0.000837715
            1111         2.26113         2.18303      0.00083991
            1112         2.26204         2.18311     0.000842155
            1113         2.26293         2.18318     0.000844447
            1114         2.26381         2.18325     0.000846785
            1115         2.26466         2.18332     0.000849167
            1116         2.26549          2.1834     0.000851592
            1117          2.2663         2.18347     0.000854058
            1118         2.26709         2.18355     0.000856562
            1119         2.26785         2.18362     0.000859104
            1120         2.26859          2.1837      0.00086168
            1121          2.2693         2.18377     0.000864288
            1122         2.26999         2.18385     0.000866927
            1123         2.27065         2.18393     0.000869595
            1124         2.27129           2.184     0.000872287
            1125          2.2719         2.18408     0.000875004
            1126         2.27248         2.18416     0.000877741
            1127         2.27303         2.18424     0.000880497
            1128         2.27355         2.18432     0.000883269
            1129         2.27404          2.1844     0.000886055
            1130         2.27451         2.18448     0.000888852
            1131         2.27495         2.18456     0.000891658
            1132         2.27536         2.18464      0.00089447
            1133         2.27573         2.18472     0.000897287
            1134         2.27609          2.1848     0.000900106
            1135         2.27641         2.18488     0.000902924
            1136          2.2767         2.18496      0.00090574
            1137         2.27697         2.18504     0.000908551
            1138         2.27721         2.18512     0.000911356
            1139         2.27742          2.1852     0.000914151
            1140         2.27761         2.18529     0.000916936
            1141         2.27777         2.18537     0.000919708
            1142         2.27791         2.18545     0.000922466
            1143         2.27802         2.18553     0.000925207
            1144         2.27812         2.18561     0.000927932
            1145         2.27819         2.18569     0.000930637
            1146         2.27823         2.18577     0.000933322
            1147         2.27826         2.18585     0.000935985
            1148         2.27828         2.18593     0.000938626
            1149         2.27827         2.18601     0.000941243
            1150         2.27825         2.18609     0.000943836
            1151         2.27821         2.18617     0.000946403
            1152         2.27816         2.18625     0.000948945
            1153          2.2781         2.18633     0.000951459
            1154         2.27803         2.18641     0.000953947
            1155         2.27795         2.18649     0.000956407
            1156         2.27786         2.18657      0.00095884
            1157         2.27776         2.18665     0.000961245
            1158         2.27766         2.18673     0.000963623
            1159         2.27755         2.18681     0.000965973
            1160         2.27745         2.18688     0.000968295
            1161         2.27734         2.18696     0.000970591
            1162         2.27723         2.18704     0.000972859
            1163         2.27713         2.18712     0.000975102
            1164         2.27703         2.18719     0.000977319
            1165         2.27693         2.18727     0.000979511
            1166         2.27685         2.18735     0.000981679
            1167         2.27677         2.18742     0.000983823
            1168          2.2767          2.1875     0.000985946
            1169         2.27665         2.18758     0.000988048
            1170         2.27662         2.18765      0.00099013
            1171          2.2766         2.18773     0.000992193
            1172          2.2766         2.18781      0.00099424
            1173         2.27662         2.18788      0.00099627
            1174         2.27666         2.18796     0.000998288
            1175         2.27673         2.18803      0.00100029
            1176         2.27682         2.18811      0.00100229
            1177         2.27695         2.18818      0.00100427
            1178         2.27711         2.18826      0.00100625
            1179         2.27729         2.18833      0.00100823
            1180         2.27752         2.18841      0.00101021
            1181         2.27777         2.18849      0.00101218
            1182         2.27807         2.18856      0.00101416
            1183          2.2784         2.18864      0.00101614
            1184         2.27877         2.18871      0.00101813
            1185         2.27918         2.18879      0.00102013
            1186         2.27962         2.18887      0.00102214
            1187         2.28011         2.18894      0.00102416
            1188         2.28063         2.18902      0.00102621
            1189         2.28118          2.1891      0.00102827
            1190         2.28177         2.18918      0.00103035
            1191         2.28239         2.18925      0.00103245
            1192         2.28304         2.18933      0.00103458
            1193         2.28371         2.18941      0.00103673
            1194         2.28441         2.18949      0.00103891
            1195         2.28512         2.18957      0.00104112
            1196         2.28585         2.18965      0.00104336
            1197         2.28658         2.18973      0.00104562
            1198         2.28732         2.18981      0.00104792
            1199         2.28806          2.1899      0.00105024
            1200         2.28879         2.18998      0.00105259
            1201          2.2895         2.19006      0.00105498
            1202         2.29019         2.19014      0.00105738
            1203         2.29086         2.19023      0.00105981
            1204         2.29149         2.19031      0.00106226
            1205         2.29208          2.1904      0.00106473
            1206         2.29263         2.19048      0.00106722
            1207         2.29312         2.19057      0.00106972
            1208         2.29355         2.19065      0.00107222
            1209         2.29391         2.19074      0.00107473
            1210         2.29419         2.19082      0.00107724
            1211          2.2944         2.19091      0.00107974
            1212         2.29452         2.19099      0.00108223
            1213         2.29455         2.19108       0.0010847
            1214         2.29447         2.19116      0.00108714
            1215          2.2943         2.19125      0.00108956
            1216         2.29403         2.19133      0.00109194
            1217         2.29364         2.19142      0.00109427
            1218         2.29314          2.1915      0.00109655
            1219         2.29253         2.19158      0.00109878
            1220         2.29181         2.19167      0.00110095
            1221         2.29098         2.19175      0.00110305
            1222         2.29004         2.19183      0.00110507
            1223         2.28899         2.19191      0.00110702
            1224         2.28785         2.19199      0.00110889
            1225         2.28661         2.19206      0.00111067
            1226          2.2853         2.19214      0.00111237
            1227          2.2839         2.19221      0.00111397
            1228         2.28245         2.19229      0.00111548
            1229         2.28096         2.19236      0.00111691
            1230         2.27944         2.19243      0.00111824
            1231          2.2779          2.1925      0.00111949
            1232         2.27637         2.19257      0.00112064
            1233         2.27487         2.19263      0.00112172
            1234         2.27341          2.1927      0.00112272
            1235         2.27203         2.19276      0.00112365
            1236         2.27073         2.19283      0.00112451
            1237         2.26954         2.19289      0.00112531
            1238         2.26848         2.19295      0.00112605
            1239         2.26756         2.19301      0.00112675
            1240          2.2668         2.19307      0.00112742
            1241         2.26622         2.19313      0.00112805
            1242         2.26581         2.19319      0.00112866
            1243          2.2656         2.19325      0.00112925
            1244         2.26558          2.1933      0.00112984
            1245         2.26575         2.19336      0.00113043
            1246         2.26611         2.19342      0.00113103
            1247         2.26665         2.19348      0.00113164
            1248         2.26736         2.19354      0.00113228
            1249         2.26823          2.1936      0.00113296
            1250         2.26925         2.19366      0.00113367
            1251         2.27039         2.19372      0.00113442
            1252         2.27164         2.19378      0.00113522
            1253         2.27298         2.19385      0.00113607
            1254         2.27439         2.19391      0.00113698
            1255         2.27586         2.19398      0.00113795
            1256         2.27735         2.19404      0.00113897
            1257         2.27886         2.19411      0.00114006
            1258         2.28037         2.19418      0.00114122
            1259         2.28186         2.19425      0.00114244
            1260         2.28331         2.19432      0.00114371
            1261         2.28472         2.19439      0.00114505
            1262         2.28608         2.19446      0.00114645
            1263         2.28737         2.19454       0.0011479
            1264         2.28859         2.19461       0.0011494
            1265         2.28973         2.19469      0.00115095
            1266          2.2908         2.19476      0.00115254
            1267         2.29177         2.19484      0.00115417
            1268         2.29266         2.19492      0.00115583
            1269         2.29347         2.19499      0.00115753
            1270         2.29419         2.19507      0.00115925
            1271         2.29483         2.19515      0.00116099
            1272         2.29539         2.19523      0.00116275
            1273         2.29587         2.19531      0.00116452
            1274         2.29628         2.19539       0.0011663
            1275         2.29662         2.19547      0.00116809
            1276         2.29689         2.19555      0.00116987
            1277         2.29711         2.19563      0.00117166
            1278         2.29726          2.1957      0.00117344
            1279         2.29737         2.19578      0.00117521
            1280         2.29743         2.19586      0.00117697
            1281         2.29745         2.19594      0.00117872
            1282         2.29743         2.19602      0.00118046
            1283         2.29737          2.1961      0.00118218
            1284         2.29729         2.19618      0.00118388
            1285         2.29718         2.19626      0.00118556
            1286         2.29706         2.19634      0.00118723
            1287         2.29691         2.19642      0.00118888
            1288         2.29675         2.19649       0.0011905
            1289         2.29658         2.19657      0.00119211
            1290          2.2964         2.19665      0.00119369
            1291         2.29621         2.19673      0.00119526
            1292         2.29603          2.1968       0.0011968
            1293         2.29584         2.19688      0.00119833
            1294         2.29565         2.19695      0.00119983
            1295         2.29546         2.19703      0.00120131
            1296         2.29528         2.19711      0.00120277
            1297         2.29511         2.19718      0.00120422
            1298         2.29494         2.19726      0.00120564
            1299         2.29478         2.19733      0.00120705
            1300         2.29463         2.19741      0.00120844
            1301         2.29449         2.19748      0.00120981
            1302         2.29436         2.19756      0.00121117
            1303         2.29424         2.19763      0.00121251
            1304         2.29414          2.1977      0.00121384
            1305         2.29404         2.19778      0.00121515
            1306         2.29396         2.19785      0.00121645
            1307         2.29389         2.19793      0.00121773
            1308         2.29384           2.198      0.00121901
            1309          2.2938         2.19807      0.00122027
            1310         2.29377         2.19815      0.00122153
            1311         2.29376         2.19822      0.00122277
            1312         2.29376         2.19829        0.001224
            1313         2.29377         2.19836      0.00122523
            1314          2.2938         2.19844      0.00122645
            1315         2.29384         2.19851      0.00122766
            1316         2.29389         2.19858      0.00122887
            1317         2.29396         2.19865      0.00123006
            1318         2.29403         2.19873      0.00123126
            1319         2.29412          2.1988      0.00123245
            1320         2.29422         2.19887      0.00123363
            1321         2.29433         2.19894      0.00123481
            1322         2.29444         2.19902      0.00123599
            1323         2.29457         2.19909      0.00123716
            1324          2.2947         2.19916      0.00123834
            1325         2.29484         2.19923       0.0012395
            1326         2.29498          2.1993      0.00124067
            1327         2.29513         2.19938      0.00124184
            1328         2.29528         2.19945        0.001243
            1329         2.29543         2.19952      0.00124416
            1330         2.29558         2.19959      0.00124532
            1331         2.29574         2.19967      0.00124648
            1332         2.29589         2.19974      0.00124763
            1333         2.29604         2.19981      0.00124879
            1334         2.29619         2.19988      0.00124994
            1335         2.29633         2.19995      0.00125109
            1336         2.29647         2.20003      0.00125224
            1337          2.2966          2.2001      0.00125338
            1338         2.29673         2.20017      0.00125452
            1339         2.29684         2.20024      0.00125566
            1340         2.29695         2.20032       0.0012568
            1341         2.29705         2.20039      0.00125793
            1342         2.29713         2.20046      0.00125905
            1343         2.29721         2.20053      0.00126018
            1344         2.29727          2.2006      0.00126129
            1345         2.29732         2.20068       0.0012624
            1346         2.29735         2.20075      0.00126351
            1347         2.29738         2.20082       0.0012646
            1348         2.29739         2.20089      0.00126569
            1349         2.29738         2.20096      0.00126677
            1350         2.29736         2.20103      0.00126785
            1351         2.29733          2.2011      0.00126891
            1352         2.29728         2.20118      0.00126996
            1353         2.29722         2.20125      0.00127101
            1354         2.29715         2.20132      0.00127204
            1355         2.29706         2.20139      0.00127306
            1356         2.29696         2.20146      0.00127407
            1357         2.29684         2.20153      0.00127507
            1358         2.29672          2.2016      0.00127606
            1359         2.29658         2.20167      0.00127703
            1360         2.29644         2.20174      0.00127799
            1361         2.29629         2.20181      0.00127894
            1362         2.29613         2.20188      0.00127988
            1363         2.29596         2.20195       0.0012808
            1364         2.29579         2.20202       0.0012817
            1365         2.29562         2.20208       0.0012826
            1366         2.29544         2.20215      0.00128348
            1367         2.29527         2.20222      0.00128435
            1368         2.29509         2.20229       0.0012852
            1369         2.29492         2.20236      0.00128604
            1370         2.29476         2.20242      0.00128687
            1371          2.2946         2.20249      0.00128769
            1372         2.29446         2.20256      0.00128849
            1373         2.29433         2.20262      0.00128929
            1374         2.29421         2.20269      0.00129007
            1375          2.2941         2.20276      0.00129084
            1376         2.29402         2.20282      0.00129161
            1377         2.29396         2.20289      0.00129236
            1378         2.29392         2.20296      0.00129311
            1379          2.2939         2.20302      0.00129386
            1380         2.29392         2.20309      0.00129459
            1381         2.29396         2.20315      0.00129533
            1382         2.29403         2.20322      0.00129606
            1383         2.29414         2.20329      0.00129679
            1384         2.29429         2.20335      0.00129752
            1385         2.29447         2.20342      0.00129825
            1386         2.29468         2.20348      0.00129898
            1387         2.29494         2.20355      0.00129971
            1388         2.29524         2.20361      0.00130046
            1389         2.29558         2.20368       0.0013012
            1390         2.29597         2.20375      0.00130196
            1391         2.29639         2.20381      0.00130273
            1392         2.29687         2.20388      0.00130351
            1393         2.29738         2.20395       0.0013043
            1394         2.29794         2.20402       0.0013051
            1395         2.29854         2.20408      0.00130593
            1396         2.29919         2.20415      0.00130677
            1397         2.29988         2.20422      0.00130763
            1398         2.30061         2.20429      0.00130851
            1399         2.30138         2.20436      0.00130941
            1400         2.30218         2.20443      0.00131034
