0         515.909
10000         167.816
20000         177.297
30000         149.167
40000         157.154
50000          173.64
60000         160.579
70000         170.589
80000         161.161
90000         169.492
100000         161.069
110000         175.742
120000          164.44
130000         187.621
140000         190.219
150000          169.71
160000         157.468
170000         172.093
180000         161.668
190000         174.753
200000           189.7
210000         173.927
220000         188.818
230000         191.059
240000         187.368
250000         168.568
260000         187.599
270000         160.789
280000         158.297
290000         176.453
300000         184.512
310000         169.767
320000         189.881
330000         177.284
340000         174.354
350000          169.64
360000         188.128
370000         157.305
380000         172.843
390000         184.214
400000         164.217
410000         172.364
420000         181.119
430000         160.332
440000         175.382
450000         188.559
460000         184.831
470000         193.702
480000         178.653
490000         170.203
500000         174.578
510000         181.666
520000         178.154
530000         174.344
540000          187.82
550000         184.121
560000         181.169
570000         175.039
580000         168.547
590000         157.735
600000         162.734
610000         172.697
620000         157.273
630000         171.423
640000         165.428
650000          174.48
660000         166.487
670000         176.666
680000         157.346
690000         161.678
700000         160.324
710000         172.052
720000         158.184
730000         183.125
740000         164.332
750000         181.122
760000         166.555
770000         163.745
780000         159.236
790000         168.582
800000         166.774
810000         190.197
820000         157.193
830000         174.985
840000         183.249
850000         166.709
860000         159.652
870000          168.05
880000         179.664
890000         178.409
900000         183.388
910000         181.784
920000         181.773
930000         162.304
940000         172.697
950000         173.747
960000         172.038
970000         175.679
980000         159.215
990000         171.052
1000000         184.606
1010000         171.928
1020000          178.82
1030000         185.156
1040000         163.026
1050000         158.534
1060000         197.901
1070000         183.219
1080000         190.059
1090000         169.925
1100000         208.672
1110000         176.092
1120000         164.427
1130000         185.718
1140000         176.576
1150000         165.885
1160000         172.529
1170000         149.655
1180000         165.432
1190000         165.705
1200000         171.393
1210000         198.304
1220000         170.046
1230000         168.026
1240000         168.472
1250000         188.508
1260000         189.666
1270000         187.379
1280000         183.312
1290000         176.609
1300000         184.287
1310000         177.009
1320000         178.212
1330000         185.384
1340000         182.278
1350000         185.486
1360000         181.105
1370000         171.378
1380000         173.004
1390000          190.63
1400000         167.792
1410000         166.548
1420000         190.078
1430000         178.831
1440000         155.687
1450000         164.029
1460000         185.964
1470000         170.914
1480000         182.158
1490000         178.277
1500000         173.037
1510000         192.178
1520000         160.097
1530000         168.353
1540000         167.531
1550000         174.008
1560000         177.013
1570000         182.254
1580000         146.675
1590000         171.223
1600000         179.656
1610000         187.307
1620000         191.315
1630000         182.001
1640000         177.689
1650000         183.687
1660000         185.496
1670000         160.291
1680000         156.546
1690000         187.107
1700000         206.572
1710000         176.902
1720000         179.719
1730000         178.377
1740000         163.709
1750000         171.077
1760000         178.161
1770000         177.123
1780000         173.108
1790000         190.863
1800000         177.094
1810000         173.247
1820000         163.081
1830000         173.045
1840000         176.484
1850000         182.778
1860000         168.143
1870000         189.209
1880000         169.343
1890000         173.701
1900000         189.858
1910000         189.023
1920000         189.333
1930000         187.794
1940000         185.819
1950000         180.256
1960000         173.316
1970000         172.712
1980000         182.506
1990000         190.235
2000000         171.837
2010000          172.31
2020000         168.131
2030000          186.82
2040000         176.523
2050000          158.86
2060000         176.533
2070000         178.642
2080000         188.643
2090000         191.212
2100000         146.344
2110000         165.283
2120000         176.426
2130000         189.293
2140000         196.844
2150000         168.233
2160000         175.545
2170000         169.206
2180000         175.062
2190000         159.732
2200000         212.644
2210000          173.21
2220000         184.557
2230000         174.031
2240000         175.689
2250000         178.882
2260000         167.491
2270000         169.753
2280000         180.239
2290000         172.253
2300000         171.911
2310000          170.97
2320000         178.113
2330000         178.509
2340000         183.132
2350000          164.27
2360000         189.069
2370000         150.839
2380000         182.287
2390000         162.853
2400000         159.854
2410000         167.948
2420000          177.93
2430000         180.424
2440000         184.659
2450000         164.875
2460000         193.341
2470000         196.292
2480000         171.855
2490000         172.964
2500000         170.205
2510000         162.477
2520000         165.711
2530000          194.56
2540000         169.381
2550000         173.672
2560000         177.881
2570000         178.375
2580000         172.329
2590000         182.982
2600000         172.011
2610000          196.71
2620000         160.808
2630000         178.133
2640000          194.33
2650000         184.448
2660000         178.489
2670000         170.103
2680000         174.206
2690000          185.16
2700000         156.305
2710000         153.032
2720000         167.777
2730000         168.261
2740000         187.886
2750000         188.648
2760000         178.183
2770000         159.428
2780000          172.19
2790000         172.328
2800000         165.237
2810000          178.06
2820000         185.188
2830000         181.495
2840000         179.676
2850000         168.538
2860000         171.363
2870000         170.698
2880000         172.409
2890000         170.859
2900000         181.688
2910000         190.483
2920000         174.061
2930000         174.908
2940000         175.882
2950000         190.813
2960000         171.381
2970000         173.493
2980000          191.22
2990000         189.376
3000000         173.184
3010000         181.197
3020000         169.792
3030000         185.775
3040000         153.883
3050000         178.004
3060000         172.539
3070000         162.146
3080000         188.443
3090000         159.287
3100000          184.42
3110000          170.88
3120000         190.065
3130000         188.686
3140000         165.427
3150000         169.707
3160000         164.017
3170000         168.611
3180000         159.863
3190000         170.752
3200000         194.095
3210000         182.203
3220000         181.222
3230000         186.562
3240000         173.552
3250000         177.371
3260000         177.596
3270000         174.618
3280000          173.88
3290000          195.47
3300000         166.882
3310000          174.22
3320000         166.559
3330000         182.296
3340000         181.094
3350000         159.141
3360000         176.398
3370000         178.583
3380000         194.206
3390000         189.376
3400000         180.866
3410000         187.587
3420000         166.977
3430000         168.086
3440000         169.633
3450000         179.118
3460000          158.68
3470000         171.802
3480000         169.109
3490000         167.095
3500000         166.474
3510000         168.284
3520000         196.521
3530000         176.927
3540000         183.709
3550000         169.247
3560000         173.898
3570000         174.125
3580000         172.693
3590000         168.198
3600000         193.963
3610000          184.67
3620000         177.093
3630000         164.193
3640000         176.424
3650000         157.266
3660000         170.026
3670000         167.321
3680000         189.251
3690000         170.854
3700000         171.211
3710000         182.676
3720000         171.101
3730000         170.128
3740000         174.167
3750000         168.753
3760000         163.192
3770000         174.663
3780000         170.192
3790000         160.905
3800000          177.83
3810000         180.332
3820000          184.54
3830000         196.829
3840000         177.674
3850000         184.601
3860000         157.632
3870000         179.494
3880000         182.753
3890000         177.127
3900000         187.885
3910000         170.956
3920000         161.735
3930000         163.475
3940000         178.659
3950000         167.932
3960000         170.886
3970000         177.914
3980000         159.486
3990000         189.471
4000000          178.56
4010000          164.34
4020000         169.992
4030000         168.487
4040000         169.105
4050000         182.025
4060000         168.461
4070000          177.89
4080000         186.063
4090000         191.089
4100000         173.516
4110000         160.618
4120000          166.23
4130000         159.424
4140000         187.648
4150000         155.145
4160000           174.3
4170000         174.776
4180000         170.062
4190000         174.063
4200000         176.676
4210000         190.424
4220000          191.39
4230000         182.943
4240000         170.375
4250000          170.81
4260000         193.628
4270000         180.174
4280000         173.559
4290000         155.569
4300000         176.701
4310000         183.331
4320000         181.784
4330000         165.802
4340000         171.489
4350000         184.047
4360000         161.306
4370000         169.363
4380000         176.649
4390000         170.568
4400000         185.228
4410000         172.308
4420000         178.653
4430000         162.225
4440000         182.031
4450000          171.09
