#GEN         T         A
0      0.234412        0.0348
1      0.234412         0.014
2      0.234412        0.0137
3      0.234412        0.0159
4      0.234412        0.0136
5      0.234412        0.0143
6      0.234412        0.0145
7      0.234412        0.0157
8      0.234412        0.0091
9      0.234412        0.0087
10      0.234412        0.0106
11      0.234412        0.0106
12      0.234412        0.0118
13      0.234412        0.0094
14      0.234412        0.0119
15      0.234412        0.0114
16      0.234412        0.0102
17      0.234412        0.0115
18      0.234412        0.0087
19      0.234412        0.0105
20      0.234412        0.0087
21      0.234412        0.0082
22      0.234412        0.0102
23      0.234412        0.0089
24      0.234412        0.0108
25      0.234412        0.0108
26      0.234412        0.0105
27      0.234412        0.0106
28      0.234412         0.012
29      0.234412        0.0123
30      0.234412        0.0079
31      0.234412        0.0092
32      0.234412        0.0092
33      0.234412         0.008
34      0.234412         0.009
35      0.234412        0.0084
36      0.234412        0.0084
37      0.234412        0.0073
38      0.234412        0.0094
39      0.234412        0.0108
40      0.234412        0.0084
41      0.234412        0.0099
42      0.234412        0.0073
43      0.234412        0.0109
44      0.234412         0.012
45      0.234412         0.013
46      0.234412        0.0094
47      0.234412        0.0091
48      0.234412         0.011
49      0.234412        0.0088
50      0.234412         0.012
51      0.234412        0.0088
52      0.234412        0.0077
53      0.234412        0.0088
54      0.234412        0.0099
55      0.234412         0.009
56      0.234412        0.0082
57      0.234412        0.0096
58      0.234412        0.0077
59      0.234412        0.0105
60      0.234412        0.0111
61      0.234412        0.0103
62      0.234412        0.0101
63      0.234412        0.0091
64      0.234412        0.0085
65      0.234412        0.0102
66      0.234412        0.0106
67      0.234412        0.0117
68      0.234412        0.0092
69      0.234412        0.0106
70      0.234412        0.0103
71      0.234412        0.0056
72      0.234412        0.0104
73      0.234412        0.0109
74      0.234412        0.0109
75      0.234412        0.0096
76      0.234412        0.0102
77      0.234412        0.0099
78      0.234412        0.0092
79      0.234412        0.0111
80      0.234412        0.0089
81      0.234412        0.0121
82      0.234412          0.01
83      0.234412        0.0083
84      0.234412        0.0133
85      0.234412        0.0126
86      0.234412        0.0109
87      0.234412        0.0083
88      0.234412        0.0083
89      0.234412        0.0102
90      0.234412        0.0122
91      0.234412        0.0096
92      0.234412        0.0082
93      0.234412        0.0081
94      0.234412        0.0108
95      0.234412        0.0128
96      0.234412        0.0116
97      0.234412        0.0091
98      0.234412        0.0087
99      0.234412        0.0082
100      0.234412         0.009
101      0.234412          0.01
102      0.234412        0.0097
103      0.234412        0.0079
104      0.234412        0.0088
105      0.234412        0.0094
106      0.234412        0.0115
107      0.234412        0.0097
108      0.234412         0.008
109      0.234412        0.0088
110      0.234412        0.0071
111      0.234412        0.0084
112      0.234412        0.0092
113      0.234412        0.0102
114      0.234412        0.0105
115      0.234412        0.0112
116      0.234412        0.0086
117      0.234412        0.0113
118      0.234412        0.0087
119      0.234412         0.008
120      0.234412        0.0098
121      0.234412        0.0075
122      0.234412        0.0075
123      0.234412        0.0083
124      0.234412        0.0111
125      0.234412        0.0079
126      0.234412        0.0092
127      0.234412        0.0093
128      0.234412        0.0093
129      0.234412        0.0106
130      0.234412        0.0104
131      0.234412        0.0107
132      0.234412         0.009
133      0.234412         0.011
134      0.234412        0.0106
135      0.234412        0.0101
136      0.234412        0.0101
137      0.234412        0.0099
138      0.234412        0.0102
139      0.234412        0.0107
140      0.234412        0.0092
141      0.234412        0.0096
142      0.234412         0.008
143      0.234412        0.0084
144      0.234412        0.0096
145      0.234412        0.0084
146      0.234412        0.0072
147      0.234412         0.008
148      0.234412        0.0085
149      0.234412        0.0072
150      0.234412        0.0095
151      0.234412        0.0076
152      0.234412        0.0088
153      0.234412        0.0108
154      0.234412          0.01
155      0.234412         0.009
156      0.234412         0.008
157      0.234412        0.0102
158      0.234412        0.0083
159      0.234412        0.0107
160      0.234412        0.0085
161      0.234412        0.0082
162      0.234412         0.011
163      0.234412        0.0072
164      0.234412        0.0093
165      0.234412        0.0089
166      0.234412        0.0089
167      0.234412        0.0088
168      0.234412        0.0094
169      0.234412        0.0082
170      0.234412        0.0091
171      0.234412         0.008
172      0.234412        0.0087
173      0.234412        0.0085
174      0.234412        0.0085
175      0.234412        0.0069
176      0.234412        0.0062
177      0.234412        0.0067
178      0.234412        0.0102
179      0.234412        0.0088
180      0.234412        0.0097
181      0.234412        0.0088
182      0.234412        0.0086
183      0.234412         0.008
184      0.234412        0.0097
185      0.234412        0.0091
186      0.234412        0.0094
187      0.234412        0.0088
188      0.234412        0.0097
189      0.234412        0.0103
190      0.234412        0.0077
191      0.234412        0.0082
192      0.234412        0.0094
193      0.234412        0.0095
194      0.234412        0.0111
195      0.234412        0.0099
196      0.234412         0.011
197      0.234412        0.0097
198      0.234412        0.0102
199      0.234412        0.0074
200      0.234412        0.0073
201      0.234412        0.0075
202      0.234412        0.0076
203      0.234412        0.0067
204      0.234412        0.0083
205      0.234412        0.0092
206      0.234412        0.0075
207      0.234412        0.0085
208      0.234412        0.0094
209      0.234412        0.0087
210      0.234412        0.0092
211      0.234412        0.0105
212      0.234412        0.0074
213      0.234412        0.0087
214      0.234412        0.0096
215      0.234412        0.0089
216      0.234412          0.01
217      0.234412        0.0097
218      0.234412        0.0114
219      0.234412        0.0089
220      0.234412        0.0099
221      0.234412         0.011
222      0.234412        0.0102
223      0.234412         0.009
224      0.234412        0.0088
225      0.234412        0.0089
226      0.234412        0.0103
227      0.234412        0.0081
228      0.234412         0.008
229      0.234412        0.0097
230      0.234412        0.0111
231      0.234412        0.0107
232      0.234412        0.0084
233      0.234412        0.0093
234      0.234412         0.009
235      0.234412        0.0101
236      0.234412        0.0074
237      0.234412         0.011
238      0.234412        0.0097
239      0.234412        0.0088
240      0.234412        0.0079
241      0.234412        0.0092
242      0.234412        0.0091
243      0.234412        0.0104
244      0.234412        0.0081
245      0.234412        0.0074
246      0.234412        0.0096
247      0.234412        0.0084
248      0.234412        0.0098
249      0.234412        0.0072
250      0.234412        0.0077
251      0.234412        0.0099
252      0.234412        0.0095
253      0.234412        0.0089
254      0.234412        0.0078
255      0.234412        0.0105
256      0.234412        0.0095
257      0.234412        0.0084
258      0.234412        0.0083
259      0.234412        0.0083
260      0.234412        0.0075
261      0.234412        0.0066
262      0.234412        0.0083
263      0.234412        0.0082
264      0.234412        0.0093
265      0.234412         0.011
266      0.234412        0.0077
267      0.234412        0.0084
268      0.234412        0.0104
269      0.234412        0.0083
270      0.234412        0.0095
271      0.234412        0.0093
272      0.234412        0.0074
273      0.234412        0.0086
274      0.234412        0.0102
275      0.234412        0.0099
276      0.234412         0.009
277      0.234412        0.0104
278      0.234412        0.0081
279      0.234412        0.0111
280      0.234412        0.0067
281      0.234412        0.0085
282      0.234412        0.0076
283      0.234412        0.0113
284      0.234412        0.0114
285      0.234412        0.0097
286      0.234412          0.01
287      0.234412        0.0098
288      0.234412        0.0101
289      0.234412        0.0097
290      0.234412        0.0087
291      0.234412         0.008
292      0.234412        0.0077
