#T      BLOCK:  ACTUAL_TE:     TE_AVE:      ERROR:
            1.08               3        -0.72859       -0.729432     0.000377331
            1.08               4       -0.728951       -0.729312     0.000301557
            1.08               5       -0.728438       -0.729137     0.000287388
            1.08               6       -0.727573       -0.728876      0.00033761
            1.08               7        -0.73033       -0.729084     0.000347459
            1.08               8       -0.728589       -0.729022     0.000309495
            1.08               9       -0.729445       -0.729069     0.000278657
            1.08              10       -0.728553       -0.729017     0.000255521
            1.08              11       -0.730864       -0.729185     0.000282083
            1.08              12       -0.729331       -0.729197     0.000258835
            1.08              13       -0.727626       -0.729077      0.00026566
            1.08              14       -0.728449       -0.729032     0.000250437
            1.08              15       -0.729293       -0.729049     0.000234348
            1.08              16       -0.727723       -0.728966       0.0002339
            1.08              17       -0.731127       -0.729093     0.000252323
            1.08              18       -0.727297       -0.728994     0.000257279
            1.08              19       -0.729603       -0.729026     0.000245726
            1.08              20       -0.727364       -0.728943      0.00024708
             1.1               1       -0.719095       -0.719095               0
             1.1               2       -0.722908       -0.721001      0.00134805
             1.1               3       -0.718184       -0.720062      0.00118131
             1.1               4       -0.721233       -0.720355     0.000921555
             1.1               5       -0.720898       -0.720464     0.000743619
             1.1               6       -0.721194       -0.720585     0.000629565
             1.1               7       -0.721789       -0.720757     0.000562622
             1.1               8       -0.722117       -0.720927     0.000517334
             1.1               9       -0.720056        -0.72083      0.00046883
             1.1              10       -0.720332        -0.72078     0.000424592
             1.1              11       -0.720938       -0.720795     0.000386233
             1.1              12       -0.719787       -0.720711     0.000363068
             1.1              13       -0.721205       -0.720749     0.000337121
             1.1              14       -0.718519        -0.72059     0.000348629
             1.1              15       -0.721065       -0.720621     0.000326824
             1.1              16       -0.720864       -0.720636      0.00030675
             1.1              17       -0.720563       -0.720632     0.000288736
             1.1              18       -0.719595       -0.720574     0.000278385
             1.1              19       -0.721988       -0.720649     0.000273494
             1.1              20       -0.720995       -0.720666     0.000260366
            1.12               1       -0.714198       -0.714198               0
            1.12               2       -0.714183        -0.71419     5.14387e-06
            1.12               3       -0.713183       -0.713855     0.000274235
            1.12               4       -0.712819       -0.713596      0.00030423
            1.12               5       -0.713359       -0.713548     0.000247032
            1.12               6       -0.714265       -0.713668     0.000232945
            1.12               7       -0.712048       -0.713436     0.000292854
            1.12               8       -0.710886       -0.713118     0.000393191
            1.12               9       -0.714541       -0.713276     0.000379997
            1.12              10       -0.712059       -0.713154     0.000360956
            1.12              11        -0.71101       -0.712959     0.000377134
            1.12              12       -0.711953       -0.712875     0.000354897
            1.12              13       -0.712101       -0.712816     0.000332561
            1.12              14       -0.712845       -0.712818     0.000308813
            1.12              15       -0.714731       -0.712945     0.000313448
            1.12              16       -0.712228         -0.7129     0.000297046
            1.12              17       -0.712183       -0.712858     0.000282558
            1.12              18       -0.713305       -0.712883     0.000267947
            1.12              19        -0.71315       -0.712897     0.000254213
            1.12              20       -0.712823       -0.712893     0.000241529
            1.14               1       -0.705043       -0.705043               0
            1.14               2       -0.705549       -0.705296     0.000178688
            1.14               3       -0.705305       -0.705299     0.000119152
            1.14               4       -0.705525       -0.705356     0.000101846
            1.14               5       -0.704042       -0.705093     0.000248739
            1.14               6       -0.706097        -0.70526      0.00025747
            1.14               7       -0.705715       -0.705325     0.000228735
            1.14               8       -0.705261       -0.705317     0.000200283
            1.14               9       -0.704295       -0.705204     0.000207773
            1.14              10       -0.705796       -0.705263     0.000195261
            1.14              11       -0.705348       -0.705271     0.000177663
            1.14              12       -0.703856       -0.705153     0.000198159
            1.14              13       -0.704413       -0.705096     0.000190917
            1.14              14       -0.706766       -0.705215     0.000211306
            1.14              15       -0.703485         -0.7051     0.000226524
            1.14              16       -0.704407       -0.705056     0.000216462
            1.14              17       -0.703975       -0.704993     0.000212863
            1.14              18       -0.704695       -0.704976      0.00020168
            1.14              19       -0.704717       -0.704963     0.000191526
            1.14              20       -0.704627       -0.704946     0.000182685
            1.16               1       -0.694383       -0.694383               0
            1.16               2       -0.698088       -0.696236         0.00131
            1.16               3       -0.697073       -0.696515     0.000902552
            1.16               4       -0.696826       -0.696593     0.000680257
            1.16               5       -0.696188       -0.696512     0.000548994
            1.16               6       -0.699156       -0.696953     0.000609272
            1.16               7       -0.698034       -0.697107     0.000541475
            1.16               8       -0.695487       -0.696905     0.000510266
            1.16               9       -0.697838       -0.697008     0.000463988
            1.16              10       -0.697572       -0.697065     0.000421003
            1.16              11       -0.696209       -0.696987     0.000389854
            1.16              12       -0.695556       -0.696868     0.000375157
            1.16              13       -0.697636       -0.696927     0.000350923
            1.16              14       -0.697965       -0.697001     0.000333603
            1.16              15       -0.697544       -0.697037     0.000313323
            1.16              16       -0.698545       -0.697131     0.000307585
            1.16              17       -0.697537       -0.697155     0.000290415
            1.16              18       -0.700372       -0.697334     0.000324651
            1.16              19       -0.697497       -0.697342     0.000307678
            1.16              20       -0.697294        -0.69734     0.000292304
            1.18               1       -0.689684       -0.689684               0
            1.18               2       -0.689299       -0.689491     0.000136088
            1.18               3       -0.691777       -0.690253     0.000628695
            1.18               4       -0.691092       -0.690463     0.000505329
            1.18               5       -0.689991       -0.690368     0.000412991
            1.18               6       -0.689722       -0.690261     0.000357959
            1.18               7       -0.689564       -0.690161     0.000320353
            1.18               8       -0.688722       -0.689981     0.000326925
            1.18               9       -0.690087       -0.689993     0.000290812
            1.18              10       -0.688635       -0.689857     0.000291723
            1.18              11       -0.690076       -0.689877      0.00026588
            1.18              12       -0.689221       -0.689822     0.000249284
            1.18              13       -0.690685       -0.689889     0.000238769
            1.18              14       -0.687805        -0.68974     0.000264081
            1.18              15        -0.69234       -0.689913     0.000297985
            1.18              16       -0.689877       -0.689911     0.000279369
            1.18              17        -0.69034       -0.689936     0.000264071
            1.18              18       -0.688279       -0.689844     0.000264973
            1.18              19       -0.690482       -0.689878     0.000253144
            1.18              20       -0.690707       -0.689919     0.000243863
             1.2               1        -0.68284        -0.68284               0
             1.2               2       -0.682666       -0.682753     6.18317e-05
             1.2               3       -0.682431       -0.682646     9.68247e-05
             1.2               4       -0.680926       -0.682216     0.000379277
             1.2               5        -0.68417       -0.682607     0.000462933
             1.2               6       -0.681795       -0.682471     0.000405066
             1.2               7        -0.68252       -0.682478     0.000347258
             1.2               8       -0.682988       -0.682542     0.000309649
             1.2               9       -0.682554       -0.682543     0.000275247
             1.2              10       -0.682917       -0.682581     0.000250249
             1.2              11       -0.680627       -0.682403     0.000283639
             1.2              12       -0.682422       -0.682405     0.000260006
             1.2              13       -0.682677       -0.682426     0.000240849
             1.2              14       -0.683036       -0.682469     0.000227563
             1.2              15       -0.681672       -0.682416     0.000218512
             1.2              16       -0.681526        -0.68236     0.000211819
             1.2              17       -0.682587       -0.682374     0.000199777
             1.2              18        -0.68102       -0.682299     0.000202332
             1.2              19       -0.680984       -0.682229     0.000203169
             1.2              20       -0.683411       -0.682289     0.000201421
            1.22               1       -0.675492       -0.675492               0
            1.22               2       -0.674177       -0.674834     0.000464749
            1.22               3       -0.675671       -0.675113     0.000384471
            1.22               4       -0.675764       -0.675276     0.000320965
            1.22               5       -0.675032       -0.675227     0.000260453
            1.22               6       -0.676847       -0.675497     0.000328402
            1.22               7       -0.677229       -0.675745     0.000362884
            1.22               8       -0.676349        -0.67582     0.000325282
            1.22               9       -0.675973       -0.675837     0.000289582
            1.22              10       -0.675272       -0.675781     0.000266086
            1.22              11       -0.672906       -0.675519     0.000347295
            1.22              12       -0.674682       -0.675449     0.000325292
            1.22              13       -0.675778       -0.675475      0.00030125
            1.22              14       -0.672656       -0.675273     0.000340414
            1.22              15       -0.675083       -0.675261     0.000317957
            1.22              16       -0.673011        -0.67512     0.000327708
            1.22              17       -0.676354       -0.675193     0.000316373
            1.22              18       -0.674125       -0.675133      0.00030431
            1.22              19        -0.67475       -0.675113     0.000288962
            1.22              20         -0.6743       -0.675072      0.00027736
            1.24               1       -0.667707       -0.667707               0
            1.24               2       -0.666693         -0.6672     0.000358532
            1.24               3       -0.668184       -0.667528     0.000359061
            1.24               4       -0.669538        -0.66803     0.000511716
            1.24               5       -0.667736       -0.667971     0.000412736
            1.24               6       -0.668535       -0.668065     0.000354484
            1.24               7       -0.667142       -0.667934      0.00032745
            1.24               8       -0.667947       -0.667935     0.000286523
            1.24               9       -0.667328       -0.667868     0.000262516
            1.24              10       -0.667391        -0.66782     0.000240555
            1.24              11       -0.666024       -0.667657     0.000268454
            1.24              12       -0.666363       -0.667549     0.000266854
            1.24              13       -0.667551       -0.667549     0.000246326
            1.24              14       -0.667878       -0.667573     0.000229851
            1.24              15       -0.668206       -0.667615     0.000218369
            1.24              16       -0.668143       -0.667648     0.000207198
            1.24              17       -0.668693       -0.667709     0.000203929
            1.24              18       -0.668036       -0.667728     0.000193406
            1.24              19       -0.668224       -0.667754     0.000184981
            1.24              20       -0.668054       -0.667769      0.00017634
            1.26               1        -0.66346        -0.66346               0
            1.26               2       -0.660289       -0.661874      0.00112123
            1.26               3       -0.659801       -0.661183      0.00093655
            1.26               4       -0.662585       -0.661534     0.000765148
            1.26               5       -0.658518       -0.660931      0.00081588
            1.26               6       -0.660674       -0.660888     0.000681017
            1.26               7       -0.659723       -0.660722     0.000603711
            1.26               8       -0.662381       -0.660929     0.000562756
            1.26               9       -0.660067       -0.660833     0.000508313
            1.26              10       -0.661058       -0.660856     0.000457979
            1.26              11       -0.660259       -0.660801     0.000419547
            1.26              12       -0.660944       -0.660813     0.000384753
            1.26              13       -0.661953       -0.660901     0.000365014
            1.26              14       -0.660698       -0.660887     0.000339228
            1.26              15       -0.662451       -0.660991     0.000332258
            1.26              16       -0.661482       -0.661022     0.000312906
            1.26              17          -0.661        -0.66102     0.000294502
            1.26              18       -0.660303        -0.66098     0.000280825
            1.26              19       -0.661889       -0.661028      0.00027009
            1.26              20       -0.659927       -0.660973     0.000262137
            1.28               1       -0.654251       -0.654251               0
            1.28               2       -0.654631       -0.654441      0.00013451
            1.28               3        -0.65398       -0.654287     0.000154307
            1.28               4       -0.654496       -0.654339     0.000124218
            1.28               5       -0.653265       -0.654124     0.000216313
            1.28               6       -0.652559       -0.653864     0.000298708
            1.28               7       -0.651739        -0.65356     0.000380111
            1.28               8       -0.653814       -0.653592     0.000333915
            1.28               9       -0.653557       -0.653588     0.000296836
            1.28              10       -0.654554       -0.653685     0.000282447
            1.28              11       -0.654736        -0.65378     0.000272478
            1.28              12       -0.653729       -0.653776     0.000249805
            1.28              13       -0.654469       -0.653829     0.000236216
            1.28              14       -0.652901       -0.653763     0.000228459
            1.28              15       -0.652693       -0.653692     0.000224096
            1.28              16       -0.653569       -0.653684     0.000210221
            1.28              17       -0.653328       -0.653663     0.000198895
            1.28              18       -0.654749       -0.653723     0.000196778
            1.28              19       -0.655949        -0.65384     0.000218516
            1.28              20       -0.654328       -0.653865     0.000208944
             1.3               1       -0.648426       -0.648426               0
             1.3               2        -0.64556       -0.646993      0.00101344
             1.3               3       -0.647156       -0.647047     0.000677078
             1.3               4       -0.645451       -0.646648     0.000614237
             1.3               5       -0.647801       -0.646879     0.000532923
             1.3               6       -0.645687        -0.64668     0.000479709
             1.3               7       -0.645441       -0.646503     0.000442643
             1.3               8       -0.646992       -0.646564     0.000391507
             1.3               9       -0.646441       -0.646551     0.000348246
             1.3              10       -0.645593       -0.646455     0.000326332
             1.3              11       -0.646246       -0.646436     0.000297216
             1.3              12       -0.646088       -0.646407     0.000273854
             1.3              13       -0.647211       -0.646469     0.000259684
             1.3              14       -0.647355       -0.646532     0.000248726
             1.3              15       -0.645554       -0.646467     0.000240544
             1.3              16         -0.6455       -0.646406      0.00023297
             1.3              17       -0.647182       -0.646452     0.000223695
             1.3              18       -0.647133        -0.64649     0.000214446
             1.3              19       -0.644546       -0.646388     0.000226262
             1.3              20       -0.646699       -0.646403     0.000215484
            1.32               1       -0.641436       -0.641436               0
            1.32               2       -0.640549       -0.640992     0.000313854
            1.32               3       -0.640553       -0.640846     0.000241043
            1.32               4       -0.639588       -0.640531     0.000326829
            1.32               5       -0.639136       -0.640252     0.000361479
            1.32               6       -0.638408       -0.639945     0.000411676
            1.32               7       -0.639113       -0.639826     0.000369613
            1.32               8       -0.639341       -0.639766     0.000328341
            1.32               9       -0.639275       -0.639711     0.000296348
            1.32              10       -0.640206       -0.639761      0.00027082
            1.32              11       -0.639843       -0.639768     0.000246304
            1.32              12       -0.637769       -0.639602     0.000276424
            1.32              13       -0.640675       -0.639684      0.00026721
            1.32              14       -0.638887       -0.639627     0.000254115
            1.32              15       -0.642048       -0.639789     0.000283836
            1.32              16       -0.640553       -0.639836     0.000270084
            1.32              17       -0.638815       -0.639776     0.000260799
            1.32              18       -0.638232        -0.63969     0.000260042
            1.32              19       -0.639603       -0.639686     0.000246397
            1.32              20       -0.640824       -0.639743     0.000240563
            1.34               1       -0.632548       -0.632548               0
            1.34               2       -0.633047       -0.632798     0.000176638
            1.34               3       -0.634141       -0.633246     0.000384143
            1.34               4       -0.632149       -0.632971     0.000373312
            1.34               5       -0.632991       -0.632975      0.00029867
            1.34               6       -0.633031       -0.632985     0.000249034
            1.34               7       -0.633257       -0.633024     0.000216488
            1.34               8       -0.633736       -0.633113     0.000206939
            1.34               9       -0.632296       -0.633022     0.000202863
            1.34              10       -0.632705        -0.63299     0.000185029
            1.34              11       -0.634336       -0.633113     0.000204719
            1.34              12       -0.629582       -0.632818     0.000338491
            1.34              13       -0.632174       -0.632769     0.000316059
            1.34              14       -0.633077       -0.632791     0.000294248
            1.34              15       -0.633226        -0.63282     0.000276058
            1.34              16        -0.63288       -0.632824      0.00025883
            1.34              17       -0.631532       -0.632748     0.000254512
            1.34              18       -0.632367       -0.632726     0.000241247
            1.34              19       -0.631584       -0.632666      0.00023592
            1.34              20       -0.632435       -0.632655     0.000224408
            1.36               1       -0.624677       -0.624677               0
            1.36               2       -0.626935       -0.625806     0.000798337
            1.36               3       -0.626799       -0.626137     0.000596921
            1.36               4       -0.626355       -0.626192     0.000450174
            1.36               5       -0.625937       -0.626141     0.000363014
            1.36               6       -0.626438        -0.62619     0.000305877
            1.36               7       -0.626791       -0.626276     0.000273944
            1.36               8       -0.627079       -0.626376     0.000257458
            1.36               9       -0.625639       -0.626294     0.000241527
            1.36              10       -0.627099       -0.626375     0.000230372
            1.36              11       -0.626587       -0.626394     0.000210232
            1.36              12       -0.629055       -0.626616     0.000286721
            1.36              13       -0.625962       -0.626566     0.000269039
            1.36              14       -0.627613        -0.62664      0.00026001
            1.36              15       -0.626854       -0.626655     0.000243067
            1.36              16       -0.627834       -0.626728     0.000238783
            1.36              17       -0.626706       -0.626727      0.00022474
            1.36              18       -0.625881        -0.62668     0.000217109
            1.36              19       -0.627347       -0.626715     0.000208502
            1.36              20       -0.626869       -0.626723     0.000198219
            1.38               1        -0.62058        -0.62058               0
            1.38               2       -0.619207       -0.619894     0.000485538
            1.38               3       -0.621072       -0.620287     0.000455751
            1.38               4       -0.618715       -0.619894     0.000482323
            1.38               5       -0.619192       -0.619753     0.000405762
            1.38               6         -0.6202       -0.619828     0.000344894
            1.38               7       -0.620226       -0.619885     0.000300273
            1.38               8       -0.620181       -0.619922     0.000265008
            1.38               9       -0.620226       -0.619955     0.000237707
            1.38              10       -0.618414       -0.619801     0.000259138
            1.38              11       -0.620161       -0.619834     0.000237637
            1.38              12       -0.620258       -0.619869     0.000220445
            1.38              13        -0.61943       -0.619836     0.000206055
            1.38              14       -0.620426       -0.619878       0.0001956
            1.38              15       -0.619443       -0.619849      0.00018469
            1.38              16       -0.619413       -0.619821      0.00017514
            1.38              17       -0.618399       -0.619738     0.000183745
            1.38              18       -0.619418        -0.61972     0.000174396
            1.38              19       -0.619291       -0.619697     0.000166675
            1.38              20       -0.618294       -0.619627     0.000172489
             1.4               1       -0.613066       -0.613066               0
             1.4               2       -0.613431       -0.613249     0.000129131
             1.4               3       -0.612918       -0.613138     0.000124498
             1.4               4       -0.613668       -0.613271     0.000147895
             1.4               5       -0.613046       -0.613226     0.000124944
             1.4               6       -0.613155       -0.613214     0.000104677
             1.4               7       -0.610753       -0.612863     0.000337678
             1.4               8       -0.614362        -0.61305     0.000343553
             1.4               9       -0.615012       -0.613268     0.000368092
             1.4              10       -0.613677       -0.613309     0.000333547
             1.4              11       -0.612909       -0.613272     0.000305194
             1.4              12       -0.611977       -0.613164     0.000298251
             1.4              13       -0.612177       -0.613089     0.000284822
             1.4              14       -0.612762       -0.613065     0.000265433
             1.4              15       -0.614353       -0.613151     0.000261254
             1.4              16        -0.61339       -0.613166     0.000245351
             1.4              17       -0.613455       -0.613183     0.000231508
             1.4              18       -0.613555       -0.613204     0.000219568
             1.4              19       -0.614029       -0.613247     0.000212265
             1.4              20       -0.612222       -0.613196     0.000207743
            1.42               1       -0.608875       -0.608875               0
            1.42               2       -0.608142       -0.608509     0.000258882
            1.42               3       -0.605713       -0.607577     0.000780271
            1.42               4       -0.605418       -0.607037     0.000748916
            1.42               5       -0.608083       -0.607246     0.000627678
            1.42               6       -0.605979       -0.607035     0.000557479
            1.42               7       -0.606335       -0.606935     0.000486725
            1.42               8       -0.608356       -0.607113     0.000457139
            1.42               9       -0.608829       -0.607303     0.000444331
            1.42              10        -0.60643       -0.607216     0.000408397
            1.42              11       -0.606148       -0.607119     0.000382633
            1.42              12       -0.607536       -0.607154     0.000352319
            1.42              13       -0.606087       -0.607071     0.000334642
            1.42              14       -0.607129       -0.607076     0.000310764
            1.42              15        -0.60635       -0.607027     0.000293783
            1.42              16       -0.607514       -0.607058      0.00027699
            1.42              17       -0.608019       -0.607114     0.000266411
            1.42              18       -0.608455       -0.607189     0.000261813
            1.42              19       -0.606229       -0.607138     0.000252854
            1.42              20       -0.606117       -0.607087     0.000245309
            1.44               1       -0.603518       -0.603518               0
            1.44               2       -0.600536       -0.602027      0.00105426
            1.44               3       -0.599942       -0.601332     0.000903272
            1.44               4       -0.601661       -0.601414     0.000681191
            1.44               5       -0.600354       -0.601202     0.000577039
            1.44               6       -0.602413       -0.601404     0.000514931
            1.44               7       -0.601383       -0.601401     0.000441378
            1.44               8       -0.599288       -0.601137     0.000458438
            1.44               9       -0.602455       -0.601283     0.000430258
            1.44              10       -0.602433       -0.601398     0.000402291
            1.44              11       -0.600714       -0.601336       0.0003705
            1.44              12       -0.601828       -0.601377     0.000341884
            1.44              13       -0.600289       -0.601293     0.000325667
            1.44              14        -0.60191       -0.601337      0.00030537
            1.44              15       -0.600696       -0.601295      0.00028799
            1.44              16       -0.600594       -0.601251     0.000273302
            1.44              17        -0.60215       -0.601304     0.000262297
            1.44              18       -0.600941       -0.601284       0.0002485
            1.44              19       -0.600554       -0.601245     0.000238371
            1.44              20       -0.598672       -0.601116     0.000258843
            1.46               1       -0.594368       -0.594368               0
            1.46               2       -0.594591       -0.594479     7.86933e-05
            1.46               3       -0.595773       -0.594911     0.000356035
            1.46               4       -0.594582       -0.594828     0.000276363
            1.46               5       -0.593849       -0.594632     0.000282124
            1.46               6       -0.595661       -0.594804     0.000282406
            1.46               7       -0.593559       -0.594626     0.000292772
            1.46               8       -0.596807       -0.594899     0.000361507
            1.46               9       -0.594566       -0.594862     0.000323224
            1.46              10       -0.594208       -0.594796      0.00029743
            1.46              11        -0.59433       -0.594754     0.000273398
            1.46              12       -0.596063       -0.594863     0.000271515
            1.46              13       -0.593541       -0.594761     0.000269009
            1.46              14       -0.595445        -0.59481     0.000254188
            1.46              15       -0.594649       -0.594799     0.000237468
            1.46              16       -0.596158       -0.594884     0.000237316
            1.46              17       -0.595978       -0.594949     0.000231909
            1.46              18       -0.596529       -0.595036     0.000235051
            1.46              19       -0.594948       -0.595032     0.000222726
            1.46              20       -0.594247       -0.594993     0.000215021
            1.48               1       -0.589792       -0.589792               0
            1.48               2       -0.588551       -0.589172     0.000438765
            1.48               3       -0.587933       -0.588759     0.000446349
            1.48               4       -0.589051       -0.588832     0.000340697
            1.48               5        -0.58889       -0.588844     0.000272755
            1.48               6        -0.58791       -0.588688     0.000268002
            1.48               7       -0.588963       -0.588727      0.00023257
            1.48               8       -0.587658       -0.588594     0.000238836
            1.48               9       -0.587769       -0.588502     0.000229185
            1.48              10       -0.587326       -0.588384     0.000234499
            1.48              11       -0.588965       -0.588437     0.000219038
            1.48              12       -0.587742       -0.588379     0.000208303
            1.48              13       -0.587383       -0.588303     0.000205896
            1.48              14       -0.588738       -0.588334      0.00019352
            1.48              15       -0.587185       -0.588257     0.000195178
            1.48              16       -0.587442       -0.588206     0.000189511
            1.48              17       -0.588281       -0.588211     0.000178414
            1.48              18       -0.589565       -0.588286     0.000183684
            1.48              19       -0.590158       -0.588384     0.000198701
            1.48              20       -0.587713       -0.588351     0.000191584
             1.5               1       -0.583431       -0.583431               0
             1.5               2        -0.58342       -0.583425     4.06126e-06
             1.5               3       -0.583431       -0.583427     3.12637e-06
             1.5               4       -0.581772       -0.583014     0.000358302
             1.5               5       -0.583433       -0.583098     0.000296318
             1.5               6       -0.582466       -0.582992     0.000264956
             1.5               7       -0.584355       -0.583187     0.000289902
             1.5               8       -0.582845       -0.583144     0.000256791
             1.5               9       -0.583025       -0.583131     0.000228603
             1.5              10       -0.583516       -0.583169     0.000208963
             1.5              11       -0.584003       -0.583245     0.000203247
             1.5              12       -0.583068       -0.583231     0.000186845
             1.5              13       -0.581253       -0.583078     0.000226056
             1.5              14        -0.58214       -0.583011     0.000219622
             1.5              15       -0.581442       -0.582907     0.000228559
             1.5              16       -0.581979       -0.582849     0.000221503
             1.5              17       -0.582928       -0.582853     0.000208523
             1.5              18       -0.581816       -0.582796     0.000204747
             1.5              19       -0.582278       -0.582769     0.000195777
             1.5              20       -0.582804        -0.58277     0.000185996
            1.52               1       -0.576418       -0.576418               0
            1.52               2       -0.576711       -0.576565     0.000103437
            1.52               3       -0.577173       -0.576767     0.000179357
            1.52               4       -0.577115       -0.576854      0.00015413
            1.52               5       -0.576776       -0.576839     0.000124098
            1.52               6       -0.577702       -0.576983     0.000167228
            1.52               7       -0.576583       -0.576926     0.000152761
            1.52               8        -0.57643       -0.576864     0.000145685
            1.52               9       -0.578306       -0.577024     0.000199009
            1.52              10       -0.576857       -0.577007     0.000179804
            1.52              11       -0.576014       -0.576917     0.000184729
            1.52              12       -0.577786       -0.576989     0.000182981
            1.52              13       -0.577152       -0.577002     0.000169333
            1.52              14       -0.578051       -0.577077     0.000173017
            1.52              15       -0.576449       -0.577035     0.000166475
            1.52              16        -0.57763       -0.577072     0.000160177
            1.52              17       -0.577705       -0.577109     0.000155017
            1.52              18       -0.577057       -0.577106     0.000146432
            1.52              19       -0.575831       -0.577039     0.000153344
            1.52              20       -0.577514       -0.577063     0.000147504
            1.54               1       -0.571621       -0.571621               0
            1.54               2       -0.571185       -0.571403     0.000154296
            1.54               3       -0.571943       -0.571583     0.000179313
            1.54               4       -0.572271       -0.571755     0.000200725
            1.54               5       -0.571769       -0.571758       0.0001606
            1.54               6       -0.571373       -0.571694     0.000146107
            1.54               7       -0.572443       -0.571801     0.000159667
            1.54               8       -0.571469       -0.571759     0.000144996
            1.54               9       -0.571901       -0.571775     0.000129734
            1.54              10       -0.571344       -0.571732     0.000123694
            1.54              11       -0.571452       -0.571706     0.000115029
            1.54              12       -0.570974       -0.571645     0.000120564
            1.54              13       -0.570122       -0.571528     0.000158305
            1.54              14       -0.570481       -0.571453     0.000163717
            1.54              15        -0.56977       -0.571341     0.000187357
            1.54              16       -0.571192       -0.571332     0.000175879
            1.54              17        -0.57087       -0.571305     0.000167614
            1.54              18        -0.57191       -0.571338     0.000161639
            1.54              19       -0.571283       -0.571335     0.000153158
            1.54              20       -0.570732       -0.571305     0.000148441
            1.56               1       -0.566643       -0.566643               0
            1.56               2       -0.565953       -0.566298     0.000243902
            1.56               3       -0.565014        -0.56587     0.000385365
            1.56               4       -0.565569       -0.565794     0.000296283
            1.56               5       -0.567468       -0.566129     0.000381781
            1.56               6       -0.566754       -0.566233     0.000332053
            1.56               7       -0.565185       -0.566083      0.00031661
            1.56               8       -0.564118       -0.565838     0.000359959
            1.56               9       -0.565806       -0.565834     0.000319981
            1.56              10       -0.564168       -0.565668     0.000328529
            1.56              11       -0.565896       -0.565688     0.000299318
            1.56              12       -0.565924       -0.565708      0.00027502
            1.56              13        -0.56614       -0.565741     0.000255865
            1.56              14       -0.566735       -0.565812      0.00024724
            1.56              15       -0.563618       -0.565666     0.000270604
            1.56              16       -0.566057        -0.56569     0.000254794
            1.56              17       -0.564417       -0.565615     0.000250581
            1.56              18       -0.567724       -0.565732     0.000262609
            1.56              19       -0.565725       -0.565732     0.000248788
            1.56              20       -0.566598       -0.565775     0.000240082
            1.58               1       -0.561248       -0.561248               0
            1.58               2       -0.559253        -0.56025     0.000705329
            1.58               3       -0.559418       -0.559973      0.00052193
            1.58               4       -0.561626       -0.560386     0.000530432
            1.58               5       -0.559241       -0.560157     0.000471221
            1.58               6       -0.560845       -0.560272     0.000406408
            1.58               7       -0.560553       -0.560312     0.000350333
            1.58               8       -0.561619       -0.560475     0.000342521
            1.58               9        -0.55955       -0.560373     0.000319531
            1.58              10       -0.558242        -0.56016     0.000351496
            1.58              11       -0.557734       -0.559939     0.000382482
            1.58              12        -0.56022       -0.559962     0.000351326
            1.58              13       -0.559341       -0.559915     0.000327533
            1.58              14       -0.561688       -0.560041     0.000327727
            1.58              15       -0.561514        -0.56014     0.000320237
            1.58              16       -0.558963       -0.560066      0.00030855
            1.58              17       -0.560798       -0.560109     0.000293385
            1.58              18       -0.559327       -0.560066     0.000280284
            1.58              19       -0.559315       -0.560026     0.000268301
            1.58              20       -0.559713        -0.56001     0.000255344
             1.6               1       -0.553941       -0.553941               0
             1.6               2       -0.554125       -0.554033     6.50036e-05
             1.6               3       -0.553907       -0.553991     5.52287e-05
             1.6               4        -0.55361       -0.553896     9.23869e-05
             1.6               5       -0.555114        -0.55414     0.000230189
             1.6               6       -0.556203       -0.554483     0.000367924
             1.6               7       -0.555427       -0.554618     0.000339135
             1.6               8        -0.55646       -0.554848     0.000366622
             1.6               9       -0.554577       -0.554818      0.00032712
             1.6              10       -0.556513       -0.554988     0.000335437
             1.6              11       -0.554546       -0.554948     0.000307337
             1.6              12       -0.554952       -0.554948     0.000281726
             1.6              13       -0.555354       -0.554979      0.00026178
             1.6              14       -0.556612       -0.555096     0.000267804
             1.6              15       -0.554057       -0.555027     0.000258745
             1.6              16       -0.556198         -0.5551     0.000252724
             1.6              17       -0.552475       -0.554945     0.000281089
             1.6              18       -0.555124       -0.554955     0.000265648
             1.6              19       -0.556658       -0.555045     0.000266352
             1.6              20       -0.554766       -0.555031     0.000253399
            1.62               1       -0.548011       -0.548011               0
            1.62               2       -0.549714       -0.548862     0.000602105
            1.62               3       -0.549051       -0.548925     0.000404699
            1.62               4       -0.549513       -0.549072     0.000329143
            1.62               5       -0.550092       -0.549276     0.000320365
            1.62               6       -0.549459       -0.549307     0.000268423
            1.62               7       -0.548037       -0.549125     0.000284814
            1.62               8       -0.550811       -0.549336     0.000317701
            1.62               9       -0.549078       -0.549307     0.000283689
            1.62              10       -0.550637        -0.54944     0.000284784
            1.62              11       -0.549533       -0.549449     0.000259018
            1.62              12       -0.548524       -0.549372     0.000248642
            1.62              13       -0.549371       -0.549372     0.000229516
            1.62              14       -0.549337       -0.549369     0.000213135
            1.62              15       -0.549997       -0.549411     0.000202993
            1.62              16       -0.549982       -0.549447     0.000193421
            1.62              17       -0.550185        -0.54949     0.000186856
            1.62              18       -0.548233        -0.54942      0.00018908
