#T      BLOCK:  ACTUAL_CV:     CV_AVE:      ERROR:
             0.5               1        0.336036        0.336036               0
             0.5               2        0.341005         0.33852      0.00175677
             0.5               3        0.309701        0.328914      0.00793066
             0.5               4        0.308352        0.323773       0.0074294
             0.5               5        0.336081        0.326235      0.00633821
             0.5               6        0.344987         0.32936      0.00600311
             0.5               7        0.338994        0.330737      0.00530095
             0.5               8        0.335743        0.331362      0.00467512
             0.5               9        0.325936        0.330759      0.00419437
             0.5              10        0.335084        0.331192      0.00379716
             0.5              11        0.309227        0.329195      0.00394217
             0.5              12        0.315487        0.328053      0.00377554
             0.5              13        0.312773        0.326877       0.0036635
             0.5              14        0.340937        0.327882       0.0035368
             0.5              15        0.321483        0.327455      0.00332664
             0.5              16         0.29987        0.325731      0.00353739
             0.5              17        0.303363        0.324415      0.00356563
             0.5              18        0.341749        0.325378      0.00349516
             0.5              19        0.333882        0.325826      0.00333974
             0.5              20        0.313574        0.325213      0.00322844
            0.52               1        0.364876        0.364876               0
            0.52               2        0.365432        0.365154     0.000196682
            0.52               3        0.372242        0.367517       0.0019335
            0.52               4        0.357082        0.364908      0.00268454
            0.52               5        0.361447        0.364216       0.0022351
            0.52               6        0.380706        0.366964      0.00312468
            0.52               7         0.36463        0.366631      0.00269603
            0.52               8        0.362396        0.366101      0.00241045
            0.52               9        0.360032        0.365427      0.00223498
            0.52              10        0.357074        0.364592      0.00216193
            0.52              11        0.348339        0.363114      0.00241814
            0.52              12         0.38382         0.36484      0.00276452
            0.52              13        0.366274         0.36495      0.00255406
            0.52              14        0.368623        0.365212      0.00238507
            0.52              15        0.373768        0.365783      0.00229325
            0.52              16        0.362593        0.365583      0.00215857
            0.52              17        0.348332        0.364569      0.00225756
            0.52              18        0.365562        0.364624      0.00213281
            0.52              19        0.361375        0.364453       0.0020274
            0.52              20        0.354551        0.363958      0.00198557
            0.54               1        0.384175        0.384175               0
            0.54               2        0.385682        0.384929     0.000532789
            0.54               3        0.385404        0.385087     0.000377963
            0.54               4        0.394152        0.387353      0.00198288
            0.54               5        0.374078        0.384698      0.00285588
            0.54               6        0.382745        0.384373      0.00239838
            0.54               7        0.392478        0.385531      0.00231846
            0.54               8        0.389464        0.386022      0.00208014
            0.54               9        0.394007        0.386909       0.0020294
            0.54              10        0.388067        0.387025      0.00182976
            0.54              11        0.374879        0.385921      0.00196858
            0.54              12        0.394399        0.386628      0.00192715
            0.54              13        0.371824        0.385489      0.00208843
            0.54              14        0.391263        0.385901      0.00197957
            0.54              15        0.381039        0.385577      0.00187396
            0.54              16        0.387114        0.385673       0.0017593
            0.54              17         0.38156        0.385431      0.00167236
            0.54              18        0.380853        0.385177      0.00159868
            0.54              19        0.370421          0.3844      0.00169269
            0.54              20        0.383236        0.384342      0.00160905
            0.56               1        0.413102        0.413102               0
            0.56               2        0.407028        0.410065       0.0021474
            0.56               3        0.393761         0.40463      0.00466246
            0.56               4        0.400063        0.403489      0.00363398
            0.56               5        0.401186        0.403028      0.00293622
            0.56               6        0.412662        0.404634      0.00285228
            0.56               7        0.408417        0.405174      0.00249548
            0.56               8        0.394671        0.403861      0.00250524
            0.56               9        0.400176        0.403452      0.00226008
            0.56              10        0.407351        0.403842      0.00206744
            0.56              11        0.410172        0.404417      0.00195794
            0.56              12        0.414595        0.405265      0.00196995
            0.56              13        0.415891        0.406083      0.00198074
            0.56              14        0.393236        0.405165      0.00204078
            0.56              15        0.404143        0.405097      0.00190587
            0.56              16        0.397864        0.404645      0.00183958
            0.56              17        0.417394        0.405395      0.00187803
            0.56              18        0.417061        0.406043      0.00188221
            0.56              19          0.4001         0.40573      0.00180894
            0.56              20        0.420315        0.406459      0.00185969
            0.58               1        0.444702        0.444702               0
            0.58               2        0.420356        0.432529      0.00860757
            0.58               3          0.4246        0.429886      0.00613068
            0.58               4        0.412284        0.425485      0.00597205
            0.58               5        0.413793        0.423147      0.00521541
            0.58               6         0.40823        0.420661      0.00490304
            0.58               7        0.424462        0.421204      0.00423258
            0.58               8        0.408309        0.419592      0.00399866
            0.58               9        0.420208         0.41966      0.00355495
            0.58              10        0.407486        0.418443      0.00340155
            0.58              11        0.411746        0.417834      0.00314633
            0.58              12        0.414397        0.417548      0.00289715
            0.58              13        0.408713        0.416868      0.00275283
            0.58              14        0.431959        0.417946      0.00275918
            0.58              15        0.427315        0.418571      0.00264498
            0.58              16        0.415643        0.418388      0.00248599
            0.58              17         0.40734        0.417738      0.00242321
            0.58              18        0.433894        0.418635      0.00244918
            0.58              19        0.426652        0.419057      0.00235633
            0.58              20        0.424169        0.419313      0.00225233
             0.6               1         0.42579         0.42579               0
             0.6               2        0.411806        0.418798      0.00494401
             0.6               3        0.415847        0.417814      0.00339246
             0.6               4        0.412566        0.416502      0.00278654
             0.6               5        0.410675        0.415337      0.00246089
             0.6               6        0.418128        0.415802      0.00209424
             0.6               7         0.43209        0.418129      0.00280413
             0.6               8        0.424673        0.418947      0.00257014
             0.6               9        0.422828        0.419378      0.00232047
             0.6              10        0.433541        0.420794      0.00248328
             0.6              11        0.422688        0.420966      0.00226348
             0.6              12         0.42434        0.421248      0.00209224
             0.6              13        0.417491        0.420959      0.00195115
             0.6              14        0.426744        0.421372      0.00185502
             0.6              15        0.432004        0.422081      0.00186187
             0.6              16        0.432195        0.422713       0.0018497
             0.6              17        0.411429        0.422049      0.00185618
             0.6              18        0.412096        0.421496      0.00183357
             0.6              19        0.432997        0.422101      0.00183425
             0.6              20        0.420078           0.422      0.00174533
            0.62               1        0.436113        0.436113               0
            0.62               2        0.429295        0.432704      0.00241049
            0.62               3        0.440591        0.435333      0.00268139
            0.62               4        0.437475        0.435869      0.00206381
            0.62               5        0.424304        0.433556      0.00264688
            0.62               6        0.407294        0.429179      0.00456405
            0.62               7        0.432099        0.429596      0.00393106
            0.62               8        0.446932        0.431763      0.00399256
            0.62               9        0.425207        0.431035      0.00361478
            0.62              10        0.445582        0.432489      0.00353394
            0.62              11        0.429949        0.432258      0.00322021
            0.62              12        0.428037        0.431907      0.00297101
            0.62              13        0.414234        0.430547       0.0030376
            0.62              14         0.43363        0.430767      0.00282859
            0.62              15        0.428516        0.430617        0.002644
            0.62              16        0.447619         0.43168      0.00268379
            0.62              17         0.43118        0.431651      0.00252608
            0.62              18         0.41781        0.430882      0.00250002
            0.62              19        0.412043         0.42989      0.00255751
            0.62              20        0.443246        0.430558      0.00251531
            0.64               1        0.426907        0.426907               0
            0.64               2        0.427858        0.427383      0.00033649
            0.64               3        0.420256        0.425007      0.00195254
            0.64               4        0.436754        0.427944      0.00293479
            0.64               5        0.427984        0.427952      0.00234784
            0.64               6        0.418206        0.426328       0.0024549
            0.64               7        0.413118         0.42444        0.002735
            0.64               8        0.420351        0.423929      0.00244043
            0.64               9        0.433122        0.424951       0.0023734
            0.64              10        0.428117        0.425267      0.00215708
            0.64              11        0.416962        0.424512      0.00208894
            0.64              12        0.422219        0.424321      0.00192358
            0.64              13        0.436726        0.425275      0.00199831
            0.64              14        0.434464        0.425932       0.0019604
            0.64              15        0.426826        0.425991      0.00183061
            0.64              16        0.432243        0.426382      0.00175739
            0.64              17        0.440242        0.427197       0.0018334
            0.64              18         0.43404        0.427577      0.00177051
            0.64              19        0.440276        0.428246      0.00179905
            0.64              20        0.433422        0.428505      0.00172761
            0.66               1        0.431337        0.431337               0
            0.66               2        0.436606        0.433972      0.00186303
            0.66               3        0.422119        0.430021      0.00345676
            0.66               4        0.432894        0.430739      0.00266615
            0.66               5        0.424672        0.429526      0.00239318
            0.66               6        0.430678        0.429718        0.002002
            0.66               7        0.422757        0.428723      0.00194736
            0.66               8        0.432988        0.429256      0.00177541
            0.66               9        0.433326        0.429708      0.00163471
            0.66              10        0.430179        0.429756      0.00147191
            0.66              11        0.427344        0.429536      0.00135433
            0.66              12        0.424058         0.42908      0.00131615
            0.66              13        0.412762        0.427825      0.00171182
            0.66              14        0.415147        0.426919      0.00181331
            0.66              15        0.436359        0.427548      0.00179832
            0.66              16        0.439205        0.428277      0.00182754
            0.66              17        0.434036        0.428616      0.00175116
            0.66              18        0.414477         0.42783      0.00182154
            0.66              19        0.421345        0.427489      0.00175736
            0.66              20         0.41854        0.427041      0.00172552
            0.68               1        0.425259        0.425259               0
            0.68               2        0.427708        0.426483      0.00086574
            0.68               3        0.430891        0.427953      0.00133117
            0.68               4        0.434711        0.429642      0.00177135
            0.68               5        0.425156        0.428745      0.00162852
            0.68               6        0.411227        0.425825      0.00299086
            0.68               7        0.432179        0.426733      0.00269783
            0.68               8        0.423506         0.42633      0.00239057
            0.68               9        0.435895        0.427392      0.00234937
            0.68              10        0.427095        0.427363      0.00211462
            0.68              11        0.432051        0.427789      0.00196485
            0.68              12        0.412606        0.426524      0.00217057
            0.68              13        0.445028        0.427947      0.00242583
            0.68              14        0.426364        0.427834      0.00225519
            0.68              15        0.434904        0.428305      0.00215354
            0.68              16        0.438686        0.428954      0.00211441
            0.68              17        0.435111        0.429316      0.00202081
            0.68              18        0.431196        0.429421      0.00191124
            0.68              19        0.409879        0.428392      0.00206897
            0.68              20         0.43649        0.428797      0.00200475
             0.7               1        0.433283        0.433283               0
             0.7               2         0.43255        0.432916     0.000259244
             0.7               3        0.432456        0.432763     0.000213476
             0.7               4        0.432623        0.432728     0.000162934
             0.7               5        0.431215        0.432425      0.00030031
             0.7               6        0.445264        0.434565      0.00196929
             0.7               7         0.41873        0.432303      0.00268987
             0.7               8        0.434199         0.43254      0.00236406
             0.7               9        0.434866        0.432799      0.00211547
             0.7              10        0.424057        0.431924      0.00207667
             0.7              11        0.425323        0.431324       0.0019727
             0.7              12        0.438196        0.431897      0.00188961
             0.7              13        0.439052        0.432447      0.00182265
             0.7              14        0.445893        0.433408      0.00192896
             0.7              15        0.434641         0.43349      0.00180211
             0.7              16        0.425027        0.432961       0.0017654
             0.7              17        0.436363        0.433161      0.00167286
             0.7              18        0.446971        0.433928      0.00174703
             0.7              19        0.430304        0.433738      0.00166546
             0.7              20        0.437562        0.433929      0.00159313
            0.72               1        0.422321        0.422321               0
            0.72               2        0.452599         0.43746       0.0107046
            0.72               3        0.447549        0.440823      0.00764646
            0.72               4        0.426335        0.437201      0.00653662
            0.72               5         0.44352        0.438465      0.00535008
            0.72               6        0.427781        0.436684      0.00474547
            0.72               7        0.447585        0.438242      0.00431552
            0.72               8        0.437431         0.43814      0.00377727
            0.72               9        0.414174        0.435477      0.00419246
            0.72              10        0.425875        0.434517      0.00388162
            0.72              11        0.431147        0.434211      0.00354082
            0.72              12         0.42983        0.433846      0.00326452
            0.72              13        0.435721         0.43399      0.00301659
            0.72              14        0.453865         0.43541      0.00311732
            0.72              15        0.445366        0.436073      0.00297934
            0.72              16        0.441273        0.436398       0.0028108
            0.72              17        0.439191        0.436563      0.00265025
            0.72              18        0.423234        0.435822      0.00260441
            0.72              19         0.43538        0.435799      0.00246744
            0.72              20          0.4277        0.435394      0.00237706
            0.74               1        0.454788        0.454788               0
            0.74               2        0.423421        0.439104       0.0110897
            0.74               3        0.432768        0.436992       0.0075916
            0.74               4        0.432498        0.435869      0.00577625
            0.74               5        0.431096        0.434914       0.0046992
            0.74               6        0.430655        0.434204      0.00396924
            0.74               7        0.431444         0.43381      0.00342174
            0.74               8        0.441592        0.434783      0.00312925
            0.74               9        0.438524        0.435198      0.00280902
            0.74              10        0.426685        0.434347        0.002654
            0.74              11         0.44423        0.435246       0.0025603
            0.74              12        0.439334        0.435586      0.00236949
            0.74              13        0.439594        0.435895      0.00220719
            0.74              14        0.424881        0.435108      0.00218523
            0.74              15        0.445153        0.435778      0.00213971
            0.74              16        0.430444        0.435444      0.00203178
            0.74              17        0.433395        0.435324      0.00191583
            0.74              18        0.429094        0.434978      0.00184039
            0.74              19        0.437176        0.435093      0.00174717
            0.74              20        0.426214        0.434649      0.00171529
            0.76               1         0.44209         0.44209               0
            0.76               2        0.420503        0.431296      0.00763204
            0.76               3        0.440086        0.434226      0.00562239
            0.76               4        0.427653        0.432583      0.00445046
            0.76               5        0.442442        0.434555      0.00397326
            0.76               6        0.439471        0.435374       0.0033945
            0.76               7        0.435534        0.435397      0.00290965
            0.76               8        0.446546        0.436791      0.00286027
            0.76               9        0.443625         0.43755      0.00264134
            0.76              10        0.423645         0.43616      0.00271868
            0.76              11        0.455951        0.437959      0.00300852
            0.76              12        0.439545        0.438091      0.00276071
            0.76              13        0.433029        0.437702      0.00257567
            0.76              14        0.443702         0.43813      0.00242709
            0.76              15        0.445168        0.438599      0.00231019
            0.76              16         0.43825        0.438578       0.0021659
            0.76              17        0.440673        0.438701        0.002042
            0.76              18        0.439824        0.438763      0.00192951
            0.76              19        0.438772        0.438764      0.00182796
            0.76              20        0.437648        0.438708      0.00173741
            0.78               1         0.46094         0.46094               0
            0.78               2        0.422583        0.441761        0.013561
            0.78               3        0.444737        0.442753      0.00907688
            0.78               4        0.446892        0.443788      0.00686637
            0.78               5        0.434826        0.441995      0.00572226
            0.78               6        0.440091        0.441678      0.00477735
            0.78               7        0.449177        0.442749      0.00421326
            0.78               8        0.431804        0.441381      0.00390244
            0.78               9        0.439905        0.441217      0.00347228
            0.78              10        0.437752        0.440871      0.00314229
            0.78              11        0.434815         0.44032      0.00290445
            0.78              12        0.435309        0.439902      0.00269227
            0.78              13        0.447363        0.440476       0.0025456
            0.78              14        0.454849        0.441503      0.00256244
            0.78              15        0.446527        0.441838       0.0024134
            0.78              16        0.432232        0.441238      0.00233604
            0.78              17        0.433189        0.440764      0.00224609
            0.78              18        0.448452        0.441191      0.00216153
            0.78              19        0.450957        0.441705      0.00210799
            0.78              20        0.442233        0.441732      0.00200276
             0.8               1        0.440237        0.440237               0
             0.8               2        0.433124        0.436681      0.00251462
             0.8               3        0.441298         0.43822       0.0020952
             0.8               4        0.435343        0.437501      0.00169034
             0.8               5        0.437151        0.437431      0.00135372
             0.8               6        0.441531        0.438114      0.00128913
             0.8               7        0.449326        0.439716      0.00184934
             0.8               8        0.444609        0.440327      0.00171632
             0.8               9        0.438393        0.440113      0.00153902
             0.8              10        0.431498        0.439251      0.00160825
             0.8              11        0.438977        0.439226      0.00146224
             0.8              12        0.438672         0.43918      0.00134111
             0.8              13        0.447628         0.43983      0.00138648
             0.8              14        0.427742        0.438966      0.00153289
             0.8              15        0.423331        0.437924      0.00174957
             0.8              16        0.433689        0.437659      0.00166012
             0.8              17        0.430076        0.437213      0.00162129
             0.8              18        0.435656        0.437127      0.00153352
             0.8              19        0.445995        0.437593      0.00152219
             0.8              20         0.45783        0.438605      0.00175036
            0.82               1        0.445902        0.445902               0
            0.82               2         0.43533        0.440616      0.00373755
            0.82               3        0.438748        0.439993      0.00254302
            0.82               4        0.443402        0.440845      0.00204509
            0.82               5        0.450704        0.442817      0.00240556
            0.82               6        0.450953        0.444173        0.002356
            0.82               7        0.432851        0.442556      0.00251408
            0.82               8         0.43422        0.441514      0.00240607
            0.82               9        0.446427         0.44206       0.0021998
            0.82              10        0.432979        0.441152      0.00215913
            0.82              11         0.44231        0.441257      0.00196541
            0.82              12         0.43583        0.440805      0.00185292
            0.82              13        0.436063         0.44044      0.00174592
            0.82              14        0.445583        0.440807      0.00165941
            0.82              15        0.448596        0.441326        0.001628
            0.82              16        0.443499        0.441462       0.0015319
            0.82              17        0.444408        0.441635      0.00145155
            0.82              18        0.446075        0.441882       0.0013917
            0.82              19        0.436619        0.441605      0.00134575
            0.82              20        0.435579        0.441304      0.00131175
            0.84               1        0.435929        0.435929               0
            0.84               2        0.441734        0.438831      0.00205236
            0.84               3         0.43587        0.437844      0.00158797
            0.84               4        0.439026         0.43814      0.00121816
            0.84               5        0.443071        0.439126      0.00131455
            0.84               6        0.448134        0.440627       0.0017545
            0.84               7        0.443133        0.440985      0.00153994
            0.84               8        0.427286        0.439273      0.00209318
            0.84               9        0.444621        0.439867      0.00194313
            0.84              10        0.443951        0.440275      0.00179121
            0.84              11        0.443293         0.44055      0.00164925
            0.84              12         0.43438        0.440036      0.00158994
            0.84              13        0.439851        0.440021       0.0014677
            0.84              14        0.444678        0.440354      0.00140004
            0.84              15        0.439789        0.440316      0.00130722
            0.84              16        0.447141        0.440743      0.00129323
            0.84              17        0.438554        0.440614      0.00122355
            0.84              18        0.440937        0.440632      0.00115571
            0.84              19        0.442069        0.440708      0.00109735
            0.84              20        0.441488        0.440747      0.00104318
            0.86               1        0.435203        0.435203               0
            0.86               2        0.440987        0.438095      0.00204504
            0.86               3        0.433137        0.436443      0.00191823
            0.86               4        0.447907        0.439309      0.00286899
            0.86               5        0.435211        0.438489      0.00240938
            0.86               6        0.433476        0.437654      0.00214782
            0.86               7        0.446198        0.438874      0.00216015
            0.86               8        0.435593        0.438464      0.00192868
            0.86               9        0.447036        0.439417      0.00193531
            0.86              10        0.430676        0.438542      0.00192907
            0.86              11        0.427525        0.437541      0.00199686
            0.86              12        0.433232        0.437182      0.00186246
            0.86              13         0.43985        0.437387      0.00173046
            0.86              14        0.440993        0.437645      0.00162591
            0.86              15        0.443106        0.438009      0.00155775
            0.86              16        0.441281        0.438213      0.00147375
            0.86              17        0.437541        0.438174      0.00138759
            0.86              18        0.438676        0.438202      0.00131078
            0.86              19        0.441009        0.438349       0.0012501
            0.86              20        0.443265        0.438595      0.00121151
            0.88               1        0.437418        0.437418               0
            0.88               2        0.430503         0.43396      0.00244505
            0.88               3        0.428644        0.432188      0.00217958
            0.88               4        0.423703        0.430067      0.00245907
            0.88               5        0.438513        0.431756      0.00248047
            0.88               6        0.439056        0.432973       0.0023465
            0.88               7        0.425194        0.431862      0.00225912
            0.88               8        0.425818        0.431106      0.00209925
            0.88               9        0.443682        0.432503      0.00228418
            0.88              10         0.43946        0.433199      0.00215909
            0.88              11        0.437808        0.433618      0.00200305
            0.88              12        0.441515        0.434276      0.00194121
            0.88              13        0.429211        0.433886      0.00183057
            0.88              14        0.435899         0.43403      0.00170545
            0.88              15        0.433425         0.43399      0.00159223
            0.88              16        0.443798        0.434603      0.00160638
            0.88              17        0.435391        0.434649      0.00151256
            0.88              18        0.434896        0.434663      0.00142859
            0.88              19        0.437809        0.434828      0.00136296
            0.88              20        0.435437        0.434859      0.00129515
             0.9               1         0.43999         0.43999               0
             0.9               2        0.442854        0.441422      0.00101231
             0.9               3        0.442156        0.441667     0.000703826
             0.9               4        0.431597        0.439149      0.00224326
             0.9               5        0.438167        0.438953       0.0018032
             0.9               6        0.433903        0.438111       0.0016877
             0.9               7        0.433547        0.437459       0.0015675
             0.9               8        0.434884        0.437137      0.00140422
             0.9               9        0.432966        0.436674      0.00132247
             0.9              10        0.436423        0.436649      0.00119046
             0.9              11        0.440717        0.437018      0.00113823
             0.9              12        0.438273        0.437123      0.00104817
             0.9              13        0.437941        0.437186     0.000969426
             0.9              14        0.436983        0.437171      0.00090029
             0.9              15        0.433027        0.436895     0.000881647
             0.9              16         0.43151        0.436558      0.00088846
             0.9              17        0.440244        0.436775     0.000862245
             0.9              18         0.43428        0.436637     0.000825412
             0.9              19        0.428487        0.436208     0.000886441
             0.9              20         0.43834        0.436314     0.000848507
            0.92               1        0.436731        0.436731               0
            0.92               2        0.439502        0.438116     0.000979637
            0.92               3        0.436746         0.43766     0.000752074
            0.92               4        0.446582         0.43989      0.00201239
            0.92               5        0.433352        0.438583      0.00198989
            0.92               6        0.430575        0.437248      0.00205771
            0.92               7        0.436418        0.437129      0.00176716
            0.92               8        0.440035        0.437493      0.00158316
            0.92               9        0.428912        0.436539      0.00166982
            0.92              10        0.436558        0.436541      0.00150284
            0.92              11        0.426307        0.435611      0.00162893
            0.92              12         0.42415        0.434656      0.00175091
            0.92              13        0.428587        0.434189      0.00167732
            0.92              14        0.432721        0.434084      0.00156078
            0.92              15        0.417365         0.43297      0.00181151
            0.92              16        0.425788        0.432521      0.00175301
            0.92              17        0.435991        0.432725      0.00166173
            0.92              18        0.431618        0.432663      0.00157055
            0.92              19        0.424845        0.432252      0.00154085
            0.92              20        0.434391        0.432359      0.00146752
            0.94               1        0.439513        0.439513               0
            0.94               2        0.423697        0.431605      0.00559177
            0.94               3        0.429097        0.430769      0.00378984
            0.94               4        0.422925        0.428808      0.00331109
            0.94               5         0.42659        0.428364      0.00267843
            0.94               6        0.434857        0.429446      0.00244083
            0.94               7         0.42761        0.429184       0.0021062
            0.94               8        0.431683        0.429496      0.00186594
            0.94               9        0.447583        0.431506      0.00251808
            0.94              10        0.434989        0.431854      0.00229023
            0.94              11        0.426632        0.431379      0.00213067
            0.94              12        0.432204        0.431448      0.00195422
            0.94              13        0.435773        0.431781        0.001832
            0.94              14         0.43572        0.432062      0.00172261
            0.94              15        0.431047        0.431994       0.0016091
            0.94              16        0.432792        0.432044       0.0015093
            0.94              17        0.434477        0.432187      0.00142728
            0.94              18        0.432433        0.432201      0.00134806
            0.94              19        0.432329        0.432208      0.00127712
            0.94              20        0.431382        0.432167      0.00121393
            0.96               1         0.42932         0.42932               0
            0.96               2        0.420873        0.425097       0.0029866
            0.96               3         0.42767        0.425954      0.00211064
            0.96               4        0.426174        0.426009      0.00158369
            0.96               5        0.433234        0.427454      0.00180984
            0.96               6        0.421951        0.426537      0.00172503
            0.96               7        0.432675        0.427414      0.00168678
            0.96               8        0.430639        0.427817      0.00152333
            0.96               9         0.42542        0.427551      0.00137716
            0.96              10        0.434215        0.428217      0.00139138
            0.96              11        0.430142        0.428392      0.00127584
            0.96              12        0.433388        0.428808       0.0012356
            0.96              13        0.435354        0.429312      0.00123891
            0.96              14        0.424293        0.428953      0.00120116
            0.96              15        0.435048         0.42936      0.00118782
            0.96              16        0.423645        0.429003      0.00116605
            0.96              17        0.424013        0.428709       0.0011338
            0.96              18        0.428203        0.428681      0.00107116
            0.96              19        0.424386        0.428455      0.00103837
            0.96              20        0.431303        0.428597     0.000996167
            0.98               1        0.421767        0.421767               0
            0.98               2        0.418316        0.420042      0.00122027
            0.98               3        0.419584        0.419889     0.000823006
            0.98               4        0.428261        0.421982      0.00191491
            0.98               5        0.420491        0.421684      0.00155498
            0.98               6        0.427669        0.422681      0.00158374
            0.98               7        0.420391        0.422354      0.00139086
            0.98               8        0.423248        0.422466      0.00122148
            0.98               9        0.413759        0.421499        0.001418
            0.98              10        0.427309         0.42208      0.00139016
            0.98              11        0.427937        0.422612      0.00136194
            0.98              12        0.419778        0.422376      0.00126876
            0.98              13         0.43315        0.423205      0.00141621
            0.98              14        0.424966         0.42333      0.00132063
            0.98              15        0.426766        0.423559      0.00125229
            0.98              16        0.436556        0.424372      0.00141313
            0.98              17        0.423615        0.424327       0.0013307
            0.98              18        0.430446        0.424667      0.00129947
            0.98              19         0.43197        0.425052      0.00128667
            0.98              20        0.416812         0.42464       0.0012866
               1               1        0.417466        0.417466               0
               1               2        0.428542        0.423004      0.00391581
               1               3        0.418003        0.421337      0.00294409
               1               4        0.423562        0.421893      0.00226003
               1               5        0.420822        0.421679      0.00181816
               1               6        0.421043        0.421573      0.00151822
               1               7        0.428944        0.422626      0.00162599
               1               8        0.422768        0.422644      0.00142284
               1               9        0.420569        0.422413      0.00128328
               1              10        0.420748        0.422247       0.0011657
               1              11        0.420901        0.422124      0.00106613
               1              12         0.41625        0.421635      0.00108385
               1              13        0.413237        0.420989      0.00117736
               1              14        0.424513         0.42124      0.00111984
               1              15        0.425312        0.421512      0.00107759
               1              16        0.424836         0.42172      0.00103007
               1              17        0.420954        0.421675      0.00097046
               1              18        0.425465        0.421885     0.000939111
               1              19        0.407892        0.421149      0.00114253
               1              20        0.424076        0.421295      0.00109474
            1.02               1        0.423006        0.423006               0
            1.02               2        0.413118        0.418062      0.00349578
            1.02               3        0.409669        0.415264      0.00326325
            1.02               4         0.40561        0.412851      0.00321849
            1.02               5        0.413537        0.412988      0.00257772
            1.02               6         0.42323        0.414695      0.00265376
            1.02               7        0.414917        0.414727      0.00227484
            1.02               8        0.416814        0.414988      0.00200538
            1.02               9        0.413108        0.414779       0.0017934
            1.02              10        0.418929        0.415194      0.00166139
            1.02              11        0.422759        0.415882      0.00164656
            1.02              12        0.406947        0.415137      0.00166922
            1.02              13        0.414679        0.415102      0.00154119
            1.02              14        0.412331        0.414904      0.00144376
            1.02              15        0.416615        0.415018        0.001352
            1.02              16        0.410151        0.414714      0.00130128
            1.02              17        0.411306        0.414513      0.00124007
            1.02              18        0.408008        0.414152      0.00122271
            1.02              19        0.410997        0.413986      0.00116958
            1.02              20        0.409039        0.413738      0.00113695
            1.04               1        0.413264        0.413264               0
            1.04               2        0.412072        0.412668     0.000421341
            1.04               3        0.408489        0.411275      0.00117149
            1.04               4        0.418977        0.413201      0.00188478
            1.04               5        0.416159        0.413792        0.001598
            1.04               6        0.409475        0.413073      0.00148483
            1.04               7        0.411583         0.41286      0.00128788
            1.04               8        0.407593        0.412202      0.00128417
            1.04               9        0.415236        0.412539      0.00118493
            1.04              10         0.41399        0.412684      0.00107528
            1.04              11        0.414149        0.412817     0.000985747
            1.04              12        0.421363        0.413529      0.00113199
            1.04              13        0.407149        0.413038      0.00114637
            1.04              14        0.403636        0.412367      0.00124579
            1.04              15        0.415892        0.412602       0.0011847
            1.04              16        0.414582        0.412726       0.0011171
