#T      BLOCK:  ACTUAL_CV:     CV_AVE:      ERROR:
            1.08               9        0.402476        0.399864      0.00183495
            1.08              10        0.407223          0.4006      0.00179296
            1.08              11        0.398806        0.400437      0.00163737
            1.08              12        0.397977        0.400232       0.0015137
            1.08              13        0.403614        0.400492      0.00141944
            1.08              14        0.401702        0.400579      0.00132068
            1.08              15        0.400248        0.400557      0.00123282
            1.08              16        0.403308        0.400729       0.0011677
            1.08              17        0.396256        0.400465      0.00112826
            1.08              18        0.400723         0.40048      0.00106567
            1.08              19        0.406201        0.400781      0.00105126
            1.08              20        0.397336        0.400609       0.0010127
             1.1               1        0.387208        0.387208               0
             1.1               2        0.397311         0.39226      0.00357171
             1.1               3        0.398733        0.394417      0.00296203
             1.1               4          0.4003        0.395888      0.00256067
             1.1               5        0.402261        0.397162       0.0023444
             1.1               6        0.396155        0.396995      0.00195966
             1.1               7        0.392526        0.396356      0.00178064
             1.1               8        0.394097        0.396074      0.00158029
             1.1               9        0.397731        0.396258      0.00141539
             1.1              10        0.398106        0.396443      0.00128586
             1.1              11         0.39805        0.396589      0.00117724
             1.1              12         0.40132        0.396983      0.00114326
             1.1              13        0.401677        0.397344      0.00111087
             1.1              14        0.395792        0.397233      0.00103705
             1.1              15        0.397673        0.397263     0.000968323
             1.1              16        0.403591        0.397658     0.000985268
             1.1              17        0.402103         0.39792     0.000961381
             1.1              18        0.400996        0.398091     0.000923033
             1.1              19        0.396252        0.397994     0.000879508
             1.1              20        0.390757        0.397632     0.000906917
            1.12               1        0.390217        0.390217               0
            1.12               2        0.392681        0.391449      0.00087106
            1.12               3        0.387955        0.390285      0.00111416
            1.12               4        0.392113        0.390742     0.000924696
            1.12               5        0.395809        0.391755      0.00117005
            1.12               6        0.392811        0.391931     0.000988197
            1.12               7        0.389213        0.391543     0.000920186
            1.12               8        0.398838        0.392455      0.00117294
            1.12               9        0.392888        0.392503       0.0010436
            1.12              10        0.391806        0.392433     0.000941566
            1.12              11         0.38647        0.391891     0.000999924
            1.12              12        0.392887        0.391974     0.000920034
            1.12              13        0.395474        0.392243     0.000887787
            1.12              14        0.393868        0.392359     0.000831921
            1.12              15        0.395277        0.392554     0.000798879
            1.12              16        0.390462        0.392423     0.000759571
            1.12              17         0.38119        0.391762     0.000960216
            1.12              18        0.397555        0.392084     0.000959281
            1.12              19         0.38041         0.39147      0.00108791
            1.12              20        0.388021        0.391297      0.00104709
            1.14               1        0.381132        0.381132               0
            1.14               2        0.378343        0.379738     0.000986106
            1.14               3        0.394012        0.384496      0.00394018
            1.14               4        0.389296        0.385696      0.00313258
            1.14               5        0.390921        0.386741      0.00267469
            1.14               6        0.382404        0.386018      0.00232453
            1.14               7        0.386611        0.386103        0.001994
            1.14               8        0.387194        0.386239      0.00174941
            1.14               9        0.389923        0.386649       0.0016022
            1.14              10        0.382749        0.386259      0.00148868
            1.14              11        0.383534        0.386011       0.0013738
            1.14              12        0.389919        0.386336      0.00129734
            1.14              13        0.386488        0.386348      0.00119759
            1.14              14        0.386316        0.386346      0.00111205
            1.14              15        0.393245        0.386806      0.00112904
            1.14              16        0.391024        0.387069      0.00108881
            1.14              17        0.388863        0.387175      0.00102986
            1.14              18        0.377286        0.386626      0.00110955
            1.14              19         0.38685        0.386637      0.00105122
            1.14              20        0.383507        0.386481      0.00101024
            1.16               1        0.381424        0.381424               0
            1.16               2        0.386633        0.384028      0.00184175
            1.16               3        0.379147        0.382401      0.00180896
            1.16               4        0.375755         0.38074      0.00197766
            1.16               5        0.379846        0.380561      0.00159019
            1.16               6        0.390209        0.382169      0.00197755
            1.16               7         0.38571        0.382675      0.00175857
            1.16               8        0.378308        0.382129      0.00162124
            1.16               9        0.385855        0.382543      0.00149304
            1.16              10        0.382469        0.382536      0.00134375
            1.16              11        0.377914        0.382115       0.0012856
            1.16              12        0.382137        0.382117      0.00117847
            1.16              13        0.385799          0.3824      0.00112133
            1.16              14        0.379604        0.382201      0.00105889
            1.16              15        0.380209        0.382068     0.000996585
            1.16              16        0.383087        0.382132     0.000936332
            1.16              17        0.381342        0.382085     0.000882406
            1.16              18        0.386255        0.382317     0.000863252
            1.16              19        0.385947        0.382508      0.00083869
            1.16              20        0.379777        0.382371     0.000807792
            1.18               1         0.37129         0.37129               0
            1.18               2        0.381646        0.376468      0.00366135
            1.18               3        0.378916        0.377284      0.00253014
            1.18               4        0.372674        0.376132      0.00214407
            1.18               5         0.37603        0.376111      0.00171535
            1.18               6        0.373181        0.375623      0.00149736
            1.18               7        0.378547        0.376041      0.00134044
            1.18               8        0.379394         0.37646      0.00123668
            1.18               9         0.37382        0.376166      0.00113352
            1.18              10        0.371593        0.375709      0.00110859
            1.18              11        0.376377         0.37577      0.00100947
            1.18              12        0.382542        0.376334      0.00107156
            1.18              13        0.378053        0.376467     0.000997255
            1.18              14        0.377182        0.376518     0.000927331
            1.18              15        0.377834        0.376605     0.000869652
            1.18              16        0.374935        0.376501     0.000821543
            1.18              17        0.375111        0.376419     0.000777275
            1.18              18        0.377442        0.376476     0.000736168
            1.18              19         0.37099        0.376187     0.000751915
            1.18              20        0.369212        0.375839     0.000791089
             1.2               1        0.370622        0.370622               0
             1.2               2        0.370202        0.370412     0.000148609
             1.2               3        0.369656         0.37016     0.000228342
             1.2               4        0.373819        0.371075     0.000810558
             1.2               5         0.37301        0.371462      0.00073509
             1.2               6        0.372734        0.371674     0.000642403
             1.2               7        0.371776        0.371689     0.000550798
             1.2               8        0.374271        0.372011     0.000568692
             1.2               9        0.369293        0.371709     0.000580182
             1.2              10        0.367436        0.371282     0.000661073
             1.2              11        0.364814        0.370694     0.000821898
             1.2              12        0.372108        0.370812     0.000761809
             1.2              13        0.363943        0.370283     0.000867288
             1.2              14        0.369675         0.37024     0.000806428
             1.2              15        0.368969        0.370155     0.000757105
             1.2              16         0.36953        0.370116     0.000710795
             1.2              17        0.370681        0.370149     0.000669759
             1.2              18        0.372057        0.370255     0.000640878
             1.2              19        0.371969        0.370346     0.000613458
             1.2              20        0.379205        0.370788     0.000725305
            1.22               1         0.36402         0.36402               0
            1.22               2        0.362816        0.363418     0.000425893
            1.22               3         0.36511        0.363982     0.000540939
            1.22               4        0.362373         0.36358     0.000534688
            1.22               5        0.358222        0.362508      0.00104959
            1.22               6        0.362778        0.362553     0.000875625
            1.22               7        0.369249         0.36351      0.00116091
            1.22               8         0.36191         0.36331      0.00103286
            1.22               9        0.366351        0.363648     0.000971805
            1.22              10          0.3656        0.363843      0.00089403
            1.22              11        0.364666        0.363918     0.000815879
            1.22              12         0.36951        0.364384     0.000870858
            1.22              13        0.369238        0.364757     0.000880299
            1.22              14        0.368271        0.365008     0.000852457
            1.22              15        0.368119        0.365216     0.000820473
            1.22              16         0.36705         0.36533     0.000777161
            1.22              17        0.366899        0.365422     0.000736907
            1.22              18        0.361052         0.36518      0.00073488
            1.22              19        0.366462        0.365247     0.000699293
            1.22              20        0.368301          0.3654     0.000680791
            1.24               1        0.365378        0.365378               0
            1.24               2        0.359073        0.362225      0.00222921
            1.24               3         0.36022        0.361557      0.00158324
            1.24               4        0.358562        0.360808      0.00135294
            1.24               5        0.360716         0.36079      0.00108247
            1.24               6        0.357724        0.360279       0.0010155
            1.24               7        0.362812        0.360641     0.000932701
            1.24               8        0.361668        0.360769     0.000824905
            1.24               9        0.360667        0.360758     0.000733327
            1.24              10        0.360206        0.360702      0.00066207
            1.24              11        0.352664        0.359972     0.000920701
            1.24              12        0.354642        0.359528     0.000945041
            1.24              13        0.359479        0.359524     0.000872353
            1.24              14        0.352606         0.35903      0.00093962
            1.24              15        0.361104        0.359168     0.000887092
            1.24              16        0.362862        0.359399     0.000861163
            1.24              17        0.356609        0.359235     0.000825993
            1.24              18        0.353592        0.358921     0.000837482
            1.24              19        0.362272        0.359098      0.00081176
            1.24              20        0.363619        0.359324     0.000802037
            1.26               1         0.35342         0.35342               0
            1.26               2        0.351586        0.352503     0.000648179
            1.26               3        0.356794        0.353933      0.00124516
            1.26               4         0.35915        0.355237      0.00146549
            1.26               5        0.352471        0.354684      0.00127253
            1.26               6        0.353072        0.354415      0.00108842
            1.26               7        0.355098        0.354513     0.000937291
            1.26               8         0.35528        0.354609     0.000825013
            1.26               9        0.358202        0.355008     0.000824301
            1.26              10        0.359033        0.355411     0.000834361
            1.26              11        0.356881        0.355544     0.000769142
            1.26              12         0.34993        0.355076     0.000835324
            1.26              13        0.357709        0.355279     0.000795244
            1.26              14        0.351631        0.355018      0.00077995
            1.26              15        0.360216        0.355365     0.000801227
            1.26              16        0.349342        0.354988       0.0008349
            1.26              17         0.35047        0.354723     0.000827015
            1.26              18        0.355626        0.354773     0.000782593
            1.26              19        0.357677        0.354926     0.000756182
            1.26              20        0.355478        0.354953     0.000718877
            1.28               1        0.348168        0.348168               0
            1.28               2        0.352724        0.350446      0.00161075
            1.28               3        0.347572        0.349488      0.00132857
            1.28               4        0.347301        0.348941      0.00110319
            1.28               5         0.34614        0.348381      0.00101489
            1.28               6        0.351054        0.348827     0.000938456
            1.28               7        0.353026        0.349426     0.000977485
            1.28               8        0.354718        0.350088      0.00105565
            1.28               9        0.352127        0.350314     0.000962356
            1.28              10        0.358553        0.351138      0.00116665
            1.28              11        0.349171         0.35096      0.00107421
            1.28              12        0.351549        0.351009     0.000985812
            1.28              13        0.346129        0.350633      0.00097884
            1.28              14         0.34653         0.35034     0.000951796
            1.28              15        0.349104        0.350258     0.000891906
            1.28              16        0.349923        0.350237     0.000836407
            1.28              17        0.348194        0.350117     0.000795793
            1.28              18        0.356571        0.350475     0.000828445
            1.28              19        0.346781        0.350281     0.000807334
            1.28              20        0.355166        0.350525     0.000803071
             1.3               1        0.344325        0.344325               0
             1.3               2        0.343901        0.344113     0.000149889
             1.3               3        0.338316        0.342181       0.0015811
             1.3               4         0.33739        0.340983      0.00157546
             1.3               5        0.345469         0.34188      0.00149417
             1.3               6        0.339921        0.341554      0.00128031
             1.3               7        0.346384        0.342244      0.00126983
             1.3               8        0.344175        0.342485       0.0011338
             1.3               9        0.342948        0.342537      0.00100899
             1.3              10        0.342426        0.342526     0.000908155
             1.3              11        0.340345        0.342327     0.000846963
             1.3              12           0.344        0.342467     0.000787776
             1.3              13        0.342434        0.342464     0.000727182
             1.3              14        0.335835        0.341991     0.000814967
             1.3              15        0.344456        0.342155     0.000777036
             1.3              16        0.341515        0.342115     0.000729498
             1.3              17        0.348837        0.342511     0.000786494
             1.3              18        0.336638        0.342184     0.000807647
             1.3              19        0.342779        0.342216     0.000765745
             1.3              20        0.350103         0.34261     0.000822768
            1.32               1        0.344542        0.344542               0
            1.32               2        0.336612        0.340577      0.00280356
            1.32               3        0.340059        0.340404      0.00187434
            1.32               4        0.340453        0.340417       0.0014058
            1.32               5        0.339742        0.340282       0.0011311
            1.32               6        0.340452         0.34031     0.000942939
            1.32               7        0.335351        0.339602      0.00104092
            1.32               8         0.33378        0.338874      0.00113707
            1.32               9        0.333901        0.338321      0.00113708
            1.32              10        0.338562        0.338345      0.00102363
            1.32              11        0.339182        0.338421     0.000933387
            1.32              12        0.338078        0.338393     0.000856044
            1.32              13        0.338255        0.338382      0.00079026
            1.32              14        0.336366        0.338238     0.000746819
            1.32              15         0.33511         0.33803     0.000725566
            1.32              16        0.338621        0.338067      0.00068116
            1.32              17        0.343703        0.338398      0.00071727
            1.32              18        0.335712        0.338249     0.000692773
            1.32              19        0.340978        0.338393     0.000671032
            1.32              20        0.341229        0.338534     0.000652298
            1.34               1         0.33564         0.33564               0
            1.34               2        0.331117        0.333379        0.001599
            1.34               3        0.329889        0.332215      0.00142764
            1.34               4        0.339585        0.334058      0.00192153
            1.34               5        0.336239        0.334494      0.00158597
            1.34               6        0.329081        0.333592      0.00155723
            1.34               7        0.336481        0.334005       0.0013884
            1.34               8        0.335168         0.33415      0.00122244
            1.34               9        0.337432        0.334515      0.00113971
            1.34              10        0.328671         0.33393      0.00116595
            1.34              11        0.327576        0.333353       0.0011945
            1.34              12        0.334837        0.333476      0.00110135
            1.34              13        0.335275        0.333615      0.00102528
            1.34              14        0.333785        0.333627      0.00095212
            1.34              15        0.333673         0.33363      0.00088865
            1.34              16         0.33266        0.333569     0.000835175
            1.34              17        0.336022        0.333714     0.000798409
            1.34              18        0.330504        0.333535     0.000773706
            1.34              19        0.332782        0.333496     0.000733999
            1.34              20        0.328971         0.33327     0.000731337
            1.36               1        0.327506        0.327506               0
            1.36               2        0.331453        0.329479      0.00139551
            1.36               3        0.329133        0.329364     0.000935104
            1.36               4        0.331466        0.329889     0.000836061
            1.36               5        0.327946          0.3295       0.0007538
            1.36               6        0.328293        0.329299     0.000654498
            1.36               7        0.328998        0.329256      0.00056241
            1.36               8        0.328256        0.329131     0.000505821
            1.36               9         0.33119         0.32936     0.000498686
            1.36              10        0.331531        0.329577     0.000493812
            1.36              11        0.324386        0.329105     0.000635596
            1.36              12        0.324468        0.328719     0.000690181
            1.36              13        0.330703        0.328871     0.000653753
            1.36              14         0.32195        0.328377     0.000771659
            1.36              15        0.331193        0.328565     0.000742707
            1.36              16         0.32591        0.328399     0.000714584
            1.36              17        0.329672        0.328474     0.000676464
            1.36              18        0.333545        0.328755     0.000695083
            1.36              19        0.323847        0.328497     0.000704876
            1.36              20        0.329394        0.328542     0.000671057
            1.38               1        0.325991        0.325991               0
            1.38               2        0.319341        0.322666      0.00235118
            1.38               3        0.323029        0.322787      0.00157056
            1.38               4        0.325956        0.323579      0.00136324
            1.38               5        0.322764        0.323416      0.00110029
            1.38               6        0.320507        0.322931      0.00101813
            1.38               7        0.322394        0.322855     0.000875574
            1.38               8         0.32641        0.323299     0.000871634
            1.38               9        0.323965        0.323373     0.000777919
            1.38              10         0.32327        0.323363     0.000700195
            1.38              11        0.326399        0.323639     0.000688788
            1.38              12        0.322445        0.323539     0.000638527
            1.38              13        0.328413        0.323914     0.000690758
            1.38              14        0.321345        0.323731     0.000665339
            1.38              15        0.324987        0.323814     0.000626234
            1.38              16        0.319664        0.323555     0.000638559
            1.38              17        0.323921        0.323577      0.00060136
            1.38              18        0.325122        0.323662     0.000574046
            1.38              19        0.318403        0.323386     0.000606919
            1.38              20        0.323973        0.323415     0.000577283
             1.4               1        0.314571        0.314571               0
             1.4               2        0.317039        0.315805     0.000872725
             1.4               3         0.31868        0.316763        0.000975
             1.4               4        0.316667        0.316739     0.000731548
             1.4               5        0.308758        0.315143      0.00154295
             1.4               6        0.319183        0.315816      0.00142517
             1.4               7         0.31768        0.316083      0.00124619
             1.4               8        0.313833        0.315801       0.0011217
             1.4               9        0.314211        0.315625      0.00101089
             1.4              10        0.316652        0.315727     0.000915009
             1.4              11        0.317124        0.315854     0.000840585
             1.4              12        0.315404        0.315817     0.000771373
             1.4              13        0.316372         0.31586     0.000713219
             1.4              14        0.318232        0.316029     0.000682111
             1.4              15        0.316342         0.31605     0.000636955
             1.4              16         0.31732        0.316129     0.000602075
             1.4              17        0.319698        0.316339      0.00060215
             1.4              18        0.320517        0.316571      0.00061179
             1.4              19        0.313643        0.316417     0.000598684
             1.4              20        0.323847        0.316789     0.000674216
            1.42               1        0.310044        0.310044               0
            1.42               2        0.308848        0.309446      0.00042282
            1.42               3        0.315044        0.311312      0.00154937
            1.42               4        0.311801        0.311434      0.00116684
            1.42               5        0.315638        0.312275      0.00119863
            1.42               6        0.314282         0.31261      0.00104448
            1.42               7        0.314679        0.312905     0.000936184
            1.42               8        0.316128        0.313308       0.0009017
            1.42               9        0.314317         0.31342     0.000808454
            1.42              10        0.309707        0.313049     0.000808395
            1.42              11        0.314933         0.31322     0.000752837
            1.42              12        0.309887        0.312942     0.000739577
            1.42              13        0.314411        0.313055     0.000691261
            1.42              14        0.313023        0.313053     0.000641889
            1.42              15        0.307883        0.312708     0.000685427
            1.42              16         0.31246        0.312693     0.000642763
            1.42              17        0.312143        0.312661     0.000605767
            1.42              18        0.313343        0.312698     0.000573301
            1.42              19        0.320016        0.313084     0.000659938
            1.42              20        0.310912        0.312975     0.000635809
            1.44               1        0.302038        0.302038               0
            1.44               2         0.30761        0.304824      0.00196992
            1.44               3        0.311361        0.307003      0.00221144
            1.44               4        0.305792          0.3067      0.00167919
            1.44               5        0.310179        0.307396      0.00148048
            1.44               6        0.304774        0.306959      0.00129662
            1.44               7        0.307678        0.307062      0.00111545
            1.44               8        0.310929        0.307545      0.00107567
            1.44               9        0.305503        0.307318     0.000979802
            1.44              10        0.309108        0.307497     0.000898028
            1.44              11        0.306764        0.307431      0.00081886
            1.44              12         0.30573        0.307289      0.00076278
            1.44              13         0.30828        0.307365     0.000707902
            1.44              14        0.305436        0.307227     0.000670619
            1.44              15        0.305941        0.307141     0.000631371
            1.44              16        0.302993        0.306882     0.000642951
            1.44              17        0.305541        0.306803     0.000609953
            1.44              18        0.306334        0.306777     0.000576623
            1.44              19        0.312122        0.307059     0.000611048
            1.44              20         0.30748         0.30708     0.000580859
            1.46               1        0.300787        0.300787               0
            1.46               2        0.304764        0.302775      0.00140609
            1.46               3        0.302981        0.302844      0.00093906
            1.46               4        0.306964        0.303874      0.00113654
            1.46               5        0.303575        0.303814     0.000910796
            1.46               6        0.305363        0.304072     0.000794735
            1.46               7        0.305359        0.304256      0.00070213
            1.46               8        0.301498        0.303911     0.000693835
            1.46               9         0.30218        0.303719     0.000642864
            1.46              10         0.30463         0.30381     0.000584993
            1.46              11        0.302941        0.303731      0.00053712
            1.46              12        0.304509        0.303796     0.000496254
            1.46              13        0.303691        0.303788     0.000458146
            1.46              14        0.302407        0.303689      0.00043591
            1.46              15        0.305006        0.303777     0.000415601
            1.46              16        0.301885        0.303659     0.000406102
            1.46              17        0.300696        0.303484     0.000417946
            1.46              18         0.30661        0.303658     0.000429295
            1.46              19        0.300215        0.303477     0.000443301
            1.46              20        0.305952        0.303601     0.000438072
            1.48               1        0.298709        0.298709               0
            1.48               2        0.295464        0.297086      0.00114729
            1.48               3        0.298934        0.297702     0.000915364
            1.48               4        0.297562        0.297667      0.00068719
            1.48               5        0.301769        0.298488     0.000916814
            1.48               6        0.295443         0.29798     0.000893453
            1.48               7        0.298684        0.298081     0.000771458
            1.48               8        0.298179        0.298093     0.000675123
            1.48               9        0.297723        0.298052     0.000601363
            1.48              10        0.298479        0.298095     0.000542743
            1.48              11         0.30147        0.298401     0.000573648
            1.48              12        0.294719        0.298095     0.000602367
            1.48              13        0.294706        0.297834     0.000609832
            1.48              14        0.298142        0.297856      0.00056667
            1.48              15        0.293757        0.297583     0.000591126
            1.48              16        0.298094        0.297615     0.000555043
            1.48              17        0.301418        0.297838     0.000565693
            1.48              18        0.293164        0.297579     0.000590864
            1.48              19        0.294655        0.297425     0.000579456
            1.48              20        0.298824        0.297495     0.000554689
             1.5               1        0.299901        0.299901               0
             1.5               2        0.296294        0.298097      0.00127516
             1.5               3        0.291119        0.295771      0.00208071
             1.5               4        0.295898        0.295803      0.00156077
             1.5               5        0.293102        0.295263      0.00133884
             1.5               6        0.297666        0.295663       0.0011741
             1.5               7        0.291674        0.295094      0.00113628
             1.5               8        0.293004        0.294832      0.00102381
             1.5               9        0.288443        0.294122      0.00112967
             1.5              10        0.295352        0.294245      0.00102337
             1.5              11        0.289708        0.293833      0.00101006
             1.5              12         0.28942        0.293465     0.000990582
             1.5              13        0.291893        0.293344     0.000921732
             1.5              14        0.293946        0.293387     0.000856896
             1.5              15        0.293504        0.293395     0.000799805
             1.5              16        0.294904        0.293489     0.000755361
             1.5              17        0.294309        0.293538     0.000712465
             1.5              18        0.293985        0.293562     0.000673317
             1.5              19         0.29457        0.293615     0.000639964
             1.5              20        0.298478        0.293859     0.000652523
            1.52               1        0.290292        0.290292               0
            1.52               2        0.290966        0.290629      0.00023852
            1.52               3         0.28672        0.289326      0.00107569
            1.52               4        0.288355        0.289083     0.000833708
            1.52               5         0.29305        0.289876      0.00097381
            1.52               6        0.290389        0.289962      0.00081524
            1.52               7        0.289643        0.289916     0.000700047
            1.52               8         0.29038        0.289974     0.000614934
            1.52               9        0.287152        0.289661      0.00062142
            1.52              10         0.28963        0.289658     0.000559285
            1.52              11        0.289184        0.289615     0.000510094
            1.52              12        0.288507        0.289522     0.000475858
            1.52              13        0.292138        0.289724      0.00047992
            1.52              14         0.28507        0.289391     0.000548807
            1.52              15        0.286885        0.289224     0.000537044
            1.52              16        0.288184        0.289159     0.000507395
            1.52              17        0.288304        0.289109     0.000480032
            1.52              18        0.288309        0.289064     0.000455414
            1.52              19        0.293339        0.289289     0.000483826
            1.52              20        0.287453        0.289198      0.00046827
            1.54               1        0.283182        0.283182               0
            1.54               2        0.281968        0.282575     0.000429501
            1.54               3        0.278021        0.281057      0.00127219
            1.54               4         0.28147         0.28116     0.000958323
            1.54               5        0.284067        0.281742     0.000926389
            1.54               6        0.282607        0.281886     0.000783126
            1.54               7        0.286573        0.282555      0.00091371
            1.54               8        0.282378        0.282533     0.000799764
            1.54               9        0.280179        0.282272     0.000752468
            1.54              10         0.27981        0.282025     0.000716345
            1.54              11        0.288172        0.282584     0.000841377
            1.54              12        0.285042        0.282789     0.000795805
            1.54              13        0.287241        0.283132     0.000804921
            1.54              14         0.28707        0.283413      0.00079506
            1.54              15        0.284635        0.283494     0.000746217
            1.54              16        0.279954        0.283273     0.000731649
            1.54              17        0.284322        0.283335     0.000691208
            1.54              18        0.286205        0.283494     0.000670951
            1.54              19        0.280781        0.283351     0.000650654
            1.54              20        0.280776        0.283223     0.000630735
            1.56               1        0.278828        0.278828               0
            1.56               2        0.274821        0.276824      0.00141646
            1.56               3         0.28493        0.279526      0.00239966
            1.56               4        0.277367        0.278986      0.00185947
            1.56               5        0.281222        0.279434      0.00154042
            1.56               6        0.278244        0.279235      0.00129639
            1.56               7        0.275379        0.278684      0.00122266
            1.56               8        0.280227        0.278877      0.00108493
            1.56               9         0.27834        0.278818     0.000966025
            1.56              10        0.281965        0.279132     0.000919254
            1.56              11        0.278724        0.279095     0.000836435
            1.56              12        0.275833        0.278823     0.000809692
            1.56              13        0.278601        0.278806     0.000747588
            1.56              14        0.283431        0.279137     0.000763701
            1.56              15        0.279489         0.27916     0.000713148
            1.56              16         0.28209        0.279343     0.000691684
            1.56              17        0.275912        0.279141     0.000679804
            1.56              18        0.284026        0.279413      0.00069409
            1.56              19        0.277744        0.279325     0.000663095
            1.56              20        0.279869        0.279352     0.000630497
            1.58               1        0.274462        0.274462               0
            1.58               2        0.270721        0.272592      0.00132252
            1.58               3         0.27378        0.272988     0.000939158
            1.58               4        0.274924        0.273472     0.000819633
            1.58               5        0.271128        0.273003     0.000778322
            1.58               6        0.269828        0.272474     0.000808731
            1.58               7        0.273528        0.272624     0.000707072
            1.58               8        0.277257        0.273204     0.000822332
            1.58               9        0.267958        0.272621      0.00091448
            1.58              10        0.274117         0.27277     0.000835178
            1.58              11        0.278811        0.273319     0.000922296
            1.58              12        0.275206        0.273477     0.000858732
            1.58              13        0.271169        0.273299     0.000810815
            1.58              14          0.2735        0.273313     0.000753027
            1.58              15        0.276635        0.273535     0.000734655
            1.58              16        0.270642        0.273354      0.00071064
            1.58              17        0.275893        0.273503     0.000684347
            1.58              18        0.274001        0.273531     0.000646885
            1.58              19        0.274898        0.273603     0.000616828
            1.58              20        0.274016        0.273624     0.000586332
             1.6               1        0.265663        0.265663               0
             1.6               2        0.267868        0.266765     0.000779585
             1.6               3        0.272428        0.268653      0.00162659
             1.6               4        0.275357        0.270329      0.00189608
             1.6               5        0.271326        0.270528      0.00152732
             1.6               6        0.270717         0.27056      0.00127309
             1.6               7        0.270711        0.270581      0.00109141
             1.6               8        0.271714        0.270723     0.000964117
             1.6               9        0.265692        0.270164      0.00100609
             1.6              10        0.271343        0.270282     0.000912365
             1.6              11        0.273487        0.270573     0.000874714
             1.6              12        0.270244        0.270546     0.000802251
             1.6              13        0.266018        0.270198     0.000812622
             1.6              14        0.274184        0.270482     0.000802918
             1.6              15        0.267436        0.270279     0.000774646
             1.6              16        0.274859        0.270566     0.000777322
             1.6              17        0.269341        0.270493     0.000734927
             1.6              18        0.271366        0.270542     0.000695695
             1.6              19        0.268535        0.270436     0.000667048
             1.6              20        0.272369        0.270533     0.000640655
            1.62               1        0.268839        0.268839               0
            1.62               2         0.27056        0.269699     0.000608396
            1.62               3        0.268348        0.269249     0.000547536
            1.62               4        0.265922        0.268417     0.000829084
            1.62               5        0.270758        0.268885     0.000784347
            1.62               6        0.262869        0.267883      0.00112472
            1.62               7        0.267972        0.267896     0.000964119
            1.62               8        0.263295        0.267321      0.00100049
            1.62               9        0.266631        0.267244     0.000892253
            1.62              10        0.267442        0.267264     0.000803248
            1.62              11        0.267591        0.267294     0.000730776
            1.62              12        0.262507        0.266895     0.000771103
            1.62              13        0.270662        0.267184     0.000764304
            1.62              14        0.264101        0.266964     0.000740761
            1.62              15        0.263221        0.266715     0.000732198
            1.62              16        0.263715        0.266527     0.000710035
            1.62              17        0.266152        0.266505     0.000668611
            1.62              18        0.265216        0.266433     0.000635292
            1.62              19        0.264476         0.26633     0.000610152
            1.62              20        0.265074        0.266268     0.000582868
            1.64               1        0.262589        0.262589               0
            1.64               2        0.260416        0.261502     0.000768487
            1.64               3        0.258747        0.260584     0.000908128
            1.64               4        0.262017        0.260942     0.000748452
