#T      BLOCK:   ACTUAL_X:      X_AVE:      ERROR:
             1.7              14         1.92523         1.90734       0.0061783
             1.7              15         1.87642         1.90528      0.00610057
             1.7              16         1.91398         1.90582      0.00574345
             1.7              17         1.88521         1.90461      0.00553215
             1.7              18         1.93947         1.90655      0.00555343
             1.7              19         1.95146         1.90891      0.00574219
             1.7              20         1.89632         1.90828      0.00548947
            1.72               1         1.93582         1.93582               0
            1.72               2         1.90958          1.9227      0.00927596
            1.72               3         1.86611         1.90384       0.0165965
            1.72               4         1.85849          1.8925       0.0158539
            1.72               5         1.88136         1.89027       0.0128389
            1.72               6         1.81258         1.87732       0.0159433
            1.72               7         1.84003           1.872       0.0145288
            1.72               8         1.88102         1.87312       0.0127564
            1.72               9         1.88669         1.87463       0.0114278
            1.72              10         1.82781         1.86995        0.011203
            1.72              11         1.86764         1.86974       0.0101865
            1.72              12         1.87127         1.86987      0.00933845
            1.72              13         1.86199         1.86926      0.00863976
            1.72              14         1.92731         1.87341       0.0089624
            1.72              15         1.86486         1.87284      0.00838302
            1.72              16          1.8459         1.87115      0.00802633
            1.72              17         1.83163         1.86883      0.00788375
            1.72              18         1.83131         1.86674      0.00771643
            1.72              19         1.89012         1.86797      0.00740775
            1.72              20         1.89135         1.86914      0.00712897
            1.74               1          1.8092          1.8092               0
            1.74               2         1.82118         1.81519      0.00423428
            1.74               3          1.8425         1.82429      0.00795138
            1.74               4         1.84538         1.82956      0.00751062
            1.74               5         1.75333         1.81432       0.0149015
            1.74               6         1.84458         1.81936       0.0132438
            1.74               7         1.74117         1.80819       0.0153559
            1.74               8         1.80095         1.80729        0.013463
            1.74               9         1.84448         1.81142       0.0125855
            1.74              10         1.82097         1.81237       0.0113631
            1.74              11         1.84021          1.8149       0.0106082
            1.74              12         1.84466         1.81738       0.0100097
            1.74              13         1.76386         1.81327       0.0100508
            1.74              14         1.79792         1.81217      0.00939247
            1.74              15         1.79764          1.8112      0.00881611
            1.74              16         1.86911         1.81482      0.00897738
            1.74              17         1.81478         1.81482       0.0084493
            1.74              18         1.87049         1.81791      0.00852718
            1.74              19          1.8329          1.8187      0.00811479
            1.74              20         1.82351         1.81894      0.00771262
            1.76               1         1.73678         1.73678               0
            1.76               2         1.75945         1.74812      0.00801511
            1.76               3         1.75362         1.74995      0.00554961
            1.76               4         1.81645         1.76658       0.0149866
            1.76               5          1.7498         1.76322       0.0123591
            1.76               6         1.79843         1.76909       0.0116093
            1.76               7         1.80961         1.77488       0.0113022
            1.76               8         1.80217         1.77829       0.0103915
            1.76               9         1.79232         1.77985      0.00935309
            1.76              10          1.8319         1.78506      0.00975916
            1.76              11         1.73676         1.78066      0.00980999
            1.76              12          1.7985         1.78215      0.00910436
            1.76              13         1.76414         1.78077      0.00850877
            1.76              14         1.75007         1.77857      0.00817868
            1.76              15         1.78253         1.77884      0.00763768
            1.76              16         1.76975         1.77827       0.0071814
            1.76              17         1.77659         1.77817      0.00675964
            1.76              18         1.75828         1.77706      0.00647376
            1.76              19         1.77345         1.77687      0.00613583
            1.76              20         1.79503         1.77778      0.00589578
            1.78               1         1.71761         1.71761               0
            1.78               2         1.68628         1.70194       0.0110769
            1.78               3         1.76057         1.72149        0.017583
            1.78               4         1.74151         1.72649       0.0138815
            1.78               5         1.71211         1.72361       0.0113995
            1.78               6         1.79744         1.73592       0.0147106
            1.78               7         1.72302         1.73408        0.012724
            1.78               8         1.69474         1.72916        0.012046
            1.78               9         1.75933         1.73251       0.0111644
            1.78              10         1.70822         1.73008       0.0103089
            1.78              11          1.7453         1.73147      0.00946414
            1.78              12         1.75164         1.73315      0.00882351
            1.78              13          1.7312           1.733      0.00814606
            1.78              14         1.72391         1.73235         0.00759
            1.78              15          1.7486         1.73343      0.00716094
            1.78              16         1.74229         1.73399      0.00673475
            1.78              17         1.72117         1.73323      0.00638063
            1.78              18         1.67589         1.73005      0.00677478
            1.78              19         1.68025         1.72743      0.00690655
            1.78              20         1.69883           1.726      0.00670755
             1.8               1         1.70586         1.70586               0
             1.8               2         1.70374          1.7048     0.000748708
             1.8               3         1.67906         1.69622      0.00702206
             1.8               4         1.68219         1.69271      0.00607903
             1.8               5         1.66722         1.68761      0.00666674
             1.8               6         1.71803         1.69268      0.00723062
             1.8               7         1.64271         1.68554      0.00906107
             1.8               8         1.65862         1.68218      0.00853065
             1.8               9         1.66108         1.67983      0.00789846
             1.8              10          1.6918         1.68103      0.00719864
             1.8              11         1.69555         1.68235       0.0066642
             1.8              12          1.6436         1.67912      0.00684672
             1.8              13         1.65572         1.67732      0.00655238
             1.8              14         1.72447         1.68069      0.00689574
             1.8              15         1.68569         1.68102      0.00644407
             1.8              16         1.60396         1.67621      0.00763171
             1.8              17         1.68045         1.67646      0.00718687
             1.8              18         1.69234         1.67734      0.00684159
             1.8              19         1.75791         1.68158      0.00768428
             1.8              20         1.71893         1.68345      0.00752359
            1.82               1         1.66685         1.66685               0
            1.82               2          1.6488         1.65782      0.00638126
            1.82               3         1.70659         1.67408       0.0139376
            1.82               4         1.67078         1.67325       0.0104776
            1.82               5         1.61478         1.66156       0.0134036
            1.82               6         1.65222            1.66       0.0112596
            1.82               7         1.68009         1.66287       0.0100102
            1.82               8         1.63209         1.65902      0.00946949
            1.82               9         1.66867          1.6601      0.00847781
            1.82              10         1.63916           1.658      0.00788432
            1.82              11         1.65106         1.65737      0.00719276
            1.82              12         1.64271         1.65615      0.00669637
            1.82              13         1.65945          1.6564      0.00618608
            1.82              14         1.66268         1.65685      0.00576044
            1.82              15         1.64614         1.65614      0.00542053
            1.82              16         1.61458         1.65354      0.00567004
            1.82              17         1.60114         1.65046      0.00611719
            1.82              18         1.66422         1.65122       0.0058249
            1.82              19         1.64313          1.6508      0.00553387
            1.82              20         1.67472         1.65199      0.00538491
            1.84               1         1.57417         1.57417               0
            1.84               2         1.62651         1.60034       0.0185023
            1.84               3         1.62743         1.60937       0.0143704
            1.84               4         1.59871         1.60671       0.0110221
            1.84               5         1.66277         1.61792       0.0133542
            1.84               6         1.65199          1.6236       0.0122769
            1.84               7         1.60127         1.62041       0.0109297
            1.84               8         1.59265         1.61694       0.0100993
            1.84               9         1.60935          1.6161      0.00901227
            1.84              10         1.62017          1.6165      0.00812027
            1.84              11         1.59903         1.61491      0.00753585
            1.84              12         1.60567         1.61414      0.00694713
            1.84              13         1.64433         1.61647      0.00678978
            1.84              14         1.61677         1.61649      0.00630483
            1.84              15         1.56222         1.61287      0.00684431
            1.84              16         1.59387         1.61168      0.00651871
            1.84              17         1.64168         1.61345      0.00636959
            1.84              18         1.62295         1.61398      0.00603757
            1.84              19         1.63249         1.61495      0.00579786
            1.84              20         1.59275         1.61384      0.00561324
            1.86               1          1.5589          1.5589               0
            1.86               2         1.54938         1.55414      0.00336749
            1.86               3         1.58304         1.56377      0.00817963
            1.86               4         1.57547          1.5667      0.00663693
            1.86               5         1.57082         1.56752      0.00536058
            1.86               6         1.55205         1.56494      0.00504911
            1.86               7         1.52733         1.55957      0.00659398
            1.86               8         1.64663         1.57045       0.0117014
            1.86               9         1.58354         1.57191       0.0104912
            1.86              10         1.59363         1.57408      0.00966439
            1.86              11         1.55982         1.57278      0.00887231
            1.86              12         1.58368         1.57369      0.00817926
            1.86              13         1.57019         1.57342      0.00755452
            1.86              14         1.58702         1.57439      0.00707707
            1.86              15         1.57673         1.57455      0.00660699
            1.86              16         1.57987         1.57488       0.0062024
            1.86              17         1.56646         1.57439      0.00585729
            1.86              18         1.57577         1.57446      0.00553239
            1.86              19         1.57251         1.57436      0.00524216
            1.86              20           1.583         1.57479      0.00499782
            1.88               1         1.56133         1.56133               0
            1.88               2         1.52951         1.54542       0.0112498
            1.88               3         1.54783         1.54622      0.00752833
            1.88               4         1.51205         1.53768      0.00930641
            1.88               5         1.55255         1.54066        0.007906
            1.88               6         1.45057         1.52564       0.0152068
            1.88               7         1.54627         1.52859       0.0133169
            1.88               8         1.51143         1.52644       0.0118236
            1.88               9         1.52523         1.52631       0.0105107
            1.88              10         1.54393         1.52807      0.00960609
            1.88              11         1.56929         1.53182      0.00943526
            1.88              12         1.51195         1.53016      0.00879304
            1.88              13          1.5145         1.52896       0.0081988
            1.88              14         1.52691         1.52881      0.00761447
            1.88              15         1.52616         1.52863      0.00710889
            1.88              16         1.54222         1.52948      0.00671508
            1.88              17         1.53491          1.5298      0.00632767
            1.88              18         1.54353         1.53057      0.00602195
            1.88              19         1.54859         1.53151      0.00577924
            1.88              20         1.50102         1.52999      0.00568788
             1.9               1         1.49791         1.49791               0
             1.9               2         1.51982         1.50887      0.00774383
             1.9               3         1.54685         1.52153       0.0115552
             1.9               4         1.47726         1.51046       0.0129217
             1.9               5         1.52682         1.51373       0.0107437
             1.9               6         1.49058         1.50987      0.00962087
             1.9               7         1.49123         1.50721      0.00860736
             1.9               8          1.4523         1.50035       0.0098968
             1.9               9         1.55113         1.50599       0.0102808
             1.9              10         1.51614           1.507      0.00930267
             1.9              11         1.50178         1.50653      0.00846908
             1.9              12         1.48429         1.50468      0.00796343
             1.9              13         1.50721         1.50487      0.00735325
             1.9              14         1.47519         1.50275      0.00712717
             1.9              15          1.4945          1.5022      0.00667322
             1.9              16         1.48386         1.50105      0.00635382
             1.9              17         1.49573         1.50074      0.00598778
             1.9              18         1.48114         1.49965      0.00575326
             1.9              19         1.50975         1.50018      0.00547494
             1.9              20         1.53157         1.50175      0.00542148
            1.92               1         1.47005         1.47005               0
            1.92               2         1.46915          1.4696     0.000315957
            1.92               3         1.43885         1.45935      0.00837123
            1.92               4         1.49285         1.46772      0.00959217
            1.92               5         1.47292         1.46876      0.00772988
            1.92               6         1.46866         1.46875      0.00644159
            1.92               7         1.46036         1.46755      0.00563179
            1.92               8         1.45957         1.46655      0.00501536
            1.92               9         1.48942         1.46909       0.0050608
            1.92              10         1.46771         1.46895       0.0045566
            1.92              11          1.4713         1.46917      0.00414735
            1.92              12         1.51204         1.47274      0.00511434
            1.92              13          1.4912         1.47416      0.00491407
            1.92              14         1.46005         1.47315      0.00466534
            1.92              15         1.53912         1.47755      0.00608359
            1.92              16         1.48467         1.47799      0.00571961
            1.92              17         1.47137         1.47761      0.00539642
            1.92              18         1.48539         1.47804       0.0051139
            1.92              19         1.45955         1.47706      0.00493643
            1.92              20         1.49183          1.4778      0.00474447
            1.94               1         1.42784         1.42784               0
            1.94               2         1.41525         1.42154      0.00445178
            1.94               3         1.42279         1.42196       0.0029873
            1.94               4         1.41084         1.41918       0.0032882
            1.94               5         1.45689         1.42672       0.0072402
            1.94               6         1.45234         1.43099      0.00718289
            1.94               7         1.47841         1.43777      0.00878851
            1.94               8         1.47933         1.44296      0.00909692
            1.94               9         1.46329         1.44522       0.0083619
            1.94              10         1.46489         1.44719      0.00775365
            1.94              11          1.5074         1.45266      0.00877054
            1.94              12         1.41443         1.44947      0.00859883
            1.94              13         1.44014         1.44876       0.0079673
            1.94              14         1.48005         1.45099      0.00770534
            1.94              15         1.45632         1.45135      0.00719982
            1.94              16         1.45247         1.45142      0.00675017
            1.94              17          1.4229         1.44974      0.00655821
            1.94              18         1.43638           1.449      0.00623572
            1.94              19         1.42085         1.44752       0.0060809
            1.94              20         1.44313          1.4473      0.00578081
            1.96               1          1.4325          1.4325               0
            1.96               2         1.38527         1.40889       0.0166965
            1.96               3         1.43166         1.41648       0.0127397
            1.96               4         1.38781         1.40931       0.0113937
            1.96               5         1.41288         1.41002      0.00913727
            1.96               6         1.47887          1.4215       0.0129495
            1.96               7            1.38         1.41557       0.0123822
            1.96               8         1.42532         1.41679       0.0108942
            1.96               9         1.39821         1.41472      0.00987745
            1.96              10         1.40423         1.41367      0.00894531
            1.96              11         1.41077         1.41341      0.00813599
            1.96              12          1.4301          1.4148      0.00757588
            1.96              13         1.40731         1.41422      0.00701501
            1.96              14         1.43429         1.41566      0.00665869
            1.96              15         1.41551         1.41565      0.00621478
            1.96              16         1.41035         1.41532      0.00583517
            1.96              17         1.41767         1.41545      0.00549356
            1.96              18         1.43315         1.41644      0.00527562
            1.96              19         1.43122         1.41722      0.00505502
            1.96              20         1.39901         1.41631      0.00488358
            1.98               1         1.40507         1.40507               0
            1.98               2         1.35084         1.37796        0.019173
            1.98               3         1.41146         1.38912       0.0157018
            1.98               4         1.40249         1.39247       0.0121268
            1.98               5         1.35466          1.3849       0.0118266
            1.98               6         1.38728          1.3853      0.00986216
            1.98               7         1.39021           1.386       0.0084782
            1.98               8         1.37915         1.38515      0.00746152
            1.98               9         1.39769         1.38654      0.00676144
            1.98              10         1.37239         1.38513      0.00623153
            1.98              11         1.36489         1.38329      0.00593042
            1.98              12         1.42914         1.38711      0.00655277
            1.98              13         1.36776         1.38562      0.00621539
            1.98              14         1.38911         1.38587      0.00577642
            1.98              15         1.35193         1.38361      0.00581763
            1.98              16         1.36266          1.3823      0.00559932
            1.98              17         1.42884         1.38503      0.00590138
            1.98              18         1.39952         1.38584      0.00562817
            1.98              19         1.36434         1.38471      0.00544451
            1.98              20         1.39772         1.38536      0.00521099
               2               1         1.35819         1.35819               0
               2               2         1.35067         1.35443      0.00265993
               2               3         1.34926         1.35271      0.00226398
               2               4         1.35683         1.35374      0.00191852
               2               5         1.38897         1.36078      0.00648566
               2               6         1.38113         1.36418      0.00622859
               2               7         1.34205         1.36101      0.00608853
               2               8         1.32959         1.35709      0.00647163
               2               9         1.34383         1.35561      0.00591775
               2              10         1.37658         1.35771      0.00568534
               2              11         1.37301          1.3591      0.00533595
               2              12         1.36196         1.35934      0.00489661
               2              13         1.38708         1.36147      0.00496316
               2              14         1.37522         1.36246      0.00470473
               2              15         1.36951         1.36293      0.00441451
               2              16         1.37253         1.36353      0.00417918
               2              17         1.35609         1.36309      0.00395619
               2              18          1.3704         1.36349      0.00375717
               2              19         1.38382         1.36456      0.00370859
               2              20         1.35043         1.36386      0.00358982
            2.02               1         1.34913         1.34913               0
            2.02               2         1.31797         1.33355       0.0110163
            2.02               3         1.31462         1.32724      0.00897027
            2.02               4         1.34476         1.33162      0.00772374
            2.02               5         1.37557         1.34041       0.0100001
            2.02               6         1.32648         1.33809      0.00859855
            2.02               7         1.30951           1.334      0.00828316
            2.02               8         1.36479         1.33785      0.00809229
            2.02               9         1.28396         1.33186      0.00914434
            2.02              10          1.3459         1.33327      0.00833693
            2.02              11         1.32442         1.33246      0.00761769
            2.02              12         1.31771         1.33123      0.00708139
            2.02              13         1.30861         1.32949      0.00674717
            2.02              14         1.33928         1.33019      0.00630134
            2.02              15         1.35975         1.33216      0.00618157
            2.02              16         1.29104         1.32959      0.00630704
            2.02              17         1.34447         1.33047      0.00599647
            2.02              18         1.31905         1.32983      0.00569681
            2.02              19         1.32896         1.32979      0.00539716
            2.02              20         1.29668         1.32813      0.00537521
            2.04               1         1.31004         1.31004               0
            2.04               2          1.2797         1.29487       0.0107271
            2.04               3         1.30869         1.29948      0.00808087
            2.04               4         1.29753         1.29899      0.00607527
            2.04               5         1.31373         1.30194      0.00552901
            2.04               6          1.3078         1.30292      0.00469314
            2.04               7         1.32498         1.30607      0.00496966
            2.04               8         1.30402         1.30581      0.00435506
            2.04               9         1.25904         1.30062      0.00624429
            2.04              10         1.28963         1.29952      0.00571565
            2.04              11          1.3197         1.30135      0.00548264
            2.04              12         1.31124         1.30218       0.0050873
            2.04              13         1.28585         1.30092       0.0048484
            2.04              14         1.31712         1.30208      0.00463817
            2.04              15         1.29031         1.30129      0.00439485
            2.04              16         1.26921         1.29929      0.00455482
            2.04              17         1.31611         1.30028      0.00439308
            2.04              18         1.31998         1.30137      0.00428319
            2.04              19         1.27637         1.30006      0.00425503
            2.04              20         1.29997         1.30005      0.00404228
            2.06               1         1.25416         1.25416               0
            2.06               2         1.27125          1.2627       0.0060423
            2.06               3         1.26124         1.26222       0.0040477
            2.06               4         1.29692         1.27089      0.00810473
            2.06               5         1.20894          1.2585       0.0128392
            2.06               6         1.30757         1.26668        0.013046
            2.06               7         1.23399         1.26201        0.011989
            2.06               8         1.26207         1.26202       0.0104904
            2.06               9         1.26849         1.26274      0.00934946
            2.06              10         1.28015         1.26448      0.00857512
            2.06              11         1.25301         1.26344      0.00785874
            2.06              12         1.27753         1.26461      0.00729105
            2.06              13         1.27898         1.26571      0.00681345
            2.06              14         1.27678          1.2665      0.00637241
            2.06              15         1.29493          1.2684       0.0062229
            2.06              16          1.3059         1.27074      0.00625981
            2.06              17          1.3101         1.27306      0.00630511
            2.06              18         1.26452         1.27258      0.00597266
            2.06              19         1.31032         1.27457      0.00597945
            2.06              20         1.33162         1.27742      0.00632427
            2.08               1          1.2897          1.2897               0
            2.08               2         1.22852         1.25911       0.0216314
            2.08               3         1.21522         1.24448        0.018725
            2.08               4         1.24314         1.24415       0.0140467
            2.08               5          1.2329          1.2419       0.0114159
            2.08               6         1.25555         1.24417      0.00973727
            2.08               7         1.26976         1.24783      0.00900616
            2.08               8         1.25227         1.24838      0.00789746
            2.08               9         1.26397         1.25012      0.00720743
            2.08              10         1.25952         1.25106      0.00654773
            2.08              11         1.22817         1.24898      0.00627425
            2.08              12          1.2607         1.24995      0.00582703
            2.08              13         1.25967          1.2507      0.00542652
            2.08              14         1.25639         1.25111      0.00505413
            2.08              15         1.24281         1.25055      0.00474735
            2.08              16         1.24265         1.25006      0.00447629
            2.08              17         1.25452         1.25032      0.00422067
            2.08              18         1.27208         1.25153      0.00415572
            2.08              19         1.27142         1.25258      0.00406672
            2.08              20         1.25564         1.25273      0.00386627
             2.1               1         1.22879         1.22879               0
             2.1               2         1.22713         1.22796      0.00058828
             2.1               3         1.23697         1.23096      0.00248331
             2.1               4         1.23096         1.23096      0.00186248
             2.1               5         1.24763         1.23429      0.00333433
             2.1               6         1.26341         1.23915      0.00522949
             2.1               7         1.25978          1.2421      0.00524774
             2.1               8         1.26176         1.24455      0.00513548
             2.1               9          1.2768         1.24814      0.00567884
             2.1              10         1.24052         1.24738      0.00516177
             2.1              11         1.24381         1.24705      0.00470267
             2.1              12         1.24428         1.24682      0.00431645
             2.1              13         1.22429         1.24509      0.00431832
             2.1              14         1.26224         1.24631      0.00418004
             2.1              15         1.23418          1.2455      0.00397889
             2.1              16         1.25669          1.2462      0.00379117
             2.1              17         1.27533         1.24792      0.00393622
             2.1              18          1.2382         1.24738      0.00375441
             2.1              19         1.16878         1.24324       0.0053723
             2.1              20         1.22229         1.24219      0.00520477
            2.12               1         1.21585         1.21585               0
            2.12               2         1.22224         1.21904      0.00225923
            2.12               3         1.22838         1.22215      0.00295422
            2.12               4         1.21729         1.22094      0.00245268
            2.12               5         1.19323          1.2154      0.00533075
            2.12               6         1.20628         1.21388      0.00465383
            2.12               7         1.20021         1.21192      0.00437964
            2.12               8         1.23679         1.21503      0.00481004
            2.12               9         1.23048         1.21675      0.00457161
            2.12              10         1.20153         1.21523      0.00436045
            2.12              11         1.15285         1.20956      0.00670443
            2.12              12          1.2114         1.20971      0.00614749
            2.12              13         1.22262          1.2107      0.00575432
            2.12              14         1.21491           1.211      0.00535113
            2.12              15         1.21415         1.21121      0.00499849
            2.12              16         1.22827         1.21228      0.00479844
            2.12              17         1.25462         1.21477      0.00512195
            2.12              18         1.21372         1.21471      0.00483773
            2.12              19          1.2374         1.21591      0.00472822
            2.12              20         1.22457         1.21634       0.0045116
            2.14               1          1.1944          1.1944               0
            2.14               2          1.1738          1.1841      0.00728508
            2.14               3         1.18969         1.18596      0.00508915
            2.14               4         1.19674         1.18866      0.00447342
            2.14               5         1.16894         1.18471      0.00502515
            2.14               6         1.15461          1.1797      0.00620559
            2.14               7          1.1592         1.17677      0.00596975
            2.14               8         1.17019         1.17595      0.00527986
            2.14               9         1.21547         1.18034      0.00625827
            2.14              10         1.17874         1.18018      0.00563449
            2.14              11         1.18209         1.18035      0.00512495
            2.14              12         1.17942         1.18027      0.00469846
            2.14              13         1.22474         1.18369      0.00544145
            2.14              14         1.19631          1.1846       0.0051269
            2.14              15         1.20551         1.18599      0.00497117
            2.14              16         1.18543         1.18595       0.0046606
            2.14              17          1.2055          1.1871       0.0045261
            2.14              18         1.21524         1.18867      0.00453643
            2.14              19         1.20938         1.18976      0.00442676
            2.14              20         1.21105         1.19082      0.00433157
            2.16               1         1.17966         1.17966               0
            2.16               2         1.14907         1.16437       0.0108151
            2.16               3         1.17825           1.169      0.00814003
            2.16               4         1.18453         1.17288      0.00697029
            2.16               5         1.15255         1.16881      0.00665697
            2.16               6          1.1908         1.17248      0.00647766
            2.16               7         1.15427         1.16988      0.00605216
            2.16               8         1.15786         1.16838      0.00547877
            2.16               9         1.15764         1.16718      0.00499818
            2.16              10         1.15774         1.16624      0.00458667
            2.16              11          1.1772         1.16723       0.0042765
            2.16              12         1.19872         1.16986      0.00465594
            2.16              13         1.20071         1.17223      0.00486517
            2.16              14         1.19001          1.1735      0.00468048
            2.16              15          1.1777         1.17378       0.0043768
            2.16              16         1.18649         1.17458      0.00417474
            2.16              17         1.21498         1.17695      0.00455589
            2.16              18         1.18446         1.17737      0.00432183
            2.16              19         1.17364         1.17717      0.00409883
            2.16              20         1.16218         1.17642      0.00396188
            2.18               1         1.12623         1.12623               0
            2.18               2         1.13963         1.13293      0.00473652
            2.18               3         1.15405         1.13997      0.00655838
            2.18               4         1.14123         1.14029      0.00492635
            2.18               5         1.17056         1.14634      0.00669706
            2.18               6         1.16691         1.14977      0.00639846
            2.18               7         1.17199         1.15294      0.00622203
            2.18               8         1.12407         1.14933      0.00640606
            2.18               9           1.176          1.1523      0.00634259
            2.18              10         1.16156         1.15322      0.00577561
            2.18              11         1.17082         1.15482      0.00546757
            2.18              12         1.13723         1.15336      0.00520479
            2.18              13         1.12603         1.15125      0.00521168
            2.18              14         1.12403         1.14931      0.00518965
            2.18              15         1.14625         1.14911      0.00484768
            2.18              16          1.1401         1.14854      0.00457728
            2.18              17         1.16721         1.14964      0.00443785
            2.18              18         1.14874         1.14959      0.00419159
            2.18              19         1.11899         1.14798      0.00426919
            2.18              20          1.1308         1.14712      0.00414122
             2.2               1         1.13219         1.13219               0
             2.2               2         1.13868         1.13543      0.00229222
             2.2               3         1.12175         1.13087      0.00402686
             2.2               4         1.13099          1.1309      0.00302025
             2.2               5         1.13023         1.13077      0.00241923
             2.2               6         1.10494         1.12646      0.00441634
             2.2               7         1.12796         1.12668       0.0037906
             2.2               8         1.13669         1.12793      0.00351724
             2.2               9         1.11023         1.12596      0.00363497
             2.2              10         1.12796         1.12616      0.00327696
             2.2              11         1.11702         1.12533       0.0030826
             2.2              12         1.12151         1.12501       0.0028421
             2.2              13         1.10342         1.12335      0.00307078
             2.2              14         1.10256         1.12186      0.00319029
             2.2              15         1.13911         1.12301      0.00317798
             2.2              16         1.14624         1.12447      0.00329433
             2.2              17          1.1361         1.12515      0.00317079
             2.2              18         1.14738         1.12639      0.00322626
             2.2              19         1.11084         1.12557      0.00315845
             2.2              20         1.12565         1.12557      0.00300053
            2.22               1         1.11115         1.11115               0
            2.22               2         1.10753         1.10934      0.00128123
            2.22               3         1.11519         1.11129      0.00180664
            2.22               4         1.09313         1.10675      0.00415769
            2.22               5         1.11777         1.10895      0.00386605
            2.22               6         1.11378         1.10976      0.00330452
            2.22               7          1.0751         1.10481      0.00538802
            2.22               8         1.09763         1.10391      0.00478864
            2.22               9         1.13767         1.10766      0.00553388
            2.22              10         1.08907          1.1058      0.00528363
            2.22              11         1.10291         1.10554      0.00480981
            2.22              12         1.11458         1.10629      0.00446758
            2.22              13          1.1081         1.10643      0.00412609
            2.22              14           1.103         1.10619      0.00383863
            2.22              15         1.09927         1.10573      0.00361029
            2.22              16         1.12007         1.10662      0.00349416
            2.22              17          1.0887         1.10557      0.00344393
            2.22              18         1.11846         1.10628      0.00332626
            2.22              19          1.1205         1.10703       0.0032342
            2.22              20         1.11796         1.10758      0.00311832
            2.24               1         1.05454         1.05454               0
            2.24               2         1.10896         1.08175         0.01924
            2.24               3         1.10978          1.0911        0.014924
            2.24               4         1.06802         1.08533       0.0122573
            2.24               5         1.12259         1.09278       0.0118568
            2.24               6         1.11001         1.09565       0.0102224
            2.24               7         1.06852         1.09178      0.00946851
            2.24               8         1.09066         1.09164      0.00828598
            2.24               9         1.10111         1.09269      0.00743181
            2.24              10         1.13216         1.09664      0.00766565
            2.24              11         1.10707         1.09758      0.00702722
            2.24              12         1.08674         1.09668      0.00649943
            2.24              13         1.09832         1.09681       0.0060007
            2.24              14         1.10795          1.0976      0.00562466
            2.24              15          1.1102         1.09844      0.00531196
            2.24              16         1.11042         1.09919      0.00503239
            2.24              17         1.11284         1.09999      0.00480002
            2.24              18         1.11662         1.10092      0.00462134
            2.24              19         1.11393          1.1016      0.00442853
            2.24              20         1.09472         1.10126      0.00422044
            2.26               1         1.05819         1.05819               0
            2.26               2         1.05582         1.05701     0.000839134
            2.26               3         1.11485         1.07629       0.0157531
            2.26               4          1.0503         1.06979       0.0130864
            2.26               5         1.03643         1.06312       0.0120504
            2.26               6         1.08291         1.06642       0.0104836
            2.26               7         1.08298         1.06878      0.00924907
            2.26               8         1.07252         1.06925      0.00810473
            2.26               9         1.04609         1.06668      0.00760184
