#T      BLOCK:   ACTUAL_X:      X_AVE:      ERROR:
            1.04              18         6.78699         6.54733       0.0425658
            1.04              19         6.84552         6.56302       0.0431218
            1.04              20         6.71137         6.57044       0.0415987
            1.06               1         6.33898         6.33898               0
            1.06               2         6.36924         6.35411       0.0106988
            1.06               3          6.1679         6.29204       0.0511794
            1.06               4         6.53204         6.35204       0.0646015
            1.06               5         6.56918         6.39547       0.0646506
            1.06               6         6.28772         6.37751       0.0563146
            1.06               7         6.16711         6.34745       0.0557164
            1.06               8         6.04777         6.30999       0.0600383
            1.06               9         6.07961          6.2844        0.058571
            1.06              10         6.73387         6.32934       0.0678014
            1.06              11         6.14043         6.31217       0.0637755
            1.06              12         6.29223         6.31051       0.0584825
            1.06              13         6.21496         6.30316       0.0544437
            1.06              14         6.04093         6.28443       0.0536803
            1.06              15         6.06477         6.26978       0.0520607
            1.06              16         5.99735         6.25276       0.0515162
            1.06              17         6.24566         6.25234       0.0484875
            1.06              18         6.33937         6.25717       0.0460342
            1.06              19          5.8089         6.23358        0.049288
            1.06              20         6.50669         6.24724       0.0486785
            1.08               1         5.77159         5.77159               0
            1.08               2         5.98288         5.87723       0.0747005
            1.08               3         5.81725         5.85724       0.0524077
            1.08               4         5.61318         5.79623       0.0658556
            1.08               5         6.04079         5.84514       0.0684812
            1.08               6         6.03965         5.87756       0.0642848
            1.08               7         5.98642         5.89311       0.0569512
            1.08               8         5.86696         5.88984        0.049926
            1.08               9         6.03009         5.90542       0.0467475
            1.08              10         5.89915          5.9048        0.042077
            1.08              11         5.71509         5.88755       0.0416365
            1.08              12         5.73914         5.87518       0.0399614
            1.08              13         5.80449         5.86974       0.0372556
            1.08              14         5.90192         5.87204       0.0346653
            1.08              15          6.0768         5.88569       0.0349387
            1.08              16         5.83058         5.88225       0.0329244
            1.08              17         5.68803         5.87082       0.0329101
            1.08              18         5.54954         5.85297       0.0355946
            1.08              19         5.84737         5.85268       0.0337224
            1.08              20         5.75758         5.84792       0.0323698
             1.1               1         5.35408         5.35408               0
             1.1               2         5.61882         5.48645        0.093601
             1.1               3         5.54892         5.50727        0.064676
             1.1               4         5.50225         5.50602       0.0485192
             1.1               5         5.52913         5.51064       0.0390348
             1.1               6         5.78607         5.55654       0.0530491
             1.1               7         5.64429         5.56908       0.0469283
             1.1               8         5.39574         5.54741       0.0457921
             1.1               9         5.68296         5.56247       0.0431096
             1.1              10         5.75426         5.58165       0.0428529
             1.1              11         5.57364         5.58092       0.0389633
             1.1              12         5.73753         5.59397       0.0378391
             1.1              13         5.93151         5.61994       0.0429217
             1.1              14         5.66623         5.62324        0.039983
             1.1              15         5.45016          5.6117       0.0389469
             1.1              16         5.59304         5.61054       0.0365301
             1.1              17         5.66599          5.6138       0.0345266
             1.1              18         5.60315         5.61321       0.0326135
             1.1              19         5.55343         5.61006       0.0310484
             1.1              20         5.55272         5.60719       0.0296281
            1.12               1         5.16062         5.16062               0
            1.12               2         5.46127         5.31095        0.106297
            1.12               3         5.43731         5.35307       0.0787687
            1.12               4         5.42272         5.37048       0.0609709
            1.12               5         5.36285         5.36895       0.0487958
            1.12               6         5.18321           5.338        0.049519
            1.12               7         5.35401         5.34028       0.0424977
            1.12               8         5.30855         5.33632       0.0373702
            1.12               9         5.32701         5.33528       0.0332322
            1.12              10         5.22446          5.3242        0.031703
            1.12              11         5.29601         5.32164       0.0289243
            1.12              12         5.50974         5.33731       0.0304668
            1.12              13         5.11008         5.31983       0.0327559
            1.12              14         5.37466         5.32375       0.0306494
            1.12              15         5.36924         5.32678       0.0287558
            1.12              16         5.26546         5.32295       0.0272128
            1.12              17         5.48875          5.3327       0.0273039
            1.12              18         5.30412         5.33112       0.0258331
            1.12              19         5.26548         5.32766       0.0247034
            1.12              20         5.45556         5.33406       0.0242818
            1.14               1         5.24783         5.24783               0
            1.14               2          4.7977         5.02276        0.159145
            1.14               3         5.18438         5.07664        0.114854
            1.14               4         5.05227         5.07054       0.0863016
            1.14               5         5.01662         5.05976       0.0697118
            1.14               6         5.00656         5.05089       0.0586542
            1.14               7         4.86575         5.02445       0.0559211
            1.14               8          4.8265          4.9997        0.054129
            1.14               9         4.94243         4.99334       0.0484874
            1.14              10         4.92996           4.987       0.0440508
            1.14              11         5.05578         4.99325       0.0404876
            1.14              12           4.866         4.98265       0.0384773
            1.14              13         5.07803         4.98999       0.0362102
            1.14              14         5.19062         5.00432       0.0363491
            1.14              15         4.91588         4.99842       0.0344007
            1.14              16         5.13456         5.00693       0.0332862
            1.14              17         5.04939         5.00943       0.0314218
            1.14              18         5.11007         5.01502       0.0301694
            1.14              19          5.2916         5.02958       0.0319008
            1.14              20         5.15213          5.0357       0.0308887
            1.16               1         4.81427         4.81427               0
            1.16               2         4.87155         4.84291         0.02025
            1.16               3         4.71948         4.80176       0.0362039
            1.16               4         4.75532         4.79015       0.0289552
            1.16               5         4.61991         4.75611        0.038262
            1.16               6         4.79526         4.76263       0.0324368
            1.16               7         4.78113         4.76528       0.0279105
            1.16               8         4.81314         4.77126       0.0250547
            1.16               9         4.71519         4.76503       0.0230324
            1.16              10          4.8045         4.76897       0.0210646
            1.16              11         4.84927         4.77627       0.0203751
            1.16              12          4.6371         4.76468       0.0217286
            1.16              13         4.67751         4.75797       0.0210663
            1.16              14         4.76626         4.75856       0.0195699
            1.16              15         4.70989         4.75532       0.0185322
            1.16              16         4.66431         4.74963       0.0182259
            1.16              17         4.84322         4.75514        0.017966
            1.16              18         4.96516          4.7668        0.020408
            1.16              19         4.77509         4.76724       0.0193386
            1.16              20         4.77784         4.76777       0.0183789
            1.18               1         4.73958         4.73958               0
            1.18               2         4.70106         4.72032       0.0136179
            1.18               3         4.69226         4.71096       0.0118638
            1.18               4         4.55446         4.67184       0.0350325
            1.18               5         4.64105         4.66568       0.0285621
            1.18               6         4.47343         4.63364       0.0377108
            1.18               7         4.78218         4.65486        0.037826
            1.18               8         4.44298         4.62837       0.0413431
            1.18               9         4.57536         4.62248       0.0371666
            1.18              10         4.59085         4.61932       0.0335843
            1.18              11         4.58865         4.61653       0.0306468
            1.18              12          4.6694         4.62094       0.0284077
            1.18              13         4.80325         4.63496       0.0294817
            1.18              14         4.78901         4.64596       0.0293576
            1.18              15         4.45087         4.63296       0.0301442
            1.18              16         4.68104         4.63596       0.0284096
            1.18              17         4.68324         4.63874       0.0268742
            1.18              18         4.60461         4.63685        0.025448
            1.18              19          4.5118         4.63027       0.0249452
            1.18              20         4.44761         4.62113       0.0253146
             1.2               1         4.37495         4.37495               0
             1.2               2         4.40609         4.39052       0.0110125
             1.2               3         4.31274         4.36459       0.0224049
             1.2               4         4.54004         4.40845        0.041535
             1.2               5         4.53694         4.43415       0.0404023
             1.2               6         4.33456         4.41755        0.036921
             1.2               7         4.37697         4.41175       0.0320986
             1.2               8         4.47368          4.4195       0.0290045
             1.2               9         4.18844         4.39382       0.0353631
             1.2              10         4.54018         4.40846       0.0347238
             1.2              11         4.55191          4.4215       0.0339277
             1.2              12          4.4021         4.41988       0.0311389
             1.2              13         4.49797         4.42589       0.0293173
             1.2              14         4.28093         4.41554        0.028994
             1.2              15         4.36471         4.41215       0.0272583
             1.2              16         4.41804         4.41252       0.0255572
             1.2              17         4.38236         4.41074       0.0241153
             1.2              18         4.43423         4.41205       0.0228108
             1.2              19         4.24815         4.40342       0.0231839
             1.2              20         4.46204         4.40635       0.0222092
            1.22               1         4.10954         4.10954               0
            1.22               2         4.11111         4.11032     0.000555329
            1.22               3         4.38788         4.20284       0.0755423
            1.22               4         4.20161         4.20253       0.0566573
            1.22               5         4.22395         4.20682       0.0454875
            1.22               6         4.36377         4.23298       0.0448007
            1.22               7         4.34782         4.24938       0.0412955
            1.22               8         4.01558         4.22016       0.0453097
            1.22               9         4.25201          4.2237       0.0404133
            1.22              10         4.17369          4.2187       0.0366801
            1.22              11         4.32657          4.2285       0.0346318
            1.22              12         4.24758         4.23009       0.0317822
            1.22              13         4.27766         4.23375       0.0295473
            1.22              14          4.1051         4.22456       0.0288303
            1.22              15         4.29459         4.22923       0.0272836
            1.22              16         4.16329         4.22511       0.0258878
            1.22              17         4.17542         4.22219       0.0245294
            1.22              18         4.22011         4.22207       0.0231669
            1.22              19         4.28449         4.22536       0.0221793
            1.22              20         4.28514         4.22835       0.0212709
            1.24               1         4.03532         4.03532               0
            1.24               2         4.07736         4.05634       0.0148642
            1.24               3         4.06403         4.05891       0.0101282
            1.24               4         3.95752         4.03356       0.0232268
            1.24               5         4.07963         4.04277       0.0203269
            1.24               6         4.20997         4.07064        0.030562
            1.24               7         4.14023         4.08058       0.0277657
            1.24               8         4.02248         4.07332       0.0252269
            1.24               9         4.04021         4.06964       0.0226906
            1.24              10         3.95969         4.05864       0.0229312
            1.24              11          3.9125         4.04536       0.0243935
            1.24              12         3.91801         4.03475        0.024561
            1.24              13         4.09638         4.03949       0.0231248
            1.24              14         4.04377         4.03979        0.021475
            1.24              15         3.98071         4.03585       0.0204014
            1.24              16         3.94543          4.0302       0.0198936
            1.24              17         3.90919         4.02308       0.0199563
            1.24              18         4.12144         4.02855       0.0195814
            1.24              19         4.03521          4.0289       0.0185539
            1.24              20         3.98122         4.02652       0.0177787
            1.26               1         3.89669         3.89669               0
            1.26               2         4.04332         3.97001       0.0518402
            1.26               3         3.80924         3.91642       0.0557585
            1.26               4         3.92337         3.91815       0.0418459
            1.26               5         3.91473         3.91747       0.0334823
            1.26               6          3.7895         3.89614       0.0340238
            1.26               7         4.09368         3.92436       0.0391548
            1.26               8         3.79951         3.90876       0.0372412
            1.26               9         3.74702         3.89079        0.037187
            1.26              10         3.88542         3.89025       0.0334721
            1.26              11         3.84592         3.88622       0.0306708
            1.26              12         3.84817         3.88305       0.0282783
            1.26              13         3.91974         3.88587       0.0262436
            1.26              14         3.89895         3.88681       0.0243857
            1.26              15          3.8766         3.88613       0.0227694
            1.26              16         3.62019          3.8695       0.0267331
            1.26              17         3.87321         3.86972       0.0251615
            1.26              18         4.02806         3.87852       0.0252545
            1.26              19         3.87848         3.87852       0.0239253
            1.26              20         3.86629         3.87791       0.0227369
            1.28               1          3.5866          3.5866               0
            1.28               2         3.81188         3.69924       0.0796467
            1.28               3         3.64276         3.68041       0.0552778
            1.28               4         3.84914          3.7226       0.0552568
            1.28               5         3.75889         3.72986       0.0446798
            1.28               6         3.77719         3.73775       0.0379232
            1.28               7         3.78605         3.74465       0.0331276
            1.28               8         3.68835         3.73761       0.0297247
            1.28               9         3.76321         3.74045       0.0265578
            1.28              10         3.93032         3.75944       0.0299293
            1.28              11         3.68977         3.75311       0.0278706
            1.28              12         3.84521         3.76078       0.0265839
            1.28              13         3.62827         3.75059       0.0264209
            1.28              14         3.76668         3.75174       0.0245587
            1.28              15         3.77708         3.75343       0.0229795
            1.28              16         3.82285         3.75777       0.0219491
            1.28              17         3.81624         3.76121       0.0209257
            1.28              18         3.68827         3.75715       0.0201517
            1.28              19         3.70696         3.75451       0.0192634
            1.28              20         3.75613         3.75459       0.0183004
             1.3               1         3.56079         3.56079               0
             1.3               2         3.52297         3.54188        0.013373
             1.3               3         3.68949         3.59109       0.0411524
             1.3               4         3.56492         3.58454         0.03138
             1.3               5         3.61857         3.59135       0.0258314
             1.3               6         3.59533         3.59201       0.0215347
             1.3               7         3.57494         3.58957       0.0185959
             1.3               8         3.69412         3.60264       0.0203515
             1.3               9         3.53493         3.59512       0.0194312
             1.3              10         3.50816         3.58642       0.0193361
             1.3              11         3.62863         3.59026        0.017955
             1.3              12         3.56493         3.58815       0.0165823
             1.3              13         3.55827         3.58585       0.0154653
             1.3              14         3.50281         3.57992       0.0154562
             1.3              15         3.54655         3.57769        0.014585
             1.3              16         3.59337         3.57867       0.0137063
             1.3              17         3.56067         3.57761       0.0129409
             1.3              18         3.61634         3.57977       0.0123995
             1.3              19           3.707         3.58646        0.013434
             1.3              20         3.46639         3.58046       0.0140398
            1.32               1         3.41807         3.41807               0
            1.32               2         3.39905         3.40856      0.00672362
            1.32               3         3.37879         3.39864      0.00926007
            1.32               4         3.42214         3.40451      0.00861002
            1.32               5         3.44208         3.41203        0.009623
            1.32               6         3.42922         3.41489      0.00843502
            1.32               7         3.43665           3.418      0.00778145
            1.32               8         3.32631         3.40654       0.0126999
            1.32               9         3.39737         3.40552       0.0113296
            1.32              10         3.36679         3.40165       0.0108385
            1.32              11         3.35922         3.39779       0.0105169
            1.32              12         3.55721         3.41108       0.0159604
            1.32              13         3.45163         3.41419       0.0150344
            1.32              14         3.59926         3.42741       0.0188986
            1.32              15         3.39023         3.42493       0.0178005
            1.32              16         3.54348         3.43234       0.0181647
            1.32              17         3.43218         3.43233       0.0170962
            1.32              18         3.36657         3.42868       0.0165322
            1.32              19         3.40244          3.4273       0.0157197
            1.32              20         3.36469         3.42417       0.0152422
            1.34               1         3.35483         3.35483               0
            1.34               2         3.36164         3.35823       0.0024093
            1.34               3         3.40694         3.37447       0.0133522
            1.34               4         3.40522         3.38216       0.0120258
            1.34               5         3.44484         3.39469       0.0147748
            1.34               6         3.43897         3.40207       0.0140348
            1.34               7         3.29772         3.38717       0.0183088
            1.34               8           3.374         3.38552       0.0160941
            1.34               9         3.23096         3.36835       0.0216061
            1.34              10         3.34584          3.3661       0.0195623
            1.34              11         3.30126          3.3602       0.0186509
            1.34              12         3.29248         3.35456       0.0179301
            1.34              13         3.23292          3.3452       0.0188346
            1.34              14         3.27126         3.33992       0.0182147
            1.34              15         3.27388         3.33552       0.0175243
            1.34              16         3.35265         3.33659       0.0164618
            1.34              17         3.28811         3.33374       0.0157385
            1.34              18         3.20681         3.32669       0.0163677
            1.34              19         3.37296         3.32912       0.0156864
            1.34              20          3.1902         3.32217       0.0163678
            1.36               1         3.25106         3.25106               0
            1.36               2          3.1411         3.19608       0.0388754
            1.36               3         3.25202         3.21473       0.0300572
            1.36               4         3.18312         3.20682       0.0235588
            1.36               5         3.19818         3.20509       0.0189104
            1.36               6         3.09859         3.18734       0.0226032
            1.36               7         3.21528         3.19133       0.0197233
            1.36               8         3.18436         3.19046       0.0172771
            1.36               9         3.24994         3.19707       0.0165733
            1.36              10         3.22286         3.19965       0.0151153
            1.36              11         3.18517         3.19833       0.0137984
            1.36              12         3.23957         3.20177       0.0130695
            1.36              13         3.20323         3.20188       0.0120646
            1.36              14         3.02984         3.18959       0.0163013
            1.36              15         3.17247         3.18845       0.0152545
            1.36              16         3.07393         3.18129       0.0158919
            1.36              17         3.18472          3.1815       0.0149583
            1.36              18         3.15141         3.17982       0.0142204
            1.36              19         3.15269          3.1784       0.0135435
            1.36              20         3.16806         3.17788       0.0128762
            1.38               1         3.19172         3.19172               0
            1.38               2         3.11736         3.15454       0.0262899
            1.38               3         3.23125         3.18011       0.0272585
            1.38               4         3.14875         3.17227       0.0215419
            1.38               5         3.06068         3.14995       0.0263719
            1.38               6          3.0484         3.13303       0.0268645
            1.38               7          3.0921         3.12718       0.0236543
            1.38               8         3.09483         3.12314       0.0210403
            1.38               9         3.14749         3.12584       0.0188758
            1.38              10         3.05744           3.119       0.0181853
            1.38              11         3.14075         3.12098       0.0166392
            1.38              12         3.12453         3.12127       0.0152552
            1.38              13         2.92846         3.10644       0.0200338
            1.38              14         3.03149         3.10109        0.019305
            1.38              15          3.1716         3.10579       0.0185815
            1.38              16         3.09652         3.10521       0.0174292
            1.38              17         3.19509          3.1105       0.0171872
            1.38              18         3.01554         3.10522       0.0170227
            1.38              19         3.00314         3.09985       0.0169535
            1.38              20         3.12126         3.10092       0.0161396
             1.4               1         2.84377         2.84377               0
             1.4               2         2.94422         2.89399       0.0355148
             1.4               3         2.88436         2.89078       0.0238211
             1.4               4         2.95183         2.90605       0.0222239
             1.4               5         2.99347         2.92353       0.0236786
             1.4               6         3.04299         2.94344       0.0268276
             1.4               7         3.07499         2.96223       0.0288351
             1.4               8         3.07376         2.97617       0.0284017
             1.4               9         2.92365         2.97034       0.0258387
             1.4              10         2.98506         2.97181       0.0232968
             1.4              11         2.93542          2.9685       0.0214125
             1.4              12          2.9664         2.96833       0.0196289
             1.4              13         2.87686         2.96129       0.0193389
             1.4              14         2.94047          2.9598       0.0180146
             1.4              15          3.0401         2.96516       0.0175911
             1.4              16         2.98593         2.96646       0.0165394
             1.4              17         2.83092         2.95848       0.0173823
             1.4              18         3.03078          2.9625       0.0168743
             1.4              19         3.06057         2.96766        0.016757
             1.4              20         2.94496         2.96653       0.0159576
            1.42               1         2.93338         2.93338               0
            1.42               2         2.84899         2.89119        0.029834
            1.42               3         2.94061         2.90766       0.0240104
            1.42               4            2.83         2.88825       0.0246363
            1.42               5         2.90057         2.89071        0.019832
            1.42               6         2.86642         2.88666       0.0169349
            1.42               7         2.91219         2.89031        0.014903
            1.42               8         2.86339         2.88694       0.0134147
            1.42               9         2.91859         2.89046       0.0123764
            1.42              10          2.7259           2.874       0.0191777
            1.42              11         2.91579          2.8778       0.0178064
            1.42              12         2.81201         2.87232       0.0171458
            1.42              13         2.98107         2.88069       0.0177509
            1.42              14         2.78384         2.87377       0.0177798
            1.42              15         2.71034         2.86287       0.0196511
            1.42              16         2.93085         2.86712       0.0188766
            1.42              17         2.89958         2.86903       0.0178626
            1.42              18         2.85262         2.86812       0.0168934
            1.42              19         2.92908         2.87133       0.0163061
            1.42              20         2.83564         2.86954       0.0155881
            1.44               1          2.7116          2.7116               0
            1.44               2         2.82731         2.76946       0.0409101
            1.44               3         2.80685         2.78192       0.0291101
            1.44               4         2.81545          2.7903       0.0230078
            1.44               5         2.74045         2.78033       0.0204529
            1.44               6         2.81587         2.78626        0.017881
            1.44               7         2.87682         2.79919       0.0194521
            1.44               8         2.79854         2.79911       0.0170207
            1.44               9         2.85014         2.80478        0.016046
            1.44              10         2.89012         2.81332        0.016556
            1.44              11          2.7852         2.81076        0.015247
            1.44              12         2.77487         2.80777       0.0142666
            1.44              13          2.8011         2.80726       0.0131784
            1.44              14         2.80806         2.80731       0.0122372
            1.44              15         2.70837         2.80072       0.0130789
            1.44              16         2.73239         2.79645       0.0129399
            1.44              17         2.87317         2.80096       0.0129419
            1.44              18         2.85302         2.80385       0.0125419
            1.44              19         2.75093         2.80107       0.0121872
            1.44              20         2.83405         2.80272       0.0116889
            1.46               1          2.6155          2.6155               0
            1.46               2         2.71272         2.66411       0.0343726
            1.46               3         2.74406         2.69076        0.031601
            1.46               4         2.77452          2.7117       0.0298434
            1.46               5         2.76552         2.72246       0.0257429
            1.46               6         2.76539         2.72962       0.0224247
            1.46               7         2.77137         2.73558       0.0199987
            1.46               8         2.65204         2.72514       0.0200408
            1.46               9         2.74149         2.72696       0.0178963
            1.46              10         2.82009         2.73627       0.0183708
            1.46              11         2.72405         2.73516       0.0167343
            1.46              12         2.65714         2.72866       0.0165547
            1.46              13         2.70528         2.72686       0.0153786
            1.46              14         2.66534         2.72247       0.0148946
            1.46              15         2.75656         2.72474        0.014074
            1.46              16         2.71748         2.72428       0.0132016
            1.46              17         2.75253         2.72595       0.0125292
            1.46              18         2.74999         2.72728       0.0119041
            1.46              19         2.72129         2.72697       0.0112818
            1.46              20           2.657         2.72347        0.011247
            1.48               1         2.58802         2.58802               0
            1.48               2         2.61757          2.6028       0.0104484
            1.48               3         2.58825         2.59795      0.00801244
            1.48               4         2.59543         2.59732      0.00603392
            1.48               5         2.58709         2.59527      0.00516221
            1.48               6         2.63434         2.60179       0.0073369
            1.48               7         2.66429         2.61071       0.0103871
            1.48               8         2.64468         2.61496      0.00991838
            1.48               9         2.47311          2.5992        0.017278
            1.48              10         2.57792         2.59707       0.0156806
            1.48              11         2.52254          2.5903       0.0156506
            1.48              12         2.61674          2.5925       0.0145006
            1.48              13         2.56225         2.59017       0.0135706
            1.48              14         2.65874         2.59507        0.013456
            1.48              15          2.5352         2.59108       0.0131377
            1.48              16         2.63647         2.59392       0.0126191
            1.48              17         2.56911         2.59246       0.0119609
            1.48              18         2.66986         2.59676       0.0120446
            1.48              19         2.65645          2.5999       0.0118133
            1.48              20         2.62459         2.60113        0.011287
             1.5               1         2.47515         2.47515               0
             1.5               2         2.56115         2.51815       0.0304053
             1.5               3         2.54595         2.52742        0.021636
             1.5               4         2.49896         2.52031       0.0173572
             1.5               5         2.55996         2.52824       0.0155932
             1.5               6         2.53989         2.53018       0.0131147
             1.5               7         2.61883         2.54284       0.0162434
             1.5               8         2.50623         2.53827       0.0148439
             1.5               9          2.5481         2.53936       0.0132347
             1.5              10         2.52798         2.53822       0.0119601
             1.5              11         2.49761         2.53453       0.0114286
             1.5              12         2.54729         2.53559       0.0105255
             1.5              13         2.48409         2.53163       0.0104348
             1.5              14         2.59851         2.53641       0.0107274
             1.5              15         2.58877          2.5399       0.0105649
             1.5              16         2.57997          2.5424       0.0101971
             1.5              17         2.57833         2.54452      0.00981376
             1.5              18         2.52194         2.54326      0.00934836
             1.5              19         2.56222         2.54426      0.00890943
             1.5              20         2.50771         2.54243      0.00864934
            1.52               1         2.45997         2.45997               0
            1.52               2         2.41133         2.43565       0.0171958
            1.52               3         2.41719          2.4295       0.0125161
            1.52               4         2.45308         2.43539       0.0106863
            1.52               5         2.55283         2.45888       0.0226798
            1.52               6         2.47254         2.46116       0.0190137
            1.52               7         2.52818         2.47073       0.0185523
            1.52               8         2.44208         2.46715       0.0165754
            1.52               9         2.35086         2.45423       0.0191178
            1.52              10         2.37777         2.44658       0.0186726
            1.52              11         2.42968         2.44505       0.0170382
            1.52              12         2.49144         2.44891        0.016051
            1.52              13          2.4073         2.44571       0.0151321
            1.52              14         2.43967         2.44528       0.0140574
            1.52              15          2.4747         2.44724       0.0132564
            1.52              16         2.44784         2.44728       0.0124279
            1.52              17         2.48141         2.44929        0.011858
            1.52              18         2.38972         2.44598       0.0116518
            1.52              19         2.35147           2.441       0.0120535
            1.52              20         2.45219         2.44156       0.0114638
            1.54               1         2.36925         2.36925               0
            1.54               2         2.41257         2.39091       0.0153149
            1.54               3         2.46626         2.41603       0.0229071
            1.54               4         2.40697         2.41376       0.0172918
            1.54               5         2.38071         2.40715       0.0150444
            1.54               6         2.40014         2.40598       0.0125824
            1.54               7         2.35556         2.39878       0.0126805
            1.54               8         2.37375         2.39565       0.0114748
            1.54               9         2.29905         2.38492       0.0143683
            1.54              10         2.35077          2.3815        0.013331
            1.54              11          2.3861         2.38192       0.0121256
            1.54              12         2.39699         2.38318         0.01118
            1.54              13         2.36554         2.38182        0.010402
            1.54              14         2.34592         2.37926      0.00997008
            1.54              15         2.35414         2.37758      0.00944499
            1.54              16         2.39978         2.37897      0.00895605
            1.54              17         2.41505         2.38109      0.00867705
            1.54              18         2.39275         2.38174      0.00821914
            1.54              19         2.49181         2.38753       0.0096137
            1.54              20          2.3982         2.38806       0.0091478
            1.56               1         2.28399         2.28399               0
            1.56               2         2.36771         2.32585       0.0295986
            1.56               3         2.25442         2.30204       0.0277006
            1.56               4         2.32896         2.30877       0.0215773
            1.56               5         2.26926         2.30087       0.0186527
            1.56               6         2.30484         2.30153       0.0155556
            1.56               7         2.33343         2.30609       0.0139848
            1.56               8         2.25379         2.29955       0.0136795
            1.56               9          2.3151         2.30128       0.0122681
            1.56              10         2.27731         2.29888       0.0112731
            1.56              11         2.29039         2.29811       0.0102746
            1.56              12         2.30723         2.29887      0.00944649
            1.56              13         2.26272         2.29609      0.00911986
            1.56              14         2.34326         2.29946      0.00906949
            1.56              15         2.32209         2.30097      0.00858947
            1.56              16         2.29375         2.30052      0.00806448
            1.56              17         2.31516         2.30138      0.00763593
            1.56              18         2.40431          2.3071      0.00910459
            1.56              19         2.27511         2.30541      0.00877969
            1.56              20         2.27059         2.30367      0.00851163
            1.58               1         2.19811         2.19811               0
            1.58               2         2.25958         2.22884       0.0217326
            1.58               3         2.25692          2.2382       0.0163802
            1.58               4         2.27432         2.24723       0.0145625
            1.58               5         2.11483         2.22075       0.0263945
            1.58               6         2.26187         2.22761       0.0228677
            1.58               7         2.17586         2.22021       0.0207613
            1.58               8         2.27678         2.22728       0.0193327
            1.58               9         2.22094         2.22658       0.0171975
            1.58              10         2.25308         2.22923       0.0156807
            1.58              11         2.32003         2.23748       0.0162834
            1.58              12         2.22661         2.23658       0.0149516
            1.58              13         2.23108         2.23616       0.0138075
            1.58              14         2.22252         2.23518       0.0128555
            1.58              15         2.23715         2.23531       0.0119992
            1.58              16         2.21857         2.23427       0.0112947
            1.58              17         2.28151         2.23704       0.0109669
            1.58              18         2.25861         2.23824       0.0104229
            1.58              19         2.22503         2.23755      0.00989745
            1.58              20         2.16078         2.23371       0.0101195
             1.6               1         2.12511         2.12511               0
             1.6               2         2.18856         2.15684       0.0224311
             1.6               3         2.15819         2.15729       0.0149585
             1.6               4         2.19242         2.16607        0.013554
             1.6               5         2.21861         2.17658       0.0143495
             1.6               6         2.19477         2.17961       0.0122742
             1.6               7         2.18136         2.17986       0.0105233
             1.6               8         2.16354         2.17782      0.00940362
             1.6               9         2.11192          2.1705       0.0108407
             1.6              10         2.23973         2.17742       0.0117614
             1.6              11         2.14614         2.17458       0.0110307
             1.6              12         2.15045         2.17257        0.010293
             1.6              13         2.14047          2.1701      0.00979298
