#T      BLOCK:  ACTUAL_CV:     CV_AVE:      ERROR:
            1.14               1        0.387865        0.387865               0
            1.14               2        0.376476         0.38217      0.00402654
            1.14               3        0.391827        0.385389      0.00375665
            1.14               4        0.388422        0.386147      0.00289299
            1.14               5        0.389292        0.386776      0.00238179
            1.14               6        0.389562        0.387241      0.00202958
            1.14               7        0.381935        0.386483      0.00187586
            1.14               8         0.39006         0.38693      0.00169383
            1.14               9         0.38621         0.38685      0.00150752
            1.14              10        0.383992        0.386564      0.00138358
            1.14              11         0.38678        0.386584      0.00125794
            1.14              12         0.38676        0.386598       0.0011532
            1.14              13        0.381468        0.386204      0.00112999
            1.14              14        0.388483        0.386367      0.00106094
            1.14              15        0.387684        0.386454     0.000993842
            1.14              16         0.38488        0.386356     0.000936585
            1.14              17        0.382604        0.386135      0.00090713
            1.14              18        0.387827        0.386229     0.000861589
            1.14              19        0.382227        0.386019     0.000841598
            1.14              20        0.391831        0.386309     0.000848218
            1.16               1        0.381705        0.381705               0
            1.16               2        0.378689        0.380197      0.00106618
            1.16               3        0.381454        0.380616     0.000788761
            1.16               4        0.379246        0.380273     0.000661756
            1.16               5        0.377242        0.379667     0.000757836
            1.16               6        0.376421        0.379126      0.00080172
            1.16               7        0.380031        0.379255     0.000697539
            1.16               8        0.380683        0.379434     0.000632764
            1.16               9        0.378309        0.379309     0.000574677
            1.16              10        0.383939        0.379772     0.000678541
            1.16              11        0.385167        0.380262     0.000774071
            1.16              12        0.380697        0.380299     0.000710412
            1.16              13         0.38478        0.380643     0.000734674
            1.16              14        0.382076        0.380746     0.000689292
            1.16              15        0.383423        0.380924     0.000666052
            1.16              16         0.37496        0.380551     0.000721234
            1.16              17        0.380346        0.380539      0.00067891
            1.16              18        0.385024        0.380788     0.000685381
            1.16              19        0.374525        0.380459     0.000724263
            1.16              20        0.381856        0.380529     0.000691413
            1.18               1        0.374017        0.374017               0
            1.18               2        0.374448        0.374232     0.000152269
            1.18               3        0.373584        0.374016     0.000203654
            1.18               4        0.373571        0.373905     0.000180623
            1.18               5        0.369311        0.372986     0.000834351
            1.18               6        0.378885        0.373969      0.00113532
            1.18               7        0.378196        0.374573      0.00112228
            1.18               8         0.37075        0.374095      0.00107897
            1.18               9        0.377187        0.374439       0.0010123
            1.18              10        0.381733        0.375168      0.00114409
            1.18              11        0.378633        0.375483      0.00108257
            1.18              12        0.366477        0.374733      0.00122517
            1.18              13        0.374042        0.374679      0.00113207
            1.18              14        0.377601        0.374888      0.00107027
            1.18              15         0.37654        0.374998      0.00100457
            1.18              16        0.374943        0.374995     0.000941791
            1.18              17        0.377424        0.375138     0.000897168
            1.18              18        0.372186        0.374974     0.000862184
            1.18              19         0.37956        0.375215     0.000849929
            1.18              20        0.369284        0.374918     0.000857615
             1.2               1        0.369947        0.369947               0
             1.2               2        0.367667        0.368807       0.0008062
             1.2               3        0.377512        0.371709      0.00242942
             1.2               4        0.367448        0.370644      0.00204221
             1.2               5        0.367412        0.369997        0.001733
             1.2               6        0.371405        0.370232      0.00145995
             1.2               7        0.372794        0.370598      0.00129647
             1.2               8        0.371912        0.370762      0.00114477
             1.2               9        0.365275        0.370153      0.00116871
             1.2              10        0.372538        0.370391       0.0010759
             1.2              11        0.374175        0.370735      0.00103163
             1.2              12        0.367705        0.370483     0.000976071
             1.2              13        0.371318        0.370547     0.000903103
             1.2              14        0.367498        0.370329     0.000864449
             1.2              15        0.371244         0.37039     0.000808966
             1.2              16        0.371414        0.370454     0.000760933
             1.2              17        0.374616        0.370699      0.00075453
             1.2              18         0.37449         0.37091     0.000741425
             1.2              19        0.369026         0.37081     0.000708996
             1.2              20        0.368588        0.370699     0.000682203
            1.22               1        0.362761        0.362761               0
            1.22               2        0.365064        0.363912     0.000814481
            1.22               3        0.369205        0.365677       0.0015394
            1.22               4        0.362626        0.364914      0.00133016
            1.22               5        0.364492         0.36483       0.0010668
            1.22               6        0.363093         0.36454     0.000927432
            1.22               7        0.366286         0.36479     0.000827813
            1.22               8        0.364558        0.364761     0.000724842
            1.22               9        0.368581        0.365185     0.000758506
            1.22              10        0.362902        0.364957     0.000716197
            1.22              11        0.368964        0.365321     0.000737942
            1.22              12        0.367347         0.36549     0.000695488
            1.22              13        0.364886        0.365443      0.00064354
            1.22              14        0.367122        0.365563     0.000608639
            1.22              15         0.36969        0.365838     0.000627179
            1.22              16        0.370147        0.366108     0.000643192
            1.22              17         0.36517        0.366053      0.00060772
            1.22              18        0.369833        0.366263     0.000609171
            1.22              19        0.365846        0.366241     0.000577503
            1.22              20        0.363768        0.366117     0.000561705
            1.24               1        0.364635        0.364635               0
            1.24               2        0.368096        0.366365      0.00122346
            1.24               3        0.360291         0.36434      0.00184352
            1.24               4        0.361361        0.363596      0.00152574
            1.24               5        0.358515         0.36258      0.00152174
            1.24               6        0.357968        0.361811      0.00144926
            1.24               7        0.362955        0.361974       0.0012514
            1.24               8        0.354158        0.360997      0.00142625
            1.24               9        0.362365        0.361149      0.00127585
            1.24              10        0.360948        0.361129      0.00114842
            1.24              11        0.360562        0.361078      0.00104518
            1.24              12        0.357143         0.36075       0.0010082
            1.24              13          0.3618        0.360831     0.000933873
            1.24              14         0.35918        0.360713     0.000874579
            1.24              15         0.35505        0.360335     0.000894038
            1.24              16        0.351571        0.359787     0.000991855
            1.24              17        0.363967        0.360033     0.000963499
            1.24              18        0.359922        0.360027     0.000909991
            1.24              19        0.356877        0.359861     0.000877067
            1.24              20        0.362273        0.359982     0.000841461
            1.26               1        0.355353        0.355353               0
            1.26               2         0.36001        0.357681      0.00164674
            1.26               3        0.356698        0.357354      0.00112999
            1.26               4         0.35206         0.35603      0.00142535
            1.26               5        0.353898        0.355604      0.00120236
            1.26               6        0.358816        0.356139      0.00111478
            1.26               7        0.362371        0.357029      0.00126185
            1.26               8        0.359731        0.357367      0.00114841
            1.26               9        0.360337        0.357697      0.00106717
            1.26              10        0.355407        0.357468     0.000984725
            1.26              11        0.361285        0.357815     0.000954379
            1.26              12        0.356672         0.35772      0.00087959
            1.26              13        0.353505        0.357396     0.000869631
            1.26              14        0.359853        0.357571     0.000825045
            1.26              15        0.361375        0.357825     0.000808077
            1.26              16        0.348597        0.357248     0.000941129
            1.26              17        0.355493        0.357145     0.000891413
            1.26              18        0.354215        0.356982     0.000856617
            1.26              19         0.35461        0.356857     0.000820578
            1.26              20        0.354997        0.356764     0.000784802
            1.28               1        0.342726        0.342726               0
            1.28               2        0.352155         0.34744      0.00333384
            1.28               3        0.352442        0.349108      0.00260628
            1.28               4         0.35184        0.349791      0.00204226
            1.28               5        0.352344        0.350301      0.00169645
            1.28               6        0.344098        0.349267      0.00169984
            1.28               7        0.348834        0.349205      0.00145813
            1.28               8        0.347081         0.34894      0.00129982
            1.28               9        0.350212        0.349081      0.00116305
            1.28              10        0.355078        0.349681      0.00119135
            1.28              11        0.344487        0.349209      0.00117289
            1.28              12        0.349183        0.349207      0.00107515
            1.28              13         0.34775        0.349094     0.000998271
            1.28              14        0.346289        0.348894     0.000946867
            1.28              15         0.35385        0.349224     0.000939615
            1.28              16        0.352449        0.349426     0.000902244
            1.28              17        0.358274        0.349946     0.000987964
            1.28              18        0.342957        0.349558       0.0010065
            1.28              19         0.34437        0.349285     0.000989877
            1.28              20        0.353257        0.349484     0.000960098
             1.3               1        0.344532        0.344532               0
             1.3               2        0.342903        0.343717     0.000575836
             1.3               3        0.340439        0.342624     0.000971451
             1.3               4        0.344372        0.343061     0.000820927
             1.3               5        0.344505         0.34335     0.000705731
             1.3               6        0.346819        0.343928     0.000790234
             1.3               7        0.349131        0.344672     0.000965573
             1.3               8        0.344706        0.344676     0.000844886
             1.3               9        0.350898        0.345367     0.000994416
             1.3              10        0.345868        0.345417     0.000896234
             1.3              11        0.344673         0.34535      0.00081731
             1.3              12        0.345653        0.345375     0.000749591
             1.3              13        0.344118        0.345278      0.00069814
             1.3              14        0.335552        0.344583     0.000931871
             1.3              15        0.343625         0.34452     0.000871934
             1.3              16        0.346076        0.344617     0.000822847
             1.3              17          0.3386        0.344263     0.000847155
             1.3              18        0.343711        0.344232     0.000800646
             1.3              19        0.350407        0.344557     0.000821824
             1.3              20        0.341248        0.344392     0.000797212
            1.32               1         0.33245         0.33245               0
            1.32               2        0.338427        0.335439      0.00211332
            1.32               3        0.346078        0.338985      0.00322025
            1.32               4        0.332461        0.337354      0.00279798
            1.32               5         0.33678        0.337239      0.00224073
            1.32               6        0.343384        0.338264      0.00208826
            1.32               7         0.34047        0.338579      0.00181357
            1.32               8        0.338237        0.338536      0.00158738
            1.32               9        0.338619        0.338545      0.00141103
            1.32              10        0.339295         0.33862      0.00127192
            1.32              11        0.333928        0.338194      0.00122574
            1.32              12        0.338062        0.338183      0.00112365
            1.32              13        0.336397        0.338045      0.00104557
            1.32              14        0.340496         0.33822     0.000985439
            1.32              15        0.341712        0.338453     0.000946829
            1.32              16         0.34171        0.338657     0.000909273
            1.32              17        0.331488        0.338235     0.000948536
            1.32              18        0.331503        0.337861     0.000966764
            1.32              19        0.341199        0.338037      0.00093171
            1.32              20        0.339432        0.338106     0.000887734
            1.34               1        0.337293        0.337293               0
            1.34               2         0.33666        0.336977     0.000223977
            1.34               3        0.334474        0.336142     0.000697347
            1.34               4        0.336971        0.336349     0.000552933
            1.34               5        0.329567        0.334993      0.00129139
            1.34               6        0.331968        0.334489      0.00117043
            1.34               7        0.339352        0.335184      0.00119171
            1.34               8        0.334739        0.335128      0.00104404
            1.34               9        0.336756        0.335309     0.000943578
            1.34              10        0.335307        0.335309     0.000849221
            1.34              11        0.331696         0.33498     0.000833109
            1.34              12        0.331538        0.334693     0.000811577
            1.34              13        0.333347         0.33459     0.000755723
            1.34              14         0.33899        0.334904     0.000764308
            1.34              15        0.333746        0.334827     0.000717246
            1.34              16         0.32953        0.334496     0.000744909
            1.34              17        0.337503        0.334673     0.000721792
            1.34              18        0.336469        0.334773     0.000688556
            1.34              19        0.333152        0.334687     0.000657578
            1.34              20        0.333211        0.334613     0.000628826
            1.36               1        0.328938        0.328938               0
            1.36               2        0.329647        0.329293     0.000250533
            1.36               3        0.331482        0.330022     0.000618946
            1.36               4        0.328276        0.329586     0.000598759
            1.36               5        0.322871        0.328243      0.00129321
            1.36               6        0.329229        0.328407      0.00108807
            1.36               7        0.331576         0.32886       0.0010225
            1.36               8        0.326886        0.328613     0.000923979
            1.36               9        0.331235        0.328904     0.000866034
            1.36              10        0.326758         0.32869     0.000805591
            1.36              11        0.324163        0.328278     0.000830838
            1.36              12        0.329687        0.328396     0.000769853
            1.36              13        0.327842        0.328353      0.00071181
            1.36              14        0.322204        0.327914     0.000784882
            1.36              15        0.330469        0.328084     0.000750807
            1.36              16        0.329056        0.328145     0.000706334
            1.36              17        0.324787        0.327947      0.00069186
            1.36              18         0.32443        0.327752     0.000680461
            1.36              19          0.3251        0.327612     0.000658811
            1.36              20        0.336383        0.328051     0.000757908
            1.38               1        0.317188        0.317188               0
            1.38               2        0.322834        0.320011      0.00199627
            1.38               3        0.318404        0.319476      0.00140086
            1.38               4        0.319791        0.319555      0.00105287
            1.38               5        0.316818        0.319007      0.00097418
            1.38               6        0.324591        0.319938      0.00117509
            1.38               7        0.317834        0.319637      0.00104497
            1.38               8         0.32602        0.320435      0.00118022
            1.38               9        0.324821        0.320922      0.00114527
            1.38              10         0.32519        0.321349      0.00110741
            1.38              11         0.32494        0.321676      0.00105375
            1.38              12        0.326802        0.322103      0.00104896
            1.38              13        0.326321        0.322427      0.00101723
            1.38              14         0.32374        0.322521     0.000948885
            1.38              15        0.326217        0.322768     0.000917052
            1.38              16        0.328995        0.323157     0.000938697
            1.38              17        0.327884        0.323435      0.00092375
            1.38              18        0.320996        0.323299     0.000882308
            1.38              19        0.317056        0.322971     0.000894979
            1.38              20        0.321893        0.322917     0.000851849
             1.4               1        0.314953        0.314953               0
             1.4               2        0.318083        0.316518      0.00110637
             1.4               3         0.31707        0.316702     0.000752726
             1.4               4           0.317        0.316777     0.000568212
             1.4               5        0.310889        0.315599      0.00114706
             1.4               6        0.322131        0.316688      0.00137895
             1.4               7        0.317211        0.316763      0.00118398
             1.4               8        0.317502        0.316855      0.00103958
             1.4               9        0.313327        0.316463     0.000995214
             1.4              10        0.314934         0.31631     0.000907363
             1.4              11        0.315286        0.316217     0.000829642
             1.4              12        0.315767        0.316179      0.00076135
             1.4              13        0.312073        0.315864     0.000765507
             1.4              14        0.320039        0.316162     0.000766723
             1.4              15        0.315944        0.316147     0.000715746
             1.4              16        0.321727        0.316496     0.000751168
             1.4              17        0.318918        0.316638     0.000720366
             1.4              18         0.31939        0.316791     0.000696381
             1.4              19        0.315147        0.316705     0.000665088
             1.4              20        0.313472        0.316543     0.000651186
            1.42               1        0.310625        0.310625               0
            1.42               2        0.314932        0.312778      0.00152283
            1.42               3        0.315241        0.313599       0.0012165
            1.42               4        0.314661        0.313865     0.000940922
            1.42               5        0.315124        0.314117     0.000785748
            1.42               6        0.314074         0.31411     0.000654822
            1.42               7        0.311352        0.313716     0.000669378
            1.42               8         0.31422        0.313779     0.000588669
            1.42               9        0.313066        0.313699     0.000528559
            1.42              10         0.31581        0.313911      0.00051613
            1.42              11        0.312876        0.313816     0.000477703
            1.42              12        0.317742        0.314144     0.000538373
            1.42              13        0.312925         0.31405      0.00050506
            1.42              14         0.31151        0.313868     0.000500499
            1.42              15        0.315632        0.313986     0.000480739
            1.42              16        0.317203        0.314187     0.000490949
            1.42              17        0.309374        0.313904      0.00053755
            1.42              18        0.315252        0.313979     0.000512877
            1.42              19        0.310337        0.313787     0.000520462
            1.42              20        0.313785        0.313787     0.000494439
            1.44               1        0.303544        0.303544               0
            1.44               2        0.309705        0.306624      0.00217845
            1.44               3        0.307125        0.306791      0.00145869
            1.44               4        0.308841        0.307304      0.00118061
            1.44               5        0.312768        0.308397      0.00135917
            1.44               6        0.307383        0.308228      0.00114308
            1.44               7        0.301906        0.307325      0.00128803
            1.44               8        0.306859        0.307266      0.00112834
            1.44               9        0.309578        0.307523      0.00103178
            1.44              10        0.308585        0.307629     0.000934054
            1.44              11        0.307319        0.307601     0.000849567
            1.44              12        0.302142        0.307146     0.000892293
            1.44              13        0.310841         0.30743     0.000867733
            1.44              14        0.307292        0.307421     0.000805809
            1.44              15        0.307762        0.307443      0.00075241
            1.44              16        0.311443        0.307693     0.000745762
            1.44              17         0.30738        0.307675     0.000702121
            1.44              18        0.304958        0.307524     0.000679144
            1.44              19        0.307238        0.307509     0.000643566
            1.44              20        0.310044        0.307636     0.000623744
            1.46               1        0.307085        0.307085               0
            1.46               2        0.299739        0.303412      0.00259721
            1.46               3        0.310515        0.305779      0.00259518
            1.46               4        0.304057        0.305349      0.00198177
            1.46               5        0.304534        0.305186      0.00159211
            1.46               6        0.307174        0.305517      0.00136081
            1.46               7          0.3055        0.305515      0.00116641
            1.46               8        0.307588        0.305774      0.00104901
            1.46               9        0.305776        0.305774     0.000932449
            1.46              10        0.305847        0.305781     0.000839233
            1.46              11        0.307012        0.305893     0.000770364
            1.46              12        0.305086        0.305826     0.000709096
            1.46              13         0.30022        0.305395     0.000774645
            1.46              14        0.306263        0.305457     0.000721792
            1.46              15        0.300022        0.305094     0.000759197
            1.46              16        0.302158        0.304911     0.000733593
            1.46              17        0.302822        0.304788     0.000700652
            1.46              18        0.307407        0.304934     0.000676665
            1.46              19        0.300888        0.304721     0.000673718
            1.46              20        0.304549        0.304712     0.000640087
            1.48               1        0.299173        0.299173               0
            1.48               2        0.299004        0.299089     5.97009e-05
            1.48               3        0.293699        0.297292       0.0014674
            1.48               4          0.2986        0.297619       0.0011364
            1.48               5        0.298985        0.297892     0.000941377
            1.48               6        0.291481        0.296824      0.00125176
            1.48               7        0.295968        0.296702      0.00107889
            1.48               8        0.300215        0.297141      0.00102954
            1.48               9        0.298923        0.297339     0.000933993
            1.48              10        0.297276        0.297332     0.000840615
            1.48              11        0.291813        0.296831     0.000901618
            1.48              12         0.30053        0.297139     0.000877618
            1.48              13        0.296626          0.2971     0.000810995
            1.48              14        0.299198        0.297249     0.000766793
            1.48              15        0.297571        0.297271     0.000715972
            1.48              16        0.292464         0.29697      0.00073155
            1.48              17        0.299953        0.297146     0.000709249
            1.48              18        0.297468        0.297164     0.000670072
            1.48              19        0.299129        0.297267     0.000642739
            1.48              20        0.293379        0.297073     0.000639329
             1.5               1        0.295511        0.295511               0
             1.5               2        0.293118        0.294314     0.000846188
             1.5               3        0.289105        0.292578      0.00152576
             1.5               4        0.294482        0.293054      0.00121629
             1.5               5        0.292772        0.292998     0.000974338
             1.5               6        0.289755        0.292457     0.000950108
             1.5               7        0.295833        0.292939     0.000928719
             1.5               8        0.291836        0.292801     0.000822804
             1.5               9        0.299753        0.293574      0.00103213
             1.5              10        0.292047        0.293421     0.000940145
             1.5              11         0.29233        0.293322     0.000859899
             1.5              12        0.291627        0.293181     0.000799762
             1.5              13        0.291352         0.29304     0.000750512
             1.5              14        0.298212        0.293409     0.000782564
             1.5              15        0.290638        0.293225      0.00075188
             1.5              16        0.291797        0.293135     0.000710162
             1.5              17        0.290341        0.292971     0.000687149
             1.5              18        0.294247        0.293042     0.000652622
             1.5              19        0.296517        0.293225     0.000643394
             1.5              20        0.294788        0.293303     0.000615956
            1.52               1        0.286415        0.286415               0
            1.52               2        0.288773        0.287594     0.000833764
            1.52               3        0.287905        0.287698     0.000562243
            1.52               4        0.287789        0.287721     0.000422149
            1.52               5        0.289776        0.288132     0.000499235
            1.52               6        0.284329        0.287498     0.000712628
            1.52               7        0.291273        0.288037     0.000788918
            1.52               8         0.28892        0.288148     0.000697973
            1.52               9        0.291025        0.288467     0.000689769
            1.52              10        0.285139        0.288135     0.000696471
            1.52              11        0.288401        0.288159     0.000633577
            1.52              12        0.290075        0.288318     0.000600561
            1.52              13        0.287743        0.288274     0.000555995
            1.52              14        0.286628        0.288157     0.000528571
            1.52              15        0.293972        0.288544     0.000619403
            1.52              16        0.286067        0.288389     0.000599729
            1.52              17        0.286578        0.288283     0.000573835
            1.52              18         0.29121        0.288445     0.000564523
            1.52              19        0.287423        0.288392     0.000537369
            1.52              20        0.291054        0.288525      0.00052673
            1.54               1        0.287987        0.287987               0
            1.54               2        0.281543        0.284765      0.00227832
            1.54               3        0.288398        0.285976       0.0018124
            1.54               4        0.286639        0.286141      0.00136686
            1.54               5        0.281103        0.285134      0.00141704
            1.54               6        0.283575        0.284874      0.00120445
            1.54               7        0.282609         0.28455      0.00107498
            1.54               8        0.284013        0.284483     0.000942699
            1.54               9        0.280652        0.284057     0.000929111
            1.54              10        0.283904        0.284042     0.000836327
            1.54              11        0.281851        0.283843     0.000783658
            1.54              12        0.284494        0.283897     0.000720226
            1.54              13        0.282872        0.283818     0.000669124
            1.54              14        0.286289        0.283995     0.000644179
            1.54              15         0.28292        0.283923     0.000605208
            1.54              16         0.28288        0.283858     0.000570882
            1.54              17        0.285793        0.283972     0.000548534
            1.54              18        0.284648        0.284009     0.000519345
            1.54              19        0.289828        0.284316     0.000575247
            1.54              20        0.282446        0.284222     0.000554029
            1.56               1        0.283649        0.283649               0
            1.56               2        0.280814        0.282231      0.00100229
            1.56               3         0.27727        0.280578      0.00150658
            1.56               4        0.274955        0.279172      0.00166087
            1.56               5        0.280003        0.279338      0.00133699
            1.56               6        0.281675        0.279728      0.00116951
            1.56               7        0.278512        0.279554      0.00101524
            1.56               8        0.276612        0.279186     0.000952594
            1.56               9        0.278651        0.279127     0.000848604
            1.56              10        0.281263         0.27934     0.000790167
            1.56              11        0.280858        0.279478     0.000730275
            1.56              12        0.280208        0.279539     0.000671944
            1.56              13        0.275992        0.279266     0.000673388
            1.56              14        0.282145        0.279472     0.000655933
            1.56              15        0.276678        0.279286     0.000638111
            1.56              16        0.276028        0.279082      0.00062987
            1.56              17        0.278967        0.279075     0.000592855
            1.56              18        0.278711        0.279055     0.000560264
            1.56              19        0.277759        0.278987     0.000534911
            1.56              20        0.280224        0.279049     0.000511733
            1.58               1        0.269929        0.269929               0
            1.58               2        0.275918        0.272924      0.00211713
            1.58               3        0.280341        0.275396      0.00246319
            1.58               4        0.279087        0.276319      0.00201283
            1.58               5        0.269673         0.27499      0.00200152
            1.58               6        0.274276        0.274871      0.00167146
            1.58               7         0.27335        0.274654      0.00144673
            1.58               8        0.271322        0.274237      0.00132447
            1.58               9        0.277072        0.274552      0.00121417
            1.58              10        0.272533         0.27435      0.00110941
            1.58              11        0.281032        0.274958      0.00116304
            1.58              12        0.279596        0.275344      0.00112851
            1.58              13         0.27817        0.275561      0.00106244
            1.58              14         0.27598        0.275591     0.000986968
            1.58              15         0.27477        0.275537     0.000922687
            1.58              16        0.275994        0.275565     0.000865461
            1.58              17        0.274539        0.275505     0.000816655
            1.58              18        0.273969        0.275419      0.00077573
            1.58              19        0.274954        0.275395     0.000735289
            1.58              20        0.271374        0.275194     0.000725494
             1.6               1        0.274856        0.274856               0
             1.6               2        0.266887        0.270871      0.00281754
             1.6               3        0.268789        0.270177      0.00196197
             1.6               4        0.272755        0.270822      0.00157374
             1.6               5        0.277093        0.272076      0.00168633
             1.6               6         0.27039        0.271795      0.00142849
             1.6               7        0.269841        0.271516      0.00125139
             1.6               8        0.267744        0.271045      0.00118044
             1.6               9        0.270705        0.271007      0.00104989
             1.6              10        0.272881        0.271194     0.000961487
             1.6              11        0.267899        0.270895      0.00091957
             1.6              12        0.269732        0.270798     0.000848031
             1.6              13        0.266737        0.270485     0.000838362
             1.6              14        0.270814        0.270509     0.000778807
             1.6              15        0.271493        0.270574     0.000729643
             1.6              16        0.269382          0.2705     0.000687839
             1.6              17        0.266675        0.270275     0.000683182
             1.6              18        0.276218        0.270605       0.0007206
             1.6              19        0.271098        0.270631      0.00068314
             1.6              20        0.271676        0.270683     0.000650977
            1.62               1        0.266939        0.266939               0
            1.62               2        0.263824        0.265381      0.00110133
            1.62               3        0.267814        0.266192     0.000988701
            1.62               4        0.265631        0.266052     0.000751416
            1.62               5        0.266015        0.266044     0.000601169
            1.62               6        0.267937         0.26636      0.00057783
            1.62               7        0.264232        0.266056     0.000569642
            1.62               8        0.261471        0.265483     0.000732011
            1.62               9        0.267765        0.265736     0.000693214
            1.62              10         0.26312        0.265475     0.000671462
            1.62              11        0.265967        0.265519     0.000611912
            1.62              12        0.259167         0.26499     0.000755966
            1.62              13        0.270411        0.265407     0.000804659
            1.62              14        0.263637        0.265281     0.000757046
            1.62              15        0.267906        0.265456     0.000726525
            1.62              16        0.268566         0.26565      0.00070664
            1.62              17        0.260914        0.265371     0.000717892
            1.62              18        0.262261        0.265199     0.000698497
            1.62              19        0.265306        0.265204     0.000661757
            1.62              20        0.267404        0.265314     0.000637743
            1.64               1        0.262329        0.262329               0
            1.64               2        0.259186        0.260758      0.00111102
            1.64               3        0.265837        0.262451      0.00156829
            1.64               4        0.259685        0.261759      0.00131986
            1.64               5        0.262511         0.26191      0.00106441
            1.64               6        0.262778        0.262054     0.000896803
            1.64               7        0.259822        0.261735     0.000823463
            1.64               8        0.266656        0.262351      0.00092209
            1.64               9        0.260164        0.262108     0.000851053
            1.64              10        0.262377        0.262135     0.000766375
            1.64              11         0.26573        0.262461     0.000763231
            1.64              12        0.265974        0.262754      0.00075367
            1.64              13        0.263984        0.262849     0.000701608
            1.64              14        0.263738        0.262912     0.000654361
            1.64              15        0.263448        0.262948     0.000611711
            1.64              16        0.259691        0.262744     0.000606395
            1.64              17        0.262135        0.262709     0.000571784
            1.64              18        0.265009        0.262836     0.000554121
            1.64              19        0.262477        0.262817      0.00052528
            1.64              20        0.262131        0.262783     0.000500137
            1.66               1        0.256982        0.256982               0
            1.66               2        0.261114        0.259048      0.00146068
            1.66               3        0.260648        0.259581      0.00106679
            1.66               4        0.262182        0.260232     0.000978393
            1.66               5        0.260367        0.260259     0.000783091
            1.66               6        0.258363        0.259943     0.000713482
            1.66               7        0.253128        0.258969      0.00108917
            1.66               8        0.259353        0.259017     0.000954076
            1.66               9        0.255885        0.258669     0.000909333
            1.66              10        0.251346        0.257937      0.00107351
            1.66              11        0.260292        0.258151     0.000997032
            1.66              12        0.257318        0.258082     0.000916358
            1.66              13        0.254186        0.257782     0.000893528
            1.66              14        0.260101        0.257948     0.000844923
            1.66              15        0.258659        0.257995     0.000789925
            1.66              16        0.255083        0.257813     0.000761235
            1.66              17        0.259631         0.25792     0.000723934
            1.66              18        0.259817        0.258025     0.000691345
            1.66              19        0.256817        0.257962     0.000657876
            1.66              20        0.262545        0.258191     0.000663693
            1.68               1        0.251597        0.251597               0
            1.68               2        0.251224         0.25141     0.000131913
            1.68               3        0.250922        0.251248     0.000159312
            1.68               4         0.24982        0.250891     0.000331323
            1.68               5        0.249833        0.250679     0.000325714
            1.68               6        0.254259        0.251276     0.000608484
            1.68               7        0.252877        0.251505     0.000562931
            1.68               8        0.249083        0.251202     0.000568162
            1.68               9        0.252005        0.251291     0.000511999
            1.68              10        0.256107        0.251773     0.000648919
            1.68              11        0.247621        0.251395     0.000691037
            1.68              12         0.25668        0.251836     0.000760936
            1.68              13        0.258062        0.252315     0.000839704
            1.68              14        0.249131        0.252087     0.000809939
            1.68              15        0.252591        0.252121     0.000756638
            1.68              16        0.255316         0.25232     0.000735226
