#T      BLOCK:   ACTUAL_M:      M_AVE:      ERROR:
            1.08              11        0.107669        0.113967      0.00220083
            1.08              12        0.116312        0.114163      0.00202608
            1.08              13        0.124308        0.114943      0.00201494
            1.08              14        0.139611        0.116705      0.00252658
            1.08              15        0.110703        0.116305      0.00238962
            1.08              16        0.110601        0.115949      0.00226671
            1.08              17        0.117273        0.116026      0.00213471
            1.08              18        0.101792        0.115236      0.00215763
            1.08              19        0.124004        0.115697      0.00209284
            1.08              20        0.106584        0.115241       0.0020372
             1.1               1        0.100674        0.100674               0
             1.1               2        0.114409        0.107541      0.00485601
             1.1               3       0.0960608        0.103715      0.00449931
             1.1               4       0.0944591        0.101401      0.00392462
             1.1               5        0.110282        0.103177       0.0035188
             1.1               6          0.1168        0.105448      0.00359092
             1.1               7        0.117255        0.107134      0.00345141
             1.1               8         0.11254         0.10781      0.00308543
             1.1               9        0.106064        0.107616      0.00274869
             1.1              10        0.118351         0.10869      0.00267524
             1.1              11        0.110031        0.108812      0.00243482
             1.1              12       0.0895554        0.107207      0.00270958
             1.1              13        0.102283        0.106828      0.00252749
             1.1              14        0.128069        0.108345       0.0027651
             1.1              15        0.113867        0.108713      0.00260514
             1.1              16         0.12519        0.109743      0.00263802
             1.1              17        0.100673         0.10921      0.00253623
             1.1              18        0.121455         0.10989      0.00248488
             1.1              19         0.10123        0.109434      0.00239554
             1.1              20          0.1094        0.109432      0.00227576
            1.12               1         0.11456         0.11456               0
            1.12               2       0.0997186         0.10714       0.0052474
            1.12               3       0.0900216        0.101434      0.00582609
            1.12               4       0.0964678        0.100192      0.00449989
            1.12               5        0.101036        0.100361      0.00360308
            1.12               6        0.124282        0.104348      0.00471817
            1.12               7       0.0963123          0.1032      0.00418146
            1.12               8       0.0987383        0.102642      0.00369578
            1.12               9        0.112986        0.103792      0.00345925
            1.12              10        0.105217        0.103934      0.00311626
            1.12              11        0.112487        0.104712      0.00292836
            1.12              12        0.117828        0.105805       0.0028811
            1.12              13        0.114053        0.106439      0.00272845
            1.12              14        0.119312        0.107359      0.00268402
            1.12              15        0.088172        0.106079      0.00279329
            1.12              16          0.1071        0.106143      0.00261944
            1.12              17        0.105432        0.106101      0.00246569
            1.12              18        0.101669        0.105855      0.00234097
            1.12              19       0.0892259         0.10498      0.00237574
            1.12              20        0.119369        0.105699      0.00236338
            1.14               1        0.106867        0.106867               0
            1.14               2       0.0901349       0.0985008      0.00591563
            1.14               3        0.119821        0.105608      0.00701596
            1.14               4        0.108473        0.106324      0.00529843
            1.14               5       0.0902548         0.10311      0.00512152
            1.14               6       0.0939125        0.101577       0.0044915
            1.14               7       0.0850043       0.0992097      0.00443012
            1.14               8        0.108899        0.100421      0.00403854
            1.14               9        0.104655        0.100891      0.00361712
            1.14              10       0.0974928        0.100552      0.00327133
            1.14              11        0.111724        0.101567      0.00312763
            1.14              12       0.0975979        0.101236      0.00288443
            1.14              13       0.0953513        0.100784      0.00269784
            1.14              14        0.103198        0.100956      0.00251064
            1.14              15       0.0850845        0.099898      0.00255653
            1.14              16        0.107176        0.100353      0.00243688
            1.14              17        0.104991        0.100626      0.00230875
            1.14              18        0.115838        0.101471      0.00233004
            1.14              19       0.0927873        0.101014      0.00225178
            1.14              20         0.10787        0.101357      0.00216513
            1.16               1        0.105281        0.105281               0
            1.16               2       0.0881754       0.0967282      0.00604774
            1.16               3       0.0952698       0.0962421      0.00405132
            1.16               4       0.0984831       0.0968023      0.00307698
            1.16               5        0.091054       0.0956527      0.00266774
            1.16               6       0.0977733       0.0960061       0.0022464
            1.16               7       0.0948836       0.0958457       0.0019312
            1.16               8        0.106906       0.0972283      0.00212792
            1.16               9        0.105425       0.0981391      0.00207726
            1.16              10       0.0990246       0.0982276      0.00187142
            1.16              11       0.0792163       0.0964993      0.00236851
            1.16              12        0.101598       0.0969242      0.00220892
            1.16              13        0.106416       0.0976544      0.00215631
            1.16              14       0.0945693        0.097434      0.00201352
            1.16              15       0.0998616       0.0975959      0.00188577
            1.16              16       0.0951052       0.0974402      0.00177433
            1.16              17       0.0935902       0.0972137      0.00168435
            1.16              18       0.0970794       0.0972063      0.00159079
            1.16              19       0.0985243       0.0972756      0.00150857
            1.16              20       0.0970981       0.0972668      0.00143317
            1.18               1       0.0815643       0.0815643               0
            1.18               2       0.0989908       0.0902775      0.00616119
            1.18               3       0.0775113       0.0860221      0.00537992
            1.18               4        0.107036       0.0912756      0.00608113
            1.18               5       0.0778346       0.0885874      0.00542664
            1.18               6       0.0979583       0.0901492      0.00474163
            1.18               7         0.10448       0.0921965      0.00448449
            1.18               8       0.0969287        0.092788      0.00396275
            1.18               9       0.0804446       0.0914165      0.00375228
            1.18              10        0.074705       0.0897454      0.00373068
            1.18              11       0.0940096       0.0901331      0.00341161
            1.18              12        0.103984       0.0912873      0.00331683
            1.18              13       0.0650319       0.0892677       0.0036248
            1.18              14       0.0864981       0.0890698      0.00337128
            1.18              15       0.0823417       0.0886213      0.00317622
            1.18              16       0.0901993       0.0887199      0.00297924
            1.18              17       0.0834121       0.0884077       0.0028203
            1.18              18       0.0850418       0.0882207      0.00266981
            1.18              19       0.0997672       0.0888284      0.00259754
            1.18              20       0.0860345       0.0886887      0.00247142
             1.2               1       0.0927119       0.0927119               0
             1.2               2       0.0861556       0.0894338      0.00231801
             1.2               3       0.0898119       0.0895598      0.00154876
             1.2               4       0.0790718       0.0869378      0.00255058
             1.2               5        0.093154        0.088181      0.00232379
             1.2               6       0.0760151       0.0861534      0.00267884
             1.2               7       0.0979576       0.0878397      0.00277664
             1.2               8       0.0878824        0.087845      0.00242956
             1.2               9       0.0877892       0.0878388      0.00215962
             1.2              10       0.0776073       0.0868157      0.00217254
             1.2              11       0.0955226       0.0876072      0.00211432
             1.2              12       0.0858568       0.0874613      0.00194316
             1.2              13       0.0802306       0.0869051      0.00187159
             1.2              14       0.0858683       0.0868311      0.00173937
             1.2              15       0.0689716       0.0856404      0.00198962
             1.2              16       0.0844884       0.0855684      0.00186657
             1.2              17       0.0986139       0.0863358        0.001908
             1.2              18        0.102716       0.0872458      0.00200732
             1.2              19       0.0755548       0.0866305      0.00199375
             1.2              20       0.0875835       0.0866782      0.00189463
            1.22               1       0.0853126       0.0853126               0
            1.22               2        0.101314        0.093313       0.0056572
            1.22               3       0.0903242       0.0923168      0.00385819
            1.22               4       0.0866534       0.0909009      0.00314272
            1.22               5       0.0981295       0.0923466      0.00282721
            1.22               6       0.0622931       0.0873377      0.00514379
            1.22               7       0.0889309       0.0875653      0.00441399
            1.22               8       0.0849601       0.0872397      0.00387424
            1.22               9       0.0709747       0.0854324      0.00384222
            1.22              10       0.0712853       0.0840177      0.00370932
            1.22              11       0.0935404       0.0848834      0.00347166
            1.22              12       0.0844275       0.0848454      0.00318256
            1.22              13       0.0783992       0.0843496      0.00297613
            1.22              14       0.0766329       0.0837984      0.00281413
            1.22              15       0.0808345       0.0836008      0.00263345
            1.22              16       0.0854849       0.0837185      0.00247149
            1.22              17       0.0796456        0.083479      0.00233769
            1.22              18       0.0841558       0.0835166      0.00220812
            1.22              19       0.0716553       0.0828923      0.00217836
            1.22              20       0.0822717       0.0828612      0.00206967
            1.24               1       0.0906271       0.0906271               0
            1.24               2       0.0865264       0.0885768      0.00144982
            1.24               3       0.0740507       0.0837347      0.00406995
            1.24               4       0.0708664       0.0805176      0.00413277
            1.24               5        0.064335       0.0772811      0.00439445
            1.24               6       0.0721113       0.0764195      0.00374556
            1.24               7       0.0761725       0.0763842      0.00321065
            1.24               8       0.0828025       0.0771865      0.00290783
            1.24               9       0.0743052       0.0768663       0.0026023
            1.24              10       0.0796942       0.0771491      0.00235738
            1.24              11       0.0853634       0.0778959      0.00225826
            1.24              12       0.0763826       0.0777698      0.00207359
            1.24              13       0.0845091       0.0782882      0.00197782
            1.24              14       0.0761143       0.0781329      0.00184263
            1.24              15       0.0889344        0.078853      0.00185517
            1.24              16       0.0622605        0.077816      0.00200826
            1.24              17       0.0781484       0.0778355      0.00189022
            1.24              18       0.0710084       0.0774562      0.00182287
            1.24              19       0.0755619       0.0773565      0.00172965
            1.24              20        0.077303       0.0773539      0.00164317
            1.26               1       0.0832612       0.0832612               0
            1.26               2       0.0631713       0.0732163      0.00710286
            1.26               3       0.0813019       0.0759115      0.00522162
            1.26               4       0.0699046       0.0744098      0.00412651
            1.26               5       0.0855633       0.0766405      0.00385731
            1.26               6       0.0829485       0.0776918      0.00335464
            1.26               7       0.0709827       0.0767333      0.00300921
            1.26               8       0.0708728       0.0760008      0.00272077
            1.26               9       0.0734016        0.075712      0.00243374
            1.26              10       0.0703922         0.07518      0.00224776
            1.26              11       0.0730759       0.0749887      0.00205154
            1.26              12       0.0759205       0.0750664      0.00188204
            1.26              13       0.0605875       0.0739526      0.00204038
            1.26              14       0.0754499       0.0740595      0.00189744
            1.26              15        0.060017       0.0731234      0.00198852
            1.26              16       0.0700025       0.0729283      0.00187378
            1.26              17       0.0651216       0.0724691      0.00181896
            1.26              18       0.0724065       0.0724656      0.00171791
            1.26              19       0.0762762       0.0726662      0.00163916
            1.26              20       0.0828626        0.073176      0.00163456
            1.28               1       0.0875594       0.0875594               0
            1.28               2       0.0678094       0.0776844      0.00698271
            1.28               3       0.0794536       0.0782741      0.00467997
            1.28               4       0.0655246       0.0750868      0.00446537
            1.28               5       0.0552272       0.0711148      0.00503808
            1.28               6       0.0603511       0.0693209      0.00450649
            1.28               7       0.0665891       0.0689306      0.00387956
            1.28               8       0.0670798       0.0686993      0.00340151
            1.28               9       0.0930649       0.0714066      0.00395689
            1.28              10       0.0800607        0.072272      0.00365461
            1.28              11       0.0572943       0.0709104      0.00356701
            1.28              12       0.0749003       0.0712429      0.00328522
            1.28              13       0.0704715       0.0711835      0.00303305
            1.28              14       0.0796337       0.0717871      0.00287583
            1.28              15       0.0792259        0.072283      0.00272654
            1.28              16       0.0821137       0.0728975      0.00262444
            1.28              17       0.0781665       0.0732074       0.0024883
            1.28              18       0.0664849       0.0728339      0.00237792
            1.28              19       0.0803187       0.0732279      0.00228517
            1.28              20       0.0760822       0.0733706      0.00217536
             1.3               1       0.0755784       0.0755784               0
             1.3               2       0.0693733       0.0724759      0.00219385
             1.3               3       0.0704182         0.07179      0.00156612
             1.3               4        0.071415       0.0716962      0.00117739
             1.3               5       0.0655951        0.070476      0.00144166
             1.3               6       0.0854194       0.0729666      0.00257146
             1.3               7       0.0854143       0.0747448      0.00275109
             1.3               8       0.0741073       0.0746651      0.00240836
             1.3               9        0.091185       0.0765007      0.00275277
             1.3              10       0.0846398       0.0773146      0.00259503
             1.3              11       0.0763365       0.0772257      0.00236064
             1.3              12       0.0724118       0.0768245      0.00219774
             1.3              13       0.0788178       0.0769778      0.00203402
             1.3              14       0.0633218       0.0760024       0.0021097
             1.3              15       0.0729958        0.075802      0.00197855
             1.3              16       0.0693805       0.0754006      0.00189516
             1.3              17       0.0647181       0.0747722      0.00188498
             1.3              18       0.0737057        0.074713      0.00178119
             1.3              19       0.0823491       0.0751149      0.00173219
             1.3              20       0.0611192       0.0744151      0.00178133
            1.32               1       0.0645708       0.0645708               0
            1.32               2       0.0645511       0.0645609     6.96639e-06
            1.32               3       0.0646061        0.064576     1.31268e-05
            1.32               4       0.0760872       0.0674538      0.00249228
            1.32               5       0.0693547        0.067834      0.00202261
            1.32               6       0.0750771       0.0690412      0.00201379
            1.32               7       0.0643696       0.0683738      0.00183336
            1.32               8       0.0642068       0.0678529      0.00167655
            1.32               9       0.0653413       0.0675739      0.00151331
            1.32              10        0.066899       0.0675064      0.00136349
            1.32              11        0.068215       0.0675708      0.00124105
            1.32              12        0.068664       0.0676619      0.00114097
            1.32              13       0.0696482       0.0678147      0.00106339
            1.32              14       0.0761204       0.0684079      0.00114098
            1.32              15       0.0625278       0.0680159      0.00113025
            1.32              16        0.060295       0.0675334      0.00115805
            1.32              17       0.0631355       0.0672747      0.00111845
            1.32              18       0.0795364       0.0679559      0.00124663
            1.32              19       0.0738555       0.0682664      0.00121907
            1.32              20       0.0747795       0.0685921      0.00120083
            1.34               1        0.079408        0.079408               0
            1.34               2       0.0732732       0.0763406      0.00216901
            1.34               3       0.0770632       0.0765815      0.00145932
            1.34               4       0.0657843       0.0738822      0.00258119
            1.34               5       0.0675172       0.0726092      0.00235806
            1.34               6       0.0744193       0.0729109      0.00198425
            1.34               7       0.0670354       0.0720715      0.00186991
            1.34               8       0.0600714       0.0705715      0.00215542
            1.34               9       0.0691031       0.0704084       0.0019221
            1.34              10       0.0514668       0.0685142       0.0024943
            1.34              11       0.0749473        0.069099       0.0023351
            1.34              12       0.0695356       0.0691354      0.00214079
            1.34              13       0.0616856       0.0685623      0.00205138
            1.34              14         0.07162       0.0687807      0.00191645
            1.34              15       0.0543248        0.067817      0.00201649
            1.34              16       0.0740803       0.0682085      0.00192808
            1.34              17       0.0680094       0.0681968       0.0018147
            1.34              18       0.0692805        0.068257      0.00171488
            1.34              19       0.0670753       0.0681948      0.00162575
            1.34              20       0.0651231       0.0680412       0.0015517
            1.36               1       0.0638613       0.0638613               0
            1.36               2       0.0595852       0.0617233      0.00151181
            1.36               3       0.0594865       0.0609777      0.00117746
            1.36               4       0.0714585       0.0635979      0.00243496
            1.36               5       0.0597786        0.062834      0.00206431
            1.36               6       0.0692292       0.0638999      0.00197636
            1.36               7         0.06047       0.0634099      0.00175371
            1.36               8       0.0480763       0.0614932      0.00235992
            1.36               9       0.0629234       0.0616521      0.00210305
            1.36              10       0.0724282       0.0627297      0.00215119
            1.36              11        0.064591       0.0628989      0.00196227
            1.36              12       0.0740851       0.0638311      0.00200799
            1.36              13       0.0767128        0.064822      0.00208373
            1.36              14       0.0479605       0.0636176      0.00225627
            1.36              15       0.0570766       0.0631815      0.00214758
            1.36              16       0.0651825       0.0633066      0.00201699
            1.36              17        0.056434       0.0629023      0.00193844
            1.36              18       0.0581312       0.0626373      0.00184878
            1.36              19       0.0622416       0.0626164      0.00175159
            1.36              20       0.0700173       0.0629865      0.00170265
            1.38               1       0.0498506       0.0498506               0
            1.38               2       0.0609026       0.0553766      0.00390748
            1.38               3       0.0717322       0.0608285      0.00515763
            1.38               4       0.0711509       0.0634091      0.00446741
            1.38               5       0.0608081       0.0628889      0.00360409
            1.38               6        0.064957       0.0632336      0.00301984
            1.38               7       0.0594638        0.062695      0.00263602
            1.38               8       0.0677305       0.0633245      0.00238048
            1.38               9       0.0558801       0.0624973      0.00225511
            1.38              10       0.0676821       0.0630158      0.00208836
            1.38              11       0.0522018       0.0620327      0.00211729
            1.38              12       0.0522738       0.0612195      0.00209121
            1.38              13        0.062838        0.061344      0.00193405
            1.38              14       0.0700806        0.061968      0.00189391
            1.38              15       0.0655298       0.0622055      0.00178247
            1.38              16       0.0547604       0.0617401      0.00173074
            1.38              17       0.0657554       0.0619763      0.00164497
            1.38              18       0.0693574       0.0623864      0.00160387
            1.38              19       0.0592854       0.0622232      0.00152774
            1.38              20       0.0705061       0.0626373      0.00150644
             1.4               1       0.0527583       0.0527583               0
             1.4               2       0.0508104       0.0517843     0.000688698
             1.4               3       0.0635806       0.0557164      0.00324321
             1.4               4       0.0623936       0.0573857      0.00282958
             1.4               5       0.0580347       0.0575155      0.00226664
             1.4               6       0.0530801       0.0567763      0.00200579
             1.4               7       0.0500636       0.0558173      0.00193495
             1.4               8        0.058376       0.0561372      0.00171932
             1.4               9       0.0549432       0.0560045      0.00153339
             1.4              10       0.0526061       0.0556647      0.00141721
             1.4              11       0.0705147       0.0570147      0.00182119
             1.4              12       0.0632795       0.0575367      0.00174265
             1.4              13       0.0550171       0.0573429      0.00161934
             1.4              14        0.059126       0.0574703      0.00150867
             1.4              15       0.0577531       0.0574891      0.00140821
             1.4              16       0.0523528       0.0571681       0.0013563
             1.4              17       0.0544584       0.0570087      0.00128585
             1.4              18       0.0567324       0.0569934       0.0012145
             1.4              19       0.0477493       0.0565068      0.00124422
             1.4              20       0.0647753       0.0569203      0.00124881
            1.42               1       0.0480347       0.0480347               0
            1.42               2       0.0527931       0.0504139      0.00168235
            1.42               3        0.068226       0.0563513      0.00497589
            1.42               4       0.0647408       0.0584487      0.00415047
            1.42               5       0.0520653        0.057172      0.00351124
            1.42               6       0.0601484       0.0576681      0.00296087
            1.42               7        0.058684       0.0578132      0.00254144
            1.42               8       0.0446287       0.0561651      0.00270587
            1.42               9       0.0602936       0.0566238      0.00244379
            1.42              10       0.0664515       0.0576066      0.00238886
            1.42              11       0.0615601        0.057966      0.00219856
            1.42              12       0.0569765       0.0578836       0.0020169
            1.42              13       0.0608455       0.0581114      0.00187457
            1.42              14       0.0506096       0.0575756      0.00181565
            1.42              15       0.0492111       0.0570179      0.00177817
            1.42              16        0.061868       0.0573211      0.00169268
            1.42              17       0.0601033       0.0574847        0.001601
            1.42              18       0.0607454       0.0576659      0.00152227
            1.42              19       0.0590116       0.0577367       0.0014438
            1.42              20       0.0647111       0.0580854      0.00141309
            1.44               1       0.0547405       0.0547405               0
            1.44               2       0.0497929       0.0522667      0.00174924
            1.44               3       0.0574534       0.0539956      0.00183102
            1.44               4       0.0464708       0.0521144      0.00213074
            1.44               5       0.0717714       0.0560458      0.00390773
            1.44               6        0.047507       0.0546227      0.00350602
            1.44               7       0.0630959       0.0558331      0.00320731
            1.44               8         0.04698       0.0547265      0.00299123
            1.44               9       0.0484065       0.0540243      0.00274006
            1.44              10       0.0565139       0.0542732      0.00247734
            1.44              11       0.0593735       0.0547369       0.0022951
            1.44              12       0.0612814       0.0552823      0.00216767
            1.44              13       0.0577169       0.0554695        0.002009
            1.44              14       0.0483831       0.0549634      0.00192821
            1.44              15       0.0552331       0.0549813      0.00179975
            1.44              16       0.0472291       0.0544968      0.00175127
            1.44              17       0.0623943       0.0549614      0.00170876
            1.44              18       0.0425183       0.0542701      0.00174808
            1.44              19       0.0655719       0.0548649      0.00175436
            1.44              20        0.057708       0.0550071      0.00167239
            1.46               1       0.0523789       0.0523789               0
            1.46               2       0.0544507       0.0534148     0.000732483
            1.46               3       0.0637293        0.056853       0.0028494
            1.46               4       0.0489638       0.0548807      0.00273577
            1.46               5       0.0563955       0.0551837      0.00220533
            1.46               6       0.0430554       0.0531623       0.0026043
            1.46               7       0.0528455        0.053117      0.00223265
            1.46               8       0.0447674       0.0520733      0.00218393
            1.46               9       0.0520833       0.0520744      0.00194128
            1.46              10       0.0425259       0.0511196      0.00196802
            1.46              11       0.0531029       0.0512999      0.00179735
            1.46              12       0.0572307       0.0517941      0.00171417
            1.46              13       0.0470213        0.051427      0.00162115
            1.46              14       0.0576264       0.0518698      0.00156467
            1.46              15       0.0649996       0.0527451      0.00168753
            1.46              16       0.0503634       0.0525963      0.00158861
            1.46              17       0.0513133       0.0525208      0.00149695
            1.46              18       0.0516719       0.0524736      0.00141453
            1.46              19       0.0618149       0.0529653      0.00142296
            1.46              20        0.053738       0.0530039      0.00135234
            1.48               1       0.0602279       0.0602279               0
            1.48               2        0.044955       0.0525914      0.00539978
            1.48               3       0.0492928       0.0514919      0.00371011
            1.48               4       0.0436208       0.0495241      0.00326296
            1.48               5       0.0562775       0.0508748      0.00287637
            1.48               6       0.0439822        0.049726      0.00261634
            1.48               7       0.0447254       0.0490116      0.00233807
            1.48               8       0.0478654       0.0488684      0.00205019
            1.48               9       0.0530466       0.0493326      0.00187422
            1.48              10        0.058297       0.0502291      0.00188906
            1.48              11       0.0465824       0.0498975      0.00174617
            1.48              12       0.0514703       0.0500286      0.00160557
            1.48              13       0.0524352       0.0502137       0.0014927
            1.48              14       0.0637577       0.0511811      0.00167041
            1.48              15       0.0543058       0.0513895      0.00157198
            1.48              16       0.0471745        0.051126      0.00149565
            1.48              17        0.056598       0.0514479      0.00144189
            1.48              18       0.0537375       0.0515751      0.00136738
            1.48              19       0.0428662       0.0511167      0.00137009
            1.48              20       0.0477222        0.050947      0.00131205
             1.5               1       0.0431819       0.0431819               0
             1.5               2       0.0482649       0.0457234      0.00179711
             1.5               3       0.0522761       0.0479076      0.00214849
             1.5               4       0.0530722       0.0491988      0.00196132
             1.5               5       0.0554397        0.050447      0.00192569
             1.5               6        0.055342       0.0512628      0.00176915
             1.5               7       0.0501315       0.0511012      0.00152377
             1.5               8       0.0510149       0.0510904      0.00133334
             1.5               9       0.0532721       0.0513328      0.00120703
             1.5              10       0.0411521       0.0503147      0.00145359
             1.5              11       0.0513009       0.0504044       0.0013242
             1.5              12       0.0597278       0.0511813      0.00142365
             1.5              13        0.046049       0.0507865      0.00136778
             1.5              14       0.0482706       0.0506068      0.00128184
             1.5              15       0.0584458       0.0511294      0.00129855
             1.5              16        0.045454       0.0507747      0.00126491
             1.5              17        0.052453       0.0508735      0.00119435
             1.5              18       0.0510482       0.0508832      0.00112804
             1.5              19       0.0489277       0.0507802      0.00107335
             1.5              20       0.0473425       0.0506084      0.00103335
            1.52               1       0.0556429       0.0556429               0
            1.52               2       0.0501109       0.0528769      0.00195586
            1.52               3       0.0493272       0.0516937      0.00162281
            1.52               4       0.0473594       0.0506101      0.00153686
            1.52               5       0.0526604       0.0510201      0.00128303
            1.52               6       0.0464109       0.0502519      0.00127866
            1.52               7        0.048287       0.0499712      0.00112638
            1.52               8       0.0470773       0.0496095      0.00104205
            1.52               9       0.0508899       0.0497517     0.000935931
            1.52              10       0.0571661       0.0504932       0.0010974
            1.52              11       0.0430023       0.0498122      0.00119032
            1.52              12       0.0567296       0.0503886      0.00122277
            1.52              13       0.0470018       0.0501281      0.00115613
            1.52              14         0.05348       0.0503675      0.00109806
            1.52              15       0.0512916       0.0504291      0.00102658
            1.52              16       0.0522668        0.050544     0.000968825
            1.52              17       0.0473838       0.0503581     0.000929499
            1.52              18        0.042575       0.0499257      0.00097325
            1.52              19       0.0456934       0.0497029     0.000947174
            1.52              20        0.047378       0.0495867     0.000906921
            1.54               1       0.0457555       0.0457555               0
            1.54               2       0.0527863       0.0492709      0.00248574
            1.54               3       0.0442738       0.0476052       0.0021438
            1.54               4       0.0457215       0.0471343      0.00165876
            1.54               5       0.0419381        0.046095      0.00162018
            1.54               6       0.0568149       0.0478817       0.0021173
            1.54               7       0.0426795       0.0471385      0.00194088
            1.54               8       0.0478895       0.0472324      0.00170054
            1.54               9        0.049031       0.0474322      0.00152329
            1.54              10       0.0481969       0.0475087      0.00137288
            1.54              11       0.0517633       0.0478955      0.00130141
            1.54              12       0.0433986       0.0475207      0.00124575
            1.54              13       0.0563527       0.0482001      0.00132226
            1.54              14       0.0540251       0.0486162      0.00129161
            1.54              15       0.0507942       0.0487614      0.00121364
            1.54              16       0.0520859       0.0489692      0.00115544
            1.54              17       0.0458752       0.0487872      0.00110171
            1.54              18       0.0467914       0.0486763      0.00104607
            1.54              19       0.0420143       0.0483257      0.00104813
            1.54              20       0.0497536       0.0483971     0.000998154
            1.56               1       0.0539027       0.0539027               0
            1.56               2       0.0447982       0.0493504      0.00321892
            1.56               3       0.0510306       0.0499105      0.00219413
            1.56               4       0.0441617       0.0484733      0.00206329
            1.56               5       0.0439756       0.0475738      0.00183628
            1.56               6       0.0459491        0.047303      0.00155007
            1.56               7       0.0478255       0.0473776      0.00133043
            1.56               8       0.0495454       0.0476486       0.0011914
            1.56               9       0.0451443       0.0473704      0.00109103
            1.56              10         0.06149       0.0487823      0.00166086
            1.56              11       0.0486635       0.0487715      0.00150991
            1.56              12       0.0532697       0.0491464      0.00142985
            1.56              13       0.0446145       0.0487978       0.0013617
            1.56              14       0.0368103       0.0479415      0.00150983
            1.56              15       0.0473846       0.0479044      0.00140963
            1.56              16       0.0527079       0.0482046      0.00135312
            1.56              17       0.0471167       0.0481406      0.00127504
            1.56              18       0.0469626       0.0480752      0.00120588
            1.56              19       0.0462431       0.0479787      0.00114626
            1.56              20       0.0462076       0.0478902      0.00109237
            1.58               1        0.041231        0.041231               0
            1.58               2       0.0495366       0.0453838      0.00293647
            1.58               3       0.0405413       0.0437696      0.00235996
            1.58               4       0.0394839       0.0426982      0.00199844
            1.58               5       0.0371764       0.0415938      0.00187928
            1.58               6       0.0548725       0.0438069      0.00255619
            1.58               7       0.0377152       0.0429367      0.00233446
            1.58               8       0.0443384       0.0431119      0.00204922
            1.58               9       0.0514034       0.0440332      0.00201802
            1.58              10       0.0466495       0.0442948       0.0018331
            1.58              11       0.0522644       0.0450193      0.00180396
            1.58              12        0.049697       0.0454091      0.00169522
            1.58              13       0.0511915       0.0458539      0.00162212
            1.58              14       0.0325997       0.0449072      0.00176099
            1.58              15       0.0490732       0.0451849      0.00166535
            1.58              16       0.0411963       0.0449356      0.00157981
            1.58              17        0.041801       0.0447512      0.00149761
            1.58              18       0.0440845       0.0447142      0.00141486
            1.58              19       0.0451658        0.044738       0.0013406
            1.58              20        0.055561       0.0452791      0.00137847
             1.6               1       0.0423648       0.0423648               0
             1.6               2       0.0425643       0.0424645     7.05631e-05
             1.6               3       0.0453452       0.0434248     0.000785422
             1.6               4       0.0493622       0.0449091      0.00141404
             1.6               5        0.056038       0.0471349      0.00228975
             1.6               6        0.036543       0.0453696      0.00249758
             1.6               7       0.0359503        0.044024      0.00247688
             1.6               8       0.0356249       0.0429741       0.0023794
             1.6               9       0.0439421       0.0430816      0.00211745
             1.6              10       0.0395319       0.0427267      0.00193523
             1.6              11       0.0255551       0.0411656      0.00230445
             1.6              12       0.0466866       0.0416257      0.00215785
             1.6              13       0.0393287        0.041449      0.00199909
             1.6              14       0.0446255       0.0416759      0.00186913
             1.6              15       0.0442699       0.0418488       0.0017525
             1.6              16       0.0410354        0.041798       0.0016437
             1.6              17       0.0412035        0.041763      0.00154739
             1.6              18       0.0431595       0.0418406      0.00146337
             1.6              19         0.03244       0.0413458      0.00146761
             1.6              20       0.0325489        0.040906      0.00145865
            1.62               1       0.0373429       0.0373429               0
            1.62               2         0.03946       0.0384014     0.000748529
            1.62               3       0.0398778       0.0388936     0.000640688
            1.62               4       0.0450638       0.0404361      0.00141969
            1.62               5       0.0493727       0.0422234        0.001961
            1.62               6        0.050967       0.0436807      0.00210717
            1.62               7       0.0485089       0.0443704      0.00191571
            1.62               8       0.0313225       0.0427394      0.00226659
            1.62               9       0.0420158        0.042659      0.00201617
            1.62              10       0.0375469       0.0421478      0.00187825
            1.62              11       0.0440205       0.0423181       0.0017152
            1.62              12        0.042618       0.0423431      0.00157245
            1.62              13        0.037134       0.0419424      0.00150168
            1.62              14       0.0418227       0.0419338      0.00139444
            1.62              15       0.0453204       0.0421596      0.00131963
            1.62              16        0.043136       0.0422206      0.00123856
            1.62              17       0.0414379       0.0421746      0.00116656
            1.62              18       0.0412351       0.0421224      0.00110292
            1.62              19       0.0534506       0.0427186      0.00119521
            1.62              20       0.0437933       0.0427723      0.00113665
            1.64               1       0.0464438       0.0464438               0
            1.64               2       0.0436074       0.0450256       0.0010028
            1.64               3       0.0385985       0.0428832      0.00187264
            1.64               4       0.0377238       0.0415934      0.00179454
            1.64               5       0.0527642       0.0438275      0.00246053
            1.64               6       0.0415385        0.043446      0.00207981
