#T      BLOCK:   ACTUAL_M:      M_AVE:      ERROR:
            1.72               5       0.0431631       0.0390775      0.00139807
            1.72               6       0.0338212       0.0382014      0.00141312
            1.72               7       0.0368331        0.038006      0.00122469
            1.72               8       0.0408497       0.0383614      0.00112201
            1.72               9       0.0423839       0.0388084       0.0010827
            1.72              10       0.0468158       0.0396091      0.00123555
            1.72              11       0.0421275        0.039838      0.00114424
            1.72              12       0.0299853        0.039017      0.00131078
            1.72              13       0.0389298       0.0390103      0.00120997
            1.72              14       0.0424928        0.039259      0.00114882
            1.72              15       0.0323089       0.0387957      0.00116192
            1.72              16       0.0317578       0.0383558       0.0011696
            1.72              17       0.0357103       0.0382002      0.00111111
            1.72              18       0.0363653       0.0380983      0.00105405
            1.72              19       0.0351451       0.0379428      0.00100996
            1.72              20       0.0311964       0.0376055      0.00101423
            1.74               1        0.034227        0.034227               0
            1.74               2       0.0347198       0.0344734     0.000174244
            1.74               3       0.0369654        0.035304     0.000688111
            1.74               4       0.0336048       0.0348792     0.000633794
            1.74               5       0.0367726       0.0352579     0.000609758
            1.74               6       0.0242784        0.033428      0.00174606
            1.74               7        0.035329       0.0336996      0.00151759
            1.74               8       0.0411344       0.0346289      0.00158715
            1.74               9       0.0449659       0.0357775      0.00177847
            1.74              10       0.0373094       0.0359307      0.00160721
            1.74              11        0.038114       0.0361292       0.0014733
            1.74              12       0.0377738       0.0362662      0.00135689
            1.74              13       0.0384904       0.0364373      0.00126325
            1.74              14        0.036968       0.0364752      0.00117359
            1.74              15       0.0317459       0.0361599      0.00113691
            1.74              16       0.0376988       0.0362561      0.00106992
            1.74              17       0.0358672       0.0362332      0.00100722
            1.74              18       0.0299052       0.0358817      0.00101076
            1.74              19       0.0217159       0.0351361      0.00120147
            1.74              20       0.0411926       0.0354389      0.00117895
            1.76               1       0.0359061       0.0359061               0
            1.76               2       0.0387442       0.0373252      0.00100339
            1.76               3        0.034072       0.0362408      0.00110968
            1.76               4       0.0335524       0.0355687      0.00101559
            1.76               5       0.0340537       0.0352657     0.000856482
            1.76               6       0.0343344       0.0351105     0.000727663
            1.76               7       0.0372886       0.0354216     0.000687027
            1.76               8       0.0312953       0.0349058     0.000770819
            1.76               9       0.0300865       0.0343704     0.000851085
            1.76              10       0.0330485       0.0342382     0.000776173
            1.76              11       0.0520714       0.0358594      0.00169919
            1.76              12       0.0282889       0.0352285      0.00167061
            1.76              13       0.0362456       0.0353067      0.00154393
            1.76              14       0.0314585       0.0350319      0.00145791
            1.76              15       0.0411749       0.0354414      0.00141707
            1.76              16       0.0393577       0.0356862      0.00134948
            1.76              17       0.0408368       0.0359891      0.00130367
            1.76              18       0.0377573       0.0360874      0.00123493
            1.76              19       0.0320799       0.0358765      0.00118781
            1.76              20       0.0312509       0.0356452      0.00115072
            1.78               1       0.0374919       0.0374919               0
            1.78               2       0.0384311       0.0379615      0.00033206
            1.78               3         0.04208       0.0393343      0.00114254
            1.78               4       0.0320516       0.0375137      0.00179456
            1.78               5       0.0332872       0.0366684      0.00162256
            1.78               6       0.0357571       0.0365165      0.00135922
            1.78               7       0.0366937       0.0365418      0.00116528
            1.78               8       0.0347033        0.036312      0.00104204
            1.78               9       0.0316617       0.0357953      0.00104655
            1.78              10       0.0367174       0.0358875     0.000945945
            1.78              11       0.0444207       0.0366633      0.00113428
            1.78              12       0.0373576       0.0367211      0.00104123
            1.78              13       0.0403649       0.0370014      0.00099815
            1.78              14       0.0335639       0.0367559     0.000956577
            1.78              15       0.0346137       0.0366131     0.000903403
            1.78              16        0.035981       0.0365736     0.000847803
            1.78              17       0.0368228       0.0365882     0.000798059
            1.78              18       0.0324126       0.0363562     0.000786717
            1.78              19       0.0341026       0.0362376     0.000754199
            1.78              20       0.0260726       0.0357294     0.000871069
             1.8               1       0.0384343       0.0384343               0
             1.8               2       0.0324508       0.0354426      0.00211549
             1.8               3       0.0336603       0.0348485      0.00149142
             1.8               4       0.0341879       0.0346833      0.00112767
             1.8               5       0.0396438       0.0356754       0.0012654
             1.8               6       0.0376781       0.0360092      0.00109764
             1.8               7       0.0308347         0.03527      0.00116342
             1.8               8       0.0299654       0.0346069      0.00119206
             1.8               9       0.0385061       0.0350402      0.00113562
             1.8              10       0.0376781        0.035304      0.00105225
             1.8              11       0.0330383        0.035098     0.000976539
             1.8              12       0.0327339        0.034901     0.000914817
             1.8              13       0.0345016       0.0348703     0.000844962
             1.8              14       0.0299322       0.0345175     0.000855063
             1.8              15        0.039374       0.0348413     0.000857165
             1.8              16       0.0327419       0.0347101     0.000813573
             1.8              17       0.0297262       0.0344169     0.000816832
             1.8              18       0.0340364       0.0343958     0.000771726
             1.8              19       0.0347222        0.034413       0.0007313
             1.8              20       0.0402751       0.0347061     0.000751181
            1.82               1       0.0329657       0.0329657               0
            1.82               2       0.0357387       0.0343522     0.000980387
            1.82               3       0.0243183       0.0310076      0.00280799
            1.82               4       0.0325943       0.0314042      0.00213383
            1.82               5        0.037227       0.0325688      0.00199976
            1.82               6       0.0316919       0.0324226       0.0016718
            1.82               7       0.0326573       0.0324562      0.00143331
            1.82               8       0.0392317       0.0333031      0.00148341
            1.82               9       0.0245798       0.0323339      0.00160429
            1.82              10       0.0337287       0.0324733      0.00144991
            1.82              11       0.0409306       0.0332422      0.00150823
            1.82              12       0.0315645       0.0331024      0.00138901
            1.82              13       0.0344152       0.0332034      0.00128583
            1.82              14       0.0360578       0.0334072      0.00121004
            1.82              15       0.0310858       0.0332525      0.00113923
            1.82              16       0.0360927         0.03343      0.00108177
            1.82              17       0.0245919       0.0329101      0.00113621
            1.82              18       0.0300908       0.0327535      0.00108383
            1.82              19       0.0322322        0.032726      0.00102714
            1.82              20       0.0307935       0.0326294     0.000980314
            1.84               1       0.0313212       0.0313212               0
            1.84               2       0.0366318       0.0339765      0.00187758
            1.84               3        0.028463       0.0321387      0.00195412
            1.84               4       0.0379967       0.0336032      0.00193817
            1.84               5       0.0306273        0.033008      0.00163938
            1.84               6       0.0307815       0.0326369      0.00140752
            1.84               7       0.0362233       0.0331493      0.00129634
            1.84               8       0.0327429       0.0330985       0.0011353
            1.84               9       0.0303243       0.0327902      0.00105016
            1.84              10       0.0355713       0.0330683     0.000981281
            1.84              11       0.0348882       0.0332338     0.000905914
            1.84              12       0.0325995       0.0331809     0.000831961
            1.84              13       0.0339278       0.0332384     0.000769946
            1.84              14       0.0315092       0.0331149     0.000724788
            1.84              15       0.0259903       0.0326399     0.000817415
            1.84              16       0.0313402       0.0325587     0.000770352
            1.84              17        0.035386        0.032725     0.000742774
            1.84              18       0.0350965       0.0328567     0.000713098
            1.84              19       0.0252112       0.0324543     0.000780891
            1.84              20       0.0259119       0.0321272     0.000807463
            1.86               1        0.036477        0.036477               0
            1.86               2          0.0307       0.0335885       0.0020425
            1.86               3       0.0228108       0.0299959      0.00323397
            1.86               4       0.0264415       0.0291073      0.00254463
            1.86               5       0.0314449       0.0295748      0.00207821
            1.86               6       0.0323332       0.0300346      0.00178196
            1.86               7       0.0351576       0.0307664      0.00167094
            1.86               8        0.027484       0.0303561      0.00151161
            1.86               9       0.0256624       0.0298346      0.00143079
            1.86              10       0.0349802       0.0303492      0.00137714
            1.86              11       0.0315445       0.0304578      0.00125622
            1.86              12       0.0343294       0.0307805      0.00119225
            1.86              13       0.0322268       0.0308917      0.00110571
            1.86              14       0.0296043       0.0307998      0.00103055
            1.86              15       0.0311761       0.0308249     0.000962153
            1.86              16       0.0311857       0.0308474     0.000902283
            1.86              17       0.0317438       0.0309001     0.000850747
            1.86              18       0.0287515       0.0307808     0.000811814
            1.86              19       0.0294133       0.0307088     0.000772271
            1.86              20       0.0246255       0.0304046     0.000791293
            1.88               1       0.0280689       0.0280689               0
            1.88               2       0.0302625       0.0291657     0.000775538
            1.88               3        0.021019       0.0264502      0.00227673
            1.88               4       0.0299515       0.0273255      0.00186826
            1.88               5       0.0285299       0.0275664      0.00151006
            1.88               6       0.0414147       0.0298744      0.00245413
            1.88               7       0.0312244       0.0300673       0.0021111
            1.88               8        0.033056       0.0304409      0.00187998
            1.88               9       0.0282107       0.0301931      0.00168735
            1.88              10       0.0240369       0.0295775      0.00162704
            1.88              11        0.026291       0.0292787      0.00150631
            1.88              12       0.0333134       0.0296149      0.00141781
            1.88              13       0.0344666       0.0299881      0.00135698
            1.88              14        0.027879       0.0298375      0.00126839
            1.88              15       0.0323996       0.0300083      0.00119528
            1.88              16       0.0266763          0.0298      0.00113857
            1.88              17       0.0240685       0.0294629       0.0011204
            1.88              18       0.0223511       0.0290678      0.00112566
            1.88              19       0.0340427       0.0293296      0.00109645
            1.88              20       0.0330615       0.0295162      0.00105739
             1.9               1       0.0308653       0.0308653               0
             1.9               2       0.0257623       0.0283138       0.0018042
             1.9               3       0.0317466       0.0294581      0.00152303
             1.9               4       0.0379613       0.0315839      0.00216658
             1.9               5       0.0299674       0.0312606      0.00175722
             1.9               6       0.0326723       0.0314958      0.00148002
             1.9               7       0.0191354       0.0297301      0.00206927
             1.9               8       0.0318271       0.0299922      0.00182714
             1.9               9       0.0262147       0.0295725      0.00167163
             1.9              10       0.0302658       0.0296418      0.00150591
             1.9              11       0.0329984       0.0299469      0.00139958
             1.9              12        0.037216       0.0305527      0.00140795
             1.9              13       0.0245354       0.0300898      0.00137363
             1.9              14       0.0291666       0.0300239      0.00127709
             1.9              15       0.0375727       0.0305271      0.00128729
             1.9              16        0.026391       0.0302686      0.00123252
             1.9              17       0.0273041       0.0300942      0.00117229
             1.9              18       0.0308403       0.0301357       0.0011079
             1.9              19       0.0380529       0.0305524      0.00112522
             1.9              20       0.0309527       0.0305724      0.00106914
            1.92               1       0.0246262       0.0246262               0
            1.92               2        0.032213       0.0284196      0.00268236
            1.92               3       0.0357538       0.0308643      0.00267999
            1.92               4       0.0364564       0.0322623      0.00234646
            1.92               5       0.0289353       0.0315969      0.00196926
            1.92               6       0.0311858       0.0315284      0.00164224
            1.92               7        0.023228       0.0303426      0.00178511
            1.92               8        0.028048       0.0300558      0.00158485
            1.92               9        0.034721       0.0305742      0.00149111
            1.92              10       0.0333858       0.0308553      0.00136826
            1.92              11       0.0358504       0.0313094      0.00131707
            1.92              12       0.0288569        0.031105      0.00122307
            1.92              13       0.0317876       0.0311575      0.00113011
            1.92              14       0.0300955       0.0310817      0.00105193
            1.92              15       0.0302649       0.0310272     0.000983211
            1.92              16       0.0310472       0.0310285     0.000921761
            1.92              17       0.0310808       0.0310316     0.000867545
            1.92              18       0.0292922       0.0309349     0.000824712
            1.92              19       0.0405598       0.0314415     0.000923877
            1.92              20       0.0282859       0.0312837     0.000891054
            1.94               1       0.0284805       0.0284805               0
            1.94               2       0.0285285       0.0285045     1.69636e-05
            1.94               3        0.028091       0.0283667     0.000113101
            1.94               4       0.0253293       0.0276073     0.000663051
            1.94               5       0.0252348       0.0271328     0.000679335
            1.94               6       0.0281489       0.0273022     0.000586839
            1.94               7        0.023087          0.0267     0.000750882
            1.94               8       0.0252771       0.0265221     0.000677759
            1.94               9       0.0250612       0.0263598     0.000621587
            1.94              10       0.0172926       0.0254531       0.0010261
            1.94              11       0.0258853       0.0254924     0.000933571
            1.94              12       0.0293089       0.0258104     0.000908333
            1.94              13       0.0339051       0.0264331         0.00103
            1.94              14       0.0255283       0.0263685     0.000958457
            1.94              15       0.0245475       0.0262471     0.000902215
            1.94              16       0.0288008       0.0264067     0.000859829
            1.94              17       0.0343299       0.0268728        0.000927
            1.94              18       0.0325518       0.0271883     0.000927638
            1.94              19       0.0276945       0.0272149     0.000879197
            1.94              20       0.0292228       0.0273153      0.00084095
            1.96               1       0.0282161       0.0282161               0
            1.96               2       0.0335731       0.0308946      0.00189397
            1.96               3       0.0268516       0.0295469      0.00167483
            1.96               4       0.0213638       0.0275012      0.00217182
            1.96               5        0.028909       0.0277827      0.00175561
            1.96               6       0.0241269       0.0271734      0.00156518
            1.96               7       0.0303347        0.027625      0.00140522
            1.96               8       0.0264988       0.0274843       0.0012366
            1.96               9       0.0201843       0.0266731      0.00133905
            1.96              10       0.0289062       0.0268965      0.00122362
            1.96              11       0.0329271       0.0274447      0.00122908
            1.96              12       0.0338178       0.0279758      0.00123609
            1.96              13        0.027361       0.0279285      0.00114191
            1.96              14       0.0269868       0.0278612      0.00106232
            1.96              15       0.0261886       0.0277497     0.000997336
            1.96              16        0.033344       0.0280994     0.000994404
            1.96              17       0.0252965       0.0279345     0.000949479
            1.96              18       0.0314104       0.0281276     0.000916157
            1.96              19       0.0236474       0.0278918      0.00089777
            1.96              20       0.0301697       0.0280057     0.000860076
            1.98               1       0.0309302       0.0309302               0
            1.98               2       0.0216969       0.0263136      0.00326447
            1.98               3       0.0260174       0.0262148       0.0021778
            1.98               4       0.0256588       0.0260758      0.00163778
            1.98               5       0.0345521       0.0277711      0.00200395
            1.98               6       0.0259313       0.0274644      0.00169326
            1.98               7       0.0245686       0.0270507      0.00150105
            1.98               8       0.0344101       0.0279707       0.0015702
            1.98               9       0.0213555       0.0272356       0.0015583
            1.98              10       0.0239274       0.0269048      0.00143716
            1.98              11       0.0323101       0.0273962      0.00138797
            1.98              12       0.0261766       0.0272946      0.00127603
            1.98              13       0.0283727       0.0273775      0.00118056
            1.98              14       0.0248282       0.0271954      0.00111019
            1.98              15       0.0263874       0.0271416      0.00103748
            1.98              16       0.0253805       0.0270315     0.000978461
            1.98              17       0.0386273       0.0277136        0.001134
            1.98              18       0.0247795       0.0275506      0.00108266
            1.98              19       0.0283927       0.0275949      0.00102658
            1.98              20       0.0262928       0.0275298     0.000977314
               2               1       0.0311636       0.0311636               0
               2               2       0.0263225       0.0287431       0.0017116
               2               3       0.0280201       0.0285021      0.00115791
               2               4       0.0256227       0.0277822      0.00106902
               2               5       0.0242244       0.0270707      0.00106605
               2               6        0.028263       0.0272694     0.000906707
               2               7       0.0194946       0.0261587      0.00128895
               2               8       0.0232744       0.0257982      0.00117717
               2               9       0.0243676       0.0256392      0.00105705
               2              10       0.0381231       0.0268876      0.00151911
               2              11        0.027783        0.026969      0.00138319
               2              12       0.0333485       0.0275006      0.00136627
               2              13       0.0298666       0.0276826      0.00127324
               2              14       0.0187644       0.0270456      0.00133215
               2              15       0.0238918       0.0268354      0.00125982
               2              16       0.0261736        0.026794      0.00118176
               2              17       0.0273448       0.0268264      0.00111269
               2              18       0.0233742       0.0266346      0.00106728
               2              19       0.0236894       0.0264796       0.0010223
               2              20       0.0345096       0.0268811      0.00104706
            2.02               1       0.0168655       0.0168655               0
            2.02               2       0.0299617       0.0234136      0.00463022
            2.02               3       0.0311788        0.026002      0.00374098
            2.02               4       0.0253573       0.0258408      0.00280921
            2.02               5       0.0236374       0.0254001      0.00228167
            2.02               6       0.0274678       0.0257448      0.00192724
            2.02               7       0.0308888       0.0264796      0.00178654
            2.02               8       0.0218241       0.0258977      0.00165529
            2.02               9       0.0309121       0.0264548      0.00156232
            2.02              10       0.0220224       0.0260116      0.00146762
            2.02              11       0.0354145       0.0268664      0.00156344
            2.02              12       0.0253077       0.0267365      0.00143854
            2.02              13       0.0299661       0.0269849      0.00134917
            2.02              14       0.0302576       0.0272187      0.00127289
            2.02              15       0.0315957       0.0275105      0.00122102
            2.02              16       0.0282214       0.0275549      0.00114551
            2.02              17       0.0163175       0.0268939      0.00125444
            2.02              18        0.025815        0.026834      0.00118618
            2.02              19       0.0273804       0.0268627       0.0011241
            2.02              20       0.0297897       0.0270091      0.00107738
            2.04               1       0.0243793       0.0243793               0
            2.04               2       0.0266211       0.0255002     0.000792599
            2.04               3       0.0209138       0.0239714      0.00135551
            2.04               4       0.0240473       0.0239904      0.00101676
            2.04               5       0.0199574       0.0231838      0.00108725
            2.04               6       0.0234318       0.0232251     0.000906827
            2.04               7        0.030285       0.0242337      0.00121492
            2.04               8       0.0308903       0.0250657      0.00131753
            2.04               9       0.0216762       0.0246891      0.00122378
            2.04              10       0.0299515       0.0252154      0.00120927
            2.04              11       0.0249376       0.0251901       0.0010996
            2.04              12       0.0251021       0.0251828      0.00100799
            2.04              13       0.0291097       0.0254849     0.000974665
            2.04              14       0.0205876       0.0251351     0.000965779
            2.04              15       0.0235552       0.0250297     0.000907119
            2.04              16       0.0302115       0.0253536     0.000906396
            2.04              17       0.0261775       0.0254021     0.000854373
            2.04              18       0.0277479       0.0255324     0.000816787
            2.04              19       0.0264419       0.0255802       0.0007752
            2.04              20       0.0220787       0.0254052     0.000755951
            2.06               1       0.0296343       0.0296343               0
            2.06               2        0.018127       0.0238807      0.00406843
            2.06               3       0.0290761       0.0256125      0.00305875
            2.06               4       0.0242893       0.0252817      0.00231188
            2.06               5       0.0282958       0.0258845       0.0019265
            2.06               6       0.0307477        0.026695      0.00176772
            2.06               7       0.0267367        0.026701       0.0015152
            2.06               8        0.028435       0.0269178      0.00134121
            2.06               9        0.030989       0.0273701      0.00126618
            2.06              10       0.0281641       0.0274495      0.00114205
            2.06              11       0.0233921       0.0270807      0.00109617
            2.06              12       0.0312304       0.0274265      0.00105797
            2.06              13       0.0343796       0.0279613      0.00110353
            2.06              14       0.0244522       0.0277107      0.00105279
            2.06              15       0.0312496       0.0279466      0.00100869
            2.06              16       0.0315857        0.028174     0.000970956
            2.06              17       0.0241131       0.0279352     0.000942768
            2.06              18       0.0306145        0.028084     0.000902066
            2.06              19       0.0290894       0.0281369     0.000856139
            2.06              20       0.0232943       0.0278948     0.000846879
            2.08               1       0.0263086       0.0263086               0
            2.08               2       0.0285571       0.0274329     0.000794994
            2.08               3       0.0298836       0.0282498      0.00085194
            2.08               4       0.0242405       0.0272475      0.00107784
            2.08               5       0.0221889       0.0262358      0.00124994
            2.08               6       0.0256013         0.02613      0.00104608
            2.08               7       0.0278156       0.0263708     0.000923942
            2.08               8       0.0297389       0.0267918     0.000899268
            2.08               9       0.0295121       0.0270941     0.000848625
            2.08              10       0.0240391       0.0267886     0.000816902
            2.08              11       0.0203342       0.0262018     0.000929784
            2.08              12       0.0180483       0.0255224       0.0010722
            2.08              13       0.0263578       0.0255866     0.000991645
            2.08              14       0.0206103       0.0252312     0.000982456
            2.08              15       0.0274843       0.0253814     0.000928371
            2.08              16       0.0235721       0.0252683     0.000877208
            2.08              17       0.0181006       0.0248467     0.000921381
            2.08              18       0.0194255       0.0245455     0.000918097
            2.08              19       0.0253044       0.0245854     0.000870645
            2.08              20       0.0218397       0.0244481     0.000837866
             2.1               1       0.0271944       0.0271944               0
             2.1               2       0.0203127       0.0237536      0.00243304
             2.1               3       0.0191716       0.0222262      0.00204601
             2.1               4       0.0260247       0.0231758      0.00174098
             2.1               5       0.0293384       0.0244084      0.00177627
             2.1               6        0.025739       0.0246301      0.00149401
             2.1               7       0.0291625       0.0252776      0.00141394
             2.1               8       0.0199233       0.0246083      0.00138658
             2.1               9        0.024276       0.0245714      0.00123301
             2.1              10       0.0265238       0.0247667      0.00112506
             2.1              11       0.0255089       0.0248341       0.0010248
             2.1              12       0.0232551       0.0247026     0.000947812
             2.1              13       0.0239393       0.0246438      0.00087672
             2.1              14       0.0148188        0.023942      0.00105834
             2.1              15       0.0297609         0.02433      0.00105649
             2.1              16       0.0234912       0.0242776     0.000991758
             2.1              17       0.0221711       0.0241536     0.000941128
             2.1              18       0.0237829        0.024133     0.000889068
             2.1              19       0.0203624       0.0239346     0.000864141
             2.1              20       0.0246083       0.0239683     0.000821591
            2.12               1       0.0242563       0.0242563               0
            2.12               2       0.0270878       0.0256721      0.00100109
            2.12               3       0.0207037        0.024016      0.00150795
            2.12               4       0.0283816       0.0251074      0.00147393
            2.12               5       0.0288361       0.0258531      0.00135473
            2.12               6       0.0266788       0.0259907      0.00113591
            2.12               7       0.0290725        0.026431      0.00105551
            2.12               8       0.0258077       0.0263531      0.00092644
            2.12               9       0.0255092       0.0262593     0.000828233
            2.12              10       0.0239246       0.0260258     0.000777622
            2.12              11       0.0199386       0.0254724     0.000882122
            2.12              12       0.0197478       0.0249954     0.000928694
            2.12              13       0.0183646       0.0244853      0.00098744
            2.12              14       0.0213127       0.0242587     0.000942554
            2.12              15       0.0232322       0.0241903     0.000882198
            2.12              16       0.0249366       0.0242369     0.000828292
            2.12              17       0.0294012       0.0245407     0.000833416
            2.12              18       0.0231595        0.024464      0.00079064
            2.12              19       0.0221672       0.0243431     0.000758212
            2.12              20       0.0260849       0.0244302     0.000725286
            2.14               1       0.0290021       0.0290021               0
            2.14               2       0.0228781       0.0259401      0.00216517
            2.14               3       0.0263309       0.0260703      0.00144736
            2.14               4       0.0220675       0.0250696      0.00138903
            2.14               5       0.0327327       0.0266023      0.00176463
            2.14               6       0.0241175       0.0261881      0.00151834
            2.14               7       0.0237695       0.0258426      0.00134017
            2.14               8       0.0192269       0.0250156      0.00140481
            2.14               9       0.0221103       0.0246928      0.00128528
            2.14              10       0.0253081       0.0247544      0.00115822
            2.14              11        0.025676       0.0248381      0.00105596
            2.14              12       0.0276878       0.0250756     0.000994305
            2.14              13       0.0227224       0.0248946     0.000934152
            2.14              14       0.0247693       0.0248857      0.00086747
            2.14              15       0.0227666       0.0247444     0.000821061
            2.14              16       0.0199015       0.0244417     0.000823647
            2.14              17       0.0205136       0.0242106     0.000806957
            2.14              18         0.02966       0.0245134     0.000816944
            2.14              19        0.027523       0.0246718     0.000789154
            2.14              20       0.0236566        0.024621     0.000751327
            2.16               1       0.0193687       0.0193687               0
            2.16               2       0.0271408       0.0232548      0.00274785
            2.16               3       0.0278482       0.0247859      0.00221784
            2.16               4       0.0219215       0.0240698      0.00177523
            2.16               5       0.0193995       0.0231358       0.0016477
            2.16               6         0.02731       0.0238315      0.00151284
            2.16               7       0.0319157       0.0249864      0.00168069
            2.16               8        0.023344       0.0247811      0.00148309
            2.16               9       0.0297828       0.0253368      0.00141861
            2.16              10       0.0227196       0.0250751      0.00130067
            2.16              11       0.0187844       0.0245032       0.0013021
            2.16              12       0.0238284        0.024447       0.0011948
            2.16              13       0.0231302       0.0243457      0.00110718
            2.16              14       0.0242574       0.0243394      0.00102811
            2.16              15       0.0188443        0.023973      0.00102276
            2.16              16       0.0254815       0.0240673     0.000963171
            2.16              17       0.0227734       0.0239912     0.000909516
            2.16              18       0.0210449       0.0238275     0.000873592
            2.16              19       0.0257322       0.0239278     0.000833345
            2.16              20       0.0269148       0.0240771     0.000804949
            2.18               1       0.0235321       0.0235321               0
            2.18               2        0.023038       0.0232851     0.000174723
            2.18               3        0.024426       0.0236654     0.000331662
            2.18               4        0.018928        0.022481      0.00105541
            2.18               5       0.0229667       0.0225782     0.000848788
            2.18               6       0.0177816       0.0217787      0.00101631
            2.18               7       0.0241534        0.022118     0.000926009
            2.18               8       0.0209915       0.0219771     0.000820894
            2.18               9       0.0196592       0.0217196     0.000769026
            2.18              10       0.0232781       0.0218754     0.000707739
            2.18              11       0.0156607       0.0213105     0.000839131
            2.18              12       0.0222386       0.0213878     0.000772759
            2.18              13       0.0219737       0.0214329     0.000714629
            2.18              14       0.0268428       0.0218193      0.00076092
            2.18              15       0.0224477       0.0218612     0.000711344
            2.18              16       0.0216034       0.0218451     0.000667067
            2.18              17       0.0202324       0.0217502     0.000634538
            2.18              18       0.0188598       0.0215896     0.000619271
            2.18              19       0.0250473       0.0217716     0.000612833
            2.18              20       0.0233958       0.0218528     0.000587547
             2.2               1       0.0225094       0.0225094               0
             2.2               2       0.0253886        0.023949      0.00101796
             2.2               3       0.0165871        0.021495      0.00211546
             2.2               4       0.0233521       0.0219593      0.00163675
             2.2               5       0.0307054       0.0237085      0.00204018
             2.2               6       0.0271395       0.0242803      0.00177849
             2.2               7       0.0242275       0.0242728      0.00152443
             2.2               8       0.0262001       0.0245137      0.00135278
             2.2               9       0.0176966       0.0237562      0.00139854
             2.2              10       0.0202731       0.0234079      0.00130134
             2.2              11       0.0249641       0.0235494       0.0011907
             2.2              12       0.0232085        0.023521      0.00109182
             2.2              13       0.0154963       0.0229037      0.00116938
             2.2              14       0.0199953        0.022696      0.00110415
             2.2              15       0.0234941       0.0227492      0.00103182
             2.2              16       0.0223908       0.0227268     0.000967578
             2.2              17       0.0188077       0.0224962     0.000937722
             2.2              18       0.0285409       0.0228321     0.000943843
             2.2              19       0.0208365        0.022727     0.000899992
             2.2              20       0.0299703       0.0230892     0.000924997
            2.22               1       0.0223193       0.0223193               0
            2.22               2       0.0254144       0.0238669      0.00109427
            2.22               3       0.0246976       0.0241438     0.000763747
            2.22               4       0.0231493       0.0238952     0.000611941
            2.22               5       0.0264613       0.0244084     0.000671104
            2.22               6       0.0228506       0.0241488       0.0006074
            2.22               7       0.0280002        0.024699     0.000728374
            2.22               8       0.0181994       0.0238865     0.000991839
            2.22               9       0.0256486       0.0240823     0.000900752
            2.22              10       0.0249994        0.024174     0.000815332
            2.22              11       0.0180736       0.0236194      0.00091049
            2.22              12       0.0293583       0.0240977     0.000951963
            2.22              13       0.0222124       0.0239526     0.000889713
            2.22              14       0.0213778       0.0237687     0.000844958
            2.22              15       0.0282359       0.0240665     0.000839472
            2.22              16       0.0261076       0.0241941     0.000796638
            2.22              17       0.0199615       0.0239451     0.000787724
            2.22              18       0.0201894       0.0237365       0.0007711
            2.22              19       0.0202271       0.0235518     0.000752312
            2.22              20       0.0207553        0.023412     0.000727574
            2.24               1       0.0173916       0.0173916               0
            2.24               2       0.0234047       0.0203982      0.00212594
            2.24               3       0.0223408       0.0210457       0.0015127
            2.24               4       0.0205802       0.0209293      0.00113899
            2.24               5       0.0208446       0.0209124     0.000911318
            2.24               6        0.022545       0.0211845     0.000799022
            2.24               7       0.0198821       0.0209984     0.000706208
            2.24               8       0.0170085       0.0204997     0.000774268
            2.24               9       0.0208605       0.0205398     0.000689275
            2.24              10       0.0259489       0.0210807     0.000805085
            2.24              11       0.0232021       0.0212736     0.000754639
            2.24              12       0.0211676       0.0212647     0.000691804
            2.24              13       0.0283206       0.0218075     0.000824453
            2.24              14       0.0227999       0.0218784     0.000768605
            2.24              15       0.0183922        0.021646     0.000751682
            2.24              16       0.0208351       0.0215953     0.000706408
            2.24              17       0.0212658       0.0215759      0.00066512
            2.24              18       0.0266693       0.0218589     0.000685724
            2.24              19       0.0180154       0.0216566     0.000678815
            2.24              20       0.0179315       0.0214703     0.000669939
            2.26               1       0.0213521       0.0213521               0
            2.26               2       0.0158862       0.0186192      0.00193252
            2.26               3       0.0215865       0.0196083      0.00152056
            2.26               4       0.0182125       0.0192593      0.00117977
            2.26               5       0.0165798       0.0187234      0.00105857
            2.26               6       0.0237296       0.0195578      0.00116546
            2.26               7         0.02722       0.0206524      0.00142299
            2.26               8       0.0201499       0.0205896       0.0012465
            2.26               9       0.0263637       0.0212311      0.00126236
            2.26              10        0.021754       0.0212834      0.00113721
            2.26              11       0.0185283        0.021033      0.00106105
            2.26              12       0.0162752       0.0206365      0.00104408
            2.26              13       0.0210859        0.020671     0.000964336
            2.26              14       0.0258646        0.021042     0.000964173
            2.26              15       0.0270717        0.021444     0.000980114
            2.26              16       0.0258327       0.0217183     0.000956469
            2.26              17       0.0216312       0.0217132      0.00090022
            2.26              18       0.0242302        0.021853     0.000861001
            2.26              19        0.025399       0.0220396     0.000835667
            2.26              20       0.0188392       0.0218796      0.00080906
