#T      BLOCK:   ACTUAL_M:      M_AVE:      ERROR:
            1.04              20        0.138936        0.127949      0.00207055
            1.06               1        0.116653        0.116653               0
            1.06               2         0.12604        0.121347      0.00331911
            1.06               3        0.106472        0.116388      0.00461358
            1.06               4        0.101577        0.112685      0.00471769
            1.06               5        0.115248        0.113198      0.00380189
            1.06               6        0.114884        0.113479      0.00317861
            1.06               7        0.115456        0.113761      0.00273704
            1.06               8        0.109407        0.113217      0.00244843
            1.06               9        0.129305        0.115005      0.00275264
            1.06              10        0.117493        0.115254       0.0024886
            1.06              11        0.130098        0.116603      0.00260266
            1.06              12        0.121065        0.116975      0.00241219
            1.06              13        0.118584        0.117099      0.00222981
            1.06              14        0.119642         0.11728      0.00207792
            1.06              15        0.129874         0.11812      0.00210218
            1.06              16        0.121278        0.118317      0.00198004
            1.06              17        0.136255        0.119372      0.00212621
            1.06              18        0.125487        0.119712      0.00203504
            1.06              19        0.133595        0.120443      0.00205492
            1.06              20        0.126764        0.120759      0.00197634
            1.08               1        0.117682        0.117682               0
            1.08               2        0.117916        0.117799     8.27519e-05
            1.08               3        0.130287        0.121961      0.00339939
            1.08               4        0.107448        0.118333       0.0040464
            1.08               5        0.126618         0.11999      0.00356026
            1.08               6         0.11129         0.11854      0.00324875
            1.08               7        0.124906         0.11945      0.00290916
            1.08               8        0.117003        0.119144      0.00256153
            1.08               9        0.106599         0.11775      0.00262896
            1.08              10        0.118688        0.117844      0.00236774
            1.08              11        0.118353         0.11789      0.00215294
            1.08              12        0.125111        0.118492      0.00205591
            1.08              13        0.118817        0.118517      0.00189792
            1.08              14        0.111042        0.117983      0.00183591
            1.08              15        0.127606        0.118625      0.00182217
            1.08              16        0.135269        0.119665      0.00198311
            1.08              17        0.127081        0.120101      0.00191384
            1.08              18        0.126317        0.120446      0.00183841
            1.08              19        0.129267        0.120911      0.00179931
            1.08              20        0.110712        0.120401      0.00178014
             1.1               1         0.11184         0.11184               0
             1.1               2        0.112554        0.112197     0.000252244
             1.1               3        0.122955        0.115783      0.00293285
             1.1               4        0.118471        0.116455      0.00227533
             1.1               5        0.116292        0.116422      0.00182049
             1.1               6        0.111689        0.115633      0.00167935
             1.1               7        0.116722        0.115789      0.00144663
             1.1               8        0.107031        0.114694      0.00162819
             1.1               9        0.114506        0.114673      0.00144742
             1.1              10         0.11014         0.11422      0.00137183
             1.1              11        0.113614        0.114165      0.00124823
             1.1              12        0.110319        0.113844      0.00118463
             1.1              13        0.110739        0.113605      0.00111733
             1.1              14        0.115987        0.113776      0.00105039
             1.1              15        0.102968        0.113055      0.00120236
             1.1              16        0.119951        0.113486      0.00120197
             1.1              17        0.117153        0.113702      0.00115046
             1.1              18        0.118754        0.113982      0.00112027
             1.1              19       0.0979278        0.113137      0.00134268
             1.1              20        0.119734        0.113467      0.00131543
            1.12               1        0.105997        0.105997               0
            1.12               2         0.11384        0.109919      0.00277287
            1.12               3        0.106986        0.108941      0.00201357
            1.12               4       0.0950328        0.105464      0.00336871
            1.12               5         0.10067        0.104505      0.00282815
            1.12               6        0.100506        0.103839      0.00243406
            1.12               7        0.109809        0.104692      0.00223078
            1.12               8        0.102761         0.10445      0.00196494
            1.12               9        0.108463        0.104896      0.00179648
            1.12              10        0.100767        0.104483      0.00166361
            1.12              11        0.108953         0.10489       0.0015612
            1.12              12        0.113572        0.105613      0.00158995
            1.12              13        0.103737        0.105469      0.00147418
            1.12              14        0.108161        0.105661      0.00138136
            1.12              15        0.107208        0.105764      0.00129312
            1.12              16        0.107437        0.105869      0.00121652
            1.12              17        0.106507        0.105906      0.00114553
            1.12              18         0.11821         0.10659      0.00126954
            1.12              19        0.108969        0.106715      0.00120888
            1.12              20        0.108105        0.106784      0.00115044
            1.14               1       0.0967098       0.0967098               0
            1.14               2        0.105288        0.100999      0.00303281
            1.14               3        0.101088        0.101028      0.00202202
            1.14               4       0.0991381        0.100556      0.00157077
            1.14               5        0.087048       0.0978543      0.00272358
            1.14               6       0.0965908       0.0976437      0.00227778
            1.14               7         0.10223       0.0982989      0.00204442
            1.14               8       0.0970593       0.0981439      0.00179473
            1.14               9       0.0962182         0.09793      0.00160802
            1.14              10         0.11536        0.099673      0.00219743
            1.14              11        0.107298        0.100366      0.00210417
            1.14              12        0.103853        0.100657      0.00194878
            1.14              13        0.103401        0.100868      0.00181027
            1.14              14       0.0985036        0.100699      0.00168883
            1.14              15        0.102546        0.100822      0.00158072
            1.14              16       0.0944438        0.100423      0.00153137
            1.14              17       0.0957497        0.100149      0.00146576
            1.14              18       0.0833949       0.0992178      0.00165364
            1.14              19       0.0987508       0.0991932      0.00156679
            1.14              20       0.0975306       0.0991101      0.00149066
            1.16               1        0.096696        0.096696               0
            1.16               2        0.105627        0.101162      0.00315761
            1.16               3       0.0934705       0.0985978      0.00296866
            1.16               4       0.0846778       0.0951178      0.00374701
            1.16               5       0.0867053       0.0934353      0.00335415
            1.16               6       0.0915159       0.0931154      0.00281034
            1.16               7       0.0925952       0.0930411      0.00240984
            1.16               8       0.0960133       0.0934126      0.00213706
            1.16               9        0.102272        0.094397      0.00211418
            1.16              10       0.0971299       0.0946703      0.00192034
            1.16              11        0.113928       0.0964209      0.00241536
            1.16              12        0.101785        0.096868      0.00225507
            1.16              13       0.0944496       0.0966819      0.00208926
            1.16              14       0.0883943         0.09609      0.00202216
            1.16              15       0.0988301       0.0962726      0.00189558
            1.16              16        0.105863        0.096872      0.00186947
            1.16              17       0.0990218       0.0969985      0.00176377
            1.16              18       0.0962162        0.096955      0.00166632
            1.16              19       0.0987506       0.0970495       0.0015813
            1.16              20       0.0964351       0.0970188      0.00150253
            1.18               1       0.0940731       0.0940731               0
            1.18               2       0.0898154       0.0919443      0.00150535
            1.18               3       0.0961342       0.0933409      0.00151908
            1.18               4       0.0946666       0.0936723      0.00117491
            1.18               5       0.0922832       0.0933945     0.000972221
            1.18               6       0.0936257        0.093433     0.000810947
            1.18               7       0.0887469       0.0927636     0.000931289
            1.18               8       0.0952393        0.093073     0.000864767
            1.18               9       0.0944637       0.0932276     0.000782365
            1.18              10       0.0775976       0.0916646      0.00164148
            1.18              11        0.090369       0.0915468      0.00149648
            1.18              12       0.0900296       0.0914204       0.0013771
            1.18              13       0.0960195       0.0917741      0.00131583
            1.18              14       0.0851926        0.091304      0.00130312
            1.18              15       0.0894921       0.0911832      0.00122183
            1.18              16       0.0886805       0.0910268      0.00115543
            1.18              17       0.0922168       0.0910968      0.00108959
            1.18              18       0.0881278       0.0909319      0.00104146
            1.18              19       0.0801062       0.0903621      0.00113183
            1.18              20       0.0848077       0.0900844      0.00110878
             1.2               1       0.0936632       0.0936632               0
             1.2               2       0.0843145       0.0889889      0.00330528
             1.2               3       0.0781435       0.0853738      0.00368351
             1.2               4       0.0819209       0.0845105      0.00286199
             1.2               5       0.0854455       0.0846975      0.00229569
             1.2               6       0.0925765       0.0860107      0.00225762
             1.2               7       0.0921825       0.0868924      0.00210022
             1.2               8       0.0883936         0.08708      0.00184606
             1.2               9       0.0857597       0.0869333      0.00164676
             1.2              10        0.090965       0.0873365      0.00153064
             1.2              11       0.0810724        0.086767      0.00149367
             1.2              12       0.0999505       0.0878656      0.00172659
             1.2              13       0.0947376       0.0883943      0.00167274
             1.2              14       0.0871973       0.0883088      0.00155544
             1.2              15       0.0935748       0.0886598      0.00149084
             1.2              16       0.0852716       0.0884481      0.00141262
             1.2              17       0.0870473       0.0883657      0.00133192
             1.2              18       0.0789238       0.0878411      0.00135729
             1.2              19       0.0926639       0.0880949      0.00130938
             1.2              20       0.0909275       0.0882366      0.00125155
            1.22               1       0.0775326       0.0775326               0
            1.22               2       0.0827439       0.0801383      0.00184247
            1.22               3       0.0899981       0.0834249      0.00295125
            1.22               4       0.0849649       0.0838099      0.00223841
            1.22               5       0.0828247       0.0836129      0.00179938
            1.22               6       0.0932366       0.0852168       0.0020958
            1.22               7       0.0867595       0.0854372      0.00180795
            1.22               8       0.0814703       0.0849413      0.00164855
            1.22               9       0.0877819        0.085257      0.00149529
            1.22              10       0.0805385       0.0847851      0.00141825
            1.22              11       0.0834557       0.0846642      0.00129446
            1.22              12       0.0919503       0.0852714      0.00132134
            1.22              13       0.0872512       0.0854237      0.00122844
            1.22              14       0.0753427       0.0847036      0.00133516
            1.22              15        0.076852       0.0841802      0.00134485
            1.22              16       0.0834284       0.0841332      0.00126161
            1.22              17       0.0788559       0.0838228        0.001225
            1.22              18        0.101262       0.0847916      0.00149165
            1.22              19        0.077296       0.0843971      0.00146438
            1.22              20        0.086185       0.0844865      0.00139389
            1.24               1       0.0840425       0.0840425               0
            1.24               2       0.0872347       0.0856386      0.00112861
            1.24               3       0.0920812       0.0877861      0.00190806
            1.24               4       0.0848159       0.0870436       0.0015689
            1.24               5       0.0735259         0.08434      0.00272445
            1.24               6       0.0829219       0.0841037      0.00228061
            1.24               7       0.0806787       0.0836144       0.0020066
            1.24               8       0.0795906       0.0831114      0.00181772
            1.24               9       0.0872732       0.0835738      0.00167354
            1.24              10        0.078546        0.083071      0.00157991
            1.24              11       0.0759447       0.0824232      0.00156348
            1.24              12        0.079195       0.0821542      0.00145615
            1.24              13       0.0777696       0.0818169      0.00138264
            1.24              14       0.0786476       0.0815905      0.00130228
            1.24              15       0.0734617       0.0810486      0.00132342
            1.24              16       0.0839034        0.081227      0.00125268
            1.24              17       0.0786643       0.0810763      0.00118803
            1.24              18       0.0855439       0.0813245      0.00114766
            1.24              19       0.0891336       0.0817355      0.00115852
            1.24              20       0.0867582       0.0819866      0.00112749
            1.26               1       0.0761902       0.0761902               0
            1.26               2       0.0844132       0.0803017      0.00290727
            1.26               3       0.0857121       0.0821052      0.00243411
            1.26               4       0.0867443        0.083265      0.00208363
            1.26               5       0.0798951        0.082591      0.00177256
            1.26               6       0.0769296       0.0816474      0.00170993
            1.26               7       0.0798941        0.081397      0.00148389
            1.26               8       0.0815137       0.0814116      0.00129847
            1.26               9       0.0784513       0.0810826      0.00119513
            1.26              10       0.0837858       0.0813529      0.00110576
            1.26              11       0.0859419       0.0817701      0.00108108
            1.26              12       0.0708558       0.0808606      0.00131923
            1.26              13       0.0891652       0.0814994      0.00136367
            1.26              14        0.078791        0.081306      0.00127992
            1.26              15       0.0859439       0.0816152      0.00123137
            1.26              16       0.0802598       0.0815304      0.00115732
            1.26              17       0.0790888       0.0813868      0.00109812
            1.26              18        0.087028       0.0817002      0.00108091
            1.26              19       0.0714732        0.081162      0.00115026
            1.26              20       0.0684898       0.0805284      0.00125518
            1.28               1       0.0721077       0.0721077               0
            1.28               2       0.0724254       0.0722665      0.00011233
            1.28               3        0.075899       0.0734774     0.000991474
            1.28               4       0.0718749       0.0730767     0.000820555
            1.28               5       0.0812213       0.0747057        0.001598
            1.28               6       0.0678316         0.07356      0.00169326
            1.28               7       0.0787382       0.0742997      0.00160484
            1.28               8       0.0797349       0.0749791      0.00154135
            1.28               9       0.0746656       0.0749443      0.00137048
            1.28              10       0.0661014         0.07406      0.00149169
            1.28              11       0.0745219        0.074102      0.00135667
            1.28              12       0.0750471       0.0741807       0.0012459
            1.28              13       0.0670019       0.0736285      0.00126654
            1.28              14       0.0704472       0.0734013      0.00119628
            1.28              15        0.069747       0.0731577      0.00114107
            1.28              16       0.0755024       0.0733042      0.00107912
            1.28              17       0.0715481       0.0732009      0.00102058
            1.28              18       0.0756491       0.0733369     0.000972897
            1.28              19       0.0765759       0.0735074     0.000936509
            1.28              20       0.0760862       0.0736363     0.000898516
             1.3               1       0.0709858       0.0709858               0
             1.3               2       0.0693323        0.070159     0.000584592
             1.3               3       0.0762382       0.0721854      0.00169981
             1.3               4       0.0762064       0.0731907      0.00154375
             1.3               5       0.0726731       0.0730872      0.00123847
             1.3               6       0.0728308       0.0730444      0.00103279
             1.3               7       0.0647673        0.071862      0.00140787
             1.3               8       0.0727479       0.0719727      0.00123624
             1.3               9       0.0579844       0.0704185      0.00183162
             1.3              10       0.0756686       0.0709435      0.00172206
             1.3              11       0.0590775       0.0698647      0.00187315
             1.3              12       0.0715646       0.0700064       0.0017224
             1.3              13       0.0707778       0.0700657      0.00159093
             1.3              14       0.0683181       0.0699409      0.00148218
             1.3              15       0.0808185       0.0706661      0.00155066
             1.3              16       0.0683058       0.0705186      0.00146074
             1.3              17       0.0734568       0.0706914        0.001385
             1.3              18       0.0706815       0.0706909      0.00130806
             1.3              19       0.0757444       0.0709568      0.00126596
             1.3              20       0.0554335       0.0701807      0.00142082
            1.32               1        0.077929        0.077929               0
            1.32               2       0.0653921       0.0716606      0.00443246
            1.32               3       0.0623505       0.0685572      0.00389261
            1.32               4       0.0663898       0.0680153      0.00295693
            1.32               5        0.070708       0.0685539      0.00241409
            1.32               6       0.0698535       0.0687705      0.00202144
            1.32               7       0.0727873       0.0693443      0.00181228
            1.32               8       0.0705328       0.0694929      0.00159182
            1.32               9       0.0664945       0.0691597       0.0014494
            1.32              10       0.0583433       0.0680781      0.00165969
            1.32              11       0.0756268       0.0687643      0.00164457
            1.32              12       0.0691328        0.068795      0.00150781
            1.32              13       0.0725239       0.0690819      0.00141885
            1.32              14        0.063514       0.0686842      0.00137211
            1.32              15       0.0751155       0.0691129      0.00134595
            1.32              16       0.0673656       0.0690037      0.00126625
            1.32              17       0.0690353       0.0690056      0.00119177
            1.32              18       0.0657914        0.068827      0.00113886
            1.32              19       0.0661958       0.0686885      0.00108731
            1.32              20       0.0549667       0.0680024      0.00123051
            1.34               1       0.0653372       0.0653372               0
            1.34               2       0.0726728        0.069005      0.00259353
            1.34               3       0.0657308       0.0679136      0.00194515
            1.34               4       0.0740226       0.0694408      0.00196917
            1.34               5       0.0718174       0.0699161      0.00163169
            1.34               6       0.0629137       0.0687491      0.00172742
            1.34               7       0.0628119       0.0679009      0.00167598
            1.34               8       0.0628801       0.0672733      0.00157963
            1.34               9       0.0687673       0.0674393      0.00141281
            1.34              10       0.0634395       0.0670393      0.00132694
            1.34              11       0.0614568       0.0665318      0.00129974
            1.34              12       0.0762425        0.067341      0.00142119
            1.34              13       0.0623144       0.0669544      0.00136345
            1.34              14       0.0731399       0.0673962      0.00133573
            1.34              15       0.0599171       0.0668976      0.00133651
            1.34              16       0.0654547       0.0668074      0.00125601
            1.34              17       0.0662125       0.0667724      0.00118262
            1.34              18       0.0717554       0.0670492      0.00114886
            1.34              19       0.0640451       0.0668911      0.00109922
            1.34              20        0.066117       0.0668524      0.00104494
            1.36               1        0.074886        0.074886               0
            1.36               2       0.0683646       0.0716253      0.00230564
            1.36               3       0.0674193       0.0702233      0.00191651
            1.36               4       0.0702796       0.0702374      0.00143744
            1.36               5       0.0728786       0.0707656      0.00124323
            1.36               6       0.0637551       0.0695972      0.00148695
            1.36               7       0.0667045        0.069184      0.00133071
            1.36               8       0.0591275       0.0679269      0.00165482
            1.36               9       0.0563841       0.0666444      0.00190416
            1.36              10       0.0686482       0.0668447      0.00172426
            1.36              11       0.0620854       0.0664121      0.00162088
            1.36              12       0.0703146       0.0667373      0.00151808
            1.36              13        0.063172        0.066463      0.00142587
            1.36              14       0.0614726       0.0661066      0.00136785
            1.36              15       0.0608651       0.0657571      0.00132054
            1.36              16       0.0699015       0.0660162      0.00126315
            1.36              17       0.0622246       0.0657931      0.00120838
            1.36              18       0.0653727       0.0657698      0.00114147
            1.36              19       0.0680067       0.0658875      0.00108745
            1.36              20       0.0639473       0.0657905       0.0010374
            1.38               1       0.0648087       0.0648087               0
            1.38               2       0.0636342       0.0642215     0.000415252
            1.38               3       0.0588384       0.0624271      0.00149102
            1.38               4        0.072651       0.0649831      0.00247997
            1.38               5       0.0704642       0.0660793      0.00221304
            1.38               6       0.0596368       0.0650056       0.0020885
            1.38               7       0.0612272       0.0644658      0.00185859
            1.38               8       0.0508801       0.0627676      0.00227336
            1.38               9       0.0639072       0.0628942      0.00202429
            1.38              10       0.0578337       0.0623881      0.00188405
            1.38              11       0.0640211       0.0625366      0.00171861
            1.38              12       0.0619181        0.062485      0.00157617
            1.38              13       0.0626134       0.0624949      0.00145496
            1.38              14       0.0624468       0.0624915      0.00135103
            1.38              15       0.0625113       0.0624928      0.00126097
            1.38              16        0.063602       0.0625621      0.00118406
            1.38              17       0.0567999       0.0622232      0.00116191
            1.38              18       0.0627262       0.0622511       0.0010977
            1.38              19       0.0722985       0.0627799      0.00116033
            1.38              20       0.0672018        0.063001      0.00112318
             1.4               1       0.0550508       0.0550508               0
             1.4               2       0.0596772        0.057364      0.00163566
             1.4               3       0.0557661       0.0568313      0.00117396
             1.4               4       0.0647916       0.0588214      0.00193532
             1.4               5       0.0467928       0.0564157      0.00265087
             1.4               6       0.0572335        0.056552      0.00221256
             1.4               7       0.0653133       0.0578036      0.00222248
             1.4               8       0.0623262       0.0583689      0.00201529
             1.4               9        0.052505       0.0577174      0.00189376
             1.4              10       0.0607631        0.058022       0.0017287
             1.4              11        0.055078       0.0577543      0.00159213
             1.4              12       0.0648318       0.0583441      0.00156489
             1.4              13       0.0563955       0.0581942      0.00145167
             1.4              14       0.0538236        0.057882      0.00138114
             1.4              15       0.0622382       0.0581724      0.00131924
             1.4              16       0.0558998       0.0580304      0.00124441
             1.4              17        0.068482       0.0586452      0.00131434
             1.4              18       0.0686766       0.0592025      0.00135433
             1.4              19        0.049481       0.0586908      0.00137631
             1.4              20        0.058851       0.0586988      0.00130752
            1.42               1       0.0623902       0.0623902               0
            1.42               2       0.0580386       0.0602144      0.00153852
            1.42               3       0.0535188       0.0579825      0.00209114
            1.42               4       0.0533275       0.0568188      0.00186427
            1.42               5       0.0620032       0.0578556      0.00175625
            1.42               6       0.0560882       0.0575611      0.00148804
            1.42               7       0.0562047       0.0573673      0.00128802
            1.42               8       0.0568468       0.0573022      0.00112866
            1.42               9       0.0510912       0.0566121      0.00119577
            1.42              10       0.0604948       0.0570004      0.00113748
            1.42              11       0.0532714       0.0566614      0.00108341
            1.42              12       0.0547754       0.0565042      0.00100446
            1.42              13       0.0477368       0.0558298      0.00113117
            1.42              14       0.0587928       0.0560414      0.00106999
            1.42              15       0.0637645       0.0565563      0.00111567
            1.42              16       0.0523896       0.0562959      0.00107591
            1.42              17       0.0504964       0.0559548      0.00106533
            1.42              18       0.0554483       0.0559266      0.00100652
            1.42              19       0.0610082       0.0561941     0.000988439
            1.42              20       0.0582728        0.056298     0.000944466
            1.44               1       0.0529794       0.0529794               0
            1.44               2       0.0587297       0.0558546      0.00203305
            1.44               3       0.0482419        0.053317      0.00247584
            1.44               4       0.0557045       0.0539139      0.00192748
            1.44               5       0.0482686       0.0527848      0.00184324
            1.44               6       0.0591344       0.0538431      0.00181457
            1.44               7       0.0649715       0.0554329      0.00214136
            1.44               8       0.0453523       0.0541728       0.0022136
            1.44               9       0.0603752        0.054862      0.00207215
            1.44              10       0.0584151       0.0552173      0.00189515
            1.44              11       0.0619996       0.0558339       0.0018204
            1.44              12       0.0481308       0.0551919      0.00177829
            1.44              13       0.0484832       0.0546759      0.00171474
            1.44              14       0.0426461       0.0538166      0.00179468
            1.44              15       0.0504923        0.053595      0.00168867
            1.44              16       0.0536776       0.0536001      0.00158313
            1.44              17       0.0525425       0.0535379      0.00149123
            1.44              18       0.0568997       0.0537247      0.00142003
            1.44              19       0.0561703       0.0538534      0.00135111
            1.44              20        0.055014       0.0539114       0.0012848
            1.46               1       0.0549881       0.0549881               0
            1.46               2       0.0513346       0.0531613      0.00129168
            1.46               3       0.0520597       0.0527941     0.000911827
            1.46               4       0.0634337        0.055454       0.0024029
            1.46               5       0.0556389        0.055491       0.0019226
            1.46               6       0.0507175       0.0546954      0.00175909
            1.46               7        0.055377       0.0547928      0.00151049
            1.46               8        0.060566       0.0555144      0.00148409
            1.46               9        0.051112       0.0550253      0.00139748
            1.46              10       0.0497237       0.0544951      0.00135456
            1.46              11       0.0539988         0.05445      0.00123217
            1.46              12       0.0505331       0.0541236      0.00117193
            1.46              13       0.0510839       0.0538898      0.00110486
            1.46              14       0.0499564       0.0536088      0.00106106
            1.46              15       0.0623781       0.0541934      0.00114006
            1.46              16       0.0512953       0.0540123       0.0010831
            1.46              17       0.0530692       0.0539568      0.00102081
            1.46              18       0.0538043       0.0539484      0.00096413
            1.46              19       0.0556164       0.0540362     0.000917375
            1.46              20       0.0558413       0.0541264     0.000875935
            1.48               1       0.0481166       0.0481166               0
            1.48               2        0.041982       0.0450493      0.00216891
            1.48               3       0.0604086        0.050169      0.00442327
            1.48               4       0.0496951       0.0500506      0.00331904
            1.48               5       0.0610336       0.0522472      0.00330308
            1.48               6       0.0566366       0.0529788      0.00283242
            1.48               7       0.0551024       0.0532821      0.00244398
            1.48               8       0.0597926       0.0540959      0.00226994
            1.48               9       0.0463699       0.0532375        0.002174
            1.48              10       0.0505384       0.0529676      0.00197328
            1.48              11       0.0552615       0.0531761      0.00180488
            1.48              12       0.0487348        0.052806      0.00169199
            1.48              13       0.0497167       0.0525684      0.00157844
            1.48              14       0.0541955       0.0526846      0.00146997
            1.48              15       0.0612404        0.053255       0.0014785
            1.48              16        0.055765       0.0534119      0.00139439
            1.48              17       0.0577129       0.0536649      0.00133512
            1.48              18       0.0528397        0.053619      0.00126173
            1.48              19       0.0463062       0.0532341      0.00125266
            1.48              20       0.0453266       0.0528388      0.00125086
             1.5               1       0.0459732       0.0459732               0
             1.5               2       0.0514835       0.0487284      0.00194819
             1.5               3       0.0543438       0.0506002      0.00200565
             1.5               4        0.049749       0.0503874      0.00151548
             1.5               5       0.0389053        0.048091       0.0023851
             1.5               6       0.0465809       0.0478393      0.00200082
             1.5               7       0.0534168       0.0486361      0.00186691
             1.5               8       0.0501086       0.0488201       0.0016426
             1.5               9       0.0494894       0.0488945      0.00146177
             1.5              10       0.0494251       0.0489476      0.00131655
             1.5              11       0.0536913       0.0493788      0.00126553
             1.5              12       0.0458503       0.0490848      0.00119374
             1.5              13       0.0459572       0.0488442       0.0011259
             1.5              14       0.0483752       0.0488107      0.00104597
             1.5              15       0.0542427       0.0491728      0.00103704
             1.5              16       0.0478674       0.0490912     0.000975427
             1.5              17       0.0508885        0.049197     0.000923761
             1.5              18       0.0450267       0.0489653     0.000901025
             1.5              19       0.0527115       0.0491624      0.00087491
             1.5              20       0.0528631       0.0493475     0.000850506
            1.52               1        0.046751        0.046751               0
            1.52               2       0.0427399       0.0447455      0.00141815
            1.52               3       0.0450781       0.0448563      0.00094976
            1.52               4        0.045474       0.0450107     0.000724763
            1.52               5       0.0523202       0.0464726      0.00143034
            1.52               6       0.0465293       0.0464821      0.00119198
            1.52               7       0.0517873         0.04724      0.00123944
            1.52               8       0.0513113       0.0477489      0.00118439
            1.52               9       0.0505486         0.04806      0.00109288
            1.52              10       0.0495629       0.0482103     0.000993874
            1.52              11       0.0483137       0.0482197     0.000903566
            1.52              12       0.0485529       0.0482474     0.000828696
            1.52              13       0.0554804       0.0488038     0.000933217
            1.52              14       0.0510803       0.0489664     0.000880611
            1.52              15        0.047234       0.0488509     0.000829443
            1.52              16       0.0475765       0.0487713     0.000781418
            1.52              17       0.0458408       0.0485989     0.000754225
            1.52              18       0.0452929       0.0484152     0.000734347
            1.52              19       0.0490776       0.0484501     0.000696524
            1.52              20       0.0506368       0.0485594     0.000670224
            1.54               1       0.0463198       0.0463198               0
            1.54               2       0.0459866       0.0461532     0.000117796
            1.54               3       0.0499273       0.0474112      0.00103016
            1.54               4       0.0526267       0.0487151      0.00136821
            1.54               5       0.0460453       0.0481811      0.00119422
            1.54               6       0.0483634       0.0482115     0.000995574
            1.54               7       0.0482145       0.0482119     0.000853349
            1.54               8       0.0466671       0.0480188      0.00076822
            1.54               9       0.0516612       0.0484235     0.000782234
            1.54              10       0.0532238       0.0489036     0.000838461
            1.54              11         0.05166       0.0491542     0.000798806
            1.54              12       0.0459632       0.0488882     0.000775237
            1.54              13       0.0431206       0.0484446     0.000832937
            1.54              14       0.0373381       0.0476513      0.00108748
            1.54              15       0.0497489       0.0477911      0.00102393
            1.54              16       0.0424765       0.0474589      0.00101238
            1.54              17       0.0457004       0.0473555       0.0009581
            1.54              18       0.0456347       0.0472599     0.000909629
            1.54              19       0.0484995       0.0473251     0.000864091
            1.54              20       0.0491788       0.0474178     0.000825842
            1.56               1       0.0474984       0.0474984               0
            1.56               2       0.0441356        0.045817      0.00118892
            1.56               3       0.0476181       0.0464174     0.000931949
            1.56               4       0.0388443       0.0445241      0.00178238
            1.56               5       0.0492704       0.0454734      0.00165954
            1.56               6       0.0446986       0.0453442      0.00138797
            1.56               7       0.0523819       0.0463496      0.00151055
            1.56               8       0.0461305       0.0463222      0.00132198
            1.56               9       0.0531429       0.0470801      0.00137527
            1.56              10       0.0437682       0.0467489        0.001277
            1.56              11       0.0422509         0.04634      0.00122462
            1.56              12       0.0411438        0.045907      0.00119668
            1.56              13       0.0520251       0.0463776      0.00119359
            1.56              14       0.0455414       0.0463179      0.00110983
            1.56              15       0.0454798        0.046262      0.00103724
            1.56              16       0.0506134        0.046534      0.00100744
            1.56              17       0.0464138       0.0465269     0.000948203
            1.56              18       0.0442968        0.046403     0.000903583
            1.56              19       0.0410075        0.046119     0.000899542
            1.56              20       0.0414022       0.0458832     0.000884941
            1.58               1       0.0434439       0.0434439               0
            1.58               2       0.0476386       0.0455413      0.00148305
            1.58               3       0.0455454       0.0455426     0.000988703
            1.58               4       0.0467704       0.0458496     0.000787734
            1.58               5       0.0402036       0.0447204      0.00119047
            1.58               6       0.0427661       0.0443947      0.00103566
            1.58               7       0.0430296       0.0441997     0.000905881
            1.58               8        0.046865       0.0445328     0.000851714
            1.58               9       0.0433325       0.0443995      0.00076745
            1.58              10       0.0482158       0.0447811      0.00077984
            1.58              11       0.0506047       0.0453105     0.000870292
            1.58              12       0.0437636       0.0451816     0.000807258
            1.58              13       0.0466914       0.0452978      0.00075347
            1.58              14       0.0450425       0.0452795     0.000699871
            1.58              15       0.0400239       0.0449292     0.000735706
            1.58              16       0.0436463        0.044849      0.00069408
            1.58              17       0.0472375       0.0449895      0.00066732
            1.58              18       0.0447587       0.0449766      0.00063037
            1.58              19       0.0452844       0.0449928     0.000597401
            1.58              20       0.0348078       0.0444836     0.000753964
             1.6               1       0.0366458       0.0366458               0
             1.6               2       0.0497517       0.0431988      0.00463365
             1.6               3       0.0326433       0.0396803       0.0042185
             1.6               4       0.0390069       0.0395119      0.00316723
             1.6               5       0.0394254       0.0394946      0.00253383
             1.6               6       0.0389731       0.0394077      0.00211302
             1.6               7       0.0388835       0.0393328      0.00181249
             1.6               8       0.0484151       0.0404681      0.00190865
             1.6               9       0.0458774       0.0410691       0.0017887
             1.6              10       0.0451492       0.0414772      0.00165571
             1.6              11       0.0432768       0.0416408      0.00151326
             1.6              12       0.0431486       0.0417664      0.00139236
             1.6              13       0.0449025       0.0420076      0.00130598
             1.6              14       0.0451287       0.0422306      0.00123158
             1.6              15       0.0472164        0.042563      0.00119349
