#T      BLOCK:  ACTUAL_TE:     TE_AVE:      ERROR:
             0.5               1       -0.966828       -0.966828               0
             0.5               2       -0.972727       -0.969777      0.00208542
             0.5               3        -0.97359       -0.971048      0.00173482
             0.5               4       -0.973067       -0.971553      0.00137258
             0.5               5       -0.975218       -0.972286      0.00127894
             0.5               6       -0.974988       -0.972736      0.00114234
             0.5               7       -0.970307       -0.972389      0.00103051
             0.5               8       -0.972604       -0.972416     0.000902049
             0.5               9       -0.978376       -0.973079      0.00101622
             0.5              10       -0.974627       -0.973233     0.000926317
             0.5              11       -0.970721       -0.973005     0.000869801
             0.5              12       -0.976129       -0.973265      0.00083538
             0.5              13        -0.97681       -0.973538     0.000814395
             0.5              14       -0.976285       -0.973734     0.000779502
             0.5              15       -0.972306       -0.973639     0.000733328
             0.5              16        -0.97071       -0.973456     0.000709978
             0.5              17         -0.9766       -0.973641     0.000691881
             0.5              18       -0.974278       -0.973676     0.000654347
             0.5              19       -0.973912       -0.973689     0.000620026
             0.5              20       -0.973664       -0.973687     0.000589026
            0.52               1        -0.96666        -0.96666               0
            0.52               2       -0.969671       -0.968166       0.0010643
            0.52               3       -0.969609       -0.968647     0.000810989
            0.52               4       -0.969044       -0.968746     0.000614286
            0.52               5        -0.96679       -0.968355     0.000603217
            0.52               6       -0.965107       -0.967813     0.000704874
            0.52               7       -0.969521       -0.968057      0.00064501
            0.52               8       -0.968107       -0.968064     0.000564414
            0.52               9       -0.966706       -0.967913      0.00052148
            0.52              10       -0.964412       -0.967563     0.000574951
            0.52              11       -0.966877         -0.9675     0.000526052
            0.52              12         -0.9676       -0.967509     0.000482279
            0.52              13       -0.965984       -0.967391     0.000459217
            0.52              14       -0.968796       -0.967492     0.000437232
            0.52              15       -0.972752       -0.967842     0.000530386
            0.52              16       -0.968007       -0.967853     0.000497337
            0.52              17       -0.968811       -0.967909     0.000471268
            0.52              18       -0.967971       -0.967912     0.000445099
            0.52              19       -0.969471       -0.967994     0.000429164
            0.52              20        -0.96989       -0.968089     0.000418042
            0.54               1       -0.957717       -0.957717               0
            0.54               2       -0.956201       -0.956959     0.000535906
            0.54               3        -0.96047       -0.958129      0.00102029
            0.54               4       -0.958946       -0.958334     0.000785398
            0.54               5       -0.961903       -0.959047     0.000895797
            0.54               6       -0.959023       -0.959043     0.000746506
            0.54               7       -0.958909       -0.959024      0.00064011
            0.54               8       -0.961505       -0.959334      0.00063076
            0.54               9       -0.960205       -0.959431     0.000568053
            0.54              10       -0.959083       -0.959396     0.000512311
            0.54              11       -0.958871       -0.959349     0.000467956
            0.54              12       -0.954468       -0.958942     0.000579342
            0.54              13       -0.960033       -0.959026     0.000540822
            0.54              14       -0.963242       -0.959327     0.000580014
            0.54              15       -0.963317       -0.959593      0.00059925
            0.54              16       -0.958622       -0.959532     0.000564863
            0.54              17        -0.96393       -0.959791     0.000587894
            0.54              18       -0.958184       -0.959702     0.000561967
            0.54              19       -0.958396       -0.959633     0.000536572
            0.54              20       -0.966288       -0.959966     0.000604167
            0.56               1       -0.948524       -0.948524               0
            0.56               2       -0.956666       -0.952595      0.00287865
            0.56               3       -0.950188       -0.951792      0.00202784
            0.56               4       -0.953781        -0.95229      0.00158064
            0.56               5       -0.950091        -0.95185      0.00132428
            0.56               6       -0.952455       -0.951951      0.00110741
            0.56               7       -0.950781       -0.951784     0.000961731
            0.56               8       -0.952406       -0.951861     0.000844659
            0.56               9       -0.949113       -0.951556     0.000804123
            0.56              10       -0.949033       -0.951304     0.000762281
            0.56              11       -0.954407       -0.951586     0.000743344
            0.56              12       -0.951684       -0.951594     0.000681443
            0.56              13       -0.953423       -0.951735      0.00064338
            0.56              14       -0.947148       -0.951407     0.000675701
            0.56              15        -0.95258       -0.951485     0.000635161
            0.56              16        -0.95096       -0.951452     0.000596312
            0.56              17       -0.950245       -0.951381     0.000565447
            0.56              18       -0.949569       -0.951281      0.00054292
            0.56              19       -0.948165       -0.951117     0.000538548
            0.56              20        -0.95101       -0.951111     0.000511647
            0.58               1       -0.941518       -0.941518               0
            0.58               2       -0.941952       -0.941735     0.000153442
            0.58               3       -0.940664       -0.941378     0.000308927
            0.58               4       -0.946607       -0.942686      0.00115553
            0.58               5       -0.946197       -0.943388      0.00111762
            0.58               6       -0.944581       -0.943587      0.00094888
            0.58               7       -0.944758       -0.943754     0.000827957
            0.58               8       -0.945607       -0.943986     0.000756166
            0.58               9       -0.939135       -0.943447     0.000842634
            0.58              10       -0.947573       -0.943859     0.000853439
            0.58              11       -0.943839       -0.943858     0.000775855
            0.58              12       -0.945095       -0.943961     0.000718018
            0.58              13       -0.946102       -0.944125     0.000681424
            0.58              14       -0.942912       -0.944039     0.000638241
            0.58              15       -0.943749       -0.944019     0.000595984
            0.58              16        -0.94594       -0.944139     0.000570698
            0.58              17       -0.944165       -0.944141     0.000537129
            0.58              18       -0.941789        -0.94401     0.000522937
            0.58              19       -0.940997       -0.943852     0.000518899
            0.58              20        -0.94282         -0.9438     0.000495509
             0.6               1       -0.933806       -0.933806               0
             0.6               2        -0.93517       -0.934488     0.000481961
             0.6               3       -0.935954       -0.934977     0.000512368
             0.6               4       -0.938714       -0.935911     0.000895722
             0.6               5       -0.937569       -0.936243     0.000775545
             0.6               6       -0.935144        -0.93606     0.000667548
             0.6               7       -0.933599       -0.935708     0.000658268
             0.6               8       -0.935508       -0.935683     0.000576457
             0.6               9       -0.937468       -0.935881     0.000545444
             0.6              10       -0.933737       -0.935667     0.000531389
             0.6              11       -0.936621       -0.935754     0.000490109
             0.6              12       -0.934146        -0.93562     0.000467211
             0.6              13       -0.936673       -0.935701      0.00043824
             0.6              14       -0.934357       -0.935605     0.000417313
             0.6              15       -0.930349       -0.935254      0.00051602
             0.6              16       -0.934336       -0.935197      0.00048695
             0.6              17       -0.937259       -0.935318     0.000473172
             0.6              18       -0.935819       -0.935346       0.0004477
             0.6              19       -0.935123       -0.935334      0.00042429
             0.6              20       -0.932399       -0.935188     0.000427708
            0.62               1       -0.925263       -0.925263               0
            0.62               2       -0.932563       -0.928913       0.0025808
            0.62               3       -0.926555       -0.928127      0.00183633
            0.62               4        -0.92481       -0.927298      0.00155325
            0.62               5        -0.92816        -0.92747      0.00125212
            0.62               6       -0.925744       -0.927183      0.00107599
            0.62               7       -0.928582       -0.927382     0.000940675
            0.62               8       -0.927091       -0.927346     0.000823795
            0.62               9       -0.923899       -0.926963     0.000816454
            0.62              10       -0.927505       -0.927017     0.000736603
            0.62              11       -0.921243       -0.926492     0.000836011
            0.62              12       -0.925564       -0.926415     0.000769917
            0.62              13       -0.925031       -0.926308     0.000718014
            0.62              14       -0.924891       -0.926207     0.000673832
            0.62              15        -0.92452       -0.926095     0.000638228
            0.62              16       -0.929765       -0.926324     0.000638239
            0.62              17       -0.925255       -0.926261     0.000603784
            0.62              18       -0.926264       -0.926261      0.00057024
            0.62              19       -0.930787         -0.9265      0.00058788
            0.62              20       -0.928775       -0.926613     0.000569388
            0.64               1       -0.919492       -0.919492               0
            0.64               2       -0.917967        -0.91873     0.000539139
            0.64               3       -0.917106       -0.918188      0.00056963
            0.64               4       -0.915804       -0.917592     0.000670062
            0.64               5       -0.916253       -0.917324      0.00058717
            0.64               6       -0.918173       -0.917466      0.00050605
            0.64               7       -0.916654        -0.91735     0.000446856
            0.64               8       -0.917668        -0.91739      0.00039277
            0.64               9       -0.919174       -0.917588        0.000396
            0.64              10       -0.920506        -0.91788     0.000451263
            0.64              11        -0.91781       -0.917873     0.000410283
            0.64              12       -0.917584       -0.917849     0.000376803
            0.64              13        -0.91501       -0.917631     0.000406198
            0.64              14        -0.91671       -0.917565     0.000382477
            0.64              15       -0.921464       -0.917825     0.000436474
            0.64              16       -0.917971       -0.917834     0.000409289
            0.64              17       -0.917204       -0.917797      0.00038689
            0.64              18       -0.918236       -0.917821     0.000366163
            0.64              19       -0.914461       -0.917644     0.000387266
            0.64              20       -0.916549        -0.91759     0.000371755
            0.66               1       -0.907291       -0.907291               0
            0.66               2       -0.911988       -0.909639      0.00166066
            0.66               3       -0.911275       -0.910185      0.00119331
            0.66               4       -0.909446           -0.91     0.000909169
            0.66               5       -0.908748       -0.909749     0.000761051
            0.66               6       -0.911511       -0.910043     0.000688531
            0.66               7       -0.907288       -0.909649     0.000693574
            0.66               8       -0.909164       -0.909589     0.000609521
            0.66               9       -0.907855       -0.909396     0.000571422
            0.66              10       -0.909013       -0.909358     0.000515562
            0.66              11       -0.910818       -0.909491     0.000485476
            0.66              12       -0.911179       -0.909631     0.000464957
            0.66              13       -0.912667       -0.909865     0.000484282
            0.66              14       -0.909824       -0.909862     0.000449699
            0.66              15       -0.908181        -0.90975     0.000433465
            0.66              16       -0.911573       -0.909864     0.000421087
            0.66              17       -0.906515       -0.909667     0.000439983
            0.66              18       -0.909259       -0.909644     0.000416124
            0.66              19       -0.911219       -0.909727     0.000402397
            0.66              20       -0.903968       -0.909439     0.000474235
            0.68               1       -0.900503       -0.900503               0
            0.68               2       -0.901237        -0.90087     0.000259671
            0.68               3        -0.90054        -0.90076     0.000194952
            0.68               4       -0.902339       -0.901155     0.000371764
            0.68               5       -0.901883         -0.9013     0.000324655
            0.68               6       -0.900506       -0.901168     0.000296291
            0.68               7       -0.902992       -0.901428     0.000350237
            0.68               8       -0.898972       -0.901121     0.000420059
            0.68               9       -0.901514       -0.901165     0.000375645
            0.68              10       -0.901329       -0.901181     0.000338437
            0.68              11       -0.899242       -0.901005     0.000350582
            0.68              12       -0.897522       -0.900715     0.000424853
            0.68              13       -0.899523       -0.900623     0.000401943
            0.68              14       -0.897353        -0.90039     0.000435868
            0.68              15       -0.903531       -0.900599     0.000454341
            0.68              16        -0.90075       -0.900608     0.000426043
            0.68              17       -0.899959        -0.90057     0.000402693
            0.68              18       -0.901008       -0.900594     0.000381054
            0.68              19       -0.903261       -0.900735     0.000385981
            0.68              20       -0.904408       -0.900919     0.000408043
             0.7               1        -0.89121        -0.89121               0
             0.7               2       -0.891862       -0.891536     0.000230445
             0.7               3       -0.892816       -0.891962     0.000380711
             0.7               4       -0.891763       -0.891912     0.000288777
             0.7               5       -0.890326       -0.891595     0.000365975
             0.7               6        -0.88949       -0.891244     0.000442217
             0.7               7       -0.890132       -0.891085     0.000406583
             0.7               8       -0.891686        -0.89116     0.000362613
             0.7               9       -0.894164       -0.891494     0.000450441
             0.7              10       -0.890459       -0.891391     0.000417115
             0.7              11        -0.89233       -0.891476     0.000387834
             0.7              12       -0.892128        -0.89153     0.000359294
             0.7              13       -0.893823       -0.891707     0.000372438
             0.7              14       -0.893435        -0.89183     0.000365719
             0.7              15       -0.891717       -0.891823     0.000341416
             0.7              16       -0.889093       -0.891652     0.000360179
             0.7              17       -0.890516       -0.891585     0.000345141
             0.7              18       -0.891186       -0.891563     0.000326678
             0.7              19       -0.890943        -0.89153     0.000311112
             0.7              20       -0.891739       -0.891541     0.000295732
            0.72               1       -0.885515       -0.885515               0
            0.72               2       -0.883962       -0.884739      0.00054906
            0.72               3       -0.887274       -0.885584     0.000781046
            0.72               4       -0.885522       -0.885568     0.000585939
            0.72               5       -0.882966       -0.885048     0.000660607
            0.72               6       -0.879973       -0.884202     0.000948322
            0.72               7       -0.881872       -0.883869     0.000869318
            0.72               8       -0.886814       -0.884237     0.000834969
            0.72               9        -0.88248       -0.884042     0.000764692
            0.72              10       -0.883054       -0.883943     0.000694572
            0.72              11        -0.88392       -0.883941     0.000631432
            0.72              12       -0.883209        -0.88388     0.000581754
            0.72              13       -0.882356       -0.883763     0.000548693
            0.72              14       -0.885777       -0.883907     0.000528028
            0.72              15       -0.882417       -0.883807     0.000502079
            0.72              16       -0.885167       -0.883892     0.000477832
            0.72              17       -0.881741       -0.883766     0.000466174
            0.72              18       -0.882809       -0.883713     0.000443295
            0.72              19       -0.883906       -0.883723     0.000420081
            0.72              20       -0.881846       -0.883629     0.000409423
            0.74               1       -0.874006       -0.874006               0
            0.74               2       -0.873434        -0.87372     0.000202152
            0.74               3       -0.874088       -0.873843     0.000167931
            0.74               4       -0.873966       -0.873874      0.00012872
            0.74               5       -0.873759       -0.873851     0.000104984
            0.74               6       -0.875454       -0.874118     0.000259113
            0.74               7       -0.876241       -0.874421     0.000358012
            0.74               8       -0.876259       -0.874651     0.000379895
            0.74               9       -0.874099        -0.87459     0.000342603
            0.74              10       -0.874633       -0.874594      0.00030837
            0.74              11       -0.876613       -0.874778     0.000330481
            0.74              12       -0.873733       -0.874691     0.000314188
            0.74              13       -0.875635       -0.874763     0.000298307
            0.74              14       -0.876716       -0.874903     0.000307895
            0.74              15       -0.873988       -0.874842     0.000293346
            0.74              16       -0.875487       -0.874882     0.000277767
            0.74              17       -0.871492       -0.874683     0.000325226
            0.74              18       -0.876369       -0.874776     0.000320368
            0.74              19       -0.876832       -0.874885     0.000321264
            0.74              20        -0.87625       -0.874953     0.000312374
            0.76               1       -0.867121       -0.867121               0
            0.76               2       -0.864995       -0.866058     0.000751557
            0.76               3       -0.867121       -0.866412     0.000578549
            0.76               4       -0.865801       -0.866259      0.00045367
            0.76               5       -0.864512        -0.86591     0.000478942
            0.76               6       -0.867536       -0.866181     0.000469541
            0.76               7       -0.864881       -0.865995     0.000437676
            0.76               8       -0.864203       -0.865771     0.000436548
            0.76               9       -0.867932       -0.866011     0.000449226
            0.76              10       -0.867754       -0.866186     0.000436816
            0.76              11       -0.864629       -0.866044     0.000419414
            0.76              12       -0.867726       -0.866184     0.000407221
            0.76              13       -0.868745       -0.866381     0.000420859
            0.76              14       -0.867341        -0.86645     0.000396342
            0.76              15       -0.863004        -0.86622     0.000431378
            0.76              16       -0.864906       -0.866138     0.000412163
            0.76              17       -0.863652       -0.865992     0.000413039
            0.76              18       -0.867222        -0.86606      0.00039571
            0.76              19       -0.866287       -0.866072     0.000375064
            0.76              20       -0.866536       -0.866095     0.000357026
            0.78               1       -0.855848       -0.855848               0
            0.78               2       -0.858225       -0.857036     0.000840513
            0.78               3       -0.859266        -0.85778     0.000826098
            0.78               4       -0.857618       -0.857739     0.000620566
            0.78               5       -0.858806       -0.857953      0.00053189
            0.78               6       -0.855966       -0.857621     0.000536484
            0.78               7       -0.856236       -0.857423     0.000495028
            0.78               8       -0.853213       -0.856897     0.000655752
            0.78               9       -0.856216       -0.856821     0.000587235
            0.78              10       -0.858922       -0.857032     0.000564829
            0.78              11       -0.857236        -0.85705     0.000513788
            0.78              12       -0.858071       -0.857135     0.000477963
            0.78              13        -0.85583       -0.857035     0.000451622
            0.78              14       -0.858646        -0.85715     0.000433771
            0.78              15       -0.855997       -0.857073     0.000411602
            0.78              16       -0.859115       -0.857201     0.000405186
            0.78              17       -0.857096       -0.857195     0.000381398
            0.78              18        -0.85913       -0.857302     0.000375065
            0.78              19       -0.857454        -0.85731      0.00035541
            0.78              20       -0.856688       -0.857279        0.000339
             0.8               1       -0.847937       -0.847937               0
             0.8               2       -0.848239       -0.848088     0.000107091
             0.8               3       -0.849234        -0.84847     0.000320046
             0.8               4         -0.8507       -0.849028     0.000539197
             0.8               5       -0.847777       -0.848777     0.000485939
             0.8               6       -0.846844       -0.848455     0.000500476
             0.8               7       -0.846523       -0.848179     0.000499302
             0.8               8       -0.847267       -0.848065     0.000449728
             0.8               9       -0.848658       -0.848131     0.000404547
             0.8              10       -0.845577       -0.847876     0.000437333
             0.8              11       -0.850151       -0.848083     0.000443817
             0.8              12       -0.848509       -0.848118     0.000408252
             0.8              13       -0.848929        -0.84818     0.000381579
             0.8              14       -0.849159        -0.84825     0.000360672
             0.8              15       -0.848067       -0.848238     0.000336834
             0.8              16       -0.848451       -0.848251     0.000316043
             0.8              17       -0.849404       -0.848319     0.000304635
             0.8              18       -0.849976       -0.848411       0.0003013
             0.8              19         -0.8479       -0.848384     0.000286639
             0.8              20       -0.849873       -0.848459      0.00028181
            0.82               1       -0.839626       -0.839626               0
            0.82               2       -0.837599       -0.838613     0.000716489
            0.82               3       -0.839235        -0.83882     0.000506783
            0.82               4       -0.837164       -0.838406     0.000522464
            0.82               5       -0.838209       -0.838367     0.000419459
            0.82               6        -0.84073        -0.83876     0.000501464
            0.82               7       -0.837993       -0.838651      0.00044164
            0.82               8       -0.838862       -0.838677     0.000387223
            0.82               9        -0.84038       -0.838866     0.000387662
            0.82              10       -0.837904        -0.83877     0.000360644
            0.82              11       -0.840385       -0.838917     0.000356502
            0.82              12       -0.838161       -0.838854     0.000332321
            0.82              13       -0.839461       -0.838901     0.000310026
            0.82              14       -0.839264       -0.838927     0.000288968
            0.82              15       -0.838118       -0.838873     0.000274687
            0.82              16        -0.83838       -0.838842     0.000259238
            0.82              17       -0.836857       -0.838725     0.000269009
            0.82              18       -0.838761       -0.838727     0.000254072
            0.82              19       -0.840397       -0.838815     0.000255444
            0.82              20       -0.838414       -0.838795     0.000243457
            0.84               1       -0.829579       -0.829579               0
            0.84               2       -0.831424       -0.830502     0.000652286
            0.84               3       -0.830423       -0.830475     0.000435385
            0.84               4       -0.827662       -0.829772     0.000691126
            0.84               5       -0.829214        -0.82966     0.000561851
            0.84               6       -0.829305       -0.829601     0.000471326
            0.84               7       -0.831514       -0.829874     0.000476656
            0.84               8       -0.831112       -0.830029      0.00044147
            0.84               9        -0.82724       -0.829719     0.000489231
            0.84              10       -0.829942       -0.829741     0.000440814
            0.84              11       -0.832045       -0.829951     0.000447743
            0.84              12       -0.830163       -0.829968     0.000410779
            0.84              13       -0.831521       -0.830088     0.000396157
            0.84              14       -0.830476       -0.830116     0.000368831
            0.84              15       -0.831173       -0.830186     0.000350909
            0.84              16       -0.828601       -0.830087     0.000342677
            0.84              17       -0.830319       -0.830101      0.00032279
            0.84              18       -0.829712       -0.830079     0.000305579
            0.84              19       -0.829069       -0.830026     0.000294083
            0.84              20       -0.832669       -0.830158     0.000307651
            0.86               1       -0.820042       -0.820042               0
            0.86               2       -0.821174       -0.820608     0.000400261
            0.86               3       -0.819989       -0.820401     0.000315581
            0.86               4       -0.821923       -0.820782     0.000405672
            0.86               5       -0.819046       -0.820435     0.000449098
            0.86               6       -0.821897       -0.820678     0.000435352
            0.86               7       -0.822572       -0.820949      0.00044944
            0.86               8       -0.822086       -0.821091     0.000415145
            0.86               9       -0.820844       -0.821064     0.000369925
            0.86              10       -0.823275       -0.821285     0.000393493
            0.86              11       -0.824413       -0.821569      0.00044885
            0.86              12       -0.820535       -0.821483      0.00041964
            0.86              13       -0.824068       -0.821682     0.000431915
            0.86              14       -0.819166       -0.821502     0.000436857
            0.86              15       -0.820844       -0.821458      0.00040993
            0.86              16       -0.822337       -0.821513      0.00038797
            0.86              17       -0.823959       -0.821657      0.00039092
            0.86              18       -0.822609        -0.82171     0.000372764
            0.86              19       -0.821521         -0.8217     0.000353277
            0.86              20       -0.824028       -0.821816     0.000354276
            0.88               1       -0.812577       -0.812577               0
            0.88               2       -0.811635       -0.812106     0.000332943
            0.88               3       -0.814614       -0.812942     0.000717958
            0.88               4        -0.81412       -0.813236     0.000595781
            0.88               5       -0.815358       -0.813661     0.000609296
            0.88               6        -0.81424       -0.813757     0.000515327
            0.88               7       -0.812662       -0.813601     0.000464852
            0.88               8       -0.813413       -0.813577     0.000407335
            0.88               9       -0.812807       -0.813492     0.000370948
            0.88              10       -0.812727       -0.813415     0.000341656
            0.88              11       -0.812813       -0.813361     0.000314945
            0.88              12       -0.812671       -0.813303     0.000293895
            0.88              13       -0.812837       -0.813267     0.000273461
            0.88              14       -0.814937       -0.813387      0.00027872
            0.88              15       -0.813946       -0.813424      0.00026262
            0.88              16       -0.812094       -0.813341     0.000259029
            0.88              17        -0.81458       -0.813414     0.000253843
            0.88              18       -0.814863       -0.813494     0.000252195
            0.88              19       -0.814328       -0.813538     0.000242711
            0.88              20       -0.810321       -0.813377     0.000278819
             0.9               1       -0.805521       -0.805521               0
             0.9               2       -0.806504       -0.806012     0.000347616
             0.9               3       -0.804608       -0.805544     0.000447037
             0.9               4       -0.803973       -0.805151     0.000477676
             0.9               5        -0.80273       -0.804667     0.000577624
             0.9               6       -0.803315       -0.804441     0.000523485
             0.9               7       -0.804127       -0.804397     0.000450628
             0.9               8       -0.805637       -0.804552     0.000420117
             0.9               9       -0.802992       -0.804378     0.000407594
             0.9              10       -0.806043       -0.804545     0.000399377
             0.9              11       -0.805056       -0.804591     0.000365769
             0.9              12       -0.806037       -0.804712     0.000354566
             0.9              13       -0.804602       -0.804703     0.000327393
             0.9              14         -0.8026       -0.804553     0.000336717
             0.9              15       -0.802244       -0.804399     0.000347671
             0.9              16       -0.803029       -0.804313     0.000336322
             0.9              17       -0.807275       -0.804488     0.000358826
             0.9              18       -0.804777       -0.804504     0.000339251
             0.9              19       -0.803098        -0.80443     0.000329368
             0.9              20       -0.805105       -0.804464     0.000314627
            0.92               1        -0.79567        -0.79567               0
            0.92               2       -0.798041       -0.796855     0.000838321
            0.92               3       -0.797018       -0.796909     0.000560642
            0.92               4       -0.798378       -0.797277     0.000527135
            0.92               5        -0.79711       -0.797243      0.00042276
            0.92               6       -0.796274       -0.797082      0.00038192
            0.92               7       -0.794658       -0.796735     0.000458173
            0.92               8       -0.793912       -0.796383     0.000519327
            0.92               9       -0.795555       -0.796291     0.000469702
            0.92              10       -0.794656       -0.796127     0.000450261
            0.92              11       -0.793709       -0.795907     0.000459886
            0.92              12       -0.797629       -0.796051     0.000443377
            0.92              13       -0.793236       -0.795834     0.000459096
            0.92              14       -0.798515       -0.796026     0.000464511
            0.92              15       -0.796072       -0.796029     0.000433554
            0.92              16       -0.796588       -0.796064     0.000407862
            0.92              17       -0.796509        -0.79609     0.000384709
            0.92              18       -0.795404       -0.796052      0.00036522
            0.92              19       -0.793171         -0.7959     0.000376156
            0.92              20       -0.797088        -0.79596     0.000362008
            0.94               1       -0.788709       -0.788709               0
            0.94               2       -0.787457       -0.788083      0.00044264
            0.94               3       -0.786206       -0.787457     0.000589815
            0.94               4       -0.789851       -0.788056     0.000681479
            0.94               5       -0.787025        -0.78785     0.000575515
            0.94               6       -0.788018       -0.787878     0.000480278
            0.94               7       -0.788862       -0.788018     0.000431761
            0.94               8       -0.787423       -0.787944     0.000384139
            0.94               9        -0.78767       -0.787913      0.00034266
            0.94              10       -0.787113       -0.787833     0.000317593
            0.94              11       -0.788588       -0.787902     0.000296044
            0.94              12       -0.788193       -0.787926     0.000272366
            0.94              13       -0.784874       -0.787691     0.000337804
            0.94              14       -0.786682       -0.787619     0.000321279
            0.94              15       -0.785428       -0.787473     0.000331404
            0.94              16       -0.788182       -0.787518     0.000313638
            0.94              17       -0.788422       -0.787571     0.000299671
            0.94              18       -0.786144       -0.787492     0.000293312
            0.94              19       -0.785945        -0.78741     0.000288944
            0.94              20       -0.785547       -0.787317     0.000289126
            0.96               1       -0.778595       -0.778595               0
            0.96               2        -0.77892       -0.778758     0.000114813
            0.96               3       -0.778179       -0.778565     0.000175127
            0.96               4       -0.778518       -0.778553     0.000131732
            0.96               5       -0.781571       -0.779157     0.000550049
            0.96               6       -0.777936       -0.778953      0.00049456
            0.96               7       -0.779452       -0.779025     0.000429013
            0.96               8       -0.777301       -0.778809     0.000426052
            0.96               9       -0.778976       -0.778828     0.000379118
            0.96              10       -0.778692       -0.778814      0.00034145
            0.96              11       -0.778912       -0.778823     0.000310525
            0.96              12       -0.779602       -0.778888     0.000291349
            0.96              13       -0.780283       -0.778995     0.000288032
            0.96              14       -0.777732       -0.778905     0.000281237
            0.96              15       -0.778753       -0.778895      0.00026267
            0.96              16       -0.777205       -0.778789     0.000266649
            0.96              17       -0.778005       -0.778743      0.00025492
            0.96              18        -0.77789       -0.778696     0.000245129
            0.96              19       -0.778986       -0.778711     0.000232703
            0.96              20       -0.778698        -0.77871     0.000221069
            0.98               1       -0.771334       -0.771334               0
            0.98               2       -0.769187        -0.77026     0.000759271
            0.98               3       -0.771359       -0.770627     0.000587851
            0.98               4       -0.767953       -0.769958     0.000727669
            0.98               5       -0.771112       -0.770189     0.000617645
            0.98               6       -0.768286       -0.769872     0.000590529
            0.98               7       -0.771241       -0.770067     0.000537592
            0.98               8       -0.770968        -0.77018      0.00048204
            0.98               9       -0.770354       -0.770199     0.000428866
            0.98              10       -0.771362       -0.770316     0.000401432
            0.98              11       -0.769461       -0.770238     0.000372375
            0.98              12        -0.76995       -0.770214     0.000342116
            0.98              13       -0.767291       -0.769989     0.000382619
            0.98              14       -0.772179       -0.770145     0.000385948
            0.98              15         -0.7709       -0.770196     0.000363477
            0.98              16       -0.766129       -0.769942     0.000420343
            0.98              17       -0.770084        -0.76995       0.0003957
            0.98              18       -0.771565        -0.77004     0.000383751
            0.98              19       -0.769504       -0.770011     0.000364588
            0.98              20        -0.77271       -0.770146     0.000370492
               1               1       -0.761928       -0.761928               0
               1               2       -0.764451        -0.76319     0.000892032
               1               3         -0.7611       -0.762493     0.000822999
               1               4       -0.762274       -0.762438     0.000619072
               1               5       -0.762503       -0.762451     0.000495393
               1               6       -0.761139       -0.762233     0.000458545
               1               7       -0.760752       -0.762021     0.000439098
               1               8       -0.761178       -0.761916     0.000396669
               1               9       -0.761656       -0.761887     0.000353643
               1              10       -0.761498       -0.761848     0.000320407
               1              11       -0.761467       -0.761813     0.000293149
               1              12       -0.763721       -0.761972     0.000308815
               1              13       -0.761347       -0.761924     0.000288781
               1              14       -0.761299        -0.76188     0.000271586
               1              15       -0.762797       -0.761941     0.000260278
               1              16        -0.76097        -0.76188     0.000250982
               1              17       -0.761903       -0.761881     0.000236222
               1              18       -0.761284       -0.761848     0.000225418
               1              19       -0.762375       -0.761876     0.000215254
               1              20       -0.759581       -0.761761     0.000233068
            1.02               1       -0.751524       -0.751524               0
            1.02               2       -0.754284       -0.752904     0.000976081
            1.02               3       -0.752357       -0.752722     0.000667519
            1.02               4       -0.753611       -0.752944     0.000536388
            1.02               5       -0.753149       -0.752985     0.000430669
            1.02               6        -0.75458       -0.753251     0.000433209
            1.02               7       -0.752664       -0.753167     0.000379335
            1.02               8       -0.753819       -0.753248     0.000340551
            1.02               9       -0.753167       -0.753239     0.000302832
            1.02              10       -0.753432       -0.753259     0.000273161
            1.02              11       -0.754046        -0.75333     0.000257544
            1.02              12       -0.753562        -0.75335     0.000236806
            1.02              13        -0.75501       -0.753477     0.000250678
            1.02              14       -0.753525       -0.753481     0.000232795
            1.02              15        -0.75245       -0.753412      0.00022719
            1.02              16       -0.753596       -0.753424     0.000213281
            1.02              17       -0.752858        -0.75339     0.000203309
            1.02              18       -0.751675       -0.753295     0.000213169
            1.02              19        -0.75557       -0.753415     0.000233172
            1.02              20       -0.754117        -0.75345     0.000224143
            1.04               1       -0.746782       -0.746782               0
            1.04               2       -0.748441       -0.747612     0.000586579
            1.04               3       -0.744778       -0.746667     0.000864578
            1.04               4       -0.744617       -0.746155      0.00078577
            1.04               5       -0.745476       -0.746019     0.000640234
            1.04               6       -0.744218       -0.745719      0.00059978
            1.04               7       -0.744573       -0.745555     0.000535977
            1.04               8       -0.744705       -0.745449     0.000479405
            1.04               9       -0.745983       -0.745508     0.000429801
            1.04              10       -0.745065       -0.745464     0.000389102
            1.04              11       -0.744473       -0.745374     0.000363999
            1.04              12       -0.743915       -0.745252     0.000353394
            1.04              13       -0.744823       -0.745219     0.000327748
            1.04              14       -0.743023       -0.745062     0.000339801
            1.04              15       -0.745111       -0.745066     0.000317163
            1.04              16       -0.744043       -0.745002     0.000303709
