#T      BLOCK:  ACTUAL_TE:     TE_AVE:      ERROR:
            1.78              11       -0.509067       -0.509507     0.000314002
            1.78              12       -0.510974       -0.509629     0.000310722
            1.78              13       -0.510031        -0.50966     0.000288351
            1.78              14       -0.509154       -0.509624     0.000270016
            1.78              15       -0.510144       -0.509659     0.000254232
            1.78              16       -0.508724         -0.5096      0.00024496
            1.78              17       -0.510373       -0.509646     0.000234734
            1.78              18       -0.509143       -0.509618     0.000223348
            1.78              19       -0.507612       -0.509512     0.000235215
            1.78              20       -0.508906       -0.509482       0.0002254
             1.8               1       -0.504755       -0.504755               0
             1.8               2       -0.504694       -0.504725     2.16154e-05
             1.8               3       -0.504067       -0.504506     0.000179635
             1.8               4       -0.503288       -0.504201     0.000296019
             1.8               5       -0.504787       -0.504318     0.000258988
             1.8               6       -0.505484       -0.504513     0.000279312
             1.8               7       -0.503482       -0.504365     0.000275486
             1.8               8       -0.504729       -0.504411     0.000244767
             1.8               9       -0.504561       -0.504428     0.000218141
             1.8              10       -0.503304       -0.504315     0.000223394
             1.8              11       -0.505763       -0.504447     0.000238723
             1.8              12       -0.504593       -0.504459     0.000219141
             1.8              13       -0.502358       -0.504297     0.000255021
             1.8              14        -0.50458       -0.504318     0.000237602
             1.8              15       -0.506988       -0.504496     0.000280652
             1.8              16       -0.504431       -0.504492      0.00026314
             1.8              17       -0.502586        -0.50438     0.000270477
             1.8              18       -0.504088       -0.504363     0.000255934
             1.8              19       -0.506935       -0.504499     0.000275945
             1.8              20        -0.50328       -0.504438      0.00026879
            1.82               1       -0.500954       -0.500954               0
            1.82               2       -0.501571       -0.501262     0.000218075
            1.82               3       -0.501761       -0.501429     0.000198914
            1.82               4       -0.499868       -0.501039     0.000369388
            1.82               5       -0.500235       -0.500878     0.000328588
            1.82               6       -0.498457       -0.500474      0.00045892
            1.82               7       -0.500412       -0.500466     0.000393446
            1.82               8       -0.500281       -0.500442     0.000344942
            1.82               9       -0.499082       -0.500291     0.000338112
            1.82              10       -0.502043       -0.500466     0.000346711
            1.82              11       -0.500402       -0.500461     0.000315242
            1.82              12       -0.502391       -0.500622     0.000327472
            1.82              13       -0.499337       -0.500523      0.00031684
            1.82              14        -0.49971       -0.500465     0.000299483
            1.82              15       -0.500737       -0.500483     0.000280067
            1.82              16       -0.500734       -0.500498     0.000263003
            1.82              17       -0.498307        -0.50037     0.000277327
            1.82              18       -0.499761       -0.500336     0.000263976
            1.82              19       -0.500195       -0.500328     0.000250186
            1.82              20       -0.499002       -0.500262     0.000246313
            1.84               1       -0.495373       -0.495373               0
            1.84               2       -0.497015       -0.496194     0.000580587
            1.84               3       -0.496193       -0.496194     0.000387059
            1.84               4       -0.494935       -0.495879     0.000398194
            1.84               5       -0.495419       -0.495787     0.000329007
            1.84               6        -0.49596       -0.495816     0.000275435
            1.84               7       -0.495038       -0.495705      0.00025755
            1.84               8       -0.496453       -0.495798     0.000241726
            1.84               9       -0.497727       -0.496013     0.000294932
            1.84              10       -0.495668       -0.495978     0.000267443
            1.84              11       -0.497232       -0.496092     0.000266309
            1.84              12       -0.495122       -0.496011     0.000256102
            1.84              13       -0.494369       -0.495885     0.000265719
            1.84              14        -0.49504       -0.495825     0.000253494
            1.84              15       -0.495765       -0.495821     0.000236625
            1.84              16       -0.495281       -0.495787     0.000224225
            1.84              17       -0.493401       -0.495647     0.000251148
            1.84              18       -0.496704       -0.495705     0.000243972
            1.84              19       -0.497275       -0.495788      0.00024472
            1.84              20       -0.495059       -0.495752      0.00023518
            1.86               1       -0.492531       -0.492531               0
            1.86               2       -0.492542       -0.492536     3.85922e-06
            1.86               3       -0.491467        -0.49218     0.000291153
            1.86               4       -0.491551       -0.492023     0.000257299
            1.86               5       -0.491423       -0.491903     0.000232114
            1.86               6       -0.491691       -0.491867     0.000196107
            1.86               7        -0.49308       -0.492041      0.00023228
            1.86               8       -0.491996       -0.492035     0.000203312
            1.86               9       -0.488768       -0.491672     0.000387039
            1.86              10       -0.491852        -0.49169     0.000348751
            1.86              11       -0.489003       -0.491446     0.000393421
            1.86              12       -0.491917       -0.491485     0.000362591
            1.86              13       -0.491505       -0.491487     0.000334703
            1.86              14       -0.489966       -0.491378     0.000327946
            1.86              15       -0.489898       -0.491279     0.000320586
            1.86              16       -0.491802       -0.491312     0.000302213
            1.86              17       -0.492285       -0.491369     0.000289811
            1.86              18       -0.492225       -0.491417     0.000277586
            1.86              19       -0.489966        -0.49134     0.000273278
            1.86              20       -0.490981       -0.491322     0.000260204
            1.88               1       -0.484628       -0.484628               0
            1.88               2       -0.486904       -0.485766      0.00080473
            1.88               3       -0.486725       -0.486086     0.000596629
            1.88               4       -0.486114       -0.486093     0.000447514
            1.88               5        -0.48749       -0.486372     0.000436652
            1.88               6       -0.487028       -0.486482       0.0003773
            1.88               7       -0.487479       -0.486624     0.000349284
            1.88               8       -0.484832         -0.4864     0.000370587
            1.88               9       -0.486777       -0.486442     0.000331775
            1.88              10       -0.486147       -0.486412     0.000299904
            1.88              11       -0.484595       -0.486247     0.000314886
            1.88              12       -0.489541       -0.486522     0.000390339
            1.88              13       -0.485696       -0.486458     0.000365447
            1.88              14       -0.487499       -0.486532     0.000346816
            1.88              15       -0.485762       -0.486481     0.000327478
            1.88              16       -0.487243       -0.486529      0.00031045
            1.88              17       -0.486183       -0.486508     0.000292854
            1.88              18       -0.487077        -0.48654     0.000278285
            1.88              19       -0.485244       -0.486472     0.000271864
            1.88              20       -0.485055       -0.486401     0.000267347
             1.9               1       -0.483517       -0.483517               0
             1.9               2       -0.482654       -0.483085     0.000305198
             1.9               3        -0.48141       -0.482527     0.000499249
             1.9               4       -0.483656       -0.482809     0.000447132
             1.9               5       -0.484286       -0.483104     0.000444667
             1.9               6       -0.480333       -0.482642     0.000561321
             1.9               7       -0.482201       -0.482579      0.00048466
             1.9               8       -0.483267       -0.482665     0.000431631
             1.9               9       -0.481532       -0.482539     0.000401616
             1.9              10       -0.483786       -0.482664     0.000380309
             1.9              11       -0.481982       -0.482602     0.000350756
             1.9              12       -0.483325       -0.482662     0.000326663
             1.9              13       -0.483719       -0.482744     0.000311491
             1.9              14       -0.481516       -0.482656     0.000301341
             1.9              15       -0.483389       -0.482705     0.000285188
             1.9              16       -0.483744        -0.48277     0.000274665
             1.9              17       -0.482212       -0.482737     0.000260459
             1.9              18        -0.48267       -0.482733     0.000246016
             1.9              19       -0.483914       -0.482795     0.000240785
             1.9              20       -0.482162       -0.482764     0.000230817
            1.92               1       -0.476055       -0.476055               0
            1.92               2       -0.476813       -0.476434     0.000268186
            1.92               3       -0.479817       -0.477562     0.000937845
            1.92               4       -0.478565       -0.477813     0.000736202
            1.92               5       -0.479901        -0.47823     0.000697425
            1.92               6       -0.476391       -0.477924     0.000645066
            1.92               7       -0.476626       -0.477738     0.000578945
            1.92               8       -0.478246       -0.477802     0.000510051
            1.92               9       -0.478616       -0.477892     0.000461331
            1.92              10       -0.477969         -0.4779     0.000415263
            1.92              11       -0.477731       -0.477885     0.000377794
            1.92              12       -0.478165       -0.477908     0.000347034
            1.92              13       -0.479047       -0.477996     0.000331215
            1.92              14       -0.477166       -0.477936     0.000312812
            1.92              15       -0.480265       -0.478092     0.000328215
            1.92              16       -0.477899       -0.478079     0.000307921
            1.92              17       -0.478593        -0.47811     0.000291289
            1.92              18       -0.479917        -0.47821     0.000291905
            1.92              19       -0.477642        -0.47818      0.00027807
            1.92              20       -0.479506       -0.478247     0.000271953
            1.94               1       -0.471921       -0.471921               0
            1.94               2       -0.473919        -0.47292     0.000706483
            1.94               3       -0.473939        -0.47326     0.000546559
            1.94               4       -0.476214       -0.473998     0.000759666
            1.94               5       -0.475655        -0.47433     0.000676144
            1.94               6       -0.475082       -0.474455     0.000574966
            1.94               7       -0.474433       -0.474452     0.000492837
            1.94               8       -0.476112       -0.474659     0.000472918
            1.94               9       -0.473967       -0.474582      0.00042658
            1.94              10        -0.47259       -0.474383     0.000427936
            1.94              11       -0.474503       -0.474394     0.000389173
            1.94              12       -0.475093       -0.474452     0.000361077
            1.94              13       -0.473747       -0.474398     0.000337354
            1.94              14       -0.473916       -0.474364     0.000315007
            1.94              15       -0.472147       -0.474216     0.000326845
            1.94              16       -0.473696       -0.474183     0.000308027
            1.94              17       -0.473744       -0.474158      0.00029099
            1.94              18       -0.474035       -0.474151     0.000274903
            1.94              19       -0.474385       -0.474163     0.000260711
            1.94              20       -0.475409       -0.474225     0.000255014
            1.96               1       -0.470725       -0.470725               0
            1.96               2       -0.470272       -0.470498     0.000159969
            1.96               3       -0.469714       -0.470237     0.000238539
            1.96               4       -0.469669       -0.470095     0.000217116
            1.96               5       -0.469899       -0.470056     0.000177184
            1.96               6       -0.470446       -0.470121     0.000159122
            1.96               7       -0.470486       -0.470173     0.000144669
            1.96               8       -0.468388        -0.46995     0.000244065
            1.96               9       -0.469973       -0.469952      0.00021696
            1.96              10       -0.468852       -0.469842     0.000221415
            1.96              11       -0.468835       -0.469751     0.000219409
            1.96              12       -0.470676       -0.469828     0.000214248
            1.96              13       -0.471285        -0.46994     0.000225189
            1.96              14       -0.470651       -0.469991     0.000214748
            1.96              15       -0.470551       -0.470028     0.000203653
            1.96              16       -0.469393       -0.469988     0.000194757
            1.96              17       -0.469879       -0.469982     0.000183406
            1.96              18       -0.469495       -0.469955       0.0001752
            1.96              19       -0.471248       -0.470023     0.000178711
            1.96              20       -0.470326       -0.470038     0.000170417
            1.98               1       -0.468995       -0.468995               0
            1.98               2       -0.466098       -0.467546      0.00102442
            1.98               3       -0.467274       -0.467456     0.000686966
            1.98               4       -0.466402       -0.467192     0.000563482
            1.98               5       -0.463937       -0.466541      0.00073633
            1.98               6       -0.466364       -0.466512     0.000614197
            1.98               7       -0.466729       -0.466543     0.000527237
            1.98               8       -0.467567       -0.466671      0.00047661
            1.98               9       -0.467569       -0.466771     0.000433987
            1.98              10       -0.465122       -0.466606     0.000420727
            1.98              11       -0.465518       -0.466507     0.000393925
            1.98              12       -0.466149       -0.466477     0.000362223
            1.98              13       -0.465424       -0.466396     0.000343306
            1.98              14       -0.466362       -0.466394     0.000318793
            1.98              15       -0.465028       -0.466303     0.000310274
            1.98              16       -0.465682       -0.466264     0.000293298
            1.98              17       -0.466792       -0.466295     0.000277686
            1.98              18       -0.465946       -0.466275     0.000262936
            1.98              19       -0.467503        -0.46634     0.000256918
            1.98              20        -0.46565       -0.466306     0.000246377
               2               1       -0.463049       -0.463049               0
               2               2       -0.461233       -0.462141     0.000642104
               2               3       -0.462233       -0.462172      0.00042881
               2               4       -0.465143       -0.462914     0.000719158
               2               5       -0.462725       -0.462876     0.000576323
               2               6       -0.462982       -0.462894     0.000480539
               2               7       -0.461765       -0.462733     0.000438136
               2               8       -0.463526       -0.462832     0.000394429
               2               9       -0.460663       -0.462591      0.00041779
               2              10       -0.462514       -0.462583     0.000376082
               2              11       -0.462502       -0.462576     0.000341965
               2              12       -0.461901        -0.46252     0.000318062
               2              13       -0.462424       -0.462512     0.000293681
               2              14       -0.462673       -0.462524     0.000272928
               2              15       -0.462392       -0.462515     0.000254873
               2              16       -0.463523       -0.462578     0.000246609
               2              17       -0.461863       -0.462536      0.00023566
               2              18         -0.4642       -0.462628     0.000240014
               2              19        -0.46184       -0.462587      0.00023094
               2              20       -0.461785       -0.462547     0.000222846
            2.02               1       -0.459254       -0.459254               0
            2.02               2       -0.459147       -0.459201     3.81342e-05
            2.02               3       -0.455893       -0.458098      0.00090047
            2.02               4        -0.45812       -0.458104      0.00067537
            2.02               5       -0.458118       -0.458106     0.000540301
            2.02               6       -0.460184       -0.458453     0.000550157
            2.02               7       -0.460246       -0.458709     0.000527822
            2.02               8       -0.459333       -0.458787     0.000467577
            2.02               9       -0.458429       -0.458747     0.000417307
            2.02              10       -0.459039       -0.458776     0.000376593
            2.02              11       -0.456605       -0.458579     0.000390699
            2.02              12       -0.457535       -0.458492     0.000367707
            2.02              13       -0.458185       -0.458468     0.000340181
            2.02              14       -0.456657       -0.458339     0.000339592
            2.02              15       -0.459633       -0.458425     0.000327735
            2.02              16       -0.458508        -0.45843     0.000307293
            2.02              17       -0.458021       -0.458406     0.000290157
            2.02              18       -0.459103       -0.458445     0.000276606
            2.02              19        -0.45654       -0.458345     0.000279621
            2.02              20       -0.457284       -0.458292     0.000270625
            2.04               1       -0.451805       -0.451805               0
            2.04               2       -0.453048       -0.452427      0.00043941
            2.04               3       -0.455954       -0.453603       0.0010037
            2.04               4       -0.453633        -0.45361     0.000752801
            2.04               5       -0.454529       -0.453794     0.000624271
            2.04               6       -0.454494       -0.453911     0.000531012
            2.04               7       -0.454573       -0.454005     0.000463512
            2.04               8       -0.452972       -0.453876     0.000423189
            2.04               9       -0.452252       -0.453696     0.000412853
            2.04              10       -0.454412       -0.453767     0.000377724
            2.04              11       -0.453477       -0.453741     0.000344304
            2.04              12       -0.454056       -0.453767     0.000316612
            2.04              13       -0.454532       -0.453826     0.000297675
            2.04              14       -0.453322        -0.45379     0.000278584
            2.04              15       -0.453498       -0.453771     0.000260692
            2.04              16       -0.455178       -0.453859     0.000258825
            2.04              17       -0.455699       -0.453967     0.000265268
            2.04              18        -0.45509       -0.454029      0.00025777
            2.04              19         -0.4538       -0.454017     0.000244484
            2.04              20       -0.453501       -0.453991     0.000233619
            2.06               1       -0.451161       -0.451161               0
            2.06               2       -0.450281       -0.450721     0.000310943
            2.06               3        -0.45005       -0.450497     0.000276214
            2.06               4       -0.449728       -0.450305     0.000265897
            2.06               5           -0.45       -0.450244     0.000219604
            2.06               6        -0.45109       -0.450385     0.000223711
            2.06               7       -0.448472       -0.450112      0.00031746
            2.06               8       -0.450625       -0.450176     0.000284183
            2.06               9       -0.450089       -0.450166     0.000252772
            2.06              10       -0.450314       -0.450181     0.000227926
            2.06              11       -0.447764       -0.449961     0.000294639
            2.06              12       -0.448656       -0.449852     0.000289478
            2.06              13       -0.450684       -0.449916     0.000274188
            2.06              14       -0.451282       -0.450014     0.000271404
            2.06              15       -0.449132       -0.449955     0.000259596
            2.06              16       -0.451087       -0.450026     0.000252822
            2.06              17        -0.44979       -0.450012     0.000238331
            2.06              18       -0.451436       -0.450091     0.000237861
            2.06              19       -0.451401        -0.45016     0.000235116
            2.06              20       -0.451155        -0.45021     0.000228561
            2.08               1       -0.446174       -0.446174               0
            2.08               2       -0.446661       -0.446417     0.000171976
            2.08               3       -0.446586       -0.446474     0.000123493
            2.08               4       -0.446649       -0.446517     0.000100076
            2.08               5       -0.446849       -0.446584     9.96035e-05
            2.08               6       -0.447774       -0.446782     0.000199185
            2.08               7       -0.447261        -0.44685      0.00018208
            2.08               8       -0.447839       -0.446974     0.000196868
            2.08               9       -0.447711       -0.447056     0.000191272
            2.08              10       -0.446628       -0.447013      0.00017687
            2.08              11        -0.44709        -0.44702      0.00016093
            2.08              12       -0.447872       -0.447091     0.000162432
            2.08              13       -0.447923       -0.447155     0.000162052
            2.08              14       -0.446198       -0.447087     0.000164262
            2.08              15       -0.447532       -0.447116     0.000155971
            2.08              16       -0.447314       -0.447129     0.000146712
            2.08              17       -0.446509       -0.447092     0.000142547
            2.08              18       -0.446613       -0.447066     0.000137093
            2.08              19       -0.447502       -0.447089     0.000131789
            2.08              20       -0.446431       -0.447056     0.000129238
             2.1               1       -0.442932       -0.442932               0
             2.1               2       -0.444748        -0.44384     0.000642148
             2.1               3       -0.443927       -0.443869     0.000428756
             2.1               4       -0.442385       -0.443498     0.000454647
             2.1               5        -0.44298       -0.443394     0.000375334
             2.1               6       -0.444234       -0.443534     0.000337857
             2.1               7       -0.443798       -0.443572     0.000291683
             2.1               8       -0.445419       -0.443803     0.000334316
             2.1               9       -0.443046       -0.443719     0.000307559
             2.1              10       -0.443431        -0.44369     0.000278146
             2.1              11       -0.443756       -0.443696     0.000252924
             2.1              12       -0.444099        -0.44373     0.000234062
             2.1              13       -0.444002       -0.443751     0.000216997
             2.1              14       -0.442923       -0.443691     0.000209395
             2.1              15       -0.445085       -0.443784      0.00021506
             2.1              16        -0.44344       -0.443763     0.000202692
             2.1              17       -0.442691         -0.4437     0.000200328
             2.1              18       -0.444853       -0.443764     0.000199188
             2.1              19       -0.442472       -0.443696     0.000199975
             2.1              20       -0.441861       -0.443604     0.000209961
            2.12               1       -0.439161       -0.439161               0
            2.12               2        -0.43953       -0.439346     0.000130693
            2.12               3       -0.439609       -0.439433     0.000112866
            2.12               4       -0.439818        -0.43953     0.000118771
            2.12               5       -0.437824       -0.439189     0.000319476
            2.12               6       -0.437843       -0.438964     0.000335873
            2.12               7       -0.440894        -0.43924     0.000384722
            2.12               8        -0.43937       -0.439256     0.000336974
            2.12               9       -0.441012       -0.439451     0.000351501
            2.12              10       -0.440788       -0.439585     0.000340816
            2.12              11       -0.437382       -0.439385     0.000363939
            2.12              12       -0.438873       -0.439342       0.0003361
            2.12              13       -0.441127       -0.439479     0.000337134
            2.12              14       -0.438943       -0.439441     0.000315225
            2.12              15       -0.438455       -0.439375     0.000300989
            2.12              16       -0.440548       -0.439449     0.000290972
            2.12              17       -0.440812       -0.439529     0.000284695
            2.12              18       -0.440491       -0.439582      0.00027385
            2.12              19        -0.43854       -0.439527     0.000264878
            2.12              20       -0.441915       -0.439647     0.000277235
            2.14               1       -0.436047       -0.436047               0
            2.14               2       -0.437774       -0.436911      0.00061091
            2.14               3       -0.436343       -0.436721     0.000435609
            2.14               4       -0.436123       -0.436572     0.000351454
            2.14               5       -0.434926       -0.436243     0.000407059
            2.14               6       -0.434395       -0.435935     0.000440551
            2.14               7       -0.434392       -0.435714     0.000429214
            2.14               8       -0.434993       -0.435624     0.000384906
            2.14               9       -0.436056       -0.435672     0.000345113
            2.14              10       -0.435613       -0.435666     0.000310652
            2.14              11       -0.434816       -0.435589     0.000291862
            2.14              12       -0.434551       -0.435502     0.000280071
            2.14              13       -0.438895       -0.435763     0.000360136
            2.14              14       -0.436996       -0.435851     0.000345007
            2.14              15       -0.436477       -0.435893     0.000324518
            2.14              16       -0.436007         -0.4359     0.000304313
            2.14              17       -0.435854       -0.435898     0.000286424
            2.14              18        -0.43423       -0.435805     0.000285098
            2.14              19       -0.436911       -0.435863     0.000275968
            2.14              20       -0.436214       -0.435881     0.000262728
            2.16               1        -0.43013        -0.43013               0
            2.16               2       -0.431785       -0.430958     0.000585019
            2.16               3       -0.431505        -0.43114     0.000417506
            2.16               4       -0.433418        -0.43171     0.000584209
            2.16               5       -0.432449       -0.431858     0.000485737
            2.16               6       -0.434624       -0.432319     0.000583931
            2.16               7       -0.432311       -0.432318     0.000500514
            2.16               8       -0.432372       -0.432324     0.000437996
            2.16               9       -0.432416       -0.432335     0.000389447
            2.16              10       -0.433169       -0.432418     0.000359332
            2.16              11       -0.432136       -0.432392     0.000327581
            2.16              12        -0.43578       -0.432675     0.000404025
            2.16              13       -0.432748        -0.43268     0.000372986
            2.16              14       -0.434166       -0.432786     0.000361117
            2.16              15       -0.431234       -0.432683      0.00035155
            2.16              16       -0.432622       -0.432679     0.000329599
            2.16              17       -0.434498       -0.432786     0.000327112
            2.16              18       -0.430908       -0.432682     0.000325145
            2.16              19        -0.43205       -0.432648      0.00030973
            2.16              20       -0.432858       -0.432659     0.000294422
            2.18               1        -0.42756        -0.42756               0
            2.18               2       -0.428824       -0.428192      0.00044694
            2.18               3       -0.428812       -0.428399      0.00034238
            2.18               4        -0.42813       -0.428332     0.000263284
            2.18               5       -0.430578       -0.428781      0.00045369
            2.18               6       -0.430931       -0.429139      0.00049997
            2.18               7       -0.430095       -0.429276     0.000446784
            2.18               8       -0.429856       -0.429348     0.000396781
            2.18               9       -0.429565       -0.429372     0.000353422
            2.18              10       -0.428908       -0.429326     0.000321117
            2.18              11       -0.429258        -0.42932     0.000291984
            2.18              12        -0.42888       -0.429283     0.000269941
            2.18              13       -0.428651       -0.429234     0.000253521
            2.18              14       -0.428753         -0.4292     0.000237733
            2.18              15       -0.428613       -0.429161     0.000225076
            2.18              16       -0.427814       -0.429077     0.000226201
            2.18              17       -0.429419       -0.429097      0.00021379
            2.18              18        -0.42884       -0.429083     0.000202389
            2.18              19       -0.427442       -0.428996     0.000209341
            2.18              20       -0.428077        -0.42895     0.000203852
             2.2               1       -0.424385       -0.424385               0
             2.2               2       -0.425228       -0.424806     0.000297938
             2.2               3       -0.425652       -0.425088     0.000304048
             2.2               4       -0.426161       -0.425357      0.00032547
             2.2               5       -0.425824        -0.42545      0.00027347
             2.2               6       -0.425066       -0.425386     0.000235281
             2.2               7       -0.427047       -0.425623     0.000298259
             2.2               8       -0.425165       -0.425566     0.000266413
             2.2               9       -0.426648       -0.425686     0.000262533
             2.2              10       -0.425212       -0.425639     0.000240522
             2.2              11        -0.42554        -0.42563     0.000218824
             2.2              12       -0.424226       -0.425513     0.000229745
             2.2              13        -0.42426       -0.425417     0.000231397
             2.2              14       -0.424323       -0.425338     0.000227677
             2.2              15       -0.425075       -0.425321     0.000213175
             2.2              16       -0.425378       -0.425324     0.000199881
             2.2              17       -0.425615       -0.425341     0.000188853
             2.2              18       -0.426301       -0.425395     0.000185739
             2.2              19       -0.424482       -0.425347     0.000182072
             2.2              20       -0.424888       -0.425324      0.00017441
            2.22               1       -0.422665       -0.422665               0
            2.22               2       -0.422649       -0.422657     5.55749e-06
            2.22               3        -0.42258       -0.422632     2.12879e-05
            2.22               4       -0.419713       -0.421902     0.000632072
            2.22               5       -0.424127       -0.422347     0.000643515
            2.22               6       -0.423882       -0.422603     0.000584898
            2.22               7       -0.418943        -0.42208     0.000696889
            2.22               8       -0.423256       -0.422227     0.000625096
            2.22               9       -0.421753       -0.422174     0.000557851
            2.22              10       -0.422168       -0.422174     0.000502066
            2.22              11       -0.423344        -0.42228     0.000467563
            2.22              12       -0.423061       -0.422345     0.000433106
            2.22              13       -0.423171       -0.422409     0.000404424
            2.22              14       -0.422395       -0.422408     0.000375538
            2.22              15       -0.421134       -0.422323     0.000359974
            2.22              16       -0.423159       -0.422375     0.000341245
            2.22              17       -0.423137        -0.42242     0.000324099
            2.22              18       -0.423483       -0.422479     0.000311423
            2.22              19       -0.422096       -0.422459     0.000295684
            2.22              20       -0.422627       -0.422467      0.00028102
            2.24               1       -0.417601       -0.417601               0
            2.24               2       -0.419766       -0.418684     0.000765741
            2.24               3       -0.418205       -0.418524     0.000526819
            2.24               4        -0.41786       -0.418358     0.000420447
            2.24               5       -0.419627       -0.418612     0.000405788
            2.24               6       -0.420235       -0.418883     0.000418729
            2.24               7       -0.417772       -0.418724      0.00038782
            2.24               8       -0.419937       -0.418876     0.000367819
            2.24               9       -0.417632       -0.418737     0.000351935
            2.24              10       -0.419105       -0.418774     0.000318652
            2.24              11       -0.419814       -0.418869     0.000303382
            2.24              12       -0.418959       -0.418876     0.000278194
            2.24              13        -0.41869       -0.418862     0.000257163
            2.24              14       -0.420387       -0.418971     0.000260853
            2.24              15       -0.419494       -0.419006     0.000245785
            2.24              16       -0.418582       -0.418979     0.000231844
            2.24              17       -0.417996       -0.418921     0.000225298
            2.24              18       -0.419516       -0.418954     0.000215192
            2.24              19       -0.420783       -0.419051     0.000224355
            2.24              20       -0.420096       -0.419103     0.000219138
            2.26               1       -0.417438       -0.417438               0
            2.26               2       -0.416577       -0.417007     0.000304423
            2.26               3       -0.417109       -0.417041      0.00020484
            2.26               4       -0.413722       -0.416211     0.000734764
            2.26               5        -0.41532       -0.416033     0.000609053
            2.26               6       -0.415885       -0.416008     0.000508047
            2.26               7       -0.416892       -0.416135     0.000450888
            2.26               8       -0.413451       -0.415799     0.000504077
            2.26               9       -0.415945       -0.415815     0.000448329
            2.26              10       -0.415996       -0.415834      0.00040386
            2.26              11       -0.414258        -0.41569     0.000391717
            2.26              12       -0.415489       -0.415674     0.000359432
            2.26              13       -0.415865       -0.415688     0.000332087
            2.26              14       -0.417556       -0.415822     0.000334079
            2.26              15       -0.415196        -0.41578     0.000314403
            2.26              16       -0.416114       -0.415801     0.000295446
            2.26              17       -0.415696       -0.415795      0.00027813
            2.26              18       -0.413952       -0.415692     0.000280888
            2.26              19       -0.417077       -0.415765     0.000275399
            2.26              20       -0.415467        -0.41575     0.000262033
            2.28               1       -0.412014       -0.412014               0
            2.28               2       -0.412377       -0.412196     0.000128307
            2.28               3       -0.413421       -0.412604     0.000344256
            2.28               4        -0.41265       -0.412616     0.000258384
            2.28               5       -0.412743       -0.412641     0.000207965
            2.28               6       -0.411334       -0.412423     0.000263861
            2.28               7       -0.414105       -0.412664     0.000317219
            2.28               8        -0.41109       -0.412467     0.000333047
            2.28               9       -0.412814       -0.412505     0.000298268
            2.28              10        -0.41355        -0.41261     0.000286133
            2.28              11       -0.412371       -0.412588     0.000260945
            2.28              12       -0.411301       -0.412481     0.000260298
            2.28              13       -0.413903        -0.41259      0.00026225
            2.28              14       -0.414131         -0.4127     0.000265603
            2.28              15       -0.414304       -0.412807      0.00026856
            2.28              16       -0.414481       -0.412912     0.000271382
            2.28              17        -0.41276       -0.412903     0.000255567
            2.28              18       -0.413126       -0.412915     0.000241668
            2.28              19       -0.412149       -0.412875     0.000232287
            2.28              20       -0.410829       -0.412773     0.000242145
             2.3               1       -0.409981       -0.409981               0
             2.3               2       -0.410391       -0.410186     0.000145218
             2.3               3       -0.408386       -0.409586      0.00049932
             2.3               4       -0.408354       -0.409278     0.000459799
             2.3               5       -0.408849       -0.409192     0.000375772
             2.3               6        -0.41065       -0.409435     0.000383749
             2.3               7       -0.410372       -0.409569     0.000351491
             2.3               8       -0.408244       -0.409403     0.000344377
             2.3               9       -0.408687       -0.409324     0.000315177
             2.3              10       -0.410152       -0.409407     0.000294342
             2.3              11       -0.411873       -0.409631     0.000342478
             2.3              12       -0.408723       -0.409555     0.000322192
             2.3              13       -0.410589       -0.409635     0.000307061
             2.3              14       -0.408975       -0.409587     0.000288722
             2.3              15       -0.409366       -0.409573     0.000269851
             2.3              16       -0.410766       -0.409647     0.000263099
             2.3              17       -0.409955       -0.409665     0.000248243
             2.3              18       -0.409195       -0.409639     0.000235825
             2.3              19       -0.409825       -0.409649     0.000223616
             2.3              20       -0.407497       -0.409541     0.000236918
            2.32               1       -0.406002       -0.406002               0
            2.32               2       -0.406207       -0.406104     7.25356e-05
            2.32               3       -0.404217       -0.405475     0.000515892
            2.32               4       -0.407304       -0.405933     0.000553651
            2.32               5       -0.407135       -0.406173     0.000492391
            2.32               6        -0.40522       -0.406014     0.000435183
            2.32               7       -0.404722        -0.40583     0.000410309
            2.32               8        -0.40536       -0.405771     0.000363191
            2.32               9       -0.405083       -0.405695     0.000330773
            2.32              10       -0.404582       -0.405583     0.000315856
            2.32              11       -0.405972       -0.405619     0.000289116
            2.32              12       -0.406386       -0.405683     0.000272003
            2.32              13       -0.405725       -0.405686     0.000251099
            2.32              14       -0.406464       -0.405742     0.000239239
            2.32              15       -0.405927       -0.405754     0.000223608
            2.32              16       -0.404507       -0.405676     0.000222798
            2.32              17       -0.405302       -0.405654     0.000210777
            2.32              18       -0.404891       -0.405612     0.000203281
            2.32              19       -0.406881       -0.405678     0.000203266
            2.32              20        -0.40606       -0.405697     0.000193998
            2.34               1       -0.404436       -0.404436               0
            2.34               2       -0.403886       -0.404161      0.00019476
            2.34               3       -0.404079       -0.404134     0.000131743
            2.34               4       -0.401587       -0.403497     0.000560151
            2.34               5       -0.404391       -0.403676     0.000475773
            2.34               6       -0.402423       -0.403467       0.0004399
