#T      BLOCK:   ACTUAL_X:      X_AVE:      ERROR:
             1.1              18         5.63841         5.58991       0.0242644
             1.1              19         5.67194         5.59423       0.0233683
             1.1              20         5.57201         5.59312       0.0222262
            1.12               1          5.2925          5.2925               0
            1.12               2         5.45959         5.37604       0.0590771
            1.12               3         5.28507         5.34572       0.0465208
            1.12               4         5.36981         5.35174       0.0352783
            1.12               5         5.26546         5.33449       0.0321672
            1.12               6         5.50476         5.36286       0.0372785
            1.12               7          5.2705         5.34967       0.0342084
            1.12               8         5.47745         5.36564       0.0334542
            1.12               9         5.38722         5.36804       0.0298229
            1.12              10         5.36699         5.36793       0.0268408
            1.12              11         5.14779         5.34792       0.0309762
            1.12              12         5.28381         5.34258        0.028852
            1.12              13         5.22626         5.33363       0.0279857
            1.12              14         5.67214         5.35781       0.0349023
            1.12              15         5.45115         5.36403       0.0331255
            1.12              16         5.17677         5.35233       0.0330582
            1.12              17         5.36957         5.35334       0.0311292
            1.12              18         5.43111         5.35766       0.0296981
            1.12              19         5.30787         5.35504       0.0282504
            1.12              20         5.32222          5.3534       0.0268855
            1.14               1         5.12162         5.12162               0
            1.14               2         5.08559         5.10361       0.0127398
            1.14               3         5.11632         5.10785       0.0091714
            1.14               4         5.11966          5.1108      0.00733903
            1.14               5         5.01708         5.09206       0.0177634
            1.14               6         4.95818         5.06974       0.0251789
            1.14               7          5.1887         5.08674       0.0267082
            1.14               8         4.96457         5.07147       0.0273896
            1.14               9         5.03767         5.06771       0.0246024
            1.14              10         4.93922         5.05486       0.0252759
            1.14              11         5.15075         5.06358       0.0244351
            1.14              12          5.0136         5.05941       0.0227511
            1.14              13          5.1805         5.06873        0.022828
            1.14              14         5.16486          5.0756       0.0222062
            1.14              15         5.24457         5.08686       0.0234093
            1.14              16         5.01263         5.08222       0.0224012
            1.14              17         4.96988         5.07561       0.0220366
            1.14              18         4.96526         5.06948       0.0216483
            1.14              19          5.0928         5.07071       0.0205437
            1.14              20         5.03615         5.06898       0.0195891
            1.16               1          4.6375          4.6375               0
            1.16               2         4.79243         4.71497       0.0547739
            1.16               3         4.72841         4.71945       0.0366988
            1.16               4         4.75601         4.72859       0.0286399
            1.16               5         4.84895         4.75266       0.0314405
            1.16               6          4.9761          4.7899         0.04292
            1.16               7         4.82042         4.79426       0.0370094
            1.16               8         4.57635         4.76702       0.0412052
            1.16               9          4.9328         4.78544       0.0405352
            1.16              10         4.87217         4.79411       0.0373979
            1.16              11          4.8218         4.79663       0.0340827
            1.16              12         4.82059         4.79863       0.0313009
            1.16              13         5.05117         4.81805       0.0343971
            1.16              14         4.90547          4.8243        0.032502
            1.16              15         4.76451         4.82031       0.0305786
            1.16              16         4.75739         4.81638       0.0289192
            1.16              17         4.73244         4.81144       0.0276364
            1.16              18         4.92806         4.81792       0.0268497
            1.16              19         4.87503         4.82093       0.0256043
            1.16              20         4.88024         4.82389       0.0244952
            1.18               1         4.57423         4.57423               0
            1.18               2          4.6573         4.61577       0.0293686
            1.18               3         4.73156         4.65436       0.0371019
            1.18               4         4.53245         4.62388       0.0383546
            1.18               5         4.65602         4.63031       0.0312174
            1.18               6         4.66399         4.63593       0.0265145
            1.18               7         4.63981         4.63648       0.0227325
            1.18               8         4.61526         4.63383       0.0200452
            1.18               9         4.59766         4.62981       0.0182162
            1.18              10         4.43063         4.60989       0.0250166
            1.18              11         4.56954         4.60622       0.0230097
            1.18              12         4.70804         4.61471       0.0226026
            1.18              13          4.6085         4.61423        0.020869
            1.18              14         4.60439         4.61353       0.0193901
            1.18              15         4.66811         4.61717       0.0184357
            1.18              16         4.65235         4.61937       0.0174141
            1.18              17          4.5116         4.61303       0.0175055
            1.18              18         4.62906         4.61392       0.0165557
            1.18              19         4.53764          4.6099       0.0161638
            1.18              20         4.58509         4.60866       0.0154031
             1.2               1         4.44278         4.44278               0
             1.2               2         4.55651         4.49965       0.0402099
             1.2               3         4.50408         4.50112       0.0268337
             1.2               4         4.36008         4.46586       0.0365731
             1.2               5         4.51433         4.47556        0.030516
             1.2               6          4.4896          4.4779       0.0255195
             1.2               7         4.40626         4.46766       0.0238377
             1.2               8         4.51003         4.47296       0.0214382
             1.2               9         4.38396         4.46307       0.0212145
             1.2              10         4.39413         4.45617       0.0201822
             1.2              11         4.27728         4.43991       0.0240226
             1.2              12         4.36782          4.4339       0.0227595
             1.2              13         4.26951         4.42126        0.024269
             1.2              14          4.4501         4.42332       0.0226227
             1.2              15         4.35682         4.41888       0.0215445
             1.2              16           4.432          4.4197       0.0202135
             1.2              17         4.40018         4.41856       0.0190571
             1.2              18         4.32915         4.41359       0.0186344
             1.2              19         4.32779         4.40907       0.0181926
             1.2              20         4.51751         4.41449       0.0180728
            1.22               1         4.24145         4.24145               0
            1.22               2         4.19212         4.21679       0.0174404
            1.22               3         4.26218         4.23192       0.0169642
            1.22               4         4.29305          4.2472       0.0183596
            1.22               5         4.18221          4.2342        0.018732
            1.22               6         4.20164         4.22878       0.0163773
            1.22               7         4.23271         4.22934       0.0140473
            1.22               8         4.39532         4.25009        0.022972
            1.22               9         4.38124         4.26466       0.0246115
            1.22              10         4.24296         4.26249       0.0222458
            1.22              11         4.22625         4.25919        0.020466
            1.22              12         4.32749         4.26489       0.0195359
            1.22              13         4.28285         4.26627        0.018082
            1.22              14         4.26791         4.26639       0.0167908
            1.22              15         4.17426         4.26024       0.0167571
            1.22              16         4.36084         4.26653       0.0168481
            1.22              17         4.29951         4.26847       0.0159683
            1.22              18         4.05942         4.25686       0.0188371
            1.22              19         4.24563         4.25627       0.0178549
            1.22              20         4.22341         4.25462       0.0170376
            1.24               1           4.085           4.085               0
            1.24               2         3.94526         4.01513       0.0494039
            1.24               3         4.14337         4.05788       0.0479896
            1.24               4         4.07264         4.06157       0.0361338
            1.24               5         4.01602         4.05246       0.0300331
            1.24               6         3.95538         4.03628       0.0290608
            1.24               7         3.93614         4.02197       0.0282113
            1.24               8         4.15237         4.03827       0.0290138
            1.24               9         3.98661         4.03253       0.0263518
            1.24              10         4.11736         4.04101       0.0250449
            1.24              11         3.95863         4.03353       0.0238617
            1.24              12         3.99974         4.03071       0.0220387
            1.24              13          4.0757         4.03417       0.0206134
            1.24              14         4.04113         4.03467        0.019147
            1.24              15          4.0762         4.03744       0.0180696
            1.24              16         4.12975         4.04321       0.0178376
            1.24              17         4.12419         4.04797       0.0174129
            1.24              18         4.13298         4.05269       0.0170739
            1.24              19         4.05343         4.05273       0.0161753
            1.24              20         4.07907         4.05405       0.0154201
            1.26               1         3.88938         3.88938               0
            1.26               2         3.97433         3.93186       0.0300349
            1.26               3         3.81596         3.89323       0.0373626
            1.26               4         3.89802         3.89443       0.0280412
            1.26               5         3.81182          3.8779       0.0268629
            1.26               6         3.86792         3.87624       0.0224373
            1.26               7         3.85352         3.87299       0.0194653
            1.26               8         3.89501         3.87575       0.0172256
            1.26               9         4.00262         3.88984       0.0202754
            1.26              10         3.82886         3.88374        0.019143
            1.26              11         3.81796         3.87776       0.0183131
            1.26              12         3.83527         3.87422       0.0171259
            1.26              13         3.86366         3.87341       0.0158278
            1.26              14         3.78408         3.86703       0.0159315
            1.26              15          3.9848         3.87488       0.0166924
            1.26              16         3.88122         3.87528       0.0156538
            1.26              17         3.89787         3.87661       0.0147893
            1.26              18         3.84659         3.87494       0.0140614
            1.26              19         3.85154         3.87371       0.0133751
            1.26              20         3.78344         3.86919       0.0134464
            1.28               1         3.74831         3.74831               0
            1.28               2         3.59203         3.67017       0.0552517
            1.28               3         3.75686         3.69907       0.0437432
            1.28               4         3.78333         3.72013       0.0375383
            1.28               5         3.67275         3.71066        0.031204
            1.28               6         3.75965         3.71882       0.0270507
            1.28               7         3.58095         3.69913       0.0294976
            1.28               8         3.82985         3.71547       0.0299969
            1.28               9         3.70281         3.71406       0.0266968
            1.28              10          3.7956         3.72221       0.0252417
            1.28              11         3.79083         3.72845       0.0237052
            1.28              12         3.68606         3.72492       0.0219915
            1.28              13         3.88584          3.7373       0.0235271
            1.28              14         3.61251         3.72838       0.0234742
            1.28              15         3.75152         3.72993       0.0219599
            1.28              16         3.77785         3.73292       0.0207906
            1.28              17         3.74205         3.73346       0.0195746
            1.28              18         3.81707          3.7381       0.0190303
            1.28              19         3.85515         3.74426       0.0189996
            1.28              20         3.86374         3.75024       0.0189655
             1.3               1         3.65993         3.65993               0
             1.3               2          3.5719         3.61591        0.031122
             1.3               3         3.57586         3.60256       0.0234381
             1.3               4         3.56152          3.5923       0.0196965
             1.3               5         3.47454         3.56875       0.0263073
             1.3               6         3.55191         3.56594       0.0220719
             1.3               7         3.53264         3.56118       0.0194248
             1.3               8         3.70988         3.57977       0.0243141
             1.3               9         3.42833         3.56294         0.02681
             1.3              10         3.45023         3.55167       0.0263924
             1.3              11         3.45534         3.54292       0.0254044
             1.3              12         3.51723         3.54078       0.0233774
             1.3              13         3.54465         3.54107        0.021581
             1.3              14         3.52309         3.53979       0.0200777
             1.3              15         3.52179         3.53859        0.018775
             1.3              16         3.57996         3.54118       0.0177788
             1.3              17         3.62063         3.54585       0.0173364
             1.3              18         3.59188         3.54841       0.0165608
             1.3              19         3.52169           3.547       0.0157488
             1.3              20         3.70296          3.5548       0.0167813
            1.32               1         3.48876         3.48876               0
            1.32               2         3.48557         3.48716      0.00112829
            1.32               3         3.55363         3.50932       0.0181046
            1.32               4         3.51249         3.51011       0.0135958
            1.32               5         3.51225         3.51054       0.0108834
            1.32               6         3.35357         3.48438       0.0255468
            1.32               7         3.42587         3.47602       0.0232243
            1.32               8         3.43977         3.47149       0.0207586
            1.32               9         3.47779         3.47219       0.0184639
            1.32              10         3.49383         3.47435       0.0167439
            1.32              11         3.54775         3.48103       0.0164977
            1.32              12         3.42901         3.47669        0.015682
            1.32              13         3.55122         3.48242       0.0154883
            1.32              14         3.50064         3.48372       0.0144365
            1.32              15            3.49         3.48414       0.0134801
            1.32              16         3.51886         3.48631       0.0128111
            1.32              17          3.3903         3.48067        0.013244
            1.32              18         3.43712         3.47825       0.0127273
            1.32              19         3.47796         3.47823       0.0120574
            1.32              20         3.54281         3.48146       0.0118791
            1.34               1         3.38397         3.38397               0
            1.34               2         3.33953         3.36175       0.0157114
            1.34               3         3.33482         3.35277       0.0127832
            1.34               4         3.30147         3.33995       0.0146728
            1.34               5          3.3142          3.3348       0.0126096
            1.34               6         3.24088         3.31915       0.0177364
            1.34               7         3.40954         3.33206       0.0193408
            1.34               8          3.4045         3.34111       0.0189247
            1.34               9         3.36967         3.34429       0.0170859
            1.34              10         3.25659         3.33552       0.0174836
            1.34              11         3.36245         3.33797       0.0160646
            1.34              12         3.29275          3.3342       0.0151614
            1.34              13         3.25052         3.32776       0.0153006
            1.34              14         3.37074         3.33083       0.0145124
            1.34              15         3.34635         3.33187       0.0135817
            1.34              16         3.30775         3.33036       0.0128162
            1.34              17         3.32083          3.3298       0.0120746
            1.34              18         3.25749         3.32578       0.0120535
            1.34              19          3.2984         3.32434        0.011505
            1.34              20         3.34975         3.32561       0.0109996
            1.36               1         3.17241         3.17241               0
            1.36               2         3.19262         3.18251      0.00714576
            1.36               3         3.24487          3.2033        0.017626
            1.36               4         3.21009           3.205       0.0133012
            1.36               5         3.25979         3.21595       0.0144667
            1.36               6         3.21636         3.21602       0.0120557
            1.36               7         3.15611         3.20746       0.0130221
            1.36               8         3.23288         3.21064       0.0117756
            1.36               9         3.18048         3.20729       0.0109336
            1.36              10         3.21486         3.20805      0.00986647
            1.36              11         3.24786         3.21167      0.00961062
            1.36              12         3.19978         3.21068       0.0088606
            1.36              13         3.23001         3.21216      0.00830293
            1.36              14         3.23066         3.21348      0.00781422
            1.36              15         3.30669          3.2197       0.0094459
            1.36              16         3.26861         3.22275      0.00933708
            1.36              17         3.20096         3.22147      0.00887543
            1.36              18         3.14908         3.21745      0.00924882
            1.36              19         3.13735         3.21323      0.00967537
            1.36              20         3.23252          3.2142       0.0092395
            1.38               1         3.07994         3.07994               0
            1.38               2         3.03949         3.05971       0.0143015
            1.38               3          3.0313         3.05024       0.0122768
            1.38               4          3.0506         3.05033      0.00920794
            1.38               5         3.07176         3.05462      0.00830416
            1.38               6         3.19253          3.0776       0.0220946
            1.38               7         3.10565         3.08161       0.0192981
            1.38               8         3.10074           3.084       0.0170334
            1.38               9         3.09062         3.08474       0.0151566
            1.38              10         3.17313         3.09357       0.0160124
            1.38              11         3.02786          3.0876       0.0156315
            1.38              12         3.13442          3.0915       0.0148079
            1.38              13         3.04512         3.08793       0.0140921
            1.38              14         3.08016         3.08738       0.0130965
            1.38              15         3.11024          3.0889       0.0123117
            1.38              16         3.01368          3.0842       0.0124075
            1.38              17         3.09827         3.08503       0.0117052
            1.38              18         3.08016         3.08476       0.0110581
            1.38              19         3.08137         3.08458       0.0104775
            1.38              20         3.07798         3.08425      0.00995882
             1.4               1         2.93166         2.93166               0
             1.4               2         3.00859         2.97013       0.0271965
             1.4               3         2.93784         2.95936       0.0201487
             1.4               4         2.99061         2.96718       0.0165572
             1.4               5         2.95159         2.96406       0.0135361
             1.4               6          2.8868         2.95118       0.0162916
             1.4               7         2.94372         2.95012       0.0139991
             1.4               8         2.93791         2.94859        0.012332
             1.4               9         2.94333         2.94801       0.0109756
             1.4              10         2.93229         2.94643      0.00998996
             1.4              11         2.93565         2.94545      0.00912974
             1.4              12         2.91957          2.9433         0.00862
             1.4              13         2.97226         2.94552      0.00823983
             1.4              14         2.94998         2.94584       0.0076574
             1.4              15         2.98421          2.9484      0.00756202
             1.4              16         2.93908         2.94782      0.00711178
             1.4              17         2.94163         2.94745      0.00670274
             1.4              18         3.01356         2.95113      0.00726708
             1.4              19         2.82596         2.94454      0.00940792
             1.4              20         2.95338         2.94498      0.00894791
            1.42               1         2.90504         2.90504               0
            1.42               2          2.9345         2.91977       0.0104169
            1.42               3         2.85287         2.89747       0.0194864
            1.42               4          2.8024          2.8737       0.0252435
            1.42               5         2.85307         2.86958       0.0205292
            1.42               6         2.86293         2.86847       0.0171376
            1.42               7         2.81774         2.86122       0.0161492
            1.42               8         2.90745           2.867        0.015129
            1.42               9         2.94003         2.87511       0.0154718
            1.42              10         2.83533         2.87114       0.0144271
            1.42              11         2.86293         2.87039       0.0131348
            1.42              12          2.8116         2.86549       0.0129216
            1.42              13          2.8242         2.86231       0.0123117
            1.42              14         2.87672         2.86334       0.0114752
            1.42              15          2.8268         2.86091       0.0109658
            1.42              16         2.92142         2.86469       0.0109131
            1.42              17         2.87756         2.86545       0.0102974
            1.42              18         2.91313          2.8681       0.0100602
            1.42              19         2.86244          2.8678      0.00953516
            1.42              20         2.89631         2.86922      0.00916435
            1.44               1         2.82306         2.82306               0
            1.44               2         2.80123         2.81215      0.00771763
            1.44               3         2.85706         2.82712       0.0132624
            1.44               4         2.84936         2.83268       0.0110511
            1.44               5         2.80954         2.82805      0.00976203
            1.44               6         2.76215         2.81707       0.0129114
            1.44               7         2.81289         2.81647       0.0110807
            1.44               8         2.74423         2.80744        0.012859
            1.44               9         2.75756          2.8019       0.0125681
            1.44              10         2.84611         2.80632        0.012064
            1.44              11         2.74051         2.80034        0.012362
            1.44              12         2.83795         2.80347       0.0117225
            1.44              13         2.78989         2.80243       0.0108672
            1.44              14         2.80724         2.80277       0.0100964
            1.44              15         2.77523         2.80093      0.00958882
            1.44              16         2.77626         2.79939      0.00911271
            1.44              17         2.79201         2.79896        0.008587
            1.44              18         2.74839         2.79615      0.00855712
            1.44              19         2.86739          2.7999      0.00889029
            1.44              20         2.72071         2.79594      0.00928567
            1.46               1          2.7207          2.7207               0
            1.46               2         2.69374         2.70722      0.00953205
            1.46               3         2.68347          2.6993      0.00906297
            1.46               4         2.70308         2.70025      0.00684627
            1.46               5         2.66917         2.69403       0.0078038
            1.46               6         2.76491         2.70585        0.012593
            1.46               7         2.67188         2.70099       0.0116916
            1.46               8         2.69511         2.70026       0.0102533
            1.46               9         2.70784          2.7011      0.00914855
            1.46              10         2.68571         2.69956       0.0083622
            1.46              11         2.70706         2.70024      0.00762971
            1.46              12         2.72618          2.7024      0.00729359
            1.46              13         2.73004         2.70453      0.00703566
            1.46              14         2.74032         2.70709       0.0069822
            1.46              15          2.6559         2.70367      0.00730305
            1.46              16           2.667         2.70138       0.0071973
            1.46              17          2.7161         2.70225      0.00682582
            1.46              18         2.72799         2.70368      0.00659468
            1.46              19          2.7457         2.70589      0.00660812
            1.46              20         2.67025         2.70411       0.0065136
            1.48               1         2.65278         2.65278               0
            1.48               2         2.58561          2.6192       0.0237501
            1.48               3         2.60159         2.61333       0.0165426
            1.48               4         2.60711         2.61177       0.0124797
            1.48               5         2.62661         2.61474       0.0103303
            1.48               6         2.56696         2.60678       0.0112678
            1.48               7         2.55966         2.60005       0.0114938
            1.48               8         2.62843         2.60359       0.0105906
            1.48               9         2.61215         2.60455      0.00945651
            1.48              10         2.63684         2.60778       0.0090456
            1.48              11         2.58723         2.60591      0.00841383
            1.48              12          2.6133         2.60652       0.0077352
            1.48              13         2.59653         2.60575      0.00717832
            1.48              14         2.64266         2.60839      0.00713326
            1.48              15         2.58769         2.60701      0.00678984
            1.48              16         2.65398         2.60995      0.00697122
            1.48              17         2.60507         2.60966      0.00656705
            1.48              18         2.64723         2.61175      0.00652545
            1.48              19         2.62596          2.6125      0.00622475
            1.48              20         2.56361         2.61005      0.00637544
             1.5               1         2.55539         2.55539               0
             1.5               2         2.53392         2.54465      0.00758861
             1.5               3         2.52185         2.53705      0.00800682
             1.5               4         2.52594         2.53427        0.006469
             1.5               5         2.51905         2.53123      0.00584787
             1.5               6         2.51489         2.52851      0.00547098
             1.5               7         2.55169         2.53182      0.00560275
             1.5               8         2.52204          2.5306       0.0050339
             1.5               9         2.55536         2.53335      0.00517207
             1.5              10         2.49769         2.52978      0.00575438
             1.5              11         2.54938         2.53156      0.00550021
             1.5              12         2.53119         2.53153      0.00504194
             1.5              13         2.47016         2.52681      0.00649877
             1.5              14         2.49991         2.52489      0.00631227
             1.5              15          2.4617         2.52068      0.00716042
             1.5              16         2.56374         2.52337      0.00720097
             1.5              17         2.47686         2.52063      0.00727864
             1.5              18         2.48051          2.5184      0.00720746
             1.5              19         2.52229         2.51861      0.00683102
             1.5              20         2.55649          2.5205      0.00674691
            1.52               1         2.45642         2.45642               0
            1.52               2         2.47214         2.46428      0.00555693
            1.52               3          2.3895         2.43935        0.020688
            1.52               4         2.45924         2.44433       0.0161024
            1.52               5           2.402         2.43586       0.0149418
            1.52               6          2.4554         2.43912       0.0128014
            1.52               7         2.43756         2.43889       0.0109745
            1.52               8         2.45098         2.44041      0.00970611
            1.52               9         2.48657         2.44553      0.00989041
            1.52              10         2.39402         2.44038       0.0101547
            1.52              11         2.52127         2.44774       0.0115922
            1.52              12         2.47065         2.44965       0.0107823
            1.52              13         2.47257         2.45141       0.0100961
            1.52              14         2.49085         2.45423      0.00976004
            1.52              15         2.47373         2.45553      0.00919556
            1.52              16         2.48532         2.45739      0.00880732
            1.52              17         2.46604          2.4579      0.00830393
            1.52              18         2.39151         2.45421       0.0086228
            1.52              19         2.39732         2.45122      0.00867325
            1.52              20         2.49614         2.45346      0.00852544
            1.54               1         2.39634         2.39634               0
            1.54               2          2.3396         2.36797       0.0200584
            1.54               3         2.35233         2.36276       0.0140334
            1.54               4         2.37283         2.36528       0.0107488
            1.54               5         2.41713         2.37565       0.0126487
            1.54               6         2.43272         2.38516       0.0136567
            1.54               7         2.39318         2.38631       0.0117537
            1.54               8         2.40022         2.38804       0.0104124
            1.54               9         2.42159         2.39177      0.00990004
            1.54              10         2.43155         2.39575      0.00967634
            1.54              11         2.44094         2.39986       0.0096295
            1.54              12         2.33911          2.3948       0.0100703
            1.54              13         2.33683         2.39034       0.0102353
            1.54              14         2.40292         2.39124      0.00954361
            1.54              15         2.33468         2.38747      0.00962339
            1.54              16         2.35554         2.38547      0.00922649
            1.54              17         2.38723         2.38557      0.00868434
            1.54              18         2.38406         2.38549      0.00820228
            1.54              19          2.4512         2.38895      0.00846837
            1.54              20         2.40444         2.38972      0.00808032
            1.56               1         2.30891         2.30891               0
            1.56               2         2.34714         2.32803       0.0135152
            1.56               3         2.33219         2.32941      0.00908104
            1.56               4         2.32203         2.32757      0.00699607
            1.56               5         2.28544         2.31914      0.00938704
            1.56               6         2.33928          2.3225      0.00840147
            1.56               7         2.25183          2.3124       0.0117988
            1.56               8         2.33143         2.31478        0.010561
            1.56               9         2.33369         2.31688      0.00959416
            1.56              10         2.29781         2.31498      0.00882218
            1.56              11         2.31205         2.31471      0.00802416
            1.56              12         2.30188         2.31364      0.00742635
            1.56              13         2.28163         2.31118      0.00725182
            1.56              14         2.35111         2.31403      0.00727309
            1.56              15         2.27338         2.31132      0.00727557
            1.56              16         2.34623          2.3135      0.00714057
            1.56              17         2.26447         2.31062      0.00727987
            1.56              18         2.30267         2.31018      0.00688883
            1.56              19         2.31386         2.31037      0.00652898
            1.56              20         2.36662         2.31318      0.00678127
            1.58               1         2.21525         2.21525               0
            1.58               2         2.21115          2.2132      0.00145177
            1.58               3         2.27151         2.23264       0.0158989
            1.58               4         2.28049          2.2446       0.0157966
            1.58               5         2.20643         2.23697       0.0143638
            1.58               6         2.21218         2.23284       0.0125498
            1.58               7         2.26016         2.23674       0.0113477
            1.58               8         2.28275         2.24249        0.011293
            1.58               9         2.15837         2.23314       0.0133575
            1.58              10         2.20428         2.23026       0.0123297
            1.58              11         2.22028         2.22935       0.0112421
            1.58              12         2.21941         2.22852       0.0103357
            1.58              13         2.25417         2.23049      0.00972719
            1.58              14         2.22578         2.23016      0.00903822
            1.58              15         2.22718         2.22996      0.00843785
            1.58              16         2.23289         2.23014      0.00791247
            1.58              17         2.25883         2.23183       0.0076249
            1.58              18         2.23866         2.23221      0.00721074
            1.58              19         2.23662         2.23244      0.00683497
            1.58              20         2.27039         2.23434      0.00675144
             1.6               1         2.13923         2.13923               0
             1.6               2         2.20949         2.17436       0.0248414
             1.6               3         2.14263         2.16378       0.0186772
             1.6               4         2.20309         2.17361       0.0163904
             1.6               5         2.23408          2.1857       0.0169986
             1.6               6         2.17559         2.18402       0.0142487
             1.6               7         2.19182         2.18513       0.0122567
             1.6               8         2.27349         2.19618       0.0148915
             1.6               9         2.15267         2.19134       0.0139996
             1.6              10         2.22607         2.19482       0.0130233
             1.6              11         2.15234         2.19096       0.0123987
             1.6              12         2.20642         2.19224       0.0114322
             1.6              13         2.14513         2.18862       0.0111125
             1.6              14         2.14943         2.18582       0.0106656
             1.6              15         2.16456          2.1844       0.0100483
             1.6              16         2.23127         2.18733      0.00983801
             1.6              17         2.15321         2.18533       0.0094618
             1.6              18         2.22174         2.18735       0.0091499
             1.6              19         2.17293         2.18659      0.00869975
             1.6              20         2.21265         2.18789       0.0083618
            1.62               1         2.04372         2.04372               0
            1.62               2         2.19368          2.1187       0.0530198
            1.62               3         2.10858         2.11533       0.0354537
            1.62               4         2.07309         2.10477       0.0281189
            1.62               5         2.12481         2.10878       0.0227792
            1.62               6         2.17021         2.11902       0.0211594
            1.62               7         2.12346         2.11965       0.0181462
            1.62               8         2.08303         2.11507        0.016445
            1.62               9         2.15915         2.11997       0.0153297
            1.62              10         2.17296         2.12527       0.0146839
            1.62              11         2.06154         2.11948       0.0144469
            1.62              12         2.08523         2.11662       0.0135219
            1.62              13         2.15431         2.11952       0.0127889
            1.62              14         2.12685         2.12004       0.0118861
            1.62              15         2.11795          2.1199       0.0110945
            1.62              16         2.10273         2.11883       0.0104529
            1.62              17         2.11731         2.11874      0.00983839
            1.62              18         2.12821         2.11927      0.00930586
            1.62              19          2.0865         2.11754      0.00897444
            1.62              20         2.12227         2.11778      0.00852883
            1.64               1         2.07183         2.07183               0
            1.64               2         2.06083         2.06633      0.00389007
            1.64               3         2.04452         2.05906      0.00647789
            1.64               4         2.02941         2.05165      0.00804973
            1.64               5         2.04554         2.05042      0.00653177
            1.64               6         2.06472         2.05281      0.00586157
            1.64               7         2.11452         2.06162      0.00958507
            1.64               8         2.06853         2.06249      0.00842572
            1.64               9         2.06394         2.06265      0.00749108
            1.64              10         2.05132         2.06152      0.00682717
            1.64              11         1.99765         2.05571      0.00831685
            1.64              12         2.06901         2.05682      0.00769732
            1.64              13         2.05789          2.0569      0.00710567
            1.64              14         2.03854         2.05559      0.00671811
            1.64              15         2.07842         2.05711      0.00644037
            1.64              16         2.02214         2.05493      0.00639806
            1.64              17         2.01928         2.05283      0.00635593
            1.64              18         2.08843         2.05481        0.006303
            1.64              19         1.99108         2.05145      0.00680529
            1.64              20         2.06774         2.05227      0.00651355
            1.66               1         1.94678         1.94678               0
            1.66               2         2.02709         1.98694       0.0283943
            1.66               3         2.03198         2.00195       0.0225529
            1.66               4         2.01252         2.00459       0.0170686
            1.66               5         2.01623         2.00692       0.0138127
            1.66               6         1.98996          2.0041       0.0117962
            1.66               7         1.96116         1.99796       0.0115963
            1.66               8         2.03529         2.00263       0.0110455
            1.66               9         2.02934          2.0056       0.0102092
            1.66              10         1.98165          2.0032      0.00946495
            1.66              11         2.04553         2.00705      0.00935424
            1.66              12         2.06152         2.01159      0.00961307
            1.66              13         2.01121         2.01156      0.00887365
