#T:     ACCEPTANCE:
2.04        0.546168
2.04        0.546344
2.04        0.546176
2.04        0.545998
2.04        0.545845
2.04        0.545768
2.04        0.545759
2.04        0.545859
2.04        0.545857
2.04        0.545857
2.04        0.545841
2.04        0.545928
2.04        0.545945
2.04        0.545921
2.04        0.545915
2.04        0.545852
2.04        0.545837
2.04        0.545853
2.04        0.545855
2.06        0.549039
2.06        0.548911
2.06        0.548959
2.06        0.548902
2.06        0.549205
2.06        0.549297
2.06         0.54938
2.06        0.549408
2.06        0.549616
2.06        0.549665
2.06        0.549504
2.06        0.549581
2.06        0.549531
2.06        0.549478
2.06        0.549536
2.06        0.549549
2.06        0.549537
2.06        0.549586
2.06        0.549581
2.06        0.549513
2.08        0.553674
2.08         0.55318
2.08        0.553699
2.08        0.553407
2.08        0.553243
2.08        0.553011
2.08        0.553077
2.08        0.553184
2.08        0.553143
2.08        0.553044
2.08        0.553044
2.08        0.553049
2.08        0.552998
2.08        0.553099
2.08        0.553018
2.08        0.553016
2.08        0.552979
2.08        0.552951
2.08        0.552902
2.08        0.552821
2.1         0.55644
2.1        0.556101
2.1         0.55643
2.1        0.556538
2.1        0.556514
2.1         0.55659
2.1        0.556686
2.1        0.556781
2.1        0.556698
2.1         0.55687
2.1        0.556871
2.1        0.556919
2.1        0.556866
2.1        0.556725
2.1        0.556712
2.1        0.556678
2.1        0.556624
2.1        0.556607
2.1        0.556593
2.1         0.55665
2.12        0.560932
2.12        0.560795
2.12        0.560613
2.12        0.560807
2.12        0.560722
2.12        0.560866
2.12        0.560947
2.12        0.560835
2.12        0.560795
2.12        0.560793
2.12        0.560702
2.12        0.560754
2.12        0.560779
2.12        0.560851
2.12        0.560756
2.12        0.560642
2.12        0.560628
2.12        0.560651
2.12        0.560629
2.12          0.5606
2.14        0.564323
2.14        0.564176
2.14        0.563882
2.14        0.563815
2.14         0.56388
2.14         0.56396
2.14        0.564045
2.14        0.564193
2.14        0.564152
2.14        0.563994
2.14        0.563959
2.14        0.563934
2.14        0.563881
2.14        0.563889
2.14        0.563938
2.14        0.563952
2.14         0.56393
2.14        0.563957
2.14        0.563906
2.14        0.563893
2.16        0.567912
2.16        0.567636
2.16        0.568024
2.16        0.568252
2.16        0.568183
2.16        0.568181
2.16        0.568169
2.16         0.56812
2.16        0.568106
2.16        0.568179
2.16        0.568146
2.16        0.567987
2.16         0.56796
2.16        0.567987
2.16         0.56797
2.16        0.568001
2.16        0.567979
2.16        0.567989
2.16        0.568005
2.16        0.567969
2.18        0.571706
2.18        0.570878
2.18        0.571113
2.18         0.57114
2.18        0.571095
2.18        0.570884
2.18        0.570952
2.18        0.570875
2.18         0.57076
2.18        0.570755
2.18        0.570762
2.18        0.570865
2.18        0.570848
2.18        0.570848
2.18        0.570867
2.18        0.570868
2.18        0.570908
2.18           0.571
2.18           0.571
2.18        0.571051
2.2        0.574023
2.2        0.573723
2.2        0.574267
2.2        0.574194
2.2        0.574456
2.2        0.574362
2.2        0.574432
2.2        0.574386
2.2        0.574396
2.2        0.574371
2.2        0.574372
2.2         0.57429
2.2        0.574252
2.2        0.574178
2.2        0.574252
2.2         0.57425
2.2        0.574341
2.2        0.574452
2.2        0.574526
2.2         0.57456
2.22         0.57682
2.22        0.577533
2.22        0.578004
2.22        0.578103
2.22         0.57832
2.22        0.578078
2.22        0.578224
2.22        0.577948
2.22        0.577913
2.22        0.578012
2.22        0.578012
2.22        0.577932
2.22        0.577827
2.22        0.577732
2.22        0.577747
2.22        0.577696
2.22        0.577568
2.22         0.57751
2.22        0.577434
2.22         0.57738
2.24        0.581852
2.24        0.581721
2.24        0.581761
2.24        0.581578
2.24        0.581558
2.24        0.581474
2.24        0.581509
2.24        0.581528
2.24        0.581579
2.24        0.581423
2.24        0.581376
2.24        0.581355
2.24         0.58136
2.24        0.581386
2.24         0.58142
2.24        0.581402
2.24        0.581417
2.24         0.58134
2.24        0.581258
2.24        0.581273
2.26        0.585011
2.26        0.584487
2.26        0.584677
2.26         0.58443
2.26        0.584529
2.26        0.584341
2.26        0.584268
2.26        0.584311
2.26        0.584366
2.26        0.584485
2.26        0.584391
2.26        0.584381
2.26        0.584303
2.26         0.58431
2.26        0.584243
2.26        0.584316
2.26        0.584333
2.26        0.584282
2.26        0.584282
2.26        0.584282
2.28        0.587346
2.28         0.58722
2.28        0.587732
2.28         0.58786
2.28        0.587534
2.28         0.58735
2.28        0.587349
2.28        0.587401
2.28        0.587308
2.28        0.587327
2.28        0.587291
2.28        0.587242
2.28        0.587246
2.28        0.587246
2.28         0.58729
2.28        0.587282
2.28        0.587408
2.28        0.587396
2.28        0.587407
2.28         0.58744
2.3        0.589666
2.3        0.590186
2.3        0.590295
2.3        0.590342
2.3        0.590227
2.3        0.590043
2.3        0.590155
2.3        0.590251
2.3        0.590264
2.3        0.590178
2.3        0.590253
2.3        0.590222
2.3        0.590302
2.3        0.590337
2.3        0.590335
2.3        0.590347
2.3        0.590304
2.3        0.590282
2.3         0.59036
2.3        0.590372
2.32        0.593361
2.32        0.593469
2.32        0.593552
2.32        0.593571
2.32        0.593524
2.32        0.593588
2.32        0.593668
2.32        0.593554
2.32        0.593621
2.32        0.593573
2.32         0.59364
2.32        0.593604
2.32        0.593579
2.32         0.59368
2.32        0.593711
2.32        0.593651
2.32        0.593612
2.32        0.593646
2.32        0.593666
2.32        0.593638
2.34        0.596913
2.34        0.596361
2.34        0.596072
2.34        0.596235
2.34        0.595994
2.34        0.596244
2.34        0.596252
2.34         0.59629
2.34        0.596349
2.34        0.596456
2.34        0.596561
2.34        0.596559
2.34        0.596568
2.34        0.596599
2.34        0.596555
2.34        0.596588
2.34        0.596639
2.34        0.596608
2.34        0.596557
2.34        0.596555
2.36        0.599388
2.36        0.600126
2.36        0.599515
2.36        0.599442
2.36        0.599445
2.36        0.599446
2.36        0.599481
2.36        0.599649
2.36        0.599751
2.36        0.599666
2.36        0.599604
2.36        0.599492
2.36        0.599478
2.36         0.59937
2.36        0.599473
2.36        0.599503
2.36        0.599567
2.36        0.599551
2.36        0.599572
2.36        0.599577
2.38        0.602165
2.38        0.602573
2.38         0.60255
2.38        0.602879
2.38        0.602804
2.38        0.602951
2.38        0.602892
2.38         0.60271
2.38        0.602753
2.38        0.602789
2.38        0.602755
2.38        0.602689
2.38        0.602679
2.38        0.602668
2.38        0.602635
2.38        0.602585
2.38        0.602665
2.38        0.602659
2.38        0.602662
2.38        0.602633
2.4        0.607275
2.4        0.606948
2.4        0.606844
2.4        0.606631
2.4        0.606491
2.4        0.606656
2.4        0.606621
2.4        0.606414
2.4        0.606366
2.4        0.606316
2.4        0.606295
2.4        0.606182
2.4        0.606204
2.4        0.606256
2.4        0.606232
2.4        0.606301
2.4        0.606287
2.4        0.606276
2.4        0.606247
2.4        0.606196
2.42        0.608792
2.42        0.608941
2.42        0.609192
2.42        0.609509
2.42        0.609251
2.42        0.609247
2.42        0.609314
2.42        0.609323
2.42        0.609232
2.42        0.609141
2.42        0.609167
2.42        0.609192
2.42        0.609145
2.42        0.609108
2.42        0.609049
2.42         0.60905
2.42        0.609015
2.42        0.608982
2.42        0.608956
2.42        0.608901
2.44        0.610985
2.44          0.6113
2.44        0.610984
2.44        0.610871
2.44        0.611001
2.44        0.611133
2.44        0.611195
2.44        0.611168
2.44        0.611272
2.44         0.61136
2.44        0.611337
2.44        0.611316
2.44        0.611292
2.44         0.61133
2.44        0.611363
2.44        0.611335
2.44        0.611326
2.44        0.611346
2.44        0.611337
2.44        0.611367
2.46        0.613537
2.46        0.614208
2.46        0.614013
2.46        0.614038
2.46        0.613891
2.46         0.61413
2.46        0.614265
2.46        0.614195
2.46        0.614314
2.46        0.614414
2.46        0.614544
2.46        0.614607
2.46        0.614557
2.46        0.614388
2.46        0.614493
2.46        0.614537
2.46        0.614537
2.46        0.614577
2.46        0.614617
2.46        0.614562
2.48        0.617803
2.48        0.617872
2.48        0.617929
2.48        0.617595
2.48        0.617428
2.48         0.61711
2.48        0.616993
2.48        0.616849
2.48        0.616743
2.48         0.61686
2.48        0.616826
2.48        0.616958
2.48        0.616977
2.48        0.616964
2.48        0.617093
2.48        0.617059
2.48        0.617098
2.48        0.617105
2.48        0.617128
2.48         0.61711
2.5        0.621763
2.5        0.620568
2.5        0.620246
2.5        0.620165
2.5        0.620236
2.5        0.620127
2.5        0.620113
2.5        0.620128
2.5        0.620122
2.5        0.620102
2.5        0.620082
2.5        0.619991
2.5        0.620149
2.5        0.620198
2.5        0.620231
2.5        0.620222
2.5        0.620216
2.5        0.620228
2.5        0.620188
2.5        0.620164
2.52        0.623181
2.52        0.621933
2.52        0.622373
2.52        0.622421
2.52        0.622549
2.52        0.622497
2.52        0.622511
2.52        0.622629
2.52        0.622545
2.52        0.622592
2.52        0.622659
2.52         0.62272
2.52        0.622773
2.52        0.622772
2.52        0.622822
2.52        0.622776
2.52        0.622731
2.52        0.622712
2.52        0.622705
2.52        0.622751
2.54        0.624794
2.54        0.624286
2.54        0.624439
2.54        0.624674
2.54        0.624907
2.54        0.625034
2.54        0.625275
2.54        0.625195
2.54        0.625309
2.54        0.625188
2.54        0.625048
2.54        0.625183
2.54        0.625294
2.54         0.62542
2.54        0.625318
2.54        0.625384
2.54        0.625357
2.54        0.625291
2.54        0.625238
2.54        0.625249
2.56        0.629473
2.56        0.629068
2.56         0.62881
2.56        0.628567
2.56        0.628416
2.56        0.628212
2.56        0.628259
2.56        0.628192
2.56        0.628159
2.56        0.628129
2.56        0.628087
2.56        0.628072
2.56        0.627981
2.56        0.627878
2.56        0.627854
2.56        0.627853
2.56        0.627861
2.56          0.6279
2.56         0.62794
2.56        0.627933
2.58        0.630783
2.58         0.63112
2.58        0.630744
2.58        0.630751
2.58        0.630801
2.58        0.630852
2.58        0.630755
2.58        0.630758
2.58        0.630949
2.58        0.630844
2.58        0.630891
2.58        0.630886
2.58        0.630993
2.58        0.630891
2.58        0.630878
2.58        0.630934
2.58        0.630819
2.58        0.630763
2.58          0.6307
2.58        0.630685
2.6        0.633046
2.6        0.633874
2.6         0.63432
2.6        0.634166
2.6         0.63388
2.6        0.633862
2.6        0.633775
2.6        0.633762
2.6        0.633719
2.6        0.633762
2.6         0.63371
2.6        0.633719
2.6        0.633616
2.6         0.63354
2.6        0.633494
2.6        0.633518
2.6         0.63353
2.6        0.633504
2.6        0.633575
2.6        0.633587
2.62        0.635329
2.62        0.634699
2.62        0.635375
2.62        0.635541
2.62        0.635517
2.62        0.635925
2.62        0.635678
2.62        0.635637
2.62        0.635654
2.62        0.635733
2.62        0.635673
2.62        0.635668
2.62        0.635608
2.62        0.635551
2.62        0.635517
2.62        0.635573
2.62        0.635665
2.62        0.635683
2.62        0.635643
2.62        0.635651
2.64        0.638578
2.64        0.638294
2.64        0.638387
2.64         0.63837
2.64        0.638485
2.64        0.638408
2.64        0.638266
2.64        0.638301
2.64        0.638209
2.64        0.638198
2.64        0.638054
2.64        0.638036
2.64        0.638005
2.64        0.637998
2.64        0.637975
2.64         0.63792
2.64        0.637994
2.64        0.637993
2.64        0.637988
2.64        0.638015
2.66        0.641602
2.66        0.640872
2.66          0.6407
2.66        0.640606
2.66        0.640583
2.66        0.640503
2.66        0.640667
2.66        0.640759
2.66        0.640798
2.66        0.640868
2.66        0.640851
2.66        0.640844
2.66        0.640864
2.66        0.640846
2.66        0.640918
2.66        0.640852
2.66        0.640834
2.66        0.640837
2.66         0.64087
2.66        0.640938
2.68        0.643982
2.68        0.643888
2.68        0.643577
2.68        0.643391
2.68         0.64331
2.68        0.643368
2.68        0.643165
2.68        0.643264
2.68        0.643152
2.68        0.643147
2.68        0.643211
2.68        0.643132
2.68        0.643097
2.68        0.643111
2.68         0.64303
2.68        0.643057
2.68        0.643084
2.68        0.643002
2.68        0.642975
2.68        0.643014
2.7        0.646251
2.7        0.645692
2.7        0.645664
2.7        0.645744
2.7        0.645628
2.7        0.645548
2.7        0.645645
2.7        0.645566
2.7          0.6455
2.7        0.645464
2.7        0.645554
2.7        0.645589
2.7        0.645545
2.7        0.645537
2.7        0.645572
2.7        0.645581
2.7        0.645697
2.7        0.645681
2.7        0.645621
2.7        0.645591
2.72         0.64754
2.72        0.647785
2.72        0.647999
2.72        0.647762
2.72        0.647627
2.72        0.647777
2.72         0.64785
2.72        0.647792
2.72         0.64781
2.72        0.647884
2.72        0.647893
2.72         0.64786
2.72        0.647936
2.72        0.647943
2.72        0.647962
2.72        0.647982
2.72         0.64803
2.72        0.648035
2.72        0.648017
2.72        0.647967
2.74        0.649179
2.74        0.648996
2.74        0.649372
2.74         0.64949
2.74        0.649695
2.74        0.649728
2.74         0.64973
2.74        0.649811
2.74        0.649791
2.74        0.649888
2.74        0.649843
2.74        0.649926
2.74        0.650012
2.74        0.650042
2.74        0.650064
2.74        0.650101
2.74        0.650066
2.74        0.650121
2.74        0.650153
2.74         0.65021
2.76        0.651646
2.76        0.652456
2.76        0.652781
2.76        0.652802
2.76        0.652854
2.76         0.65287
2.76        0.652915
2.76        0.652945
2.76        0.652993
2.76        0.652888
2.76        0.652714
2.76         0.65277
2.76        0.652786
2.76         0.65278
2.76        0.652666
2.76        0.652698
2.76        0.652686
2.76        0.652781
2.76        0.652749
2.76        0.652754
2.78        0.655524
2.78        0.655239
2.78        0.654942
2.78        0.654716
2.78        0.654655
2.78        0.654497
2.78         0.65454
2.78        0.654623
2.78        0.654769
2.78        0.654618
2.78        0.654678
2.78        0.654772
2.78        0.654681
2.78        0.654742
2.78        0.654643
2.78        0.654639
2.78        0.654659
2.78        0.654601
2.78        0.654581
2.78        0.654644
2.8        0.658021
2.8        0.657254
2.8         0.65728
2.8        0.657462
2.8        0.657519
2.8         0.65725
2.8        0.657229
2.8        0.657091
2.8        0.657104
2.8        0.657229
2.8        0.657182
2.8        0.657286
2.8        0.657282
2.8        0.657169
2.8        0.657165
2.8         0.65716
2.8        0.657128
2.8        0.657173
2.8        0.657081
2.8        0.657045
2.82        0.659234
2.82        0.659127
2.82        0.658924
2.82        0.659211
2.82        0.659208
2.82        0.659143
2.82        0.659144
2.82        0.659257
2.82        0.659295
2.82        0.659341
2.82        0.659267
2.82        0.659174
2.82        0.659187
2.82        0.659192
2.82        0.659145
2.82        0.659149
2.82        0.659177
2.82        0.659212
2.82         0.65922
2.82        0.659237
2.84         0.66199
2.84        0.661598
2.84        0.662055
2.84        0.662243
2.84        0.661899
2.84        0.662101
2.84        0.662099
2.84        0.662112
2.84        0.662069
2.84        0.662061
2.84        0.662117
2.84        0.662064
2.84        0.662071
2.84        0.662103
2.84        0.662047
2.84        0.662049
2.84        0.661974
2.84        0.661988
2.84        0.661966
2.84        0.662008
2.86        0.663886
2.86        0.663862
2.86        0.663733
2.86        0.663575
2.86        0.663482
2.86        0.663599
2.86        0.663525
2.86        0.663608
2.86        0.663592
2.86        0.663692
2.86         0.66377
2.86        0.663737
2.86        0.663671
2.86        0.663702
2.86        0.663723
2.86        0.663772
2.86        0.663746
2.86         0.66379
2.86        0.663731
2.86        0.663813
2.88        0.666763
2.88        0.667285
2.88        0.667248
2.88          0.6672
2.88        0.666949
2.88        0.666893
2.88         0.66689
2.88        0.666842
2.88        0.666606
2.88        0.666535
2.88        0.666465
2.88         0.66653
2.88         0.66641
2.88        0.666399
2.88        0.666357
2.88        0.666356
2.88        0.666324
2.88        0.666331
2.88        0.666341
2.88        0.666348
2.9        0.668237
2.9        0.668215
2.9        0.668087
2.9         0.66824
2.9        0.668225
2.9        0.668057
2.9        0.667887
2.9        0.667819
2.9        0.667656
2.9        0.667745
2.9        0.667819
2.9        0.667847
2.9        0.667872
2.9         0.66791
2.9         0.66794
2.9        0.668031
2.9         0.66802
2.9        0.667991
2.9        0.668001
2.9        0.667989
2.92        0.670472
2.92         0.67044
2.92         0.67086
2.92        0.670586
2.92         0.67065
2.92        0.670682
2.92        0.670795
2.92        0.670609
2.92        0.670496
2.92        0.670362
2.92        0.670408
2.92        0.670391
2.92        0.670414
2.92        0.670455
2.92        0.670506
2.92        0.670474
2.92        0.670408
2.92        0.670357
2.92        0.670361
2.92        0.670366
2.94        0.673599
2.94        0.672861
2.94        0.672639
2.94        0.672399
2.94         0.67221
2.94        0.672185
2.94        0.672239
2.94        0.672406
2.94        0.672369
2.94        0.672311
2.94        0.672321
2.94         0.67232
2.94        0.672253
2.94        0.672357
2.94        0.672256
2.94        0.672256
2.94        0.672206
2.94        0.672209
2.94        0.672251
2.94        0.672221
2.96        0.674782
2.96        0.674558
2.96         0.67445
2.96         0.67431
2.96        0.674371
2.96        0.674362
2.96        0.674363
2.96        0.674299
2.96        0.674354
2.96        0.674521
2.96        0.674582
2.96        0.674559
2.96        0.674607
2.96         0.67457
2.96        0.674535
2.96        0.674573
2.96        0.674575
2.96        0.674613
2.96        0.674612
2.96        0.674611
2.98        0.675655
2.98        0.676606
2.98        0.676519
2.98        0.676274
2.98         0.67613
2.98        0.676233
2.98        0.676366
2.98         0.67642
2.98        0.676419
2.98        0.676425
2.98        0.676485
2.98        0.676564
2.98        0.676613
2.98        0.676641
2.98        0.676658
2.98        0.676707
2.98        0.676697
2.98        0.676666
2.98        0.676647
2.98        0.676658
