#T:     ACCEPTANCE:
0.66       0.0916351
0.66       0.0915969
0.66       0.0916509
0.66       0.0915851
0.66        0.091429
0.66       0.0914849
0.66       0.0914195
0.66       0.0913704
0.68        0.099892
0.68        0.099063
0.68       0.0989301
0.68       0.0987832
0.68       0.0987489
0.68       0.0988258
0.68       0.0987834
0.68       0.0990203
0.68        0.099249
0.68       0.0992833
0.68       0.0994848
0.68       0.0995769
0.68       0.0994261
0.68       0.0993311
0.68       0.0992417
0.68         0.09921
0.68       0.0992017
0.68       0.0992492
0.68       0.0990846
0.68       0.0992214
0.7        0.107632
0.7         0.10882
0.7        0.108926
0.7        0.108872
0.7        0.109085
0.7         0.10907
0.7        0.108673
0.7        0.108532
0.7        0.108495
0.7        0.108327
0.7        0.108491
0.7        0.108452
0.7        0.108354
0.7        0.108285
0.7        0.108092
0.7        0.108057
0.7        0.108103
0.7        0.108089
0.7        0.107998
0.7        0.107953
0.72        0.114825
0.72        0.115466
0.72        0.116332
0.72        0.117135
0.72        0.116557
0.72        0.116649
0.72        0.116381
0.72        0.116211
0.72        0.116419
0.72         0.11655
0.72        0.116522
0.72        0.116565
0.72        0.116486
0.72        0.116454
0.72        0.116442
0.72        0.116412
0.72         0.11628
0.72        0.116418
0.72        0.116407
0.72        0.116449
0.74        0.125459
0.74        0.124113
0.74        0.124535
0.74          0.1245
0.74        0.124736
0.74        0.124962
0.74        0.125257
0.74        0.125232
0.74        0.125108
0.74        0.125108
0.74         0.12519
0.74        0.125273
0.74         0.12535
0.74        0.125306
0.74        0.125267
0.74        0.125307
0.74         0.12538
0.74        0.125388
0.74        0.125426
0.74        0.125421
0.76        0.133027
0.76        0.133849
0.76        0.133442
0.76        0.133448
0.76        0.133506
0.76        0.133348
0.76        0.133849
0.76        0.133999
0.76        0.133867
0.76        0.133927
0.76        0.133885
0.76        0.133773
0.76        0.133862
0.76        0.133824
0.76        0.133874
0.76        0.133912
0.76        0.133957
0.76        0.133958
0.76        0.133931
0.76        0.133947
0.78        0.140138
0.78        0.141193
0.78        0.141805
0.78        0.141935
0.78        0.142229
0.78        0.142376
0.78        0.142261
0.78        0.142255
0.78        0.142211
0.78        0.142356
0.78         0.14245
0.78         0.14242
0.78        0.142361
0.78        0.142319
0.78        0.142261
0.78         0.14231
0.78        0.142342
0.78        0.142352
0.78        0.142347
0.78        0.142508
0.8        0.150297
0.8        0.151159
0.8        0.151269
0.8        0.152125
0.8        0.151848
0.8         0.15187
0.8        0.152113
0.8         0.15191
0.8        0.151622
0.8        0.151638
0.8        0.151396
0.8        0.151222
0.8        0.151338
0.8        0.151332
0.8        0.151467
0.8        0.151546
0.8        0.151627
0.8        0.151642
0.8        0.151712
0.8        0.151791
0.82        0.160864
0.82        0.160881
0.82        0.160525
0.82        0.160138
0.82        0.160125
0.82        0.160091
0.82        0.160164
0.82        0.160259
0.82        0.160497
0.82        0.160441
0.82        0.160392
0.82        0.160508
0.82        0.160519
0.82        0.160494
0.82        0.160596
0.82         0.16055
0.82        0.160469
0.82        0.160583
0.82        0.160651
0.82        0.160704
0.84        0.169081
0.84        0.169961
0.84        0.169792
0.84        0.169939
0.84        0.169682
0.84        0.169183
0.84        0.169249
0.84        0.169144
0.84        0.169224
0.84        0.169209
0.84        0.169362
0.84        0.169503
0.84         0.16944
0.84        0.169391
0.84        0.169455
0.84        0.169529
0.84        0.169599
0.84        0.169521
0.84        0.169524
0.84        0.169429
0.86        0.178606
0.86        0.179462
0.86        0.178903
0.86        0.179023
0.86        0.178621
0.86        0.178592
0.86        0.178566
0.86        0.178337
0.86        0.178536
0.86        0.178323
0.86        0.178359
0.86        0.178297
0.86        0.178324
0.86        0.178271
0.86        0.178255
0.86        0.178216
0.86        0.178145
0.86        0.178169
0.86        0.178113
0.86        0.178022
0.88         0.18649
0.88        0.186682
0.88        0.186862
0.88        0.186423
0.88        0.186389
0.88        0.186817
0.88        0.187001
0.88        0.187057
0.88        0.186993
0.88        0.187108
0.88        0.187106
0.88        0.187164
0.88        0.187123
0.88        0.187294
0.88        0.187264
0.88        0.187247
0.88        0.187203
0.88        0.187175
0.88        0.187172
0.88        0.187085
0.9         0.19505
0.9        0.194479
0.9         0.19484
0.9        0.195026
0.9        0.195096
0.9        0.195181
0.9        0.195204
0.9        0.195383
0.9        0.195463
0.9        0.195441
0.9        0.195606
0.9        0.195606
0.9         0.19556
0.9        0.195468
0.9        0.195499
0.9        0.195559
0.9         0.19548
0.9         0.19546
0.9        0.195456
0.9        0.195456
0.92        0.205554
0.92        0.204759
0.92        0.204609
0.92        0.204473
0.92        0.204437
0.92         0.20435
0.92        0.204301
0.92        0.204405
0.92        0.204436
0.92        0.204444
0.92        0.204506
0.92        0.204504
0.92          0.2044
0.92        0.204422
0.92        0.204477
0.92          0.2045
0.92        0.204527
0.92        0.204514
0.92        0.204586
0.92        0.204605
0.94        0.213663
0.94        0.212724
0.94        0.212562
0.94        0.212503
0.94        0.212577
0.94        0.212465
0.94         0.21246
0.94        0.212806
0.94        0.212774
0.94        0.212893
0.94        0.213039
0.94        0.213088
0.94        0.212992
0.94        0.212978
0.94        0.213037
0.94        0.213054
0.94        0.213145
0.94        0.213036
0.94        0.212981
0.94        0.212963
0.96        0.220996
0.96        0.221714
0.96         0.22164
0.96        0.222019
0.96        0.221787
0.96         0.22177
0.96        0.221721
0.96        0.221565
0.96        0.221402
0.96         0.22143
0.96        0.221414
0.96        0.221394
0.96         0.22142
0.96        0.221563
0.96         0.22166
0.96        0.221637
0.96        0.221648
0.96        0.221646
0.96        0.221596
0.96        0.221524
0.98        0.230222
0.98        0.230411
0.98        0.229832
0.98        0.230189
0.98        0.230018
0.98        0.229658
0.98         0.22942
0.98        0.229486
0.98        0.229567
0.98        0.229572
0.98        0.229702
0.98        0.229778
0.98        0.229797
0.98        0.229766
0.98        0.229699
0.98        0.229734
0.98        0.229801
0.98         0.22979
0.98        0.229852
0.98        0.229889
1         0.23815
1        0.237938
1        0.238531
1        0.238727
1        0.238868
1        0.238492
1        0.238351
1        0.238446
1        0.238548
1        0.238308
1        0.238322
1         0.23821
1        0.238283
1        0.238277
1        0.238209
1        0.238348
1        0.238339
1        0.238335
1        0.238314
1        0.238271
1.02        0.247585
1.02        0.247522
1.02         0.24689
1.02        0.247032
1.02         0.24698
1.02        0.246876
1.02        0.247025
1.02         0.24702
1.02        0.247113
1.02        0.247089
1.02        0.247077
1.02        0.246953
1.02        0.246932
1.02        0.246808
1.02        0.246862
1.02        0.246778
1.02        0.246833
1.02        0.246786
1.02        0.246834
1.02        0.246848
1.04        0.253717
1.04        0.254442
1.04        0.254658
1.04        0.254435
1.04        0.254697
1.04        0.254697
1.04        0.254643
1.04        0.254632
1.04        0.254608
1.04        0.254631
1.04        0.254687
1.04        0.254761
1.04        0.254804
1.04        0.254807
1.04        0.254851
1.04        0.254876
1.04        0.254863
1.04         0.25492
1.04        0.255008
1.04        0.255016
1.06         0.26517
1.06        0.265054
1.06        0.265274
1.06         0.26467
1.06        0.264245
1.06         0.26413
1.06        0.263832
1.06        0.263422
1.06        0.263464
1.06        0.263354
1.06        0.263264
1.06        0.263291
1.06        0.263172
1.06        0.263089
1.06        0.263091
1.06        0.263056
1.06        0.263035
1.06        0.263013
1.06        0.263008
1.06        0.263032
1.08        0.269884
1.08        0.270124
1.08        0.270545
1.08        0.270825
1.08        0.270924
1.08        0.271113
1.08        0.270933
1.08        0.270938
1.08        0.270953
1.08        0.271002
1.08        0.270854
1.08        0.270881
1.08        0.270956
1.08         0.27096
1.08        0.270989
1.08        0.271062
1.08        0.270983
1.08        0.271097
1.08        0.271087
1.08        0.271158
1.1        0.281107
1.1        0.279048
1.1        0.279765
1.1        0.279526
1.1        0.279393
1.1        0.279309
1.1        0.279159
1.1        0.278975
1.1        0.279128
1.1        0.279196
1.1        0.279158
1.1        0.279224
1.1         0.27922
1.1        0.279379
1.1         0.27941
1.1        0.279375
1.1        0.279366
1.1        0.279425
1.1        0.279351
1.1        0.279336
1.12         0.28633
1.12         0.28608
1.12         0.28635
1.12         0.28669
1.12        0.286743
1.12        0.286638
1.12        0.286793
1.12        0.287109
1.12        0.286884
1.12        0.286958
1.12        0.287059
1.12        0.287109
1.12        0.287148
1.12        0.287124
1.12        0.286983
1.12        0.287037
1.12        0.287072
1.12        0.287072
1.12        0.287051
1.12        0.287063
1.14        0.294883
1.14        0.294662
1.14        0.294651
1.14        0.294662
1.14        0.294882
1.14        0.294803
1.14        0.294793
1.14        0.294791
1.14        0.294866
1.14        0.294857
1.14        0.294906
1.14        0.294957
1.14        0.294977
1.14        0.294883
1.14        0.294952
1.14        0.295021
1.14        0.295057
1.14         0.29505
1.14        0.295071
1.14        0.295079
1.16        0.305116
1.16        0.303826
1.16        0.303507
1.16        0.303555
1.16        0.303449
1.16        0.303118
1.16         0.30296
1.16        0.303077
1.16        0.303017
1.16        0.303004
1.16        0.303022
1.16        0.303121
1.16         0.30304
1.16         0.30294
1.16        0.302904
1.16        0.302835
1.16        0.302854
1.16        0.302646
1.16        0.302623
1.16        0.302671
1.18         0.31068
1.18        0.310735
1.18        0.310023
1.18        0.309772
1.18         0.30993
1.18        0.309981
1.18        0.310071
1.18        0.310155
1.18        0.310127
1.18        0.310269
1.18        0.310214
1.18        0.310248
1.18        0.310134
1.18         0.31021
1.18        0.310053
1.18        0.310057
1.18        0.310034
1.18        0.310115
1.18        0.310113
1.18        0.310118
1.2        0.317128
1.2        0.317492
1.2        0.317574
1.2        0.318055
1.2        0.317542
1.2        0.317681
1.2        0.317725
1.2        0.317693
1.2        0.317676
1.2        0.317597
1.2        0.317739
1.2        0.317664
1.2        0.317639
1.2        0.317609
1.2        0.317651
1.2        0.317656
1.2        0.317647
1.2        0.317692
1.2        0.317709
1.2        0.317645
1.22        0.324578
1.22        0.325431
1.22         0.32503
1.22        0.324964
1.22        0.324995
1.22        0.324774
1.22        0.324531
1.22        0.324379
1.22        0.324343
1.22        0.324288
1.22        0.324456
1.22        0.324503
1.22        0.324509
1.22        0.324646
1.22        0.324703
1.22        0.324804
1.22        0.324752
1.22        0.324804
1.22        0.324782
1.22        0.324828
1.24         0.33237
1.24        0.332782
1.24        0.332677
1.24        0.332132
1.24        0.332198
1.24        0.331992
1.24        0.332098
1.24        0.332041
1.24        0.332139
1.24        0.332252
1.24        0.332356
1.24        0.332517
1.24        0.332511
1.24        0.332474
1.24        0.332422
1.24        0.332356
1.24        0.332276
1.24        0.332244
1.24        0.332223
1.24          0.3322
1.26        0.336596
1.26        0.337904
1.26        0.338794
1.26        0.338566
1.26         0.33903
1.26        0.339009
1.26        0.339174
1.26        0.338947
1.26        0.339095
1.26        0.339093
1.26        0.339121
1.26        0.339092
1.26        0.339033
1.26        0.339071
1.26        0.339009
1.26        0.339004
1.26        0.338978
1.26        0.339004
1.26        0.339003
1.26        0.339071
1.28        0.345973
1.28         0.34572
1.28        0.346041
1.28        0.345877
1.28        0.345936
1.28        0.346114
1.28        0.346418
1.28        0.346381
1.28         0.34635
1.28        0.346294
1.28        0.346228
1.28        0.346269
1.28        0.346242
1.28        0.346289
1.28         0.34637
1.28        0.346361
1.28         0.34637
1.28        0.346334
1.28        0.346235
1.28        0.346178
1.3        0.351976
1.3        0.352862
1.3        0.352749
1.3        0.353231
1.3         0.35294
1.3        0.353097
1.3        0.353338
1.3        0.353322
1.3         0.35333
1.3        0.353433
1.3        0.353492
1.3        0.353514
1.3        0.353446
1.3        0.353444
1.3        0.353527
1.3        0.353615
1.3        0.353569
1.3        0.353533
1.3        0.353601
1.3        0.353579
1.32        0.359144
1.32         0.35962
1.32        0.359599
1.32        0.359707
1.32        0.359753
1.32        0.360119
1.32        0.360149
1.32        0.360316
1.32        0.360346
1.32        0.360393
1.32        0.360334
1.32         0.36047
1.32        0.360449
1.32        0.360509
1.32        0.360311
1.32        0.360241
1.32        0.360277
1.32        0.360365
1.32        0.360399
1.32        0.360325
1.34        0.368004
1.34        0.367866
1.34        0.367419
1.34        0.367531
1.34         0.36742
1.34         0.36729
1.34        0.367243
1.34        0.367084
1.34         0.36713
1.34        0.367198
1.34        0.367093
1.34        0.367302
1.34         0.36733
1.34        0.367295
1.34        0.367246
1.34        0.367196
1.34        0.367266
1.34        0.367271
1.34        0.367328
1.34        0.367366
1.36        0.374344
1.36        0.373937
1.36        0.373561
1.36        0.373582
1.36        0.373495
1.36        0.373492
1.36        0.373492
1.36        0.373439
1.36        0.373515
1.36        0.373491
1.36        0.373497
1.36        0.373402
1.36        0.373454
1.36        0.373448
1.36        0.373409
1.36         0.37338
1.36         0.37338
1.36        0.373435
1.36        0.373427
1.36         0.37342
1.38         0.37911
1.38        0.380135
1.38         0.37988
1.38         0.38004
1.38        0.380154
1.38        0.380027
1.38        0.379952
1.38        0.379909
1.38        0.379883
1.38         0.38005
1.38        0.380017
1.38        0.379932
1.38        0.379959
1.38        0.379946
1.38        0.380013
1.38        0.380008
1.38         0.38009
1.38        0.380085
1.38         0.38012
1.38        0.380162
1.4         0.38714
1.4        0.386938
1.4        0.386781
1.4         0.38689
1.4        0.386933
1.4        0.386981
1.4         0.38719
1.4        0.386997
1.4        0.386881
1.4        0.386824
1.4        0.386853
1.4        0.386998
1.4        0.387007
1.4         0.38706
1.4        0.386983
1.4        0.386956
1.4        0.386938
1.4        0.386911
1.4         0.38689
1.4        0.386902
1.42        0.391739
1.42         0.39213
1.42        0.392422
1.42        0.392907
1.42        0.392869
1.42        0.392985
1.42        0.393087
1.42        0.392985
1.42         0.39279
1.42        0.392867
1.42        0.392921
1.42        0.392881
1.42        0.392937
1.42        0.392996
1.42        0.393104
1.42        0.393048
1.42        0.392996
1.42        0.392944
1.42         0.39296
1.42         0.39297
1.44        0.397226
1.44        0.398251
1.44        0.398582
1.44        0.398633
1.44        0.398909
1.44        0.398719
1.44        0.398704
1.44        0.398895
1.44        0.398822
1.44        0.398659
1.44        0.398737
1.44         0.39866
1.44        0.398764
1.44        0.398729
1.44        0.398743
1.44        0.398775
1.44        0.398751
1.44        0.398797
1.44        0.398852
1.44        0.398955
1.46        0.405708
1.46        0.405697
1.46        0.405099
1.46        0.404959
1.46        0.405244
1.46        0.405222
1.46        0.405378
1.46        0.405192
1.46        0.405195
1.46        0.405186
1.46        0.405178
1.46        0.405078
1.46        0.405134
1.46         0.40516
1.46        0.405156
1.46        0.405099
1.46        0.405054
1.46        0.405011
1.46        0.404996
1.46        0.405001
1.48        0.410579
1.48        0.411133
1.48        0.411445
1.48        0.411228
1.48        0.411252
1.48        0.411293
1.48        0.411212
1.48        0.411305
1.48        0.411339
1.48        0.411442
1.48        0.411421
1.48        0.411438
1.48        0.411474
1.48        0.411489
1.48        0.411546
1.48        0.411577
1.48        0.411612
1.48        0.411564
1.48        0.411454
1.48        0.411482
1.5        0.416279
1.5        0.416422
1.5        0.416538
1.5        0.416942
1.5        0.416918
1.5        0.417013
1.5        0.417013
1.5        0.417074
1.5        0.417098
1.5        0.416992
1.5        0.416945
1.5        0.416958
1.5         0.41708
1.5        0.417107
1.5        0.417105
1.5        0.417177
1.5         0.41717
1.5        0.417227
1.5        0.417239
1.5        0.417215
1.52        0.424169
1.52        0.423612
1.52        0.423511
1.52        0.423634
1.52        0.423426
1.52         0.42322
1.52        0.423197
1.52        0.423229
1.52        0.423071
1.52        0.423092
1.52        0.423141
1.52        0.423056
1.52        0.423007
1.52        0.422952
1.52        0.423032
1.52        0.423016
1.52        0.422974
1.52        0.422988
1.52        0.423021
1.52        0.423016
1.54        0.428622
1.54        0.428957
1.54        0.428839
1.54        0.428488
1.54        0.428441
1.54        0.428542
1.54        0.428393
1.54        0.428429
1.54        0.428377
1.54        0.428414
1.54        0.428457
1.54        0.428484
1.54        0.428572
1.54        0.428616
1.54        0.428723
1.54        0.428725
1.54        0.428722
1.54        0.428756
1.54        0.428775
1.54         0.42883
1.56        0.434171
1.56        0.433737
1.56        0.433932
1.56        0.433969
1.56        0.433802
1.56        0.433645
1.56        0.433736
1.56        0.434097
1.56        0.434123
1.56        0.434229
1.56        0.434201
1.56        0.434166
1.56         0.43416
1.56        0.434086
1.56          0.4342
1.56        0.434218
1.56        0.434288
1.56        0.434201
1.56        0.434232
1.56        0.434202
1.58        0.438471
1.58        0.439662
1.58        0.439879
1.58        0.439645
1.58        0.439952
1.58        0.439898
1.58         0.43988
1.58        0.439701
1.58        0.439884
1.58        0.440022
1.58        0.440152
1.58        0.440061
1.58        0.440075
1.58        0.440017
1.58        0.439962
1.58        0.439958
1.58        0.439925
1.58        0.439936
1.58        0.440015
1.58        0.440026
1.6        0.445615
1.6        0.445405
1.6         0.44576
1.6         0.44584
1.6         0.44549
1.6        0.445284
1.6        0.445153
1.6         0.44501
1.6        0.445058
1.6        0.444945
1.6           0.445
1.6        0.445075
1.6        0.444983
1.6        0.444896
1.6         0.44494
1.6        0.444862
1.6        0.444947
1.6        0.444928
1.6         0.44489
1.6         0.44492
1.62        0.451627
1.62        0.450907
1.62        0.451007
1.62         0.45094
1.62        0.450808
1.62        0.450761
1.62        0.450868
1.62        0.450717
1.62        0.450504
1.62        0.450413
1.62         0.45041
1.62        0.450488
1.62        0.450507
1.62        0.450578
1.62        0.450575
1.62        0.450598
1.62        0.450605
1.62        0.450683
1.62        0.450736
1.62        0.450713
1.64        0.456065
1.64          0.4563
1.64        0.456618
1.64        0.456351
1.64        0.456462
1.64        0.456424
1.64        0.456236
1.64        0.456094
1.64        0.456227
1.64        0.456198
1.64        0.456263
1.64        0.456319
1.64        0.456271
1.64        0.456264
1.64         0.45632
1.64        0.456335
1.64         0.45624
1.64         0.45617
1.64        0.456095
1.64        0.456028
1.66        0.462059
1.66        0.462264
1.66        0.461698
1.66        0.461709
1.66        0.461882
1.66        0.461807
1.66        0.461598
1.66        0.461558
1.66        0.461506
1.66        0.461476
1.66        0.461429
1.66        0.461386
1.66        0.461343
1.66        0.461323
1.66        0.461298
1.66        0.461348
1.66        0.461323
1.66        0.461342
1.66        0.461345
1.66        0.461306
1.68        0.466021
1.68        0.466163
1.68        0.465719
1.68        0.466086
1.68        0.466067
1.68        0.466185
1.68        0.466184
1.68        0.466304
1.68        0.466267
1.68        0.466226
1.68         0.46626
1.68        0.466229
1.68        0.466185
1.68        0.466163
1.68        0.466171
1.68        0.466187
1.68        0.466248
1.68        0.466237
1.68        0.466336
1.68        0.466332
1.7         0.47269
1.7        0.472631
1.7        0.471873
1.7        0.471752
1.7        0.471604
1.7        0.471581
1.7        0.471594
1.7        0.471616
1.7        0.471551
1.7        0.471444
1.7        0.471508
1.7        0.471622
1.7        0.471656
1.7        0.471677
1.7        0.471568
1.7        0.471688
1.7        0.471661
1.7        0.471571
1.7        0.471586
1.7        0.471546
1.72        0.476772
1.72        0.476513
1.72        0.476646
1.72        0.476847
1.72        0.476923
1.72        0.476596
1.72        0.476598
1.72        0.476537
1.72        0.476657
1.72        0.476767
1.72        0.476812
1.72        0.476688
1.72        0.476761
1.72        0.476726
1.72         0.47672
1.72        0.476765
1.72        0.476873
1.72        0.476869
1.72        0.476811
1.72        0.476729
1.74         0.48027
1.74        0.481067
1.74        0.481106
1.74         0.48084
1.74        0.480589
1.74        0.480445
1.74         0.48049
1.74        0.480591
1.74        0.480663
1.74        0.480612
1.74        0.480695
1.74        0.480713
1.74         0.48077
1.74        0.480711
1.74        0.480662
1.74        0.480677
1.74         0.48071
1.74        0.480757
1.74        0.480771
1.74        0.480802
1.76        0.486324
1.76        0.486752
1.76        0.486221
1.76        0.486084
1.76        0.486083
1.76        0.486093
1.76        0.486096
1.76        0.486053
1.76        0.486092
1.76         0.48605
1.76        0.486029
1.76        0.486076
1.76        0.485987
1.76        0.486015
1.76        0.486026
1.76        0.486088
1.76        0.486043
1.76          0.4861
1.76        0.486051
1.76        0.486089
1.78        0.490448
1.78         0.49064
1.78        0.490994
1.78        0.491007
1.78        0.490733
1.78        0.490665
1.78        0.490598
1.78         0.49065
1.78        0.490754
1.78         0.49069
1.78        0.490712
1.78        0.490713
1.78         0.49068
1.78        0.490655
1.78        0.490669
1.78        0.490713
1.78        0.490646
1.78         0.49056
1.78         0.49053
1.78        0.490556
1.8        0.496958
1.8        0.495542
1.8        0.495272
1.8        0.495485
1.8        0.495329
1.8        0.495292
1.8        0.495326
1.8        0.495317
1.8        0.495394
1.8        0.495592
1.8        0.495662
1.8        0.495588
1.8        0.495484
1.8        0.495526
1.8        0.495411
1.8        0.495447
1.8        0.495495
1.8        0.495501
1.8        0.495491
1.8        0.495481
1.82        0.500287
1.82         0.50072
1.82        0.500097
1.82        0.499953
1.82        0.500054
1.82        0.500024
1.82        0.500027
1.82        0.499987
1.82          0.5001
1.82        0.499947
1.82        0.500073
1.82        0.500087
1.82        0.500172
1.82        0.500009
1.82         0.49999
1.82        0.499997
1.82        0.500029
1.82        0.500079
1.82        0.500062
1.82        0.500025
1.84        0.503883
1.84        0.504066
1.84        0.504533
1.84        0.504808
1.84        0.504785
1.84        0.504724
1.84        0.504606
1.84         0.50471
1.84        0.504592
1.84        0.504638
1.84        0.504615
1.84        0.504615
1.84        0.504567
1.84        0.504592
1.84        0.504522
1.84          0.5045
1.84        0.504497
1.84        0.504405
1.84        0.504354
1.84        0.504341
1.86        0.508165
1.86        0.508659
1.86        0.509025
1.86        0.508707
1.86        0.508576
1.86        0.508741
1.86        0.508915
1.86        0.509071
1.86        0.508989
1.86        0.508868
1.86        0.508879
1.86        0.508903
1.86        0.508904
1.86        0.508876
1.86        0.508853
1.86        0.508787
1.86         0.50876
1.86        0.508692
1.86        0.508674
1.86        0.508732
1.88        0.512252
1.88        0.513257
1.88        0.512956
1.88        0.513211
1.88        0.513155
1.88         0.51328
1.88        0.513318
1.88        0.513469
1.88        0.513518
1.88        0.513555
1.88        0.513513
1.88          0.5135
1.88        0.513524
1.88        0.513463
1.88        0.513491
1.88        0.513446
1.88        0.513446
1.88        0.513423
1.88        0.513451
1.88        0.513462
1.9        0.516335
1.9        0.516662
1.9        0.517315
1.9        0.517313
1.9        0.517197
1.9        0.517392
1.9        0.517206
1.9        0.517184
1.9         0.51718
1.9        0.517198
1.9        0.517314
1.9        0.517314
1.9         0.51724
1.9        0.517265
1.9         0.51734
1.9        0.517239
1.9        0.517246
1.9        0.517292
1.9        0.517308
1.9        0.517333
1.92        0.522882
1.92        0.522985
1.92        0.522226
1.92        0.521865
1.92        0.521754
1.92        0.521782
1.92        0.521693
1.92          0.5217
1.92        0.521641
1.92        0.521715
1.92        0.521722
1.92        0.521609
1.92         0.52163
1.92        0.521669
1.92         0.52162
1.92        0.521646
1.92        0.521699
1.92         0.52165
1.92        0.521672
1.92        0.521743
1.94        0.525432
1.94        0.525644
1.94        0.525644
1.94        0.525709
1.94        0.525817
1.94        0.525856
1.94        0.525822
1.94        0.525689
1.94        0.525736
1.94        0.525823
1.94        0.525914
1.94           0.526
1.94        0.526038
1.94        0.526082
1.94        0.526076
1.94          0.5262
1.94        0.526166
1.94        0.526212
1.94        0.526247
1.94        0.526228
1.96        0.529812
1.96        0.529839
1.96        0.529981
1.96        0.529656
1.96        0.529641
1.96        0.529703
1.96        0.529821
1.96         0.52971
1.96         0.52973
1.96         0.52974
1.96        0.529763
1.96        0.529907
1.96        0.529853
1.96         0.52978
1.96          0.5297
1.96        0.529711
1.96        0.529704
1.96        0.529668
1.96        0.529579
1.96        0.529583
1.98        0.534062
1.98        0.534317
1.98        0.533759
1.98        0.533738
1.98        0.533682
1.98         0.53402
1.98        0.533983
1.98        0.534018
1.98        0.533815
1.98        0.533694
1.98        0.533891
1.98        0.533839
1.98        0.533878
1.98        0.533888
1.98        0.533876
1.98        0.533819
1.98        0.533825
1.98        0.533788
1.98        0.533796
1.98        0.533806
2        0.537146
2        0.537471
2        0.537572
2        0.537267
2        0.537277
2        0.537233
2        0.537437
2        0.537379
2        0.537451
2        0.537513
2        0.537461
2        0.537493
2        0.537481
2        0.537511
2        0.537496
2        0.537536
2        0.537577
2        0.537554
2        0.537498
2        0.537494
2.02        0.543009
2.02        0.542888
2.02        0.542448
2.02        0.542257
2.02        0.542165
2.02        0.542204
2.02        0.542271
2.02        0.542336
2.02        0.542294
2.02        0.542296
2.02        0.542319
2.02        0.542169
2.02        0.542121
2.02        0.542189
2.02        0.542225
2.02          0.5422
2.02        0.542223
2.02        0.542224
2.02        0.542268
2.02        0.542233
2.04        0.546322
