#T:     ACCEPTANCE:
2.02         0.53782
2.02        0.537878
2.02        0.537868
2.02        0.537811
2.02        0.537801
2.02        0.537812
2.02        0.537842
2.02        0.537799
2.04        0.542087
2.04        0.541619
2.04        0.541917
2.04         0.54156
2.04        0.541373
2.04         0.54137
2.04        0.541291
2.04        0.541386
2.04        0.541484
2.04        0.541482
2.04        0.541562
2.04        0.541552
2.04        0.541582
2.04        0.541621
2.04        0.541671
2.04        0.541686
2.04        0.541666
2.04        0.541665
2.04        0.541677
2.04        0.541684
2.06        0.544675
2.06        0.544688
2.06        0.545175
2.06        0.545034
2.06        0.545048
2.06        0.545123
2.06        0.545416
2.06        0.545487
2.06        0.545636
2.06        0.545614
2.06        0.545492
2.06        0.545568
2.06        0.545523
2.06        0.545502
2.06         0.54553
2.06        0.545498
2.06        0.545504
2.06         0.54555
2.06        0.545527
2.06        0.545486
2.08        0.549613
2.08        0.549242
2.08        0.549638
2.08         0.54971
2.08        0.549496
2.08        0.549407
2.08        0.549326
2.08        0.549421
2.08        0.549394
2.08        0.549281
2.08        0.549223
2.08        0.549095
2.08        0.548961
2.08        0.548978
2.08        0.548906
2.08        0.548875
2.08        0.548846
2.08        0.548811
2.08        0.548724
2.08        0.548687
2.1        0.552855
2.1        0.552297
2.1        0.552762
2.1         0.55289
2.1        0.552805
2.1        0.552892
2.1        0.552793
2.1        0.552889
2.1        0.552851
2.1        0.552963
2.1        0.552985
2.1        0.553035
2.1        0.552949
2.1        0.552758
2.1        0.552719
2.1        0.552721
2.1        0.552665
2.1        0.552689
2.1        0.552688
2.1        0.552703
2.12        0.556971
2.12        0.556494
2.12        0.556504
2.12         0.55675
2.12         0.55672
2.12        0.556793
2.12        0.556908
2.12        0.556706
2.12        0.556685
2.12        0.556732
2.12        0.556616
2.12        0.556693
2.12        0.556598
2.12        0.556733
2.12        0.556687
2.12        0.556625
2.12         0.55662
2.12        0.556632
2.12        0.556638
2.12        0.556636
2.14        0.559931
2.14        0.560035
2.14        0.559875
2.14          0.5599
2.14        0.559986
2.14        0.559966
2.14        0.560115
2.14        0.560309
2.14        0.560346
2.14        0.560227
2.14        0.560112
2.14        0.560062
2.14        0.560009
2.14        0.560012
2.14        0.560038
2.14        0.559984
2.14        0.559983
2.14        0.559996
2.14        0.559996
2.14        0.559916
2.16        0.563959
2.16        0.563572
2.16          0.5639
2.16        0.563898
2.16        0.563999
2.16        0.564019
2.16        0.564091
2.16        0.564046
2.16        0.563986
2.16        0.563977
2.16        0.563895
2.16        0.563797
2.16        0.563777
2.16        0.563791
2.16         0.56384
2.16        0.563824
2.16         0.56376
2.16        0.563812
2.16        0.563843
2.16         0.56385
2.18        0.567212
2.18        0.566786
2.18         0.56708
2.18        0.567242
2.18        0.567071
2.18        0.566913
2.18        0.567048
2.18        0.566938
2.18        0.566831
2.18        0.566771
2.18        0.566819
2.18        0.566884
2.18        0.566904
2.18        0.566929
2.18        0.567001
2.18        0.567011
2.18        0.567027
2.18        0.567089
2.18        0.567062
2.18        0.567116
2.2        0.569526
2.2        0.569959
2.2        0.570425
2.2         0.57025
2.2        0.570492
2.2        0.570439
2.2        0.570585
2.2        0.570518
2.2        0.570536
2.2        0.570555
2.2        0.570563
2.2        0.570525
2.2        0.570441
2.2        0.570409
2.2        0.570408
2.2        0.570396
2.2        0.570458
2.2        0.570565
2.2        0.570645
2.2        0.570614
2.22        0.573808
2.22        0.574053
2.22        0.574407
2.22        0.574193
2.22        0.574462
2.22        0.574177
2.22        0.574311
2.22        0.574105
2.22        0.574067
2.22        0.574115
2.22        0.574077
2.22        0.573955
2.22        0.573935
2.22         0.57386
2.22        0.573922
2.22        0.573905
2.22        0.573744
2.22        0.573738
2.22        0.573708
2.22        0.573649
2.24        0.578696
2.24        0.578598
2.24        0.578101
2.24        0.577972
2.24        0.577876
2.24        0.577912
2.24        0.578017
2.24        0.577896
2.24         0.57797
2.24         0.57783
2.24        0.577739
2.24        0.577664
2.24        0.577711
2.24        0.577635
2.24        0.577628
2.24        0.577572
2.24         0.57755
2.24        0.577461
2.24        0.577381
2.24        0.577393
2.26        0.581747
2.26        0.581129
2.26        0.581192
2.26         0.58104
2.26        0.580976
2.26        0.580663
2.26        0.580669
2.26        0.580695
2.26        0.580682
2.26        0.580785
2.26        0.580764
2.26        0.580803
2.26        0.580702
2.26        0.580681
2.26        0.580676
2.26        0.580666
2.26        0.580678
2.26         0.58067
2.26        0.580697
2.26        0.580691
2.28        0.584345
2.28        0.584013
2.28        0.584339
2.28        0.584456
2.28         0.58417
2.28        0.583914
2.28         0.58386
2.28        0.583874
2.28        0.583875
2.28        0.583835
2.28        0.583868
2.28         0.58379
2.28        0.583787
2.28        0.583772
2.28        0.583797
2.28        0.583771
2.28        0.583912
2.28        0.583921
2.28        0.583912
2.28        0.583925
2.3        0.586111
2.3        0.586319
2.3        0.586512
2.3        0.586455
2.3        0.586392
2.3        0.586311
2.3        0.586524
2.3        0.586628
2.3        0.586613
2.3        0.586571
2.3        0.586594
2.3        0.586633
2.3        0.586744
2.3        0.586779
2.3        0.586744
2.3        0.586774
2.3         0.58676
2.3        0.586744
2.3        0.586844
2.3        0.586918
2.32        0.590646
2.32        0.590304
2.32        0.589708
2.32         0.58959
2.32        0.589442
2.32        0.589574
2.32        0.589787
2.32        0.589806
2.32        0.589849
2.32        0.589723
2.32        0.589791
2.32        0.589777
2.32        0.589698
2.32         0.58977
2.32        0.589779
2.32        0.589757
2.32        0.589734
2.32        0.589735
2.32        0.589796
2.32        0.589801
2.34        0.593668
2.34        0.592942
2.34        0.592582
2.34        0.592629
2.34        0.592518
2.34        0.592526
2.34        0.592567
2.34        0.592609
2.34        0.592621
2.34          0.5927
2.34        0.592854
2.34        0.592872
2.34        0.592931
2.34        0.592932
2.34        0.592903
2.34        0.592922
2.34        0.592988
2.34        0.592923
2.34        0.592879
2.34        0.592881
2.36        0.595161
2.36        0.595933
2.36        0.595151
2.36        0.595359
2.36        0.595432
2.36        0.595404
2.36        0.595444
2.36        0.595539
2.36        0.595623
2.36         0.59561
2.36        0.595553
2.36        0.595466
2.36        0.595543
2.36        0.595469
2.36        0.595554
2.36        0.595542
2.36        0.595609
2.36        0.595586
2.36        0.595652
2.36        0.595644
2.38        0.598945
2.38        0.599399
2.38        0.599462
2.38        0.599624
2.38        0.599423
2.38        0.599415
2.38        0.599372
2.38        0.599274
2.38        0.599354
2.38        0.599429
2.38         0.59931
2.38        0.599358
2.38        0.599332
2.38        0.599362
2.38        0.599345
2.38        0.599256
2.38        0.599296
2.38        0.599265
2.38        0.599275
2.38        0.599219
2.4        0.602949
2.4        0.602912
2.4         0.60309
2.4        0.602963
2.4        0.602834
2.4        0.602886
2.4        0.602909
2.4        0.602935
2.4        0.602879
2.4        0.602764
2.4        0.602698
2.4         0.60255
2.4        0.602537
2.4        0.602539
2.4        0.602515
2.4        0.602586
2.4        0.602602
2.4        0.602596
2.4        0.602602
2.4        0.602545
2.42        0.605885
2.42        0.605428
2.42        0.605777
2.42        0.605922
2.42        0.605841
2.42        0.605844
2.42         0.60575
2.42        0.605709
2.42        0.605599
2.42        0.605521
2.42        0.605485
2.42        0.605504
2.42        0.605453
2.42        0.605397
2.42        0.605261
2.42        0.605282
2.42        0.605188
2.42        0.605127
2.42        0.605106
2.42        0.605049
2.44        0.607392
2.44        0.607904
2.44        0.607692
2.44        0.607541
2.44        0.607642
2.44        0.607661
2.44        0.607726
2.44        0.607729
2.44        0.607756
2.44        0.607721
2.44        0.607779
2.44        0.607774
2.44        0.607782
2.44        0.607806
2.44        0.607889
2.44        0.607845
2.44         0.60786
2.44         0.60786
2.44         0.60786
2.44        0.607926
2.46        0.611397
2.46        0.611715
2.46        0.611224
2.46        0.611324
2.46        0.611326
2.46        0.611443
2.46        0.611478
2.46        0.611342
2.46        0.611288
2.46        0.611296
2.46        0.611383
2.46        0.611425
2.46        0.611361
2.46        0.611198
2.46        0.611257
2.46        0.611271
2.46        0.611248
2.46        0.611318
2.46        0.611306
2.46        0.611232
2.48        0.613604
2.48        0.613978
2.48        0.614018
2.48        0.613679
2.48        0.613771
2.48        0.613516
2.48         0.61346
2.48          0.6133
2.48        0.613078
2.48        0.613115
2.48        0.613071
2.48        0.613116
2.48        0.613123
2.48        0.613172
2.48        0.613284
2.48        0.613211
2.48        0.613282
2.48        0.613278
2.48        0.613326
2.48        0.613317
2.5        0.616892
2.5        0.616561
2.5        0.616481
2.5        0.616481
2.5        0.616506
2.5        0.616506
2.5        0.616488
2.5        0.616437
2.5        0.616549
2.5          0.6165
2.5        0.616463
2.5        0.616429
2.5        0.616611
2.5        0.616622
2.5        0.616629
2.5        0.616662
2.5        0.616635
2.5        0.616639
2.5        0.616559
2.5         0.61652
2.52        0.619985
2.52        0.618643
2.52        0.619332
2.52        0.619313
2.52        0.619502
2.52        0.619442
2.52        0.619413
2.52        0.619516
2.52        0.619415
2.52        0.619415
2.52        0.619414
2.52        0.619462
2.52        0.619533
2.52        0.619524
2.52        0.619514
2.52        0.619417
2.52        0.619402
2.52        0.619402
2.52        0.619386
2.52          0.6194
2.54         0.62137
2.54         0.62116
2.54        0.621372
2.54        0.621688
2.54        0.621808
2.54        0.621818
2.54        0.622091
2.54         0.62201
2.54        0.622089
2.54        0.621945
2.54        0.621762
2.54        0.621875
2.54        0.621967
2.54        0.621977
2.54        0.621974
2.54        0.621993
2.54        0.622002
2.54        0.621978
2.54        0.621908
2.54        0.621901
2.56        0.625211
2.56        0.624788
2.56        0.624974
2.56        0.624971
2.56        0.624772
2.56        0.624766
2.56        0.624813
2.56        0.624761
2.56        0.624782
2.56        0.624732
2.56        0.624614
2.56        0.624595
2.56        0.624499
2.56        0.624322
2.56        0.624314
2.56        0.624355
2.56        0.624352
2.56        0.624441
2.56        0.624435
2.56         0.62441
2.58        0.627219
2.58        0.627342
2.58        0.627036
2.58        0.627217
2.58        0.627291
2.58        0.627425
2.58        0.627387
2.58        0.627428
2.58         0.62758
2.58        0.627485
2.58          0.6275
2.58        0.627413
2.58        0.627508
2.58        0.627443
2.58        0.627433
2.58        0.627449
2.58        0.627383
2.58        0.627365
2.58         0.62731
2.58        0.627284
2.6        0.630414
2.6        0.630485
2.6         0.63073
2.6        0.630498
2.6         0.63038
2.6        0.630413
2.6        0.630294
2.6        0.630253
2.6        0.630338
2.6        0.630373
2.6        0.630258
2.6         0.63036
2.6        0.630334
2.6        0.630258
2.6        0.630193
2.6        0.630189
2.6        0.630145
2.6        0.630157
2.6        0.630156
2.6        0.630154
2.62        0.631885
2.62        0.631889
2.62        0.632178
2.62        0.632128
2.62        0.631985
2.62        0.632554
2.62        0.632454
2.62        0.632437
2.62        0.632428
2.62        0.632393
2.62        0.632408
2.62        0.632383
2.62        0.632285
2.62        0.632268
2.62        0.632236
2.62        0.632286
2.62        0.632382
2.62        0.632376
2.62        0.632345
2.62        0.632368
2.64        0.635215
2.64        0.634282
2.64        0.634438
2.64        0.634507
2.64        0.634784
2.64        0.634767
2.64        0.634772
2.64        0.634766
2.64        0.634772
2.64        0.634686
2.64        0.634554
2.64        0.634514
2.64        0.634537
2.64        0.634505
2.64        0.634487
2.64         0.63444
2.64        0.634489
2.64        0.634442
2.64         0.63443
2.64        0.634507
2.66         0.63847
2.66        0.637642
2.66        0.637357
2.66        0.637415
2.66        0.637356
2.66        0.637261
2.66        0.637254
2.66        0.637264
2.66        0.637372
2.66        0.637501
2.66        0.637478
2.66        0.637455
2.66        0.637504
2.66        0.637498
2.66         0.63752
2.66        0.637456
2.66        0.637415
2.66        0.637412
2.66        0.637438
2.66        0.637478
2.68        0.639562
2.68        0.640221
2.68        0.640212
2.68        0.640082
2.68         0.63994
2.68        0.640018
2.68        0.639778
2.68        0.639924
2.68        0.639771
2.68        0.639762
2.68        0.639795
2.68        0.639711
2.68        0.639725
2.68        0.639786
2.68        0.639712
2.68        0.639755
2.68        0.639782
2.68        0.639694
2.68        0.639652
2.68        0.639676
2.7        0.643102
2.7        0.642199
2.7        0.642406
2.7        0.642419
2.7        0.642286
2.7        0.642386
2.7        0.642495
2.7        0.642192
2.7        0.642098
2.7        0.642139
2.7        0.642137
2.7        0.642142
2.7        0.642124
2.7        0.642167
2.7        0.642202
2.7        0.642242
2.7        0.642295
2.7        0.642264
2.7        0.642247
2.7        0.642249
2.72        0.643736
2.72        0.644506
2.72        0.644616
2.72        0.644196
2.72         0.64426
2.72        0.644435
2.72        0.644529
2.72         0.64452
2.72        0.644533
2.72        0.644626
2.72        0.644552
2.72        0.644437
2.72          0.6445
2.72        0.644445
2.72         0.64448
2.72        0.644538
2.72        0.644577
2.72        0.644577
2.72        0.644542
2.72        0.644495
2.74        0.646456
2.74        0.646373
2.74        0.646828
2.74        0.647027
2.74        0.646982
2.74        0.647051
2.74        0.646916
2.74          0.6469
2.74         0.64688
2.74        0.646917
2.74        0.646866
2.74        0.646876
2.74        0.646877
2.74        0.646829
2.74        0.646839
2.74        0.646872
2.74        0.646854
2.74        0.646882
2.74         0.64692
2.74        0.646948
2.76        0.648026
2.76         0.64865
2.76        0.649131
2.76          0.6491
2.76        0.649177
2.76        0.649233
2.76        0.649278
2.76        0.649257
2.76        0.649315
2.76        0.649269
2.76        0.649128
2.76         0.64918
2.76        0.649191
2.76        0.649163
2.76         0.64911
2.76         0.64911
2.76        0.649102
2.76        0.649119
2.76        0.649109
2.76        0.649084
2.78        0.652365
2.78        0.651806
2.78        0.651829
2.78        0.651742
2.78        0.651717
2.78        0.651516
2.78         0.65155
2.78        0.651484
2.78        0.651536
2.78        0.651413
2.78        0.651402
2.78        0.651466
2.78        0.651339
2.78        0.651392
2.78        0.651332
2.78        0.651335
2.78        0.651382
2.78        0.651377
2.78        0.651327
2.78        0.651367
2.8        0.654322
2.8        0.654006
2.8        0.653877
2.8        0.654008
2.8        0.653851
2.8        0.653761
2.8        0.653752
2.8         0.65367
2.8        0.653719
2.8         0.65389
2.8        0.653851
2.8        0.653954
2.8        0.653949
2.8        0.653857
2.8        0.653842
2.8        0.653803
2.8        0.653783
2.8        0.653812
2.8        0.653719
2.8        0.653665
2.82        0.656379
2.82        0.656008
2.82        0.655891
2.82        0.656111
2.82        0.656244
2.82        0.656119
2.82        0.656198
2.82        0.656265
2.82        0.656329
2.82        0.656359
2.82        0.656243
2.82        0.656204
2.82        0.656235
2.82        0.656193
2.82        0.656126
2.82         0.65617
2.82        0.656176
2.82        0.656195
2.82        0.656215
2.82        0.656218
2.84        0.659682
2.84        0.659196
2.84        0.659204
2.84        0.659325
2.84        0.659018
2.84        0.658969
2.84        0.658945
2.84        0.659007
2.84        0.658918
2.84        0.658919
2.84         0.65896
2.84        0.658889
2.84        0.658884
2.84        0.658897
2.84        0.658835
2.84        0.658857
2.84        0.658787
2.84        0.658819
2.84         0.65878
2.84        0.658822
2.86        0.660272
2.86        0.659985
2.86        0.659879
2.86        0.659816
2.86        0.659877
2.86        0.660133
2.86        0.660116
2.86        0.660171
2.86        0.660222
2.86        0.660413
2.86        0.660473
2.86        0.660463
2.86        0.660367
2.86        0.660432
2.86        0.660482
2.86        0.660514
2.86        0.660492
2.86        0.660555
2.86        0.660532
2.86        0.660621
2.88        0.663711
2.88        0.663598
2.88         0.66356
2.88        0.663415
2.88        0.663308
2.88        0.663305
2.88        0.663361
2.88        0.663292
2.88        0.663139
2.88        0.663107
2.88        0.663111
2.88        0.663093
2.88        0.662959
2.88        0.662981
2.88        0.662999
2.88         0.66297
2.88          0.6629
2.88        0.662918
2.88        0.662949
2.88        0.662955
2.9        0.665318
2.9        0.665045
2.9        0.664609
2.9        0.664624
2.9        0.664674
2.9        0.664608
2.9        0.664444
2.9        0.664546
2.9        0.664515
2.9        0.664598
2.9        0.664621
2.9        0.664625
2.9        0.664701
2.9        0.664747
2.9        0.664821
2.9         0.66491
2.9        0.664879
2.9        0.664846
2.9        0.664839
2.9        0.664751
2.92        0.666536
2.92        0.667098
2.92        0.667477
2.92         0.66712
2.92        0.667302
2.92        0.667286
2.92        0.667479
2.92        0.667281
2.92        0.667173
2.92        0.667145
2.92        0.667219
2.92        0.667201
2.92        0.667268
2.92        0.667351
2.92        0.667428
2.92         0.66739
2.92        0.667346
2.92        0.667248
2.92        0.667204
2.92        0.667199
2.94        0.670394
2.94        0.669346
2.94        0.669153
2.94        0.668929
2.94        0.668767
2.94        0.668685
2.94        0.668753
2.94        0.668891
2.94        0.668877
2.94        0.668852
2.94        0.668874
2.94        0.668905
2.94        0.668816
2.94        0.668977
2.94        0.668947
2.94        0.668934
2.94        0.668934
2.94        0.668967
2.94        0.668975
2.94        0.668965
2.96        0.672121
2.96         0.67155
2.96        0.671374
2.96        0.671202
2.96        0.671344
2.96        0.671249
2.96         0.67111
2.96        0.671102
2.96        0.671107
2.96        0.671266
2.96        0.671277
2.96        0.671313
2.96        0.671322
2.96        0.671313
2.96        0.671281
2.96        0.671292
2.96        0.671334
2.96        0.671366
2.96        0.671332
2.96        0.671302
2.98        0.673093
2.98        0.673752
2.98         0.67362
2.98        0.673414
2.98        0.673245
2.98         0.67323
2.98        0.673266
2.98        0.673243
2.98        0.673326
2.98        0.673322
2.98        0.673426
2.98        0.673482
2.98        0.673507
2.98        0.673488
2.98        0.673501
2.98        0.673507
2.98         0.67348
2.98        0.673429
2.98        0.673465
2.98        0.673468
